sample_name,data_coleta,genotipo,condicao,y_true,y_pred_fit
B2_EMB48_IRRIG_REPROD00001.asd,2017-02-23,EMB48,irrigado,1,0.3388077718
B2_EMB48_IRRIG_REPROD00002.asd,2017-02-23,EMB48,irrigado,1,0.4538148364
B2_EMB48_IRRIG_REPROD00003.asd,2017-02-23,EMB48,irrigado,1,0.5686036182
B2_EMB48_IRRIG_REPROD00004.asd,2017-02-23,EMB48,irrigado,1,0.7478817420
B2_EMB48_IRRIG_REPROD00005.asd,2017-02-23,EMB48,irrigado,1,0.7159789009
B2_EMB48_IRRIG_REPROD00006.asd,2017-02-23,EMB48,irrigado,1,0.8022844588
B2_EMB48_IRRIG_REPROD00007.asd,2017-02-23,EMB48,irrigado,1,0.7498164897
B2_EMB48_NIRRIG_REPROD00000.asd,2017-02-23,EMB48,nao_irrigado,0,0.3737407703
B2_EMB48_NIRRIG_REPROD00001.asd,2017-02-23,EMB48,nao_irrigado,0,0.6280625382
B2_EMB48_NIRRIG_REPROD00002.asd,2017-02-23,EMB48,nao_irrigado,0,0.4875546139
B2_EMB48_NIRRIG_REPROD00003.asd,2017-02-23,EMB48,nao_irrigado,0,0.5369779764
B2_EMB48_NIRRIG_REPROD00004.asd,2017-02-23,EMB48,nao_irrigado,0,0.2057782689
B2_EMB48_NIRRIG_REPROD00005.asd,2017-02-23,EMB48,nao_irrigado,0,0.2885518968
B2_EMB48_NIRRIG_REPROD00006.asd,2017-02-23,EMB48,nao_irrigado,0,0.0534152215
B2_EMB48_NIRRIG_REPROD00007.asd,2017-02-23,EMB48,nao_irrigado,0,0.0625745594
B3_BR16_IRRIG_REPROD00000.asd,2017-02-23,BR16,irrigado,1,1.0245428517
B3_BR16_IRRIG_REPROD00001.asd,2017-02-23,BR16,irrigado,1,1.1472315926
B3_BR16_IRRIG_REPROD00002.asd,2017-02-23,BR16,irrigado,1,0.8956965339
B3_BR16_IRRIG_REPROD00003.asd,2017-02-23,BR16,irrigado,1,0.9947226598
B3_BR16_IRRIG_REPROD00004.asd,2017-02-23,BR16,irrigado,1,0.4672207796
B3_BR16_IRRIG_REPROD00005.asd,2017-02-23,BR16,irrigado,1,0.5935546826
B3_BR16_IRRIG_REPROD00006.asd,2017-02-23,BR16,irrigado,1,0.7560731824
B3_BR16_IRRIG_REPROD00007.asd,2017-02-23,BR16,irrigado,1,0.6261657942
B3_BR16_NIRRIG_REPROD00000.asd,2017-02-23,BR16,nao_irrigado,0,0.2780048396
B3_BR16_NIRRIG_REPROD00001.asd,2017-02-23,BR16,nao_irrigado,0,0.2754505543
B3_BR16_NIRRIG_REPROD00002.asd,2017-02-23,BR16,nao_irrigado,0,0.2990686754
B3_BR16_NIRRIG_REPROD00003.asd,2017-02-23,BR16,nao_irrigado,0,0.3953561917
B3_BR16_NIRRIG_REPROD00004.asd,2017-02-23,BR16,nao_irrigado,0,0.1044141424
B3_BR16_NIRRIG_REPROD00005.asd,2017-02-23,BR16,nao_irrigado,0,0.2438530909
B3_BR16_NIRRIG_REPROD00006.asd,2017-02-23,BR16,nao_irrigado,0,0.1935139817
B3_BR16_NIRRIG_REPROD00007.asd,2017-02-23,BR16,nao_irrigado,0,0.1899217752
B3_C202_IRRIG_REPROD00000.asd,2017-02-23,CD202,irrigado,1,0.9951989119
B3_C202_IRRIG_REPROD00001.asd,2017-02-23,CD202,irrigado,1,0.9316949857
B3_C202_IRRIG_REPROD00002.asd,2017-02-23,CD202,irrigado,1,1.0947725280
B3_C202_IRRIG_REPROD00003.asd,2017-02-23,CD202,irrigado,1,1.0772045054
B3_C202_IRRIG_REPROD00004.asd,2017-02-23,CD202,irrigado,1,0.8922743954
B3_C202_IRRIG_REPROD00005.asd,2017-02-23,CD202,irrigado,1,0.7166870987
B3_C202_IRRIG_REPROD00006.asd,2017-02-23,CD202,irrigado,1,0.7451418740
B3_C202_IRRIG_REPROD00007.asd,2017-02-23,CD202,irrigado,1,0.7245385563
B3_C202_NIRRIG_REPROD00000.asd,2017-02-23,CD202,nao_irrigado,0,0.0338044899
B3_C202_NIRRIG_REPROD00001.asd,2017-02-23,CD202,nao_irrigado,0,0.0940695961
B3_C202_NIRRIG_REPROD00002.asd,2017-02-23,CD202,nao_irrigado,0,0.1263365583
B3_C202_NIRRIG_REPROD00003.asd,2017-02-23,CD202,nao_irrigado,0,0.1092044491
B3_C202_NIRRIG_REPROD00004.asd,2017-02-23,CD202,nao_irrigado,0,0.1646853862
B3_C202_NIRRIG_REPROD00005.asd,2017-02-23,CD202,nao_irrigado,0,0.1539654555
B3_C202_NIRRIG_REPROD00006.asd,2017-02-23,CD202,nao_irrigado,0,0.4537560642
B3_C202_NIRRIG_REPROD00007.asd,2017-02-23,CD202,nao_irrigado,0,0.1801656209
B3_EMB48_IRRIG_REPROD00000.asd,2017-02-23,EMB48,irrigado,1,1.0681037165
B3_EMB48_IRRIG_REPROD00001.asd,2017-02-23,EMB48,irrigado,1,1.2116175464
B3_EMB48_IRRIG_REPROD00002.asd,2017-02-23,EMB48,irrigado,1,1.2623399663
B3_EMB48_IRRIG_REPROD00003.asd,2017-02-23,EMB48,irrigado,1,0.9812769105
B3_EMB48_IRRIG_REPROD00004.asd,2017-02-23,EMB48,irrigado,1,0.9251178625
B3_EMB48_IRRIG_REPROD00005.asd,2017-02-23,EMB48,irrigado,1,0.9490529210
B3_EMB48_IRRIG_REPROD00006.asd,2017-02-23,EMB48,irrigado,1,0.8843213842
B3_EMB48_IRRIG_REPROD00007.asd,2017-02-23,EMB48,irrigado,1,0.7621560954
B3_EMB48_NIRRIG_REPROD00000.asd,2017-02-23,EMB48,nao_irrigado,0,0.1657416289
B3_EMB48_NIRRIG_REPROD00001.asd,2017-02-23,EMB48,nao_irrigado,0,0.2107457605
B3_EMB48_NIRRIG_REPROD00002.asd,2017-02-23,EMB48,nao_irrigado,0,0.2412738798
B3_EMB48_NIRRIG_REPROD00003.asd,2017-02-23,EMB48,nao_irrigado,0,0.0934736822
B3_EMB48_NIRRIG_REPROD00004.asd,2017-02-23,EMB48,nao_irrigado,0,0.1373383968
B3_EMB48_NIRRIG_REPROD00005.asd,2017-02-23,EMB48,nao_irrigado,0,0.0968165555
B3_EMB48_NIRRIG_REPROD00006.asd,2017-02-23,EMB48,nao_irrigado,0,0.0660342011
B3_EMB48_NIRRIG_REPROD00007.asd,2017-02-23,EMB48,nao_irrigado,0,-0.0520489101
B4_BR16_IRRIG_REPROD00000.asd,2017-02-23,BR16,irrigado,1,0.3678098209
B4_BR16_IRRIG_REPROD00001.asd,2017-02-23,BR16,irrigado,1,0.4227325448
B4_BR16_IRRIG_REPROD00002.asd,2017-02-23,BR16,irrigado,1,0.5332006700
B4_BR16_IRRIG_REPROD00003.asd,2017-02-23,BR16,irrigado,1,0.4300611312
B4_BR16_IRRIG_REPROD00004.asd,2017-02-23,BR16,irrigado,1,0.6930826889
B4_BR16_IRRIG_REPROD00005.asd,2017-02-23,BR16,irrigado,1,0.6999315788
B4_BR16_IRRIG_REPROD00006.asd,2017-02-23,BR16,irrigado,1,0.7648714947
B4_BR16_IRRIG_REPROD00007.asd,2017-02-23,BR16,irrigado,1,0.8352885595
B4_BR16_NIRRIG_REPROD00000.asd,2017-02-23,BR16,nao_irrigado,0,0.1052423837
B4_BR16_NIRRIG_REPROD00001.asd,2017-02-23,BR16,nao_irrigado,0,0.0623334344
B4_BR16_NIRRIG_REPROD00002.asd,2017-02-23,BR16,nao_irrigado,0,0.0469231239
B4_BR16_NIRRIG_REPROD00003.asd,2017-02-23,BR16,nao_irrigado,0,0.0159110347
B4_BR16_NIRRIG_REPROD00004.asd,2017-02-23,BR16,nao_irrigado,0,0.2528249686
B4_BR16_NIRRIG_REPROD00005.asd,2017-02-23,BR16,nao_irrigado,0,0.3451662012
B4_BR16_NIRRIG_REPROD00006.asd,2017-02-23,BR16,nao_irrigado,0,0.1900572977
B4_BR16_NIRRIG_REPROD00007.asd,2017-02-23,BR16,nao_irrigado,0,0.1637446637
B4_CD202_IRRIG_REPROD00000.asd,2017-02-23,CD202,irrigado,1,0.8862777860
B4_CD202_IRRIG_REPROD00001.asd,2017-02-23,CD202,irrigado,1,0.8687753775
B4_CD202_IRRIG_REPROD00002.asd,2017-02-23,CD202,irrigado,1,0.8136575318
B4_CD202_IRRIG_REPROD00003.asd,2017-02-23,CD202,irrigado,1,0.8460683158
B4_CD202_IRRIG_REPROD00004.asd,2017-02-23,CD202,irrigado,1,0.9751223592
B4_CD202_IRRIG_REPROD00005.asd,2017-02-23,CD202,irrigado,1,0.9588808564
B4_CD202_IRRIG_REPROD00006.asd,2017-02-23,CD202,irrigado,1,0.8607444893
B4_CD202_IRRIG_REPROD00007.asd,2017-02-23,CD202,irrigado,1,0.8642684225
B4_CD202_NIRRIG_REPROD00000.asd,2017-02-23,CD202,nao_irrigado,0,0.3423650220
B4_CD202_NIRRIG_REPROD00001.asd,2017-02-23,CD202,nao_irrigado,0,0.3072976871
B4_CD202_NIRRIG_REPROD00002.asd,2017-02-23,CD202,nao_irrigado,0,0.1948333905
B4_CD202_NIRRIG_REPROD00003.asd,2017-02-23,CD202,nao_irrigado,0,0.1222539636
B4_CD202_NIRRIG_REPROD00004.asd,2017-02-23,CD202,nao_irrigado,0,0.0708047715
B4_CD202_NIRRIG_REPROD00005.asd,2017-02-23,CD202,nao_irrigado,0,0.1122305114
B4_CD202_NIRRIG_REPROD00006.asd,2017-02-23,CD202,nao_irrigado,0,-0.0123410055
B4_CD202_NIRRIG_REPROD00007.asd,2017-02-23,CD202,nao_irrigado,0,0.0133674406
B4_EMB48_IRRIG_REPROD00000.asd,2017-02-23,EMB48,irrigado,1,0.7486312454
B4_EMB48_IRRIG_REPROD00001.asd,2017-02-23,EMB48,irrigado,1,0.8006603708
B4_EMB48_IRRIG_REPROD00002.asd,2017-02-23,EMB48,irrigado,1,0.8200976196
B4_EMB48_IRRIG_REPROD00003.asd,2017-02-23,EMB48,irrigado,1,0.7689641450
B4_EMB48_IRRIG_REPROD00004.asd,2017-02-23,EMB48,irrigado,1,0.9992618560
B4_EMB48_IRRIG_REPROD00005.asd,2017-02-23,EMB48,irrigado,1,1.0579407740
B4_EMB48_IRRIG_REPROD00006.asd,2017-02-23,EMB48,irrigado,1,0.8883274437
B4_EMB48_IRRIG_REPROD00007.asd,2017-02-23,EMB48,irrigado,1,1.0391615277
B4_EMB48_NIRRIG_REPROD00000.asd,2017-02-23,EMB48,nao_irrigado,0,-0.0133048715
B4_EMB48_NIRRIG_REPROD00001.asd,2017-02-23,EMB48,nao_irrigado,0,0.1324055538
B4_EMB48_NIRRIG_REPROD00002.asd,2017-02-23,EMB48,nao_irrigado,0,0.0910535442
B4_EMB48_NIRRIG_REPROD00003.asd,2017-02-23,EMB48,nao_irrigado,0,0.0886521514
B4_EMB48_NIRRIG_REPROD00004.asd,2017-02-23,EMB48,nao_irrigado,0,0.1187012061
B4_EMB48_NIRRIG_REPROD00005.asd,2017-02-23,EMB48,nao_irrigado,0,0.1775038981
B4_EMB48_NIRRIG_REPROD00006.asd,2017-02-23,EMB48,nao_irrigado,0,0.1972074865
B4_EMB48_NIRRIG_REPROD00007.asd,2017-02-23,EMB48,nao_irrigado,0,0.2239592848
B1_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,1,0.8632985409
B1_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,1,1.1350959534
B1_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,1,1.1727139978
B1_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,1,0.9642489439
B1_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,1,1.2269523534
B1_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,1,1.1984133692
B1_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,1,1.1623127989
B1_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,1,1.0691452227
B1_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,0,-0.1045364554
B1_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,0,-0.2224335069
B1_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,0,-0.2286278766
B1_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,0,-0.2063911487
B1_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0,-0.0834153174
B1_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0,-0.1840052728
B1_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0,-0.2835932903
B1_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0,-0.2550417852
B1_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,1,0.8594721156
B1_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,1,1.1079763864
B1_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,1,1.0018051459
B1_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,1,0.9805720565
B1_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,1,0.8601546624
B1_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,1,0.8978561194
B1_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,1,1.0064174235
B1_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,1,0.9859627831
B1_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0,0.1924333667
B1_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0,0.1983873835
B1_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0,0.3941923297
B1_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0,0.2699633370
B1_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0,-0.0130214798
B1_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0,-0.2278942727
B1_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0,-0.1416740140
B1_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0,-0.0725970660
B1_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,1,0.9473460818
B1_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,1,0.9800686407
B1_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,1,1.0271802105
B1_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,1,0.9741321134
B1_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,1,1.0180627402
B1_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,1,0.9367253264
B1_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,1,1.0720108977
B1_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,1,1.0174307733
B1_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0,-0.1437998294
B1_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0,0.0136296142
B1_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0,-0.0683065067
B1_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0,-0.1494544683
B1_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0,0.3072371130
B1_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0,0.1159347572
B1_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0,0.1908074415
B1_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0,0.0984672867
B2_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,1,1.0391802164
B2_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,1,1.0638511513
B2_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,1,1.1222103472
B2_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,1,1.0747649113
B2_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,1,0.8343969147
B2_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,1,0.8317353471
B2_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,1,0.9382109799
B2_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,1,0.8493398106
B2_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,0,0.2917475087
B2_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,0,0.2889235978
B2_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,0,0.2426032010
B2_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,0,0.2197218099
B2_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0,0.1793284166
B2_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0,0.0507258255
B2_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0,0.1796827602
B2_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0,0.0177980730
B2_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,1,0.8368556488
B2_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,1,1.1560743285
B2_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,1,1.0223108516
B2_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,1,0.9895942418
B2_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,1,1.0630581421
B2_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,1,1.0727419462
B2_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,1,0.9039134499
B2_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,1,0.9960336884
B2_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0,-0.1477487040
B2_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0,-0.0634547688
B2_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0,-0.0569254614
B2_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0,-0.0743985221
B2_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0,-0.0708569282
B2_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0,0.0769661060
B2_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0,0.0775164309
B2_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0,0.0591341713
B2_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,1,0.8521314398
B2_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,1,0.8840658961
B2_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,1,0.8581650625
B2_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,1,0.8107661332
B2_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,1,1.0497601403
B2_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,1,0.9486839129
B2_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,1,0.7969162224
B2_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,1,0.9313104097
B2_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0,-0.0462446989
B2_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0,0.1048129824
B2_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0,0.0201317541
B2_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0,-0.0913969436
B2_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0,0.2193457022
B2_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0,0.2572343131
B2_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0,0.2373923421
B2_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0,0.1711888101
B3_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,1,1.0037538227
B3_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,1,1.0128342888
B3_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,1,0.9604976656
B3_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,1,1.0006536983
B3_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,1,1.0190695920
B3_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,1,1.0151820684
B3_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,1,0.9591107724
B3_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,1,0.8487371383
B3_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,0,0.0325376707
B3_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,0,0.0714829988
B3_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,0,0.0428995061
B3_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,0,0.1015934754
B3_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0,0.3226779740
B3_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0,0.2718447447
B3_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0,0.0840187742
B3_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0,0.0248438307
B3_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,1,0.9943062136
B3_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,1,1.1152212578
B3_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,1,1.0905920473
B3_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,1,1.0877456284
B3_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,1,1.3052932284
B3_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,1,1.1080109113
B3_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,1,1.0573647108
B3_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,1,1.1629609836
B3_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0,0.2579769866
B3_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0,0.1504729027
B3_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0,-0.0707411251
B3_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0,0.0832370150
B3_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0,-0.0954576116
B3_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0,-0.0791857153
B3_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0,-0.1577253691
B3_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0,-0.0398918796
B3_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,1,1.2613243531
B3_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,1,1.1321893414
B3_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,1,1.1425050025
B3_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,1,1.2385644237
B3_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,1,0.9476571827
B3_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,1,0.8707773436
B3_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,1,1.1613676373
B3_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,1,1.0333028185
B3_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0,-0.2783595580
B3_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0,-0.2453394044
B3_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0,-0.1586599940
B3_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0,-0.2555608711
B3_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0,-0.2161926718
B3_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0,-0.0635566764
B3_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0,-0.1219740706
B3_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0,-0.1599854240
B4_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,1,1.1329714036
B4_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,1,1.0962556399
B4_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,1,1.2379429474
B4_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,1,1.1571432027
B4_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,1,0.9549563399
B4_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,1,0.8981186850
B4_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,1,0.8978413558
B4_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,1,1.0194645052
B4_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,0,-0.0673608277
B4_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,0,-0.0141759026
B4_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,0,0.0196416027
B4_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,0,0.1252097866
B4_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0,-0.1101538700
B4_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0,-0.1945182624
B4_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0,-0.0689748159
B4_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0,-0.2474109697
B4_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,1,0.9947469011
B4_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,1,1.0573768977
B4_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,1,1.0098639587
B4_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,1,0.9355056015
