sample_name,data_coleta,genotipo,condicao,y_true,y_pred_fit
B4_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,1,1.0779323079
B4_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,1,1.0500263049
B4_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,1,0.9873668408
B4_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,1,0.9949918009
B4_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0,0.0005298151
B4_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0,-0.0897724637
B4_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0,0.1147462218
B4_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0,0.0149278704
B4_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0,-0.0581459077
B4_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0,-0.0148757027
B4_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0,-0.0661517585
B4_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0,-0.0761113645
B4_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,1,0.9178834262
B4_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,1,0.9412746176
B4_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,1,0.9113993236
B4_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,1,1.0250569906
B4_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,1,0.9608086034
B4_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,1,0.7301069522
B4_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,1,0.8568124975
B4_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,1,0.8159769142
B4_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0,-0.2540981658
B4_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0,-0.1335135461
B4_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0,0.0116849378
B4_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0,-0.1423060628
B4_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0,0.0992691826
B4_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0,0.1140507842
B4_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0,0.0894922300
B4_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0,0.1638722007
B1_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,1,0.7527210301
B1_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,1,0.9124019525
B1_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,1,0.9259679149
B1_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,1,0.8290868432
B1_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,1,0.8236820644
B1_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,1,0.9034266998
B1_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,1,0.8177260348
B1_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,1,0.8703149618
B1_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,0,0.0690427815
B1_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,0,-0.0011005537
B1_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,0,0.0861596151
B1_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,0,-0.0129433099
B1_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0,-0.2058701855
B1_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0,-0.2080978463
B1_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0,-0.0198994297
B1_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0,-0.1663721898
B1_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,1,0.6611995774
B1_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,1,0.6659563898
B1_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,1,0.6178225780
B1_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,1,0.7711705313
B1_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,1,0.7589455264
B1_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,1,0.7951518945
B1_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,1,0.9287002961
B1_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,1,0.9315551757
B1_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0,0.1430543935
B1_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0,0.1143331456
B1_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0,0.1736337028
B1_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0,0.1330617431
B1_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0,0.4366677401
B1_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0,0.2420390247
B1_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0,0.2096453323
B1_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0,0.2262192371
B1_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,1,1.0864489763
B1_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,1,1.1951559855
B1_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,1,1.1200863023
B1_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,1,1.0247696607
B1_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,1,0.5868918797
B1_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,1,0.7578793973
B1_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,1,0.7466759028
B1_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,1,0.7505089478
B1_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0,0.0719549971
B1_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0,0.0917611412
B1_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0,0.0528923479
B1_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0,-0.0460911829
B1_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0,0.1240338420
B1_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0,0.1775705832
B1_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0,0.0117475316
B1_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0,0.1364308566
B2_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,1,1.0691911334
B2_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,1,1.2422938393
B2_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,1,1.1213891719
B2_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,1,1.2075169883
B2_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,1,0.5839784459
B2_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,1,0.8477991942
B2_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,1,0.8029854742
B2_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,1,0.8542087965
B2_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,0,0.4444414471
B2_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,0,0.4503407802
B2_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,0,0.2683171404
B2_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,0,0.2903692601
B2_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0,-0.0271441221
B2_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0,0.0504919980
B2_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0,0.0079787484
B2_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0,0.0659416001
B2_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,1,0.3914462365
B2_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,1,0.4091528622
B2_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,1,0.3708048503
B2_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,1,0.4501484582
B2_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,1,0.8412624753
B2_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,1,0.9201568930
B2_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,1,0.7962212051
B2_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,1,0.8126912505
B2_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0,-0.0559716535
B2_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0,0.0070214777
B2_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0,0.0871589584
B2_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0,0.1175765278
B2_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0,0.5181744716
B2_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0,0.3898074889
B2_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0,0.4100705351
B2_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0,0.3874577246
B2_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,1,1.0042350711
B2_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,1,1.1918774558
B2_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,1,1.1360186630
B2_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,1,1.1099090795
B2_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,1,1.0802819162
B2_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,1,1.1382080606
B2_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,1,1.0607646224
B2_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,1,1.1002522912
B2_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0,-0.1729493180
B2_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0,-0.2701189196
B2_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0,-0.3178184802
B2_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0,-0.1237845303
B2_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0,0.2614011351
B2_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0,0.2418833179
B2_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0,0.3346088200
B2_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0,0.3786326444
B3_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,1,0.6415132225
B3_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,1,0.7495684671
B3_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,1,0.6036426120
B3_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,1,0.7483446119
B3_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,1,0.8911872282
B3_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,1,0.7759090430
B3_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,1,0.9882547355
B3_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,1,0.9660415505
B3_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,0,0.1149914534
B3_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,0,0.1937720941
B3_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,0,0.0965529696
B3_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,0,-0.0244220089
B3_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0,-0.0854218019
B3_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0,-0.0201156066
B3_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0,0.0779641410
B3_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0,-0.1034469705
B3_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,1,0.4528608405
B3_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,1,0.6606906128
B3_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,1,0.4428432949
B3_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,1,0.4595890253
B3_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,1,0.6577165400
B3_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,1,0.7030097772
B3_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,1,0.7320134880
B3_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,1,0.7692602844
B3_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0,0.1046926980
B3_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0,0.0319051738
B3_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0,-0.0063183786
B3_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0,-0.0727584673
B3_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0,0.0700000299
B3_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0,0.0994818562
B3_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0,-0.0089297127
B3_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0,0.1488108914
B3_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,1,0.8154805849
B3_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,1,0.9014588041
B3_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,1,0.8397976021
B3_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,1,0.9331818896
B3_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,1,0.6933857243
B3_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,1,0.7191085167
B3_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,1,0.7483183820
B3_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,1,0.7368395717
B3_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0,-0.1320849887
B3_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0,-0.1412441875
B3_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0,-0.1075593250
B3_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0,-0.3436772602
B3_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0,-0.4463986500
B3_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0,-0.1611645906
B3_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0,-0.3185272852
B3_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0,-0.2602528865
B4_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,1,1.0418971382
B4_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,1,1.0791747155
B4_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,1,1.0888030545
B4_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,1,0.9416793134
B4_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,1,1.0312904081
B4_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,1,1.2438559176
B4_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,1,1.2365818924
B4_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,1,1.1939020382
B4_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,0,-0.0132985671
B4_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,0,-0.0646936459
B4_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,0,-0.1557139852
B4_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,0,-0.1406428910
B4_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0,-0.0828788073
B4_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0,-0.0763102770
B4_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0,0.0193629410
B4_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0,0.0072220058
B4_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,1,0.9378264762
B4_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,1,1.1049916028
B4_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,1,1.0420743223
B4_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,1,1.1549594626
B4_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,1,1.5111933119
B4_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,1,1.2980171371
B4_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,1,1.3098004019
B4_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,1,1.3694286625
B4_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0,0.1054023964
B4_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0,0.0458771730
B4_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0,0.1202646213
B4_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0,-0.0802074375
B4_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0,0.1238692144
B4_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0,0.1669620516
B4_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0,0.1110632484
B4_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0,0.0871342655
B4_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,1,0.8287725146
B4_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,1,0.7504144632
B4_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,1,0.8874555442
B4_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,1,0.8828095450
B4_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,1,0.6822758130
B4_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,1,0.6492284177
B4_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,1,0.7853884043
B4_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,1,0.7324650712
B4_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0,0.0702813035
B4_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0,0.1675309319
B4_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0,0.1169577579
B4_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0,0.0069983120
B4_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0,-0.0405507267
B4_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0,-0.0436648844
B4_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0,0.1182601866
B4_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0,0.1625838144
B1_BR16_IRRIG_REPROD00000.asd,2017-02-25,BR16,irrigado,1,1.0198457326
B1_BR16_IRRIG_REPROD00001.asd,2017-02-25,BR16,irrigado,1,0.9140198203
B1_BR16_IRRIG_REPROD00002.asd,2017-02-25,BR16,irrigado,1,0.8099560848
B1_BR16_IRRIG_REPROD00003.asd,2017-02-25,BR16,irrigado,1,0.6999947004
B1_BR16_IRRIG_REPROD00004.asd,2017-02-25,BR16,irrigado,1,0.9787375845
B1_BR16_IRRIG_REPROD00005.asd,2017-02-25,BR16,irrigado,1,1.0396534453
B1_BR16_IRRIG_REPROD00006.asd,2017-02-25,BR16,irrigado,1,0.9380526080
B1_BR16_IRRIG_REPROD00007.asd,2017-02-25,BR16,irrigado,1,0.9411907435
B1_BR16_NIRRIG_REPROD00000.asd,2017-02-25,BR16,nao_irrigado,0,0.0335930343
B1_BR16_NIRRIG_REPROD00001.asd,2017-02-25,BR16,nao_irrigado,0,-0.0093662912
B1_BR16_NIRRIG_REPROD00002.asd,2017-02-25,BR16,nao_irrigado,0,0.1982820257
B1_BR16_NIRRIG_REPROD00003.asd,2017-02-25,BR16,nao_irrigado,0,0.1097078786
B1_BR16_NIRRIG_REPROD00004.asd,2017-02-25,BR16,nao_irrigado,0,0.0149329516
B1_BR16_NIRRIG_REPROD00005.asd,2017-02-25,BR16,nao_irrigado,0,0.0518811186
B1_BR16_NIRRIG_REPROD00006.asd,2017-02-25,BR16,nao_irrigado,0,0.1128986783
B1_BR16_NIRRIG_REPROD00007.asd,2017-02-25,BR16,nao_irrigado,0,-0.0442778014
B1_CD202_IRRIG_REPROD00000.asd,2017-02-25,CD202,irrigado,1,1.0168237874
B1_CD202_IRRIG_REPROD00001.asd,2017-02-25,CD202,irrigado,1,1.0317487293
B1_CD202_IRRIG_REPROD00002.asd,2017-02-25,CD202,irrigado,1,0.8526188075
B1_CD202_IRRIG_REPROD00003.asd,2017-02-25,CD202,irrigado,1,0.9849799024
B1_CD202_IRRIG_REPROD00004.asd,2017-02-25,CD202,irrigado,1,0.9740153617
B1_CD202_IRRIG_REPROD00005.asd,2017-02-25,CD202,irrigado,1,0.9669141963
B1_CD202_IRRIG_REPROD00006.asd,2017-02-25,CD202,irrigado,1,1.0207712956
B1_CD202_IRRIG_REPROD00007.asd,2017-02-25,CD202,irrigado,1,0.7975124413
B1_CD202_NIRRIG_REPROD00000.asd,2017-02-25,CD202,nao_irrigado,0,0.4250093669
B1_CD202_NIRRIG_REPROD00001.asd,2017-02-25,CD202,nao_irrigado,0,0.3712211446
B1_CD202_NIRRIG_REPROD00002.asd,2017-02-25,CD202,nao_irrigado,0,0.3749036203
B1_CD202_NIRRIG_REPROD00003.asd,2017-02-25,CD202,nao_irrigado,0,0.2764930882
B1_CD202_NIRRIG_REPROD00004.asd,2017-02-25,CD202,nao_irrigado,0,0.0522407658
B1_CD202_NIRRIG_REPROD00005.asd,2017-02-25,CD202,nao_irrigado,0,-0.0265715472
B1_CD202_NIRRIG_REPROD00006.asd,2017-02-25,CD202,nao_irrigado,0,-0.0202523345
B1_CD202_NIRRIG_REPROD00007.asd,2017-02-25,CD202,nao_irrigado,0,-0.0326706421
B1_EMB48_IRRIG_REPROD00000.asd,2017-02-25,EMB48,irrigado,1,0.8490654566
B1_EMB48_IRRIG_REPROD00001.asd,2017-02-25,EMB48,irrigado,1,1.0051215094
B1_EMB48_IRRIG_REPROD00002.asd,2017-02-25,EMB48,irrigado,1,0.8896090554
B1_EMB48_IRRIG_REPROD00003.asd,2017-02-25,EMB48,irrigado,1,0.8861649036
B1_EMB48_IRRIG_REPROD00004.asd,2017-02-25,EMB48,irrigado,1,0.7131718281
B1_EMB48_IRRIG_REPROD00005.asd,2017-02-25,EMB48,irrigado,1,0.9669870534
B1_EMB48_IRRIG_REPROD00006.asd,2017-02-25,EMB48,irrigado,1,0.8013234729
B1_EMB48_IRRIG_REPROD00007.asd,2017-02-25,EMB48,irrigado,1,0.9688133383
B1_EMB48_NIRRIG_REPROD00000.asd,2017-02-25,EMB48,nao_irrigado,0,0.2386898879
B1_EMB48_NIRRIG_REPROD00001.asd,2017-02-25,EMB48,nao_irrigado,0,0.1315017506
B1_EMB48_NIRRIG_REPROD00002.asd,2017-02-25,EMB48,nao_irrigado,0,0.1016471828
B1_EMB48_NIRRIG_REPROD00003.asd,2017-02-25,EMB48,nao_irrigado,0,0.0930086791
B1_EMB48_NIRRIG_REPROD00004.asd,2017-02-25,EMB48,nao_irrigado,0,-0.1128012356
B1_EMB48_NIRRIG_REPROD00005.asd,2017-02-25,EMB48,nao_irrigado,0,-0.0516585715
B1_EMB48_NIRRIG_REPROD00006.asd,2017-02-25,EMB48,nao_irrigado,0,-0.0358809924
B1_EMB48_NIRRIG_REPROD00007.asd,2017-02-25,EMB48,nao_irrigado,0,0.1430243109
B2_BR16_IRRIG_REPROD00000.asd,2017-02-25,BR16,irrigado,1,0.6550499170
B2_BR16_IRRIG_REPROD00001.asd,2017-02-25,BR16,irrigado,1,0.7282087772
B2_BR16_IRRIG_REPROD00002.asd,2017-02-25,BR16,irrigado,1,0.6490243068
B2_BR16_IRRIG_REPROD00003.asd,2017-02-25,BR16,irrigado,1,0.8322352199
B2_BR16_IRRIG_REPROD00004.asd,2017-02-25,BR16,irrigado,1,0.8855593056
B2_BR16_IRRIG_REPROD00005.asd,2017-02-25,BR16,irrigado,1,1.0512483844
