wavelength,coefficient,abs_coefficient,vip,direction
1573,-0.0001809916,0.0001809916,1.0298722990,nao_irrigado
1595,0.0036798289,0.0036798289,1.0297911063,irrigado
2258,-0.0039336834,0.0039336834,1.0296856182,nao_irrigado
1847,-0.0046236935,0.0046236935,1.0293520806,nao_irrigado
1875,-0.0016210846,0.0016210846,1.0293268433,nao_irrigado
1589,0.0012063908,0.0012063908,1.0291094613,irrigado
415,0.0026780263,0.0026780263,1.0290120221,irrigado
1594,0.0040260698,0.0040260698,1.0289223254,irrigado
1593,0.0035868812,0.0035868812,1.0288146741,irrigado
1585,0.0001528409,0.0001528409,1.0287828132,irrigado
1584,0.0006498942,0.0006498942,1.0284796731,irrigado
1583,0.0006214645,0.0006214645,1.0283622036,irrigado
903,0.0000183914,0.0000183914,1.0282315757,irrigado
1874,-0.0016237872,0.0016237872,1.0281653127,nao_irrigado
1582,0.0006249796,0.0006249796,1.0280241726,irrigado
1590,0.0011649023,0.0011649023,1.0270720357,irrigado
1873,-0.0017530657,0.0017530657,1.0269743073,nao_irrigado
1581,0.0016136722,0.0016136722,1.0269613571,irrigado
428,0.0045310223,0.0045310223,1.0269282830,irrigado
1491,-0.0045032802,0.0045032802,1.0268836648,nao_irrigado
1483,-0.0048425064,0.0048425064,1.0267487649,nao_irrigado
918,0.0087412248,0.0087412248,1.0266654949,irrigado
1574,0.0002039530,0.0002039530,1.0266109841,irrigado
1390,0.0026338035,0.0026338035,1.0264361796,irrigado
1780,0.0029234178,0.0029234178,1.0264100380,irrigado
1580,0.0019990688,0.0019990688,1.0258866108,irrigado
1936,-0.0005935800,0.0005935800,1.0256446151,nao_irrigado
1872,-0.0020854494,0.0020854494,1.0255585129,nao_irrigado
1592,0.0022210643,0.0022210643,1.0254697928,irrigado
1591,0.0012857326,0.0012857326,1.0252148393,irrigado
1848,-0.0037622102,0.0037622102,1.0251665104,nao_irrigado
1490,-0.0049846349,0.0049846349,1.0250407766,nao_irrigado
1771,-0.0028307999,0.0028307999,1.0250385915,nao_irrigado
1488,-0.0052272204,0.0052272204,1.0249014924,nao_irrigado
2220,-0.0059183033,0.0059183033,1.0247828392,nao_irrigado
2059,0.0047389234,0.0047389234,1.0247230658,irrigado
427,0.0056186056,0.0056186056,1.0245947129,irrigado
2403,-0.0005610826,0.0005610826,1.0244926916,nao_irrigado
1489,-0.0054044476,0.0054044476,1.0244733598,nao_irrigado
932,-0.0064939244,0.0064939244,1.0244586071,nao_irrigado
1575,0.0004107686,0.0004107686,1.0243222172,irrigado
1871,-0.0024136744,0.0024136744,1.0243119647,nao_irrigado
2230,-0.0047096820,0.0047096820,1.0240376979,nao_irrigado
1579,0.0017301536,0.0017301536,1.0240135783,irrigado
1487,-0.0047090386,0.0047090386,1.0236449446,nao_irrigado
863,0.0048567483,0.0048567483,1.0233255390,irrigado
400,0.0002695986,0.0002695986,1.0233145944,irrigado
2299,0.0000602309,0.0000602309,1.0232585418,irrigado
1576,0.0005513897,0.0005513897,1.0231374654,irrigado
411,-0.0056861722,0.0056861722,1.0231368983,nao_irrigado
1870,-0.0025888187,0.0025888187,1.0229793039,nao_irrigado
1389,0.0023637399,0.0023637399,1.0229261639,irrigado
1738,0.0006091621,0.0006091621,1.0227021657,irrigado
1577,0.0006829075,0.0006829075,1.0223244884,irrigado
1578,0.0012211223,0.0012211223,1.0222874808,irrigado
500,0.0062856654,0.0062856654,1.0222109550,irrigado
1484,-0.0039992196,0.0039992196,1.0219574513,nao_irrigado
1849,-0.0024367034,0.0024367034,1.0217023337,nao_irrigado
1869,-0.0023477264,0.0023477264,1.0213170948,nao_irrigado
814,0.0050614751,0.0050614751,1.0211378355,irrigado
1937,-0.0004303257,0.0004303257,1.0211131272,nao_irrigado
419,-0.0031030732,0.0031030732,1.0208928528,nao_irrigado
1388,0.0020991821,0.0020991821,1.0198730551,irrigado
1850,-0.0014960223,0.0014960223,1.0197644586,nao_irrigado
1868,-0.0020014916,0.0020014916,1.0196640235,nao_irrigado
1486,-0.0036843900,0.0036843900,1.0194795833,nao_irrigado
1765,-0.0042473238,0.0042473238,1.0194602639,nao_irrigado
1322,0.0002189823,0.0002189823,1.0193431486,irrigado
1485,-0.0035590719,0.0035590719,1.0191768415,nao_irrigado
652,0.0012023564,0.0012023564,1.0186979328,irrigado
1851,-0.0003898875,0.0003898875,1.0186611834,nao_irrigado
1854,0.0017947710,0.0017947710,1.0186085328,irrigado
1853,0.0013767057,0.0013767057,1.0185917055,irrigado
1855,0.0021030567,0.0021030567,1.0185109722,irrigado
1852,0.0006322591,0.0006322591,1.0183661062,irrigado
1867,-0.0013628503,0.0013628503,1.0182209755,nao_irrigado
861,-0.0002790695,0.0002790695,1.0180630177,nao_irrigado
1856,0.0020303445,0.0020303445,1.0180520841,irrigado
1938,-0.0001147727,0.0001147727,1.0180451289,nao_irrigado
920,0.0082849309,0.0082849309,1.0177835238,irrigado
939,-0.0032215207,0.0032215207,1.0176864242,nao_irrigado
1088,0.0000799294,0.0000799294,1.0175490670,irrigado
2058,0.0047017377,0.0047017377,1.0175026607,irrigado
1387,0.0017637287,0.0017637287,1.0171549441,irrigado
948,0.0058667217,0.0058667217,1.0170977782,irrigado
1857,0.0016191232,0.0016191232,1.0170945744,irrigado
2329,0.0109597121,0.0109597121,1.0170856015,irrigado
1315,-0.0024013148,0.0024013148,1.0170524838,nao_irrigado
1866,-0.0007818870,0.0007818870,1.0168330992,nao_irrigado
1858,0.0010892443,0.0010892443,1.0163191912,irrigado
551,-0.0105792499,0.0105792499,1.0159212734,nao_irrigado
1939,0.0004767381,0.0004767381,1.0159207088,irrigado
1859,0.0006399903,0.0006399903,1.0157593070,irrigado
1865,-0.0003502114,0.0003502114,1.0157286922,nao_irrigado
380,-0.0027458723,0.0027458723,1.0156118060,nao_irrigado
1860,0.0005746399,0.0005746399,1.0154225395,irrigado
1864,-0.0000116387,0.0000116387,1.0151429560,nao_irrigado
1861,0.0005029669,0.0005029669,1.0150563572,irrigado
1386,0.0015140072,0.0015140072,1.0148776090,irrigado
1862,0.0003675800,0.0003675800,1.0148267619,irrigado
1863,0.0001953094,0.0001953094,1.0148257816,irrigado
2409,0.0055069364,0.0055069364,1.0143031059,irrigado
1940,0.0008491641,0.0008491641,1.0140733438,irrigado
862,0.0013140000,0.0013140000,1.0140143864,irrigado
708,0.0038087793,0.0038087793,1.0132177482,irrigado
1385,0.0013156263,0.0013156263,1.0129685401,irrigado
1719,-0.0100731925,0.0100731925,1.0127022846,nao_irrigado
954,-0.0094218080,0.0094218080,1.0124676641,nao_irrigado
2411,0.0016814786,0.0016814786,1.0123630360,irrigado
1941,0.0009332365,0.0009332365,1.0121119118,irrigado
957,0.0064295341,0.0064295341,1.0119373073,irrigado
1764,-0.0051688022,0.0051688022,1.0118654528,nao_irrigado
938,0.0024774098,0.0024774098,1.0114948864,irrigado
2214,0.0011586217,0.0011586217,1.0114556611,irrigado
1384,0.0011848566,0.0011848566,1.0113141889,irrigado
1772,-0.0008823265,0.0008823265,1.0109248172,nao_irrigado
935,0.0013635363,0.0013635363,1.0107168680,irrigado
1739,0.0033370605,0.0033370605,1.0103547695,irrigado
1383,0.0012401340,0.0012401340,1.0099898900,irrigado
407,0.0038814997,0.0038814997,1.0098845171,irrigado
1100,0.0001639830,0.0001639830,1.0098400191,irrigado
1942,0.0008789813,0.0008789813,1.0097829587,irrigado
2410,0.0008319885,0.0008319885,1.0096805317,irrigado
1814,0.0045988212,0.0045988212,1.0095116281,irrigado
2057,0.0047766225,0.0047766225,1.0089916812,irrigado
2219,-0.0059558016,0.0059558016,1.0087263406,nao_irrigado
1382,0.0012497844,0.0012497844,1.0085475691,irrigado
2412,0.0045137970,0.0045137970,1.0081887374,irrigado
1724,-0.0172822771,0.0172822771,1.0079615897,nao_irrigado
422,0.0003659803,0.0003659803,1.0072482695,irrigado
1943,0.0006045402,0.0006045402,1.0071703906,irrigado
1381,0.0011890812,0.0011890812,1.0066263281,irrigado
949,-0.0024776335,0.0024776335,1.0063907890,nao_irrigado
1314,-0.0023422307,0.0023422307,1.0058607719,nao_irrigado
424,0.0029550890,0.0029550890,1.0055122526,irrigado
937,-0.0012162155,0.0012162155,1.0052916250,nao_irrigado
1380,0.0012599367,0.0012599367,1.0048751378,irrigado
1701,0.0134385567,0.0134385567,1.0047722468,irrigado
2335,-0.0000314618,0.0000314618,1.0046340614,nao_irrigado
1944,-0.0000152599,0.0000152599,1.0044013184,nao_irrigado
410,-0.0016730705,0.0016730705,1.0035890776,nao_irrigado
1379,0.0012236410,0.0012236410,1.0032627091,irrigado
1763,-0.0061099412,0.0061099412,1.0032614424,nao_irrigado
2337,0.0035239206,0.0035239206,1.0025369574,irrigado
936,-0.0009935183,0.0009935183,1.0025222086,nao_irrigado
1945,-0.0003911748,0.0003911748,1.0022949407,nao_irrigado
671,-0.0036672446,0.0036672446,1.0018120101,nao_irrigado
2336,0.0013138071,0.0013138071,1.0016681622,irrigado
1959,0.0027021318,0.0027021318,1.0015382466,irrigado
1378,0.0011133016,0.0011133016,1.0015081039,irrigado
2413,0.0069712588,0.0069712588,1.0014116794,irrigado
1740,0.0043028512,0.0043028512,1.0013405922,irrigado
2056,0.0060445751,0.0060445751,1.0013321998,irrigado
1946,-0.0004715095,0.0004715095,1.0009916225,nao_irrigado
1960,0.0026218941,0.0026218941,1.0007787879,irrigado
1779,0.0032296285,0.0032296285,1.0006175873,irrigado
552,-0.0088545327,0.0088545327,1.0005363785,nao_irrigado
1958,0.0022196395,0.0022196395,1.0003271781,irrigado
996,0.0000956127,0.0000956127,1.0002854082,irrigado
1947,-0.0004725119,0.0004725119,1.0002834198,nao_irrigado
2257,-0.0030312031,0.0030312031,0.9998622724,nao_irrigado
501,0.0049831196,0.0049831196,0.9998170652,irrigado
1377,0.0011209395,0.0011209395,0.9998039429,irrigado
1961,0.0025317842,0.0025317842,0.9996661042,irrigado
1948,-0.0007026787,0.0007026787,0.9996424384,nao_irrigado
977,-0.0079164593,0.0079164593,0.9994108502,nao_irrigado
1949,-0.0008995489,0.0008995489,0.9991416012,nao_irrigado
2285,0.0003910275,0.0003910275,0.9991287871,irrigado
2215,-0.0001006977,0.0001006977,0.9990792127,nao_irrigado
900,-0.0048079456,0.0048079456,0.9990769292,nao_irrigado
1950,-0.0009087266,0.0009087266,0.9990021266,nao_irrigado
651,0.0013367985,0.0013367985,0.9989501689,irrigado
1951,-0.0010536111,0.0010536111,0.9985459785,nao_irrigado
926,-0.0099149833,0.0099149833,0.9984734432,nao_irrigado
1957,0.0012602992,0.0012602992,0.9978211445,irrigado
1376,0.0010657445,0.0010657445,0.9977858109,irrigado
910,0.0142637961,0.0142637961,0.9977118921,irrigado
1962,0.0022126649,0.0022126649,0.9975829063,irrigado
1952,-0.0014389761,0.0014389761,0.9974469821,nao_irrigado
2414,0.0092978039,0.0092978039,0.9973612303,irrigado
1323,0.0010170111,0.0010170111,0.9970540783,irrigado
1773,0.0007598196,0.0007598196,0.9967796175,irrigado
2231,-0.0042281295,0.0042281295,0.9967436814,nao_irrigado
1953,-0.0014488378,0.0014488378,0.9966691713,nao_irrigado
1956,0.0003449280,0.0003449280,0.9960954832,irrigado
1954,-0.0010141221,0.0010141221,0.9960273970,nao_irrigado
1313,-0.0014921441,0.0014921441,0.9957949342,nao_irrigado
1955,-0.0004518465,0.0004518465,0.9956614708,nao_irrigado
2218,-0.0064073125,0.0064073125,0.9955723926,nao_irrigado
414,0.0044149961,0.0044149961,0.9954403006,irrigado
997,0.0003656083,0.0003656083,0.9953094204,irrigado
1375,0.0008373767,0.0008373767,0.9952439498,irrigado
375,0.0046919076,0.0046919076,0.9952235218,irrigado
1762,-0.0059202897,0.0059202897,0.9948915782,nao_irrigado
1963,0.0014906924,0.0014906924,0.9943845636,irrigado
2338,0.0041257138,0.0041257138,0.9938980929,irrigado
1720,-0.0127436591,0.0127436591,0.9936537097,nao_irrigado
929,-0.0026078458,0.0026078458,0.9936211863,nao_irrigado
2055,0.0070746762,0.0070746762,0.9935134212,irrigado
1741,0.0044715557,0.0044715557,0.9931819007,irrigado
2402,0.0019023848,0.0019023848,0.9928222740,irrigado
1273,0.0053703361,0.0053703361,0.9927322771,irrigado
423,0.0014751447,0.0014751447,0.9924558995,irrigado
2217,-0.0043896765,0.0043896765,0.9924494728,nao_irrigado
1374,0.0004863284,0.0004863284,0.9924450937,irrigado
813,0.0018169140,0.0018169140,0.9922581785,irrigado
1964,0.0009116834,0.0009116834,0.9920070182,irrigado
998,0.0003260848,0.0003260848,0.9915413946,irrigado
421,-0.0004095792,0.0004095792,0.9907849711,nao_irrigado
1815,0.0041463172,0.0041463172,0.9907592119,irrigado
2216,-0.0014509928,0.0014509928,0.9898898879,nao_irrigado
1965,0.0005285739,0.0005285739,0.9897573128,irrigado
1373,0.0002147543,0.0002147543,0.9894153093,irrigado
999,0.0002853470,0.0002853470,0.9887921895,irrigado
420,-0.0005282558,0.0005282558,0.9887179571,nao_irrigado
811,0.0004428401,0.0004428401,0.9886125389,irrigado
2302,-0.0076590780,0.0076590780,0.9880821879,nao_irrigado
1966,0.0004302171,0.0004302171,0.9879232620,irrigado
372,-0.0160486304,0.0160486304,0.9878202719,nao_irrigado
978,-0.0084774283,0.0084774283,0.9877985485,nao_irrigado
707,0.0029455168,0.0029455168,0.9876431358,irrigado
1312,-0.0012298435,0.0012298435,0.9875453402,nao_irrigado
812,0.0007247263,0.0007247263,0.9875107645,irrigado
1674,0.0022781435,0.0022781435,0.9874901937,irrigado
1172,-0.0135969721,0.0135969721,0.9874764999,nao_irrigado
2415,0.0100635510,0.0100635510,0.9870575861,irrigado
2315,-0.0021508337,0.0021508337,0.9866733949,nao_irrigado
976,-0.0090180710,0.0090180710,0.9864387480,nao_irrigado
1967,0.0003672096,0.0003672096,0.9860882959,irrigado
1372,-0.0001208478,0.0001208478,0.9860852168,nao_irrigado
883,0.0024297823,0.0024297823,0.9859950496,irrigado
795,-0.0022574613,0.0022574613,0.9859837321,nao_irrigado
1000,0.0001703724,0.0001703724,0.9858908220,irrigado
1754,0.0047673790,0.0047673790,0.9857148143,irrigado
1001,0.0002159475,0.0002159475,0.9852563618,irrigado
1778,0.0033237374,0.0033237374,0.9852333361,irrigado
1968,0.0003128362,0.0003128362,0.9849305820,irrigado
374,0.0075175236,0.0075175236,0.9846335644,irrigado
1761,-0.0051965493,0.0051965493,0.9845665596,nao_irrigado
794,-0.0013562416,0.0013562416,0.9841424881,nao_irrigado
2054,0.0068215031,0.0068215031,0.9840216944,irrigado
1742,0.0030034680,0.0030034680,0.9839821460,irrigado
1969,0.0002440755,0.0002440755,0.9838037385,irrigado
1002,0.0004543073,0.0004543073,0.9830689608,irrigado
1774,0.0019039464,0.0019039464,0.9827864384,irrigado
1755,0.0032688471,0.0032688471,0.9826220731,irrigado
1970,0.0001814151,0.0001814151,0.9825480318,irrigado
800,0.0058659303,0.0058659303,0.9820099884,irrigado
1371,-0.0005798426,0.0005798426,0.9817859315,nao_irrigado
1723,-0.0154652733,0.0154652733,0.9815459923,nao_irrigado
2430,0.0008778519,0.0008778519,0.9813544700,irrigado
1971,-0.0001633260,0.0001633260,0.9809720565,nao_irrigado
412,-0.0050913255,0.0050913255,0.9806435491,nao_irrigado
1816,0.0026227143,0.0026227143,0.9806386087,irrigado
1173,-0.0136913736,0.0136913736,0.9806316664,nao_irrigado
799,0.0052450413,0.0052450413,0.9802204992,irrigado
502,0.0017906948,0.0017906948,0.9801154445,irrigado
1311,-0.0008209923,0.0008209923,0.9799088240,nao_irrigado
1003,0.0006486071,0.0006486071,0.9796573227,irrigado
2284,-0.0043906908,0.0043906908,0.9795984090,nao_irrigado
1753,0.0035593078,0.0035593078,0.9795956845,irrigado
1972,-0.0003620249,0.0003620249,0.9794719756,nao_irrigado
1004,0.0002363545,0.0002363545,0.9793645377,irrigado
1979,0.0023691780,0.0023691780,0.9788104519,irrigado
1818,-0.0012316205,0.0012316205,0.9785995380,nao_irrigado
1817,0.0003260671,0.0003260671,0.9785883368,irrigado
1756,0.0012306725,0.0012306725,0.9785874263,irrigado
1980,0.0026776677,0.0026776677,0.9783790953,irrigado
1973,-0.0004585431,0.0004585431,0.9781367270,nao_irrigado
1978,0.0016707773,0.0016707773,0.9780085078,irrigado
2339,0.0049355599,0.0049355599,0.9778857432,irrigado
1175,-0.0152266606,0.0152266606,0.9777550150,nao_irrigado
1981,0.0029993727,0.0029993727,0.9777146094,irrigado
379,0.0045655656,0.0045655656,0.9776323720,irrigado
1252,0.0091613262,0.0091613262,0.9776029188,irrigado
962,-0.0058844473,0.0058844473,0.9774376407,nao_irrigado
1760,-0.0040965590,0.0040965590,0.9773226556,nao_irrigado
1977,0.0008027073,0.0008027073,0.9769557439,irrigado
1974,-0.0005090318,0.0005090318,0.9769512249,nao_irrigado
2429,0.0014987841,0.0014987841,0.9767629632,irrigado
2431,0.0021982430,0.0021982430,0.9765735129,irrigado
1975,-0.0002973741,0.0002973741,0.9764340387,nao_irrigado
650,0.0014660579,0.0014660579,0.9764335581,irrigado
1976,0.0000182872,0.0000182872,0.9761656281,irrigado
1370,-0.0009017438,0.0009017438,0.9761193505,nao_irrigado
2256,-0.0023315089,0.0023315089,0.9760221277,nao_irrigado
1982,0.0029820118,0.0029820118,0.9759020148,irrigado
1721,-0.0128420632,0.0128420632,0.9755253658,nao_irrigado
376,0.0048764078,0.0048764078,0.9747374536,irrigado
1775,0.0017684565,0.0017684565,0.9746865608,irrigado
1284,0.0120709648,0.0120709648,0.9745656390,irrigado
1777,0.0019508185,0.0019508185,0.9745346392,irrigado
1743,0.0010032628,0.0010032628,0.9745270040,irrigado
378,0.0077266943,0.0077266943,0.9742450094,irrigado
1757,-0.0005835527,0.0005835527,0.9740405365,nao_irrigado
2053,0.0062881471,0.0062881471,0.9738755459,irrigado
2416,0.0080787197,0.0080787197,0.9738436571,irrigado
955,-0.0072114234,0.0072114234,0.9736957282,nao_irrigado
2428,0.0020769998,0.0020769998,0.9736370858,irrigado
1983,0.0025882170,0.0025882170,0.9730723697,irrigado
1174,-0.0136498247,0.0136498247,0.9728970233,nao_irrigado
1752,0.0013823519,0.0013823519,0.9727893011,irrigado
1759,-0.0029334680,0.0029334680,0.9721330060,nao_irrigado
1819,-0.0017357920,0.0017357920,0.9719320042,nao_irrigado
1005,0.0000164322,0.0000164322,0.9718734665,irrigado
1776,0.0010078943,0.0010078943,0.9717085662,irrigado
928,0.0006525491,0.0006525491,0.9714759992,irrigado
1758,-0.0021637523,0.0021637523,0.9714467766,nao_irrigado
1324,0.0017459975,0.0017459975,0.9714358318,irrigado
1984,0.0020864704,0.0020864704,0.9701821315,irrigado
714,0.0098059003,0.0098059003,0.9699758733,irrigado
377,0.0063394527,0.0063394527,0.9699236999,irrigado
927,0.0001356103,0.0001356103,0.9695433435,irrigado
1101,0.0007917514,0.0007917514,0.9691204461,irrigado
1369,-0.0008440589,0.0008440589,0.9689995197,nao_irrigado
2401,0.0011016449,0.0011016449,0.9688642929,irrigado
1751,-0.0000083078,0.0000083078,0.9687075122,nao_irrigado
1310,-0.0002108013,0.0002108013,0.9681694082,nao_irrigado
2417,0.0061513586,0.0061513586,0.9679477760,irrigado
810,-0.0013548378,0.0013548378,0.9677159891,nao_irrigado
1171,-0.0110608089,0.0110608089,0.9674862468,nao_irrigado
2427,0.0042519713,0.0042519713,0.9674129913,irrigado
1985,0.0016064162,0.0016064162,0.9671936513,irrigado
1744,-0.0004021959,0.0004021959,0.9671848960,nao_irrigado
2426,0.0062050932,0.0062050932,0.9661011217,irrigado
2432,0.0027197471,0.0027197471,0.9658642354,irrigado
796,-0.0056248413,0.0056248413,0.9657238090,nao_irrigado
503,0.0000140134,0.0000140134,0.9655236384,irrigado
1750,-0.0012434520,0.0012434520,0.9650056296,nao_irrigado
1986,0.0011222179,0.0011222179,0.9644891148,irrigado
2418,0.0061705734,0.0061705734,0.9644457307,irrigado
2232,-0.0037806059,0.0037806059,0.9643059215,nao_irrigado
956,0.0000702402,0.0000702402,0.9641383542,irrigado
2052,0.0051978613,0.0051978613,0.9638511633,irrigado
1272,0.0034708104,0.0034708104,0.9638052359,irrigado
1749,-0.0017515840,0.0017515840,0.9625428250,nao_irrigado
706,0.0022706601,0.0022706601,0.9624223496,irrigado
550,-0.0085448844,0.0085448844,0.9620181736,nao_irrigado
1987,0.0006810264,0.0006810264,0.9617395830,irrigado
1745,-0.0018679458,0.0018679458,0.9617326620,nao_irrigado
1722,-0.0124806680,0.0124806680,0.9607876417,nao_irrigado
1748,-0.0019743112,0.0019743112,0.9607853947,nao_irrigado
1283,0.0092707379,0.0092707379,0.9606080325,irrigado
1820,-0.0016120255,0.0016120255,0.9605950681,nao_irrigado
1368,-0.0006349420,0.0006349420,0.9604696423,nao_irrigado
1988,0.0007873502,0.0007873502,0.9601827292,irrigado
1747,-0.0022932355,0.0022932355,0.9595827948,nao_irrigado
1746,-0.0024491408,0.0024491408,0.9594888211,nao_irrigado
1253,0.0066973559,0.0066973559,0.9589193279,irrigado
2419,0.0081473523,0.0081473523,0.9588955012,irrigado
2340,0.0043983423,0.0043983423,0.9587756762,irrigado
1989,0.0011765510,0.0011765510,0.9585092789,irrigado
2420,0.0110210839,0.0110210839,0.9577152524,irrigado
1065,0.0105143330,0.0105143330,0.9575339485,irrigado
2255,-0.0015528977,0.0015528977,0.9573893040,nao_irrigado
1176,-0.0130945704,0.0130945704,0.9573724323,nao_irrigado
1195,0.0053592498,0.0053592498,0.9569097765,irrigado
2328,0.0058520808,0.0058520808,0.9568122992,irrigado
885,-0.0107808864,0.0107808864,0.9567233925,nao_irrigado
917,-0.0003387872,0.0003387872,0.9564994072,nao_irrigado
672,-0.0010206624,0.0010206624,0.9561919952,nao_irrigado
1285,0.0102920845,0.0102920845,0.9561324381,irrigado
1990,0.0012105390,0.0012105390,0.9556501583,irrigado
2425,0.0052618135,0.0052618135,0.9554004529,irrigado
793,-0.0041777891,0.0041777891,0.9553916659,nao_irrigado
2051,0.0036455146,0.0036455146,0.9552180591,irrigado
413,0.0010967121,0.0010967121,0.9551546098,irrigado
798,0.0000853170,0.0000853170,0.9534442526,irrigado
884,-0.0063512287,0.0063512287,0.9532806129,nao_irrigado
801,0.0014993154,0.0014993154,0.9531271047,irrigado
1309,0.0000056635,0.0000056635,0.9531229192,irrigado
649,0.0015855479,0.0015855479,0.9528876655,irrigado
1274,0.0035398141,0.0035398141,0.9521456449,irrigado
1991,0.0009769609,0.0009769609,0.9518716402,irrigado
1367,-0.0004621730,0.0004621730,0.9511059186,nao_irrigado
504,-0.0007112732,0.0007112732,0.9509984187,nao_irrigado
2421,0.0105507168,0.0105507168,0.9507060467,irrigado
1194,0.0068486997,0.0068486997,0.9505425939,irrigado
1251,0.0073681933,0.0073681933,0.9505420014,irrigado
373,0.0032654183,0.0032654183,0.9501062210,irrigado
806,0.0009338509,0.0009338509,0.9500913483,irrigado
1087,0.0009419261,0.0009419261,0.9488316221,irrigado
1992,0.0009864694,0.0009864694,0.9483631315,irrigado
1282,0.0061207760,0.0061207760,0.9483202850,irrigado
805,-0.0000367934,0.0000367934,0.9481687553,nao_irrigado
2433,0.0027838514,0.0027838514,0.9479234502,irrigado
2050,0.0023954286,0.0023954286,0.9478243429,irrigado
2244,0.0095389672,0.0095389672,0.9476078465,irrigado
2245,0.0088800681,0.0088800681,0.9475704362,irrigado
726,-0.0001630755,0.0001630755,0.9467258162,nao_irrigado
725,0.0002471659,0.0002471659,0.9466223560,irrigado
1281,0.0041711496,0.0041711496,0.9464251221,irrigado
1170,-0.0085544731,0.0085544731,0.9460736325,nao_irrigado
370,0.0161824801,0.0161824801,0.9460524698,irrigado
727,-0.0006488293,0.0006488293,0.9459927072,nao_irrigado
916,-0.0064429341,0.0064429341,0.9457807246,nao_irrigado
724,0.0006532664,0.0006532664,0.9455468644,irrigado
2400,0.0007163083,0.0007163083,0.9451019882,irrigado
797,-0.0060033728,0.0060033728,0.9449679693,nao_irrigado
1993,0.0005941923,0.0005941923,0.9445155081,irrigado
1325,0.0016595926,0.0016595926,0.9444364791,irrigado
728,-0.0010728347,0.0010728347,0.9443467050,nao_irrigado
1821,-0.0016743950,0.0016743950,0.9439581976,nao_irrigado
1308,0.0008119500,0.0008119500,0.9435740392,irrigado
723,0.0011490292,0.0011490292,0.9434268989,irrigado
553,-0.0073531795,0.0073531795,0.9430579225,nao_irrigado
1066,0.0118298891,0.0118298891,0.9428525328,irrigado
1700,0.0132956241,0.0132956241,0.9426358824,irrigado
1280,0.0018801267,0.0018801267,0.9420582122,irrigado
729,-0.0013881369,0.0013881369,0.9418222103,nao_irrigado
2246,0.0085857102,0.0085857102,0.9418152726,irrigado
2254,-0.0008311810,0.0008311810,0.9410701685,nao_irrigado
2049,0.0016314465,0.0016314465,0.9408633254,irrigado
2424,0.0068476141,0.0068476141,0.9404844822,irrigado
1994,0.0000211256,0.0000211256,0.9404282445,irrigado
1366,-0.0003087399,0.0003087399,0.9403811809,nao_irrigado
722,0.0017674147,0.0017674147,0.9403004191,irrigado
899,-0.0117951820,0.0117951820,0.9400987818,nao_irrigado
2243,0.0084192299,0.0084192299,0.9391918598,irrigado
730,-0.0016530695,0.0016530695,0.9385394551,nao_irrigado
2422,0.0079362733,0.0079362733,0.9382617193,irrigado
705,0.0017407323,0.0017407323,0.9379183309,irrigado
890,0.0040123375,0.0040123375,0.9377303635,irrigado
1278,0.0033863083,0.0033863083,0.9371248863,irrigado
1822,-0.0021769300,0.0021769300,0.9370920111,nao_irrigado
2423,0.0080700351,0.0080700351,0.9370734046,irrigado
2341,0.0028442038,0.0028442038,0.9369086194,irrigado
1995,-0.0002642342,0.0002642342,0.9367789295,nao_irrigado
809,-0.0055840001,0.0055840001,0.9366269015,nao_irrigado
1102,-0.0013816925,0.0013816925,0.9363905878,nao_irrigado
505,-0.0020459459,0.0020459459,0.9363891568,nao_irrigado
721,0.0023871689,0.0023871689,0.9358912027,irrigado
2048,0.0009746247,0.0009746247,0.9354661059,irrigado
1279,0.0021292108,0.0021292108,0.9353016725,irrigado
1307,0.0015675537,0.0015675537,0.9346984960,irrigado
731,-0.0020253860,0.0020253860,0.9346359139,nao_irrigado
1996,-0.0005373569,0.0005373569,0.9331328599,nao_irrigado
2399,-0.0003954358,0.0003954358,0.9331249492,nao_irrigado
1823,-0.0026042323,0.0026042323,0.9321426620,nao_irrigado
648,0.0017515011,0.0017515011,0.9320850750,irrigado
888,-0.0083251567,0.0083251567,0.9318931337,nao_irrigado
1177,-0.0097035052,0.0097035052,0.9318106128,nao_irrigado
896,-0.0236988291,0.0236988291,0.9315520104,nao_irrigado
2316,0.0004599570,0.0004599570,0.9306406008,irrigado
720,0.0029963460,0.0029963460,0.9302151679,irrigado
732,-0.0023918713,0.0023918713,0.9300752683,nao_irrigado
2047,0.0004063033,0.0004063033,0.9298908191,irrigado
886,-0.0052706093,0.0052706093,0.9292940102,nao_irrigado
1196,0.0023532873,0.0023532873,0.9292840377,irrigado
807,-0.0033950932,0.0033950932,0.9292793024,nao_irrigado
1997,-0.0008175447,0.0008175447,0.9292499332,nao_irrigado
2436,0.0088897218,0.0088897218,0.9290707638,irrigado
2233,-0.0002370012,0.0002370012,0.9288070181,nao_irrigado
1824,-0.0014755309,0.0014755309,0.9286260660,nao_irrigado
792,-0.0072464814,0.0072464814,0.9285727917,nao_irrigado
2247,0.0079538757,0.0079538757,0.9284772131,irrigado
1365,-0.0002261849,0.0002261849,0.9281179609,nao_irrigado
915,-0.0056935608,0.0056935608,0.9280610822,nao_irrigado
2435,0.0087611160,0.0087611160,0.9277380772,irrigado
2434,0.0051757523,0.0051757523,0.9276641694,irrigado
