wavelength,coefficient,abs_coefficient,vip,direction
887,-0.0066615157,0.0066615157,0.9269229917,nao_irrigado
549,-0.0070690282,0.0070690282,0.9268095850,nao_irrigado
1064,0.0077579151,0.0077579151,0.9265907366,irrigado
990,-0.0084052720,0.0084052720,0.9265001951,nao_irrigado
1178,-0.0086099727,0.0086099727,0.9264224823,nao_irrigado
2342,0.0013080726,0.0013080726,0.9263467546,irrigado
2242,0.0065546654,0.0065546654,0.9262349249,irrigado
371,-0.0006933619,0.0006933619,0.9261723580,nao_irrigado
715,0.0086148914,0.0086148914,0.9258757740,irrigado
2253,0.0002275584,0.0002275584,0.9255852172,irrigado
2437,0.0088181994,0.0088181994,0.9250645134,irrigado
1998,-0.0008523729,0.0008523729,0.9250120382,nao_irrigado
891,0.0024736624,0.0024736624,0.9248420117,irrigado
802,-0.0050794693,0.0050794693,0.9247347148,nao_irrigado
733,-0.0027170842,0.0027170842,0.9247292351,nao_irrigado
804,-0.0031099207,0.0031099207,0.9246208938,nao_irrigado
2453,-0.0001677028,0.0001677028,0.9244765141,nao_irrigado
979,-0.0022790614,0.0022790614,0.9239879272,nao_irrigado
808,-0.0085123844,0.0085123844,0.9238640236,nao_irrigado
1825,0.0005085038,0.0005085038,0.9237105473,irrigado
1306,0.0015527957,0.0015527957,0.9236376894,irrigado
2046,0.0001081551,0.0001081551,0.9236264365,irrigado
719,0.0036772769,0.0036772769,0.9234079494,irrigado
2248,0.0078653135,0.0078653135,0.9228257575,irrigado
788,0.0081181652,0.0081181652,0.9226183002,irrigado
1193,0.0059394378,0.0059394378,0.9225432517,irrigado
506,-0.0018604019,0.0018604019,0.9223679025,nao_irrigado
2398,0.0025819326,0.0025819326,0.9221229422,irrigado
889,-0.0050836857,0.0050836857,0.9218246362,nao_irrigado
2438,0.0078543702,0.0078543702,0.9212584801,irrigado
1999,-0.0001726319,0.0001726319,0.9212503859,nao_irrigado
2397,0.0076572503,0.0076572503,0.9207299928,irrigado
1103,-0.0025227238,0.0025227238,0.9203417359,nao_irrigado
789,0.0050642435,0.0050642435,0.9200458812,irrigado
1305,0.0021492283,0.0021492283,0.9193279228,irrigado
1169,-0.0056064658,0.0056064658,0.9192788316,nao_irrigado
734,-0.0030193453,0.0030193453,0.9185427748,nao_irrigado
2234,0.0007573879,0.0007573879,0.9183738478,irrigado
1180,-0.0073888506,0.0073888506,0.9182303298,nao_irrigado
2249,0.0072065364,0.0072065364,0.9182254165,irrigado
803,-0.0063257711,0.0063257711,0.9177474413,nao_irrigado
2000,0.0009066808,0.0009066808,0.9175759126,irrigado
2045,0.0001028279,0.0001028279,0.9174148632,irrigado
2452,0.0000607467,0.0000607467,0.9168805536,irrigado
791,-0.0060066985,0.0060066985,0.9168565088,nao_irrigado
1250,0.0044488126,0.0044488126,0.9167195239,irrigado
787,0.0086675126,0.0086675126,0.9162841347,irrigado
1326,0.0013077752,0.0013077752,0.9162464925,irrigado
1086,0.0037102604,0.0037102604,0.9159155339,irrigado
548,-0.0072587814,0.0072587814,0.9158214332,nao_irrigado
1286,0.0051617356,0.0051617356,0.9157470133,irrigado
1179,-0.0079643075,0.0079643075,0.9157437650,nao_irrigado
718,0.0045481442,0.0045481442,0.9156115878,irrigado
1197,0.0029807325,0.0029807325,0.9154861264,irrigado
1364,-0.0003768952,0.0003768952,0.9154716144,nao_irrigado
790,-0.0005254661,0.0005254661,0.9152604093,nao_irrigado
673,0.0003017446,0.0003017446,0.9152292946,irrigado
1277,-0.0000377006,0.0000377006,0.9148958934,nao_irrigado
647,0.0019979130,0.0019979130,0.9144986284,irrigado
704,0.0012936796,0.0012936796,0.9144831131,irrigado
1304,0.0021637223,0.0021637223,0.9144153477,irrigado
2439,0.0048845327,0.0048845327,0.9143701107,irrigado
1181,-0.0072310499,0.0072310499,0.9138816326,nao_irrigado
2252,0.0011704461,0.0011704461,0.9134993413,irrigado
2001,0.0016973926,0.0016973926,0.9131298016,irrigado
914,-0.0012237347,0.0012237347,0.9120990081,nao_irrigado
2300,-0.0040818967,0.0040818967,0.9119927275,nao_irrigado
735,-0.0032032394,0.0032032394,0.9115209531,nao_irrigado
2343,0.0002189549,0.0002189549,0.9114287800,irrigado
2250,0.0058428050,0.0058428050,0.9110683577,irrigado
2044,0.0000986437,0.0000986437,0.9108718690,irrigado
2327,0.0003008962,0.0003008962,0.9104917790,irrigado
507,-0.0006112468,0.0006112468,0.9102126153,nao_irrigado
1254,0.0024218480,0.0024218480,0.9101957761,irrigado
2454,0.0008834718,0.0008834718,0.9101076175,irrigado
716,0.0070582093,0.0070582093,0.9098838830,irrigado
717,0.0056622532,0.0056622532,0.9095635857,irrigado
2251,0.0036934502,0.0036934502,0.9091567269,irrigado
1271,0.0010667034,0.0010667034,0.9088180211,irrigado
971,-0.0077899361,0.0077899361,0.9086575274,nao_irrigado
2002,0.0023199931,0.0023199931,0.9082012923,irrigado
1182,-0.0068994127,0.0068994127,0.9074711888,nao_irrigado
892,-0.0056365357,0.0056365357,0.9068474083,nao_irrigado
784,0.0044425701,0.0044425701,0.9067644849,irrigado
2241,0.0044835840,0.0044835840,0.9060232523,irrigado
964,-0.0059877488,0.0059877488,0.9048980927,nao_irrigado
786,0.0074437439,0.0074437439,0.9048403657,irrigado
2043,-0.0001853373,0.0001853373,0.9048214228,nao_irrigado
2235,0.0008783693,0.0008783693,0.9047954035,irrigado
2301,-0.0085375775,0.0085375775,0.9046287539,nao_irrigado
2440,0.0016720319,0.0016720319,0.9037813976,irrigado
736,-0.0033722814,0.0033722814,0.9036872945,nao_irrigado
2396,0.0052321704,0.0052321704,0.9035574074,irrigado
2003,0.0030810628,0.0030810628,0.9034026273,irrigado
2451,0.0011651292,0.0011651292,0.9032404912,irrigado
1303,0.0008878519,0.0008878519,0.9028949344,irrigado
895,-0.0214712309,0.0214712309,0.9028155089,nao_irrigado
1063,0.0068502655,0.0068502655,0.9026748566,irrigado
975,-0.0070693926,0.0070693926,0.9025239857,nao_irrigado
1363,-0.0003015630,0.0003015630,0.9023046728,nao_irrigado
1675,-0.0017957500,0.0017957500,0.9017416020,nao_irrigado
547,-0.0058540766,0.0058540766,0.9014345380,nao_irrigado
2446,0.0086113707,0.0086113707,0.9011198301,irrigado
785,0.0053186724,0.0053186724,0.9010722118,irrigado
508,0.0002501519,0.0002501519,0.8997757118,irrigado
1275,-0.0027022198,0.0027022198,0.8993728711,nao_irrigado
646,0.0022623130,0.0022623130,0.8992504467,irrigado
2042,-0.0003201704,0.0003201704,0.8988625999,nao_irrigado
1262,0.0027906165,0.0027906165,0.8987802282,irrigado
783,0.0033796646,0.0033796646,0.8984999263,irrigado
2445,0.0074694202,0.0074694202,0.8976004130,irrigado
2447,0.0073693041,0.0073693041,0.8975427552,irrigado
2004,0.0033015891,0.0033015891,0.8975112560,irrigado
2344,0.0002512424,0.0002512424,0.8965316310,irrigado
2455,0.0024708660,0.0024708660,0.8964677694,irrigado
1302,0.0000564961,0.0000564961,0.8956604961,irrigado
737,-0.0035717301,0.0035717301,0.8950364339,nao_irrigado
1067,0.0097179811,0.0097179811,0.8948840024,irrigado
963,-0.0059743302,0.0059743302,0.8948039867,nao_irrigado
2041,-0.0003526873,0.0003526873,0.8945883429,nao_irrigado
2444,0.0065751126,0.0065751126,0.8937427137,irrigado
1149,0.0178613616,0.0178613616,0.8935239377,irrigado
546,-0.0045293555,0.0045293555,0.8929229735,nao_irrigado
1327,0.0020985797,0.0020985797,0.8925340658,irrigado
703,0.0008737259,0.0008737259,0.8923886308,irrigado
2441,0.0011330871,0.0011330871,0.8919486336,irrigado
2005,0.0034849225,0.0034849225,0.8916399684,irrigado
2450,0.0036893143,0.0036893143,0.8914222319,irrigado
1168,-0.0030148295,0.0030148295,0.8910768483,nao_irrigado
2040,-0.0003646049,0.0003646049,0.8910711744,nao_irrigado
1301,-0.0014074832,0.0014074832,0.8909344697,nao_irrigado
1231,0.0039425195,0.0039425195,0.8902656213,irrigado
1148,0.0173931784,0.0173931784,0.8900805734,irrigado
1300,-0.0028789790,0.0028789790,0.8896805395,nao_irrigado
1299,-0.0025982019,0.0025982019,0.8896418064,nao_irrigado
893,-0.0080789182,0.0080789182,0.8887412399,nao_irrigado
2448,0.0057592869,0.0057592869,0.8887292218,irrigado
1362,0.0002362997,0.0002362997,0.8886126620,irrigado
1287,0.0003360242,0.0003360242,0.8884356277,irrigado
543,0.0023415779,0.0023415779,0.8884307444,irrigado
509,-0.0004899151,0.0004899151,0.8883756174,nao_irrigado
2039,0.0000028020,0.0000028020,0.8883183511,irrigado
1085,0.0048553438,0.0048553438,0.8882660708,irrigado
2395,0.0011200315,0.0011200315,0.8879249919,irrigado
2006,0.0042015839,0.0042015839,0.8878111291,irrigado
1298,-0.0014781647,0.0014781647,0.8877141191,nao_irrigado
1104,-0.0040973453,0.0040973453,0.8876831215,nao_irrigado
545,-0.0028374675,0.0028374675,0.8876092389,nao_irrigado
544,-0.0001451841,0.0001451841,0.8872130762,nao_irrigado
1183,-0.0054561670,0.0054561670,0.8867061241,nao_irrigado
1297,-0.0002673807,0.0002673807,0.8866376883,nao_irrigado
2442,0.0024042165,0.0024042165,0.8862727827,irrigado
1230,0.0026857222,0.0026857222,0.8858787154,irrigado
2038,0.0007588660,0.0007588660,0.8853912234,irrigado
738,-0.0037135594,0.0037135594,0.8853302063,nao_irrigado
645,0.0023658364,0.0023658364,0.8849014632,irrigado
1276,-0.0051921122,0.0051921122,0.8845314281,nao_irrigado
2449,0.0055293932,0.0055293932,0.8844565313,irrigado
911,0.0057063641,0.0057063641,0.8844292190,irrigado
1261,0.0019983448,0.0019983448,0.8843233611,irrigado
1192,0.0040885538,0.0040885538,0.8838780820,irrigado
2240,0.0028413311,0.0028413311,0.8834309088,irrigado
2037,0.0011840189,0.0011840189,0.8833887636,irrigado
2443,0.0038891528,0.0038891528,0.8832923671,irrigado
542,0.0042278776,0.0042278776,0.8830557499,irrigado
2007,0.0042391722,0.0042391722,0.8830292703,irrigado
1232,0.0038661883,0.0038661883,0.8819564409,irrigado
2036,0.0015377695,0.0015377695,0.8818729257,irrigado
2236,0.0011578827,0.0011578827,0.8814645493,irrigado
2317,0.0042777355,0.0042777355,0.8811166293,irrigado
1296,0.0005161472,0.0005161472,0.8810788325,irrigado
981,0.0014825491,0.0014825491,0.8810744175,irrigado
913,-0.0019229452,0.0019229452,0.8808395390,nao_irrigado
2035,0.0020568510,0.0020568510,0.8800996629,irrigado
898,-0.0117462024,0.0117462024,0.8795459869,nao_irrigado
2456,0.0054411044,0.0054411044,0.8791233474,irrigado
2034,0.0024105562,0.0024105562,0.8786925057,irrigado
674,0.0007353650,0.0007353650,0.8783915923,irrigado
1263,0.0028606798,0.0028606798,0.8779833353,irrigado
554,-0.0070827753,0.0070827753,0.8772560600,nao_irrigado
1229,0.0011325857,0.0011325857,0.8771736620,irrigado
2033,0.0020903857,0.0020903857,0.8771231746,irrigado
1198,0.0043075615,0.0043075615,0.8769671214,irrigado
510,-0.0004500619,0.0004500619,0.8768017994,nao_irrigado
980,0.0025033183,0.0025033183,0.8764766697,irrigado
1249,0.0016106244,0.0016106244,0.8764283181,irrigado
1167,-0.0017781166,0.0017781166,0.8764122668,nao_irrigado
2008,0.0032891456,0.0032891456,0.8760438748,irrigado
982,0.0057482412,0.0057482412,0.8760407632,irrigado
782,0.0008040253,0.0008040253,0.8759068019,irrigado
1361,0.0003864470,0.0003864470,0.8756151437,irrigado
1218,0.0096052085,0.0096052085,0.8751902190,irrigado
1288,-0.0018554776,0.0018554776,0.8750750213,nao_irrigado
2326,-0.0031476323,0.0031476323,0.8749813760,nao_irrigado
2032,0.0014516236,0.0014516236,0.8748513604,irrigado
2394,-0.0024727550,0.0024727550,0.8739727063,nao_irrigado
2345,-0.0007774816,0.0007774816,0.8737386195,nao_irrigado
739,-0.0035331445,0.0035331445,0.8736497401,nao_irrigado
627,0.0094590145,0.0094590145,0.8719933618,irrigado
702,0.0006169631,0.0006169631,0.8719696295,irrigado
1147,0.0148019358,0.0148019358,0.8719012578,irrigado
1328,0.0029521973,0.0029521973,0.8715656976,irrigado
2031,0.0010473766,0.0010473766,0.8714413147,irrigado
1150,0.0152379088,0.0152379088,0.8713688139,irrigado
1223,0.0049891818,0.0049891818,0.8710303107,irrigado
1205,0.0151699136,0.0151699136,0.8709764332,irrigado
644,0.0017775467,0.0017775467,0.8709270702,irrigado
1225,0.0054449608,0.0054449608,0.8701412741,irrigado
2457,0.0090527121,0.0090527121,0.8696529477,irrigado
897,-0.0119510367,0.0119510367,0.8693580793,nao_irrigado
2009,0.0020181218,0.0020181218,0.8689940935,irrigado
1295,-0.0000536836,0.0000536836,0.8681822489,nao_irrigado
2030,0.0014103243,0.0014103243,0.8679306021,irrigado
1224,0.0040783100,0.0040783100,0.8676827484,irrigado
541,0.0045068624,0.0045068624,0.8675542154,irrigado
1217,0.0095279933,0.0095279933,0.8674052188,irrigado
1233,0.0015296624,0.0015296624,0.8673148085,irrigado
511,0.0005065019,0.0005065019,0.8664777244,irrigado
1184,-0.0003257468,0.0003257468,0.8663623785,nao_irrigado
1186,0.0057848992,0.0057848992,0.8660787625,irrigado
1226,0.0033325591,0.0033325591,0.8658903181,irrigado
1699,0.0100162088,0.0100162088,0.8653280677,irrigado
1289,-0.0027094520,0.0027094520,0.8649802504,nao_irrigado
1166,-0.0018538954,0.0018538954,0.8647000333,nao_irrigado
2029,0.0017718201,0.0017718201,0.8639299471,irrigado
1222,0.0045024937,0.0045024937,0.8637309970,irrigado
1216,0.0084203111,0.0084203111,0.8635062321,irrigado
2393,-0.0068111386,0.0068111386,0.8633742030,nao_irrigado
2010,0.0005862312,0.0005862312,0.8632886468,irrigado
1187,0.0069449741,0.0069449741,0.8631940078,irrigado
1084,0.0058889031,0.0058889031,0.8630874364,irrigado
1185,0.0040962821,0.0040962821,0.8628708395,irrigado
1165,-0.0045240847,0.0045240847,0.8627318481,nao_irrigado
1188,0.0048400286,0.0048400286,0.8623956266,irrigado
2237,0.0022425630,0.0022425630,0.8622386236,irrigado
2239,0.0020922158,0.0020922158,0.8622061136,irrigado
2458,0.0084347808,0.0084347808,0.8620354360,irrigado
912,-0.0001646582,0.0001646582,0.8619407957,nao_irrigado
1360,0.0006980455,0.0006980455,0.8618897943,irrigado
626,0.0090698431,0.0090698431,0.8617244694,irrigado
2238,0.0025744357,0.0025744357,0.8610919819,irrigado
775,0.0087705491,0.0087705491,0.8606877155,irrigado
2028,0.0024258325,0.0024258325,0.8605123428,irrigado
740,-0.0030266267,0.0030266267,0.8601296972,nao_irrigado
776,0.0076882259,0.0076882259,0.8600304297,irrigado
1204,0.0135219655,0.0135219655,0.8600272607,irrigado
2467,-0.0045297546,0.0045297546,0.8598783193,nao_irrigado
1105,-0.0059838053,0.0059838053,0.8588898919,nao_irrigado
2011,-0.0008471582,0.0008471582,0.8588798553,nao_irrigado
643,0.0010583540,0.0010583540,0.8587872639,irrigado
1260,0.0010387866,0.0010387866,0.8586814922,irrigado
512,0.0013401730,0.0013401730,0.8583580967,irrigado
894,-0.0064787240,0.0064787240,0.8583058175,nao_irrigado
781,-0.0006186332,0.0006186332,0.8577528058,nao_irrigado
1248,-0.0014278940,0.0014278940,0.8575939390,nao_irrigado
2027,0.0031670634,0.0031670634,0.8573179384,irrigado
983,0.0048720816,0.0048720816,0.8572689566,irrigado
355,-0.0018887774,0.0018887774,0.8570398733,nao_irrigado
1146,0.0117802083,0.0117802083,0.8568655702,irrigado
1294,-0.0014445815,0.0014445815,0.8567979455,nao_irrigado
2012,-0.0018985578,0.0018985578,0.8560794834,nao_irrigado
1219,0.0072283987,0.0072283987,0.8560594532,irrigado
1255,-0.0020222259,0.0020222259,0.8559296002,nao_irrigado
1227,-0.0006279937,0.0006279937,0.8554438944,nao_irrigado
1228,-0.0013251716,0.0013251716,0.8548451563,nao_irrigado
777,0.0051862793,0.0051862793,0.8543522494,irrigado
1243,-0.0001287651,0.0001287651,0.8540653569,nao_irrigado
1220,0.0050679597,0.0050679597,0.8540489805,irrigado
2013,-0.0019679475,0.0019679475,0.8540084649,nao_irrigado
2026,0.0029243453,0.0029243453,0.8539752126,irrigado
1244,-0.0019825408,0.0019825408,0.8538529665,nao_irrigado
701,0.0005236284,0.0005236284,0.8535039556,irrigado
1189,0.0020906902,0.0020906902,0.8534521193,irrigado
2466,-0.0027395306,0.0027395306,0.8524700425,nao_irrigado
356,0.0010456149,0.0010456149,0.8524310611,irrigado
1164,-0.0051778471,0.0051778471,0.8523621643,nao_irrigado
1329,0.0034341636,0.0034341636,0.8522283358,irrigado
779,0.0020155400,0.0020155400,0.8518458563,irrigado
774,0.0066366892,0.0066366892,0.8517538901,irrigado
2014,-0.0018587460,0.0018587460,0.8516252325,nao_irrigado
1191,0.0011826532,0.0011826532,0.8514190148,irrigado
2025,0.0024737085,0.0024737085,0.8512643325,irrigado
778,0.0034305995,0.0034305995,0.8512581484,irrigado
780,0.0001413048,0.0001413048,0.8508889750,irrigado
1290,-0.0039685874,0.0039685874,0.8507102959,nao_irrigado
2459,0.0067853464,0.0067853464,0.8504232102,irrigado
513,0.0011195898,0.0011195898,0.8498552177,irrigado
1199,0.0047937814,0.0047937814,0.8497108583,irrigado
1215,0.0069133664,0.0069133664,0.8492164744,irrigado
989,-0.0037808165,0.0037808165,0.8491534930,nao_irrigado
1245,-0.0016239737,0.0016239737,0.8490980698,nao_irrigado
2024,0.0022421046,0.0022421046,0.8488273925,irrigado
2479,-0.0028969708,0.0028969708,0.8487787467,nao_irrigado
1359,0.0009202121,0.0009202121,0.8487128903,irrigado
1835,-0.0001870319,0.0001870319,0.8484822749,nao_irrigado
2015,-0.0014156163,0.0014156163,0.8484197232,nao_irrigado
2478,-0.0008907957,0.0008907957,0.8483158914,nao_irrigado
642,0.0006039501,0.0006039501,0.8481350296,irrigado
1293,-0.0024603760,0.0024603760,0.8478124121,nao_irrigado
1151,0.0120905049,0.0120905049,0.8470930591,irrigado
2023,0.0021504417,0.0021504417,0.8468614349,irrigado
1270,-0.0012548217,0.0012548217,0.8466377543,nao_irrigado
1676,-0.0049661568,0.0049661568,0.8465645877,nao_irrigado
741,-0.0024427523,0.0024427523,0.8457988862,nao_irrigado
1221,0.0031364876,0.0031364876,0.8457142572,irrigado
2022,0.0023568295,0.0023568295,0.8454410343,irrigado
2016,-0.0007989012,0.0007989012,0.8451972054,nao_irrigado
1145,0.0086603922,0.0086603922,0.8450520933,irrigado
675,0.0015918501,0.0015918501,0.8447874093,irrigado
540,0.0026931232,0.0026931232,0.8447145881,irrigado
1234,-0.0009438500,0.0009438500,0.8444007149,nao_irrigado
2325,-0.0041649194,0.0041649194,0.8442870511,nao_irrigado
2346,-0.0013107303,0.0013107303,0.8440880203,nao_irrigado
1291,-0.0042050361,0.0042050361,0.8440451091,nao_irrigado
687,0.0059950094,0.0059950094,0.8436984264,irrigado
2460,0.0064144252,0.0064144252,0.8433604563,irrigado
2021,0.0021563835,0.0021563835,0.8431827771,irrigado
773,0.0048059885,0.0048059885,0.8428421384,irrigado
1292,-0.0034696007,0.0034696007,0.8427093763,nao_irrigado
2017,-0.0002244090,0.0002244090,0.8426512961,nao_irrigado
2318,0.0056118697,0.0056118697,0.8417190999,irrigado
686,0.0077182691,0.0077182691,0.8416383209,irrigado
2360,0.0120557802,0.0120557802,0.8413325379,irrigado
514,0.0007188260,0.0007188260,0.8410996079,irrigado
2018,0.0005936889,0.0005936889,0.8407581807,irrigado
2020,0.0016770740,0.0016770740,0.8407428264,irrigado
1144,0.0060616448,0.0060616448,0.8406385375,irrigado
688,0.0045930049,0.0045930049,0.8405811090,irrigado
358,0.0031801243,0.0031801243,0.8405676463,irrigado
2019,0.0011800053,0.0011800053,0.8404363580,irrigado
1247,-0.0023777184,0.0023777184,0.8402340618,nao_irrigado
1256,-0.0045737646,0.0045737646,0.8394362125,nao_irrigado
2465,0.0025011766,0.0025011766,0.8388321193,irrigado
1190,-0.0002083591,0.0002083591,0.8387847393,nao_irrigado
1235,-0.0016532056,0.0016532056,0.8384477556,nao_irrigado
1143,0.0037717945,0.0037717945,0.8382952041,irrigado
1142,0.0017505875,0.0017505875,0.8377484985,irrigado
1238,-0.0110030247,0.0110030247,0.8377439541,nao_irrigado
2468,-0.0034477146,0.0034477146,0.8374585253,nao_irrigado
700,0.0004886664,0.0004886664,0.8372688254,irrigado
1358,0.0008668452,0.0008668452,0.8372144853,irrigado
1141,-0.0001258364,0.0001258364,0.8371348392,nao_irrigado
2461,0.0041929845,0.0041929845,0.8367120039,irrigado
625,0.0078898598,0.0078898598,0.8366567160,irrigado
641,-0.0000131335,0.0000131335,0.8365148285,nao_irrigado
2464,0.0069478580,0.0069478580,0.8364283670,irrigado
1330,0.0037719648,0.0037719648,0.8361808910,irrigado
991,0.0009186570,0.0009186570,0.8358756218,irrigado
1140,-0.0012287319,0.0012287319,0.8358621408,nao_irrigado
1242,-0.0009056336,0.0009056336,0.8356985567,nao_irrigado
1246,-0.0011466074,0.0011466074,0.8349208292,nao_irrigado
1068,0.0073045402,0.0073045402,0.8344592507,irrigado
689,0.0034506171,0.0034506171,0.8339404212,irrigado
2392,-0.0058317387,0.0058317387,0.8338884564,nao_irrigado
1264,-0.0022178825,0.0022178825,0.8337910971,nao_irrigado
555,-0.0074670150,0.0074670150,0.8333277444,nao_irrigado
1237,-0.0074179593,0.0074179593,0.8331562345,nao_irrigado
515,0.0004221327,0.0004221327,0.8319641325,irrigado
1139,-0.0019077826,0.0019077826,0.8316903216,nao_irrigado
1163,-0.0029844807,0.0029844807,0.8316666846,nao_irrigado
2463,0.0067344509,0.0067344509,0.8316386435,irrigado
742,-0.0021584525,0.0021584525,0.8315593588,nao_irrigado
685,0.0093389907,0.0093389907,0.8304563977,irrigado
2462,0.0037668061,0.0037668061,0.8304491873,irrigado
624,0.0084680414,0.0084680414,0.8284220785,irrigado
1206,0.0123727186,0.0123727186,0.8276214754,irrigado
2361,0.0097875895,0.0097875895,0.8275660551,irrigado
1062,0.0052700503,0.0052700503,0.8275311272,irrigado
1083,0.0049823619,0.0049823619,0.8274286932,irrigado
1106,-0.0025329428,0.0025329428,0.8273326467,nao_irrigado
974,-0.0039534841,0.0039534841,0.8265376645,nao_irrigado
1236,-0.0030595161,0.0030595161,0.8260970808,nao_irrigado
1203,0.0084687035,0.0084687035,0.8259960935,irrigado
1357,0.0019913952,0.0019913952,0.8258970132,irrigado
772,0.0027559362,0.0027559362,0.8255605793,irrigado
690,0.0024253931,0.0024253931,0.8253168708,irrigado
984,-0.0044792914,0.0044792914,0.8250996599,nao_irrigado
986,0.0012191969,0.0012191969,0.8248494109,irrigado
640,-0.0004954319,0.0004954319,0.8245381820,nao_irrigado
1138,-0.0016764387,0.0016764387,0.8243765961,nao_irrigado
1257,-0.0034188081,0.0034188081,0.8242128088,nao_irrigado
1214,0.0016078235,0.0016078235,0.8240334818,irrigado
2359,0.0097925654,0.0097925654,0.8238241876,irrigado
699,0.0003586391,0.0003586391,0.8234890596,irrigado
623,0.0087985489,0.0087985489,0.8233076559,irrigado
539,0.0031217834,0.0031217834,0.8225833814,irrigado
985,0.0015858002,0.0015858002,0.8223203575,irrigado
516,-0.0000565606,0.0000565606,0.8222866996,nao_irrigado
1331,0.0030394369,0.0030394369,0.8215648415,irrigado
1677,-0.0082021640,0.0082021640,0.8215573696,nao_irrigado
2347,0.0006187947,0.0006187947,0.8203894154,irrigado
556,-0.0078798351,0.0078798351,0.8200309715,nao_irrigado
1259,-0.0023856227,0.0023856227,0.8186110038,nao_irrigado
1266,-0.0044186453,0.0044186453,0.8182920407,nao_irrigado
628,0.0050093767,0.0050093767,0.8182587595,irrigado
1152,0.0077629645,0.0077629645,0.8181161945,irrigado
2324,-0.0045376665,0.0045376665,0.8178730637,nao_irrigado
559,-0.0095682483,0.0095682483,0.8174187854,nao_irrigado
560,-0.0097851257,0.0097851257,0.8169860849,nao_irrigado
1239,-0.0091064512,0.0091064512,0.8165598040,nao_irrigado
1356,0.0034146180,0.0034146180,0.8165021497,irrigado
561,-0.0096714365,0.0096714365,0.8164919196,nao_irrigado
691,0.0017693316,0.0017693316,0.8164411176,irrigado
743,-0.0019616403,0.0019616403,0.8162926121,nao_irrigado
1268,-0.0033443902,0.0033443902,0.8160641750,nao_irrigado
1267,-0.0037170763,0.0037170763,0.8160242431,nao_irrigado
2362,0.0063390102,0.0063390102,0.8156468110,irrigado
1200,0.0045839552,0.0045839552,0.8146362813,irrigado
1137,-0.0012706077,0.0012706077,0.8144285076,nao_irrigado
562,-0.0092336727,0.0092336727,0.8140504229,nao_irrigado
676,0.0030199636,0.0030199636,0.8140095437,irrigado
517,-0.0002173113,0.0002173113,0.8132021562,nao_irrigado
2477,0.0021249928,0.0021249928,0.8131500900,irrigado
698,0.0003200380,0.0003200380,0.8125370482,irrigado
1212,-0.0019815498,0.0019815498,0.8124278408,nao_irrigado
1213,-0.0035011854,0.0035011854,0.8122361543,nao_irrigado
639,-0.0007527741,0.0007527741,0.8121179983,nao_irrigado
1269,-0.0032005809,0.0032005809,0.8117207444,nao_irrigado
557,-0.0080389133,0.0080389133,0.8112349366,nao_irrigado
1162,-0.0013746118,0.0013746118,0.8108777856,nao_irrigado
558,-0.0085904013,0.0085904013,0.8102439146,nao_irrigado
1332,0.0021840664,0.0021840664,0.8099731954,irrigado
684,0.0111065961,0.0111065961,0.8098123946,irrigado
622,0.0080451011,0.0080451011,0.8097577123,irrigado
1210,-0.0059695033,0.0059695033,0.8094755545,nao_irrigado
1241,-0.0050663250,0.0050663250,0.8094158087,nao_irrigado
1265,-0.0055789707,0.0055789707,0.8093321109,nao_irrigado
1211,-0.0027245983,0.0027245983,0.8092841838,nao_irrigado
2469,-0.0008840913,0.0008840913,0.8091882791,nao_irrigado
2391,-0.0048937384,0.0048937384,0.8086607208,nao_irrigado
692,0.0013763367,0.0013763367,0.8084534708,irrigado
988,0.0039138224,0.0039138224,0.8082836098,irrigado
2382,-0.0028093775,0.0028093775,0.8081266219,nao_irrigado
359,0.0058947669,0.0058947669,0.8080929614,irrigado
1355,0.0040704491,0.0040704491,0.8078476052,irrigado
2363,0.0028504189,0.0028504189,0.8078199104,irrigado
357,0.0006623737,0.0006623737,0.8073483137,irrigado
2358,0.0074519124,0.0074519124,0.8071267015,irrigado
987,0.0014888069,0.0014888069,0.8067045179,irrigado
2319,0.0054489057,0.0054489057,0.8065327582,irrigado
992,0.0060519244,0.0060519244,0.8063054437,irrigado
1136,-0.0018515501,0.0018515501,0.8060653764,nao_irrigado
1082,0.0041387515,0.0041387515,0.8060485449,irrigado
771,0.0005384452,0.0005384452,0.8058965158,irrigado
1678,-0.0098334765,0.0098334765,0.8055762861,nao_irrigado
2383,-0.0033351324,0.0033351324,0.8051816897,nao_irrigado
518,-0.0000151432,0.0000151432,0.8051068698,nao_irrigado
1258,-0.0031738559,0.0031738559,0.8049966991,nao_irrigado
697,0.0004299419,0.0004299419,0.8045403166,irrigado
563,-0.0082552483,0.0082552483,0.8039906192,nao_irrigado
2390,-0.0067883804,0.0067883804,0.8038890454,nao_irrigado
693,0.0011066973,0.0011066973,0.8023031801,irrigado
1834,-0.0003288175,0.0003288175,0.8015011184,nao_irrigado
1333,0.0021287338,0.0021287338,0.8013631967,irrigado
1135,-0.0034136561,0.0034136561,0.8013371491,nao_irrigado
538,0.0037608935,0.0037608935,0.8005794026,irrigado
2348,0.0028657346,0.0028657346,0.8003772381,irrigado
744,-0.0016252054,0.0016252054,0.7996187235,nao_irrigado
696,0.0005070841,0.0005070841,0.7995757825,irrigado
1354,0.0044787172,0.0044787172,0.7994213007,irrigado
621,0.0074831828,0.0074831828,0.7991139543,irrigado
