wavelength,vip,coefficient,mean_diff,cohen_d,p_value,q_value,combined_score,direction_label
2124,1.141848549,-0.0023284801,0.0004094222,1.6833918402,4.8916466882e-203,1.7520247888e-201,5.6192014621,irrigado
2125,1.1447638937,-0.0017563527,0.0004094128,1.6861387444,5.3159778552e-203,1.8727928542e-201,5.6401142606,irrigado
2123,1.1393516085,-0.0029471634,0.0004086169,1.6787510821,1.7576532113e-202,5.9955503985e-201,5.5863947449,irrigado
2126,1.1475984127,-0.0009218589,0.0004095466,1.682438797,1.3553401982e-201,4.5509782593e-200,5.6225078706,irrigado
2122,1.133427763,-0.0008662487,0.0004076266,1.6678042433,1.3527798538e-200,4.4047331905e-199,5.4980825029,irrigado
2121,1.130830321,0.0026556207,0.0004076884,1.6608018279,2.2253915793e-199,7.0328919174e-198,5.4477392761,irrigado
2127,1.1517483916,-0.00029408,0.0004102531,1.6739620884,3.8433678885e-199,1.1970141438e-197,5.5831326123,irrigado
2120,1.129291962,0.0067017258,0.0004080368,1.6497164672,2.2429224743e-197,6.788789292e-196,5.3802646779,irrigado
2128,1.1546211994,-0.0006814612,0.0004110971,1.6564239799,3.2317071015e-195,9.5136144672e-194,5.4910177807,irrigado
2119,1.1283764672,0.009877824,0.0004077146,1.636428838,5.9334860749e-195,1.723116429e-193,5.3038522361,irrigado
2118,1.1259825488,0.012377197,0.0004074353,1.6173391089,1.9445193368e-191,5.4983842827e-190,5.1874799437,irrigado
2129,1.1560835423,-0.0025758748,0.000411637,1.6309609984,4.6218633572e-190,1.2112663847e-188,5.3528183786,irrigado
2117,1.1263813953,0.0146672001,0.0004070705,1.6025193187,1.065900271e-188,2.7269281933e-187,5.1095395604,irrigado
2130,1.1603549905,-0.0036685229,0.0004122722,1.6070632917,3.2503359311e-185,7.8482830516e-184,5.2381158337,irrigado
2116,1.1255834727,0.0168005424,0.000406679,1.5823052967,5.7730788553e-185,1.37848294e-183,4.995635538,irrigado
1653,1.4119435686,0.0020229696,0.0001786175,1.5718552578,1.3410401216e-182,3.1669178256e-181,6.448674252,irrigado
1654,1.4421700899,0.0017438318,0.000176134,1.5624596437,9.5185475262e-181,2.1531956457e-179,6.5559239513,irrigado
2115,1.1219243406,0.0176481904,0.0004066062,1.5593108336,1.0390309158e-180,2.3259139979e-179,4.8512331289,irrigado
1652,1.3658062069,-0.0013469905,0.0001808238,1.5593458412,2.1273553991e-180,4.6649864823e-179,6.1384787064,irrigado
