wavelength,vip,coefficient,mean_diff,cohen_d,p_value,q_value,combined_score,direction_label
2143,1.1680429433,0.0037126276,0.0003930155,1.4052612794,1.961388653100e-149,2.367991132300e-148,4.2104769376,irrigado
2144,1.1610574762,0.0004614876,0.0003886695,1.3890042974,1.040756456700e-146,1.242547569700e-145,4.0898400428,irrigado
2108,1.0716919043,0.0118806232,0.0004109657,1.3611512760,6.931049925400e-145,8.139249338600e-144,3.5234078065,irrigado
2145,1.1589067207,-0.0008079155,0.0003846348,1.3773094869,9.659728301500e-145,1.122094925400e-143,4.0183074848,irrigado
2172,1.2070266402,-0.0013301796,0.0002639930,1.3496128706,4.770892464600e-143,5.424681432000e-142,4.1832048937,irrigado
2171,1.2033232595,-0.0003399825,0.0002672760,1.3479598481,6.864990078200e-143,7.764665093700e-142,4.1572187912,irrigado
2173,1.2111813404,-0.0013897419,0.0002603257,1.3453035120,3.676239407700e-142,4.136250516900e-141,4.1801992837,irrigado
2146,1.1550898800,-0.0017376074,0.0003800838,1.3614484928,4.211176876000e-142,4.713447451300e-141,3.9170392340,irrigado
2170,1.1985705497,0.0007189921,0.0002698787,1.3395844999,1.603385908100e-141,1.776121812700e-140,4.0896966197,irrigado
1640,1.1921860428,0.0137669881,0.0002088852,1.3381041426,2.709306232100e-141,2.985794406600e-140,4.0486377252,irrigado
1662,1.5865199043,0.0081658016,0.0001523567,1.3395800491,4.624612189000e-140,5.044818068100e-139,6.1199686857,irrigado
2174,1.2084361330,-0.0007071700,0.0002567632,1.3331822741,6.373068262500e-140,6.917032169800e-139,4.0998415760,irrigado
2147,1.1504967833,-0.0002249273,0.0003752173,1.3465291812,1.252289152200e-139,1.352346426100e-138,3.8166424137,irrigado
2107,1.0617941285,0.0109697109,0.0004104869,1.3282408960,3.923792969000e-139,4.216115545200e-138,3.2979898749,irrigado
2169,1.1922362912,0.0022570535,0.0002724669,1.3236430098,8.701098264400e-139,9.302816005000e-138,3.9732113646,irrigado
2175,1.2081447883,-0.0011124336,0.0002532072,1.3252689554,1.955817189900e-138,2.060319186800e-137,4.0549348525,irrigado
2148,1.1465030362,0.0022007714,0.0003705948,1.3304028510,5.322878678800e-137,5.552847709000e-136,3.7140346745,irrigado
1628,1.1467171944,0.0115280409,0.0002474813,1.3113887147,1.391634248600e-136,1.444744927700e-135,3.6664401441,irrigado
1629,1.1549106839,0.0105217446,0.0002443917,1.3098121758,2.469488023100e-136,2.551408539300e-135,3.7020531996,irrigado
2168,1.1896135871,0.0041411886,0.0002757884,1.3073637140,6.179828523300e-136,6.354283012700e-135,3.8736162999,irrigado
