sample_name,data_coleta,genotipo,condicao,PC1,PC2
B2_BR16_IRRIG_REPROD00004.asd,2017-02-23,BR16,irrigado,-0.0066633725,0.0146803675
B2_BR16_IRRIG_REPROD00005.asd,2017-02-23,BR16,irrigado,-0.0064859289,0.0026402934
B2_BR16_IRRIG_REPROD00006.asd,2017-02-23,BR16,irrigado,-0.0059462604,0.0106132012
B2_BR16_IRRIG_REPROD00007.asd,2017-02-23,BR16,irrigado,-0.0054675698,-0.0078415746
B2_BR16_NIRRIG_REPROD00000.asd,2017-02-23,BR16,nao_irrigado,-0.0186286523,-0.0044556488
B2_BR16_NIRRIG_REPROD00001.asd,2017-02-23,BR16,nao_irrigado,-0.0171668693,0.0007454704
B2_BR16_NIRRIG_REPROD00002.asd,2017-02-23,BR16,nao_irrigado,-0.0159408045,0.0032146460
B2_BR16_NIRRIG_REPROD00003.asd,2017-02-23,BR16,nao_irrigado,-0.0152832034,0.0101019601
B2_BR16_NIRRIG_REPROD00004.asd,2017-02-23,BR16,nao_irrigado,-0.0260471557,0.0212057195
B2_BR16_NIRRIG_REPROD00005.asd,2017-02-23,BR16,nao_irrigado,-0.0227319837,0.0295672542
B2_BR16_NIRRIG_REPROD00006.asd,2017-02-23,BR16,nao_irrigado,-0.0192773040,0.0204245790
B2_BR16_NIRRIG_REPROD00007.asd,2017-02-23,BR16,nao_irrigado,-0.0147248105,0.0260290021
B2_CD202_IRRIG_REPROD00000.asd,2017-02-23,CD202,irrigado,-0.0055567009,0.0043512148
B2_CD202_IRRIG_REPROD00001.asd,2017-02-23,CD202,irrigado,-0.0058669215,0.0063791504
B2_CD202_IRRIG_REPROD00002.asd,2017-02-23,CD202,irrigado,-0.0059528093,0.0015177419
B2_CD202_IRRIG_REPROD00003.asd,2017-02-23,CD202,irrigado,-0.0060959124,-0.0056283512
B2_CD202_IRRIG_REPROD00004.asd,2017-02-23,CD202,irrigado,0.0082838389,0.0213784740
B2_CD202_IRRIG_REPROD00005.asd,2017-02-23,CD202,irrigado,0.0085669668,0.0318231507
B2_CD202_IRRIG_REPROD00006.asd,2017-02-23,CD202,irrigado,0.0087008885,0.0247301792
B2_CD202_IRRIG_REPROD00007.asd,2017-02-23,CD202,irrigado,0.0087882032,0.0226752758
B2_CD202_NIRRIG_REPROD00000.asd,2017-02-23,CD202,nao_irrigado,-0.0138877578,0.0225784850
B2_CD202_NIRRIG_REPROD00001.asd,2017-02-23,CD202,nao_irrigado,-0.0132876367,0.0123613155
B2_CD202_NIRRIG_REPROD00002.asd,2017-02-23,CD202,nao_irrigado,-0.0126951084,0.0029075290
B2_CD202_NIRRIG_REPROD00003.asd,2017-02-23,CD202,nao_irrigado,-0.0119694349,0.0029871320
B2_CD202_NIRRIG_REPROD00004.asd,2017-02-23,CD202,nao_irrigado,0.0187113460,0.0155792170
B2_CD202_NIRRIG_REPROD00005.asd,2017-02-23,CD202,nao_irrigado,0.0210915862,0.0154226062
B2_CD202_NIRRIG_REPROD00006.asd,2017-02-23,CD202,nao_irrigado,0.0232432426,0.0097733300
B2_CD202_NIRRIG_REPROD00007.asd,2017-02-23,CD202,nao_irrigado,0.0259361690,0.0164395310
B2_EMB48_IRRIG_REPROD00000.asd,2017-02-23,EMB48,irrigado,0.0098937771,0.0121966395
B2_EMB48_IRRIG_REPROD00001.asd,2017-02-23,EMB48,irrigado,0.0094439206,-0.0065139297
B2_EMB48_IRRIG_REPROD00002.asd,2017-02-23,EMB48,irrigado,0.0106392577,0.0059772308
B2_EMB48_IRRIG_REPROD00003.asd,2017-02-23,EMB48,irrigado,0.0106566938,-0.0010197553
B2_EMB48_IRRIG_REPROD00004.asd,2017-02-23,EMB48,irrigado,0.0420353368,-0.0099644077
B2_EMB48_IRRIG_REPROD00005.asd,2017-02-23,EMB48,irrigado,0.0408371183,-0.0193995895
B2_EMB48_IRRIG_REPROD00006.asd,2017-02-23,EMB48,irrigado,0.0411272085,-0.0109684698
B2_EMB48_IRRIG_REPROD00007.asd,2017-02-23,EMB48,irrigado,0.0416459191,-0.0055219277
B2_EMB48_NIRRIG_REPROD00000.asd,2017-02-23,EMB48,nao_irrigado,-0.0092369724,0.0077575099
B2_EMB48_NIRRIG_REPROD00001.asd,2017-02-23,EMB48,nao_irrigado,-0.0074343030,0.0056523039
B2_EMB48_NIRRIG_REPROD00002.asd,2017-02-23,EMB48,nao_irrigado,-0.0056108314,0.0216089570
B2_EMB48_NIRRIG_REPROD00003.asd,2017-02-23,EMB48,nao_irrigado,-0.0060129624,-0.0048706306
B2_EMB48_NIRRIG_REPROD00004.asd,2017-02-23,EMB48,nao_irrigado,0.0427759201,0.0160848213
B2_EMB48_NIRRIG_REPROD00005.asd,2017-02-23,EMB48,nao_irrigado,0.0440301137,0.0151478936
B2_EMB48_NIRRIG_REPROD00006.asd,2017-02-23,EMB48,nao_irrigado,0.0456019103,0.0219321149
B2_EMB48_NIRRIG_REPROD00007.asd,2017-02-23,EMB48,nao_irrigado,0.0466898311,0.0171921251
B3_BR16_IRRIG_REPROD00000.asd,2017-02-23,BR16,irrigado,-0.0332442679,0.0153215101
B3_BR16_IRRIG_REPROD00001.asd,2017-02-23,BR16,irrigado,-0.0335424475,0.0230248343
B3_BR16_IRRIG_REPROD00002.asd,2017-02-23,BR16,irrigado,-0.0333251324,0.0223939891
B3_BR16_IRRIG_REPROD00003.asd,2017-02-23,BR16,irrigado,-0.0333063125,0.0157733138
B3_BR16_IRRIG_REPROD00004.asd,2017-02-23,BR16,irrigado,-0.0218520880,0.0198371241
B3_BR16_IRRIG_REPROD00005.asd,2017-02-23,BR16,irrigado,-0.0219867079,0.0121085350
B3_BR16_IRRIG_REPROD00006.asd,2017-02-23,BR16,irrigado,-0.0212300365,0.0263675947
B3_BR16_IRRIG_REPROD00007.asd,2017-02-23,BR16,irrigado,-0.0212562178,0.0187384859
B3_BR16_NIRRIG_REPROD00000.asd,2017-02-23,BR16,nao_irrigado,0.0186210920,-0.0122002116
B3_BR16_NIRRIG_REPROD00001.asd,2017-02-23,BR16,nao_irrigado,0.0197723787,-0.0100264579
B3_BR16_NIRRIG_REPROD00002.asd,2017-02-23,BR16,nao_irrigado,0.0211206625,-0.0075756190
B3_BR16_NIRRIG_REPROD00003.asd,2017-02-23,BR16,nao_irrigado,0.0225493951,-0.0074398745
B3_BR16_NIRRIG_REPROD00004.asd,2017-02-23,BR16,nao_irrigado,0.0316071154,-0.0054295366
B3_BR16_NIRRIG_REPROD00005.asd,2017-02-23,BR16,nao_irrigado,0.0331781488,-0.0045420973
B3_BR16_NIRRIG_REPROD00006.asd,2017-02-23,BR16,nao_irrigado,0.0348082595,0.0031889336
B3_BR16_NIRRIG_REPROD00007.asd,2017-02-23,BR16,nao_irrigado,0.0356710962,-0.0184428961
B3_C202_IRRIG_REPROD00000.asd,2017-02-23,CD202,irrigado,0.0491718329,-0.0109625152
B3_C202_IRRIG_REPROD00001.asd,2017-02-23,CD202,irrigado,0.0496079427,-0.0017892914
B3_C202_IRRIG_REPROD00002.asd,2017-02-23,CD202,irrigado,0.0498735054,-0.0095746817
B3_C202_IRRIG_REPROD00003.asd,2017-02-23,CD202,irrigado,0.0493922399,-0.0136317460
B3_C202_IRRIG_REPROD00004.asd,2017-02-23,CD202,irrigado,0.0612852352,-0.0082205230
B3_C202_IRRIG_REPROD00005.asd,2017-02-23,CD202,irrigado,0.0611617369,-0.0060110050
B3_C202_IRRIG_REPROD00006.asd,2017-02-23,CD202,irrigado,0.0621945034,0.0190262666
B3_C202_IRRIG_REPROD00007.asd,2017-02-23,CD202,irrigado,0.0613098045,-0.0027833092
B3_C202_NIRRIG_REPROD00000.asd,2017-02-23,CD202,nao_irrigado,0.0434865808,-0.0175703504
B3_C202_NIRRIG_REPROD00001.asd,2017-02-23,CD202,nao_irrigado,0.0449246271,0.0049766385
B3_C202_NIRRIG_REPROD00002.asd,2017-02-23,CD202,nao_irrigado,0.0451332514,-0.0121888420
B3_C202_NIRRIG_REPROD00003.asd,2017-02-23,CD202,nao_irrigado,0.0461446695,-0.0054312801
B3_C202_NIRRIG_REPROD00004.asd,2017-02-23,CD202,nao_irrigado,0.0314078881,-0.0095889917
B3_C202_NIRRIG_REPROD00005.asd,2017-02-23,CD202,nao_irrigado,0.0329409750,-0.0021135983
B3_C202_NIRRIG_REPROD00006.asd,2017-02-23,CD202,nao_irrigado,0.0349920567,-0.0060154582
B3_C202_NIRRIG_REPROD00007.asd,2017-02-23,CD202,nao_irrigado,0.0365621472,-0.0038283148
B3_EMB48_IRRIG_REPROD00000.asd,2017-02-23,EMB48,irrigado,0.0032674382,-0.0222880743
B3_EMB48_IRRIG_REPROD00001.asd,2017-02-23,EMB48,irrigado,0.0040430440,-0.0054315766
B3_EMB48_IRRIG_REPROD00002.asd,2017-02-23,EMB48,irrigado,0.0039317590,-0.0006437452
B3_EMB48_IRRIG_REPROD00003.asd,2017-02-23,EMB48,irrigado,0.0041067082,-0.0114634858
B3_EMB48_IRRIG_REPROD00004.asd,2017-02-23,EMB48,irrigado,0.0117991156,-0.0153193491
B3_EMB48_IRRIG_REPROD00005.asd,2017-02-23,EMB48,irrigado,0.0115540858,-0.0109890765
B3_EMB48_IRRIG_REPROD00006.asd,2017-02-23,EMB48,irrigado,0.0094297748,-0.0124465990
B3_EMB48_IRRIG_REPROD00007.asd,2017-02-23,EMB48,irrigado,0.0092535520,-0.0140655407
B3_EMB48_NIRRIG_REPROD00000.asd,2017-02-23,EMB48,nao_irrigado,0.0748589287,-0.0196843986
B3_EMB48_NIRRIG_REPROD00001.asd,2017-02-23,EMB48,nao_irrigado,0.0780499476,-0.0013022554
B3_EMB48_NIRRIG_REPROD00002.asd,2017-02-23,EMB48,nao_irrigado,0.0798353324,-0.0059827342
B3_EMB48_NIRRIG_REPROD00003.asd,2017-02-23,EMB48,nao_irrigado,0.0825708808,-0.0008606073
B3_EMB48_NIRRIG_REPROD00004.asd,2017-02-23,EMB48,nao_irrigado,0.0571436883,0.0076713126
B3_EMB48_NIRRIG_REPROD00005.asd,2017-02-23,EMB48,nao_irrigado,0.0590836024,-0.0063835825
B3_EMB48_NIRRIG_REPROD00006.asd,2017-02-23,EMB48,nao_irrigado,0.0613835777,-0.0004577078
B3_EMB48_NIRRIG_REPROD00007.asd,2017-02-23,EMB48,nao_irrigado,0.0638792319,-0.0043318410
B4_BR16_IRRIG_REPROD00000.asd,2017-02-23,BR16,irrigado,0.0309760598,0.0039809341
B4_BR16_IRRIG_REPROD00001.asd,2017-02-23,BR16,irrigado,0.0327235671,0.0015580409
B4_BR16_IRRIG_REPROD00002.asd,2017-02-23,BR16,irrigado,0.0340832301,0.0049629584
B4_BR16_IRRIG_REPROD00003.asd,2017-02-23,BR16,irrigado,0.0357774920,0.0100318770
B4_BR16_IRRIG_REPROD00004.asd,2017-02-23,BR16,irrigado,-0.0172847854,0.0026960393
B4_BR16_IRRIG_REPROD00005.asd,2017-02-23,BR16,irrigado,-0.0154131549,0.0060976743
B4_BR16_IRRIG_REPROD00006.asd,2017-02-23,BR16,irrigado,-0.0131471667,0.0091380453
B4_BR16_IRRIG_REPROD00007.asd,2017-02-23,BR16,irrigado,-0.0110284343,0.0100460514
B4_BR16_NIRRIG_REPROD00000.asd,2017-02-23,BR16,nao_irrigado,-0.0181471920,-0.0073740371
B4_BR16_NIRRIG_REPROD00001.asd,2017-02-23,BR16,nao_irrigado,-0.0185060144,-0.0360054381
B4_BR16_NIRRIG_REPROD00002.asd,2017-02-23,BR16,nao_irrigado,-0.0163634486,-0.0131460347
B4_BR16_NIRRIG_REPROD00003.asd,2017-02-23,BR16,nao_irrigado,-0.0156314881,-0.0148542313
B4_BR16_NIRRIG_REPROD00004.asd,2017-02-23,BR16,nao_irrigado,-0.0487049176,0.0023226067
B4_BR16_NIRRIG_REPROD00005.asd,2017-02-23,BR16,nao_irrigado,-0.0480475267,-0.0028919156
B4_BR16_NIRRIG_REPROD00006.asd,2017-02-23,BR16,nao_irrigado,-0.0470727015,0.0008506884
B4_BR16_NIRRIG_REPROD00007.asd,2017-02-23,BR16,nao_irrigado,-0.0461206964,-0.0050614890
B4_CD202_IRRIG_REPROD00000.asd,2017-02-23,CD202,irrigado,-0.0301935176,0.0177526395
B4_CD202_IRRIG_REPROD00001.asd,2017-02-23,CD202,irrigado,-0.0291062813,0.0206110618
B4_CD202_IRRIG_REPROD00002.asd,2017-02-23,CD202,irrigado,-0.0300020955,0.0111730085
B4_CD202_IRRIG_REPROD00003.asd,2017-02-23,CD202,irrigado,-0.0300605603,0.0194756024
B4_CD202_IRRIG_REPROD00004.asd,2017-02-23,CD202,irrigado,-0.0075031997,0.0046416794
B4_CD202_IRRIG_REPROD00005.asd,2017-02-23,CD202,irrigado,-0.0080646189,0.0047266358
B4_CD202_IRRIG_REPROD00006.asd,2017-02-23,CD202,irrigado,-0.0081754768,0.0078884634
B4_CD202_IRRIG_REPROD00007.asd,2017-02-23,CD202,irrigado,-0.0079742748,0.0127180349
B4_CD202_NIRRIG_REPROD00000.asd,2017-02-23,CD202,nao_irrigado,0.0318435367,0.0063352594
B4_CD202_NIRRIG_REPROD00001.asd,2017-02-23,CD202,nao_irrigado,0.0320927612,-0.0018626127
B4_CD202_NIRRIG_REPROD00002.asd,2017-02-23,CD202,nao_irrigado,0.0334179992,0.0020575550
B4_CD202_NIRRIG_REPROD00003.asd,2017-02-23,CD202,nao_irrigado,0.0338970591,-0.0108564975
B4_CD202_NIRRIG_REPROD00004.asd,2017-02-23,CD202,nao_irrigado,0.0260503025,0.0034012870
B4_CD202_NIRRIG_REPROD00005.asd,2017-02-23,CD202,nao_irrigado,0.0264485192,-0.0011399266
B4_CD202_NIRRIG_REPROD00006.asd,2017-02-23,CD202,nao_irrigado,0.0272447290,0.0015704611
B4_CD202_NIRRIG_REPROD00007.asd,2017-02-23,CD202,nao_irrigado,0.0277239673,0.0054059598
B4_EMB48_IRRIG_REPROD00000.asd,2017-02-23,EMB48,irrigado,0.0439898445,0.0150181650
B4_EMB48_IRRIG_REPROD00001.asd,2017-02-23,EMB48,irrigado,0.0449354914,0.0109982203
B4_EMB48_IRRIG_REPROD00002.asd,2017-02-23,EMB48,irrigado,0.0452628818,-0.0004822477
B4_EMB48_IRRIG_REPROD00003.asd,2017-02-23,EMB48,irrigado,0.0456769070,0.0063739064
B4_EMB48_IRRIG_REPROD00004.asd,2017-02-23,EMB48,irrigado,-0.0006688019,0.0146250561
B4_EMB48_IRRIG_REPROD00005.asd,2017-02-23,EMB48,irrigado,-0.0003809976,0.0149442997
B4_EMB48_IRRIG_REPROD00006.asd,2017-02-23,EMB48,irrigado,-0.0027845730,0.0079245228
B4_EMB48_IRRIG_REPROD00007.asd,2017-02-23,EMB48,irrigado,-0.0028204787,0.0131323107
B4_EMB48_NIRRIG_REPROD00000.asd,2017-02-23,EMB48,nao_irrigado,0.1005314420,-0.0174989944
B4_EMB48_NIRRIG_REPROD00001.asd,2017-02-23,EMB48,nao_irrigado,0.1014551628,-0.0114961615
B4_EMB48_NIRRIG_REPROD00002.asd,2017-02-23,EMB48,nao_irrigado,0.1026935134,0.0020462525
B4_EMB48_NIRRIG_REPROD00003.asd,2017-02-23,EMB48,nao_irrigado,0.1033622904,-0.0008520582
B4_EMB48_NIRRIG_REPROD00004.asd,2017-02-23,EMB48,nao_irrigado,0.0481168737,0.0008593510
B4_EMB48_NIRRIG_REPROD00005.asd,2017-02-23,EMB48,nao_irrigado,0.0476693014,0.0025005002
B4_EMB48_NIRRIG_REPROD00006.asd,2017-02-23,EMB48,nao_irrigado,0.0481730739,-0.0064089480
B4_EMB48_NIRRIG_REPROD00007.asd,2017-02-23,EMB48,nao_irrigado,0.0491018903,-0.0092501888
B1_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,-0.0647682412,0.0180346132
B1_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,-0.0657665441,-0.0071776688
B1_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,-0.0653498427,0.0105298091
B1_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,-0.0647093994,0.0153192138
B1_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,-0.0723678256,-0.0143908743
B1_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,-0.0711242515,0.0032523636
B1_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,-0.0718540239,-0.0105200701
B1_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,-0.0710824557,-0.0014146332
B1_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,-0.0452918519,-0.0045481763
B1_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,-0.0448961424,-0.0121795744
B1_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,-0.0439836950,-0.0015492412
B1_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,-0.0433185264,0.0048592289
B1_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,-0.0129629821,-0.0018614278
B1_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,-0.0115065972,0.0025629992
B1_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,-0.0107645702,-0.0005489381
B1_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,-0.0099313592,0.0097554913
B1_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,-0.0132088514,-0.0309908176
B1_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,-0.0129845733,-0.0305505410
B1_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,-0.0127435327,-0.0234571556
B1_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,-0.0122625555,-0.0136980191
B1_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,0.0090305766,0.0044232398
B1_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,0.0099586851,0.0129849080
B1_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,0.0091792865,-0.0026150064
B1_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,0.0095725535,0.0051819931
B1_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,-0.0063717712,0.0363059889
B1_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,-0.0065262943,0.0208593333
B1_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,-0.0052262284,0.0308830810
B1_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,-0.0050432814,0.0244242230
B1_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0.0305226326,0.0168003821
B1_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0.0319102983,0.0044132214
B1_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0.0328395870,0.0061557438
B1_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0.0339075615,0.0085572640
B1_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,0.0092998720,-0.0339663852
B1_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,0.0109230341,-0.0205143345
B1_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,0.0101137105,-0.0290516551
B1_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,0.0106623812,-0.0220464839
B1_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,-0.0059506388,-0.0086152686
B1_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,-0.0053913088,-0.0105352076
B1_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,-0.0067311534,-0.0078655947
B1_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,-0.0070536624,-0.0012478356
B1_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0.0825556685,-0.0017592128
B1_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0.0830953674,-0.0015724153
B1_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0.0833272703,-0.0051566395
B1_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0.0835967804,-0.0089391761
B1_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0.0511557485,-0.0176897108
B1_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0.0529102132,-0.0054794216
B1_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0.0539451992,0.0051125646
B1_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0.0543565173,-0.0111366468
B2_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,-0.0284011513,-0.0124520702
B2_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,-0.0271298487,0.0047667805
B2_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,-0.0279316066,-0.0184563587
B2_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,-0.0283132343,-0.0208672772
B2_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,-0.0361180233,-0.0114206282
B2_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,-0.0359614985,-0.0032542716
B2_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,-0.0357711694,0.0096463464
B2_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,-0.0359299755,0.0017867875
B2_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,-0.0373132728,0.0255230990
B2_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,-0.0389598270,0.0101786316
B2_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,-0.0379474532,0.0160964867
B2_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,-0.0380675441,0.0088663121
B2_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,-0.0014140293,0.0039553989
B2_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,-0.0005037663,-0.0038493477
B2_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0.0008528488,0.0039692287
B2_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0.0012456769,-0.0003627832
B2_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,0.0084488468,-0.0034996545
B2_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,0.0087665632,-0.0035034782
B2_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,0.0086713151,-0.0066383425
B2_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,0.0086338254,-0.0111955269
B2_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,-0.0267985605,-0.0079838438
B2_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,-0.0259593762,0.0004563317
B2_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,-0.0264127137,-0.0072493585
B2_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,-0.0258853629,-0.0014357571
B2_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0.0330035819,0.0105085371
B2_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0.0347128397,0.0136794851
B2_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0.0363312674,0.0283571231
B2_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0.0374599735,0.0283867755
B2_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,-0.0030404229,0.0328939625
B2_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,-0.0029210733,0.0154981260
B2_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,-0.0017578933,0.0251250905
B2_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,-0.0008673410,0.0224970262
B2_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,0.0079543189,-0.0483322091
B2_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,0.0090920217,-0.0574793336
B2_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,0.0093802135,-0.0514180630
B2_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,0.0102828466,-0.0537995180
B2_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,0.0088612425,-0.0494471258
B2_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,0.0098486393,-0.0288196430
B2_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,0.0096753757,-0.0389353592
B2_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,0.0103707378,-0.0332593166
B2_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0.0215028001,0.0056901526
B2_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0.0220468449,0.0016906105
B2_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0.0231464606,0.0024098294
B2_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0.0238152643,-0.0081504780
B2_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0.0004083437,-0.0189267525
B2_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0.0007417710,-0.0165117247
B2_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0.0014254898,-0.0262171770
B2_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0.0023635299,-0.0160744619
B3_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,-0.0586808375,-0.0215966907
B3_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,-0.0585792066,-0.0284404206
B3_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,-0.0580962572,-0.0235644303
B3_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,-0.0583416091,-0.0324073538
B3_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,-0.0509166539,-0.0140851207
B3_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,-0.0505246496,-0.0163241906
B3_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,-0.0502526192,-0.0143072084
B3_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,-0.0500188640,-0.0212772466
B3_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,0.0006725702,-0.0250119338
B3_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,0.0018436259,-0.0266268305
B3_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,0.0036063654,-0.0223708124
