sample_name,data_coleta,genotipo,condicao,PC1,PC2
B4_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,-0.0381268884,0.0045492255
B4_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,-0.0385957430,-0.0074023857
B4_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,-0.0337196078,0.0027439601
B4_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,-0.0342999676,-0.0034011147
B4_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,-0.0341163348,0.0008229487
B4_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,-0.0338648119,0.0001784190
B4_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0.0136892057,0.0048188913
B4_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0.0146433290,0.0214701280
B4_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0.0145983216,0.0058025087
B4_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0.0147421632,-0.0009238459
B4_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0.0687812836,0.0136100048
B4_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0.0695049145,0.0095196001
B4_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0.0698123693,0.0001700593
B4_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0.0705623254,0.0055940061
B4_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,0.0021653199,0.0096588194
B4_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,0.0026304705,0.0185352586
B4_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,0.0018242892,0.0070641503
B4_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,0.0022675495,0.0173869683
B4_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,0.0343380679,0.0089423953
B4_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,0.0340848461,0.0078109548
B4_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,0.0339457752,-0.0040663058
B4_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,0.0341784328,0.0058599621
B4_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0.0580737670,-0.0122803187
B4_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0.0593753551,-0.0056343811
B4_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0.0596839080,-0.0082314304
B4_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0.0603795557,-0.0076663734
B4_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0.1200889349,0.0046298964
B4_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0.1208534251,0.0028053547
B4_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0.1213187100,-0.0028503593
B4_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0.1230396309,0.0060123876
B1_BR16_IRRIG_REPROD00000.asd,2017-02-25,BR16,irrigado,-0.0578517390,-0.0355899903
B1_BR16_IRRIG_REPROD00001.asd,2017-02-25,BR16,irrigado,-0.0574843202,-0.0302129658
B1_BR16_IRRIG_REPROD00002.asd,2017-02-25,BR16,irrigado,-0.0570659989,-0.0335397560
B1_BR16_IRRIG_REPROD00003.asd,2017-02-25,BR16,irrigado,-0.0565443901,-0.0328125559
B1_BR16_IRRIG_REPROD00004.asd,2017-02-25,BR16,irrigado,-0.0336669501,-0.0273827729
B1_BR16_IRRIG_REPROD00005.asd,2017-02-25,BR16,irrigado,-0.0332707709,-0.0284020836
B1_BR16_IRRIG_REPROD00006.asd,2017-02-25,BR16,irrigado,-0.0332741453,-0.0303263864
B1_BR16_IRRIG_REPROD00007.asd,2017-02-25,BR16,irrigado,-0.0327377794,-0.0309806220
B1_BR16_NIRRIG_REPROD00000.asd,2017-02-25,BR16,nao_irrigado,-0.0390012731,0.0265232433
B1_BR16_NIRRIG_REPROD00001.asd,2017-02-25,BR16,nao_irrigado,-0.0395911624,0.0186083131
B1_BR16_NIRRIG_REPROD00002.asd,2017-02-25,BR16,nao_irrigado,-0.0394039289,0.0231808323
B1_BR16_NIRRIG_REPROD00003.asd,2017-02-25,BR16,nao_irrigado,-0.0398506145,0.0132980580
B1_BR16_NIRRIG_REPROD00004.asd,2017-02-25,BR16,nao_irrigado,-0.0313295557,0.0113253834
B1_BR16_NIRRIG_REPROD00005.asd,2017-02-25,BR16,nao_irrigado,-0.0302985052,0.0323969851
B1_BR16_NIRRIG_REPROD00006.asd,2017-02-25,BR16,nao_irrigado,-0.0302701289,0.0198860637
B1_BR16_NIRRIG_REPROD00007.asd,2017-02-25,BR16,nao_irrigado,-0.0299669435,0.0195804163
B1_CD202_IRRIG_REPROD00000.asd,2017-02-25,CD202,irrigado,-0.0088435794,-0.0259108951
B1_CD202_IRRIG_REPROD00001.asd,2017-02-25,CD202,irrigado,-0.0090219622,-0.0267860831
B1_CD202_IRRIG_REPROD00002.asd,2017-02-25,CD202,irrigado,-0.0084968463,-0.0206712591
B1_CD202_IRRIG_REPROD00003.asd,2017-02-25,CD202,irrigado,-0.0090136061,-0.0263655282
B1_CD202_IRRIG_REPROD00004.asd,2017-02-25,CD202,irrigado,0.0063282774,-0.0130480397
B1_CD202_IRRIG_REPROD00005.asd,2017-02-25,CD202,irrigado,0.0070294612,0.0008314650
B1_CD202_IRRIG_REPROD00006.asd,2017-02-25,CD202,irrigado,0.0069721017,-0.0038337007
B1_CD202_IRRIG_REPROD00007.asd,2017-02-25,CD202,irrigado,0.0071361832,-0.0080632758
B1_CD202_NIRRIG_REPROD00000.asd,2017-02-25,CD202,nao_irrigado,0.0222521310,0.0067512390
B1_CD202_NIRRIG_REPROD00001.asd,2017-02-25,CD202,nao_irrigado,0.0224318252,0.0006238736
B1_CD202_NIRRIG_REPROD00002.asd,2017-02-25,CD202,nao_irrigado,0.0232003149,-0.0001607818
B1_CD202_NIRRIG_REPROD00003.asd,2017-02-25,CD202,nao_irrigado,0.0235530958,0.0040437351
B1_CD202_NIRRIG_REPROD00004.asd,2017-02-25,CD202,nao_irrigado,0.0318553536,0.0379598283
B1_CD202_NIRRIG_REPROD00005.asd,2017-02-25,CD202,nao_irrigado,0.0316203170,0.0292430855
B1_CD202_NIRRIG_REPROD00006.asd,2017-02-25,CD202,nao_irrigado,0.0320528611,0.0407319801
B1_CD202_NIRRIG_REPROD00007.asd,2017-02-25,CD202,nao_irrigado,0.0321592408,0.0366394516
B1_EMB48_IRRIG_REPROD00000.asd,2017-02-25,EMB48,irrigado,-0.0033380510,-0.0229807284
B1_EMB48_IRRIG_REPROD00001.asd,2017-02-25,EMB48,irrigado,-0.0032728477,-0.0160905518
B1_EMB48_IRRIG_REPROD00002.asd,2017-02-25,EMB48,irrigado,-0.0030711551,-0.0165560991
B1_EMB48_IRRIG_REPROD00003.asd,2017-02-25,EMB48,irrigado,-0.0024588078,-0.0180149433
B1_EMB48_IRRIG_REPROD00004.asd,2017-02-25,EMB48,irrigado,0.0010248251,-0.0262272491
B1_EMB48_IRRIG_REPROD00005.asd,2017-02-25,EMB48,irrigado,0.0001804148,-0.0385009219
B1_EMB48_IRRIG_REPROD00006.asd,2017-02-25,EMB48,irrigado,0.0008409834,-0.0342903527
B1_EMB48_IRRIG_REPROD00007.asd,2017-02-25,EMB48,irrigado,0.0016211570,-0.0254773432
B1_EMB48_NIRRIG_REPROD00000.asd,2017-02-25,EMB48,nao_irrigado,0.0597539820,-0.0008008549
B1_EMB48_NIRRIG_REPROD00001.asd,2017-02-25,EMB48,nao_irrigado,0.0605722036,0.0014546881
B1_EMB48_NIRRIG_REPROD00002.asd,2017-02-25,EMB48,nao_irrigado,0.0612073564,0.0130173798
B1_EMB48_NIRRIG_REPROD00003.asd,2017-02-25,EMB48,nao_irrigado,0.0609120953,0.0087774094
B1_EMB48_NIRRIG_REPROD00004.asd,2017-02-25,EMB48,nao_irrigado,0.0720470147,0.0062846293
B1_EMB48_NIRRIG_REPROD00005.asd,2017-02-25,EMB48,nao_irrigado,0.0718625153,0.0090490792
B1_EMB48_NIRRIG_REPROD00006.asd,2017-02-25,EMB48,nao_irrigado,0.0721310304,0.0104034056
B1_EMB48_NIRRIG_REPROD00007.asd,2017-02-25,EMB48,nao_irrigado,0.0720785762,0.0114211774
B2_BR16_IRRIG_REPROD00000.asd,2017-02-25,BR16,irrigado,-0.0259400788,0.0248226159
B2_BR16_IRRIG_REPROD00001.asd,2017-02-25,BR16,irrigado,-0.0263020322,0.0185228716
B2_BR16_IRRIG_REPROD00002.asd,2017-02-25,BR16,irrigado,-0.0266967101,0.0130771973
B2_BR16_IRRIG_REPROD00003.asd,2017-02-25,BR16,irrigado,-0.0265840669,0.0208973807
B2_BR16_IRRIG_REPROD00004.asd,2017-02-25,BR16,irrigado,-0.0358265666,-0.0178716080
B2_BR16_IRRIG_REPROD00005.asd,2017-02-25,BR16,irrigado,-0.0358623150,-0.0161431179
B2_BR16_IRRIG_REPROD00006.asd,2017-02-25,BR16,irrigado,-0.0357207100,-0.0234188497
B2_BR16_IRRIG_REPROD00007.asd,2017-02-25,BR16,irrigado,-0.0351031717,-0.0171532060
B2_BR16_NIRRIG_REPROD00000.asd,2017-02-25,BR16,nao_irrigado,-0.0152813816,0.0149806452
B2_BR16_NIRRIG_REPROD00001.asd,2017-02-25,BR16,nao_irrigado,-0.0148609953,0.0212627849
B2_BR16_NIRRIG_REPROD00002.asd,2017-02-25,BR16,nao_irrigado,-0.0152020782,0.0112541689
B2_BR16_NIRRIG_REPROD00003.asd,2017-02-25,BR16,nao_irrigado,-0.0151025645,0.0134479084
B2_BR16_NIRRIG_REPROD00004.asd,2017-02-25,BR16,nao_irrigado,-0.0340504590,0.0232580576
B2_BR16_NIRRIG_REPROD00005.asd,2017-02-25,BR16,nao_irrigado,-0.0334494915,0.0384097112
B2_BR16_NIRRIG_REPROD00006.asd,2017-02-25,BR16,nao_irrigado,-0.0336564844,0.0231802829
B2_BR16_NIRRIG_REPROD00007.asd,2017-02-25,BR16,nao_irrigado,-0.0335821603,0.0294048663
B2_CD202_IRRIG_REPROD00000.asd,2017-02-25,CD202,irrigado,-0.0301453828,-0.0229378233
B2_CD202_IRRIG_REPROD00001.asd,2017-02-25,CD202,irrigado,-0.0294103160,-0.0269159768
B2_CD202_IRRIG_REPROD00002.asd,2017-02-25,CD202,irrigado,-0.0293055687,-0.0263250230
B2_CD202_IRRIG_REPROD00003.asd,2017-02-25,CD202,irrigado,-0.0291590751,-0.0317018340
B2_CD202_IRRIG_REPROD00004.asd,2017-02-25,CD202,irrigado,0.0403467437,0.0033562698
B2_CD202_IRRIG_REPROD00005.asd,2017-02-25,CD202,irrigado,0.0408028155,-0.0019626069
B2_CD202_IRRIG_REPROD00006.asd,2017-02-25,CD202,irrigado,0.0400332016,-0.0209246742
B2_CD202_IRRIG_REPROD00007.asd,2017-02-25,CD202,irrigado,0.0409148935,-0.0157011552
B2_CD202_NIRRIG_REPROD00000.asd,2017-02-25,CD202,nao_irrigado,-0.0029301437,0.0066953819
B2_CD202_NIRRIG_REPROD00001.asd,2017-02-25,CD202,nao_irrigado,-0.0026758580,0.0130386185
B2_CD202_NIRRIG_REPROD00002.asd,2017-02-25,CD202,nao_irrigado,-0.0033238257,0.0154927169
B2_CD202_NIRRIG_REPROD00003.asd,2017-02-25,CD202,nao_irrigado,-0.0031310890,0.0108149083
B2_CD202_NIRRIG_REPROD00004.asd,2017-02-25,CD202,nao_irrigado,-0.0124951177,0.0066215915
B2_CD202_NIRRIG_REPROD00005.asd,2017-02-25,CD202,nao_irrigado,-0.0125216416,0.0125317390
B2_CD202_NIRRIG_REPROD00006.asd,2017-02-25,CD202,nao_irrigado,-0.0121834476,0.0149572847
B2_CD202_NIRRIG_REPROD00007.asd,2017-02-25,CD202,nao_irrigado,-0.0122398085,0.0141605330
B2_EMB48_IRRIG_REPROD00000.asd,2017-02-25,EMB48,irrigado,0.0013651371,-0.0166121993
B2_EMB48_IRRIG_REPROD00001.asd,2017-02-25,EMB48,irrigado,0.0010341954,-0.0318080186
B2_EMB48_IRRIG_REPROD00002.asd,2017-02-25,EMB48,irrigado,0.0008481080,-0.0307989860
B2_EMB48_IRRIG_REPROD00003.asd,2017-02-25,EMB48,irrigado,0.0001594935,-0.0427693833
B2_EMB48_IRRIG_REPROD00004.asd,2017-02-25,EMB48,irrigado,0.0197503768,-0.0229902081
B2_EMB48_IRRIG_REPROD00005.asd,2017-02-25,EMB48,irrigado,0.0196747930,-0.0339078278
B2_EMB48_IRRIG_REPROD00006.asd,2017-02-25,EMB48,irrigado,0.0204264162,-0.0178927236
B2_EMB48_IRRIG_REPROD00007.asd,2017-02-25,EMB48,irrigado,0.0199939286,-0.0387046326
B2_EMB48_NIRRIG_REPROD00000.asd,2017-02-25,EMB48,nao_irrigado,-0.0061660738,0.0087537914
B2_EMB48_NIRRIG_REPROD00001.asd,2017-02-25,EMB48,nao_irrigado,-0.0058029580,0.0195444739
B2_EMB48_NIRRIG_REPROD00002.asd,2017-02-25,EMB48,nao_irrigado,-0.0064072964,0.0106269751
B2_EMB48_NIRRIG_REPROD00003.asd,2017-02-25,EMB48,nao_irrigado,-0.0064463619,0.0093448984
B2_EMB48_NIRRIG_REPROD00004.asd,2017-02-25,EMB48,nao_irrigado,0.0217410840,0.0398411149
B2_EMB48_NIRRIG_REPROD00005.asd,2017-02-25,EMB48,nao_irrigado,0.0217783521,0.0295079872
B2_EMB48_NIRRIG_REPROD00006.asd,2017-02-25,EMB48,nao_irrigado,0.0227306227,0.0442608158
B2_EMB48_NIRRIG_REPROD00007.asd,2017-02-25,EMB48,nao_irrigado,0.0221455896,0.0350343457
B3_BR16_IRRIG_REPROD00000.asd,2017-02-25,BR16,irrigado,-0.0392815094,0.0115133493
B3_BR16_IRRIG_REPROD00001.asd,2017-02-25,BR16,irrigado,-0.0391992172,0.0088175704
B3_BR16_IRRIG_REPROD00002.asd,2017-02-25,BR16,irrigado,-0.0393046333,0.0125999028
B3_BR16_IRRIG_REPROD00003.asd,2017-02-25,BR16,irrigado,-0.0390265167,0.0133908021
B3_BR16_IRRIG_REPROD00004.asd,2017-02-25,BR16,irrigado,-0.0610864801,-0.0121783865
B3_BR16_IRRIG_REPROD00005.asd,2017-02-25,BR16,irrigado,-0.0616906638,-0.0269427599
B3_BR16_IRRIG_REPROD00006.asd,2017-02-25,BR16,irrigado,-0.0628603921,-0.0306559422
B3_BR16_IRRIG_REPROD00007.asd,2017-02-25,BR16,irrigado,-0.0619898599,-0.0156212035
B3_BR16_NIRRIG_REPROD00000.asd,2017-02-25,BR16,nao_irrigado,-0.0003543380,0.0071234810
B3_BR16_NIRRIG_REPROD00001.asd,2017-02-25,BR16,nao_irrigado,-0.0007969106,-0.0055509461
B3_BR16_NIRRIG_REPROD00002.asd,2017-02-25,BR16,nao_irrigado,-0.0000595248,0.0019436061
B3_BR16_NIRRIG_REPROD00003.asd,2017-02-25,BR16,nao_irrigado,-0.0000168065,-0.0021339856
B3_BR16_NIRRIG_REPROD00004.asd,2017-02-25,BR16,nao_irrigado,0.0158574129,0.0039289549
B3_BR16_NIRRIG_REPROD00005.asd,2017-02-25,BR16,nao_irrigado,0.0176178485,-0.0038191141
B3_BR16_NIRRIG_REPROD00006.asd,2017-02-25,BR16,nao_irrigado,0.0181709730,0.0032184955
B3_BR16_NIRRIG_REPROD00007.asd,2017-02-25,BR16,nao_irrigado,0.0191931338,0.0036574272
B3_CD202_IRRIG_REPROD00000.asd,2017-02-25,CD202,irrigado,0.0348873280,-0.0178984354
B3_CD202_IRRIG_REPROD00001.asd,2017-02-25,CD202,irrigado,0.0345520323,-0.0185331655
B3_CD202_IRRIG_REPROD00002.asd,2017-02-25,CD202,irrigado,0.0342413074,-0.0263797846
B3_CD202_IRRIG_REPROD00003.asd,2017-02-25,CD202,irrigado,0.0343053953,-0.0212805255
B3_CD202_IRRIG_REPROD00004.asd,2017-02-25,CD202,irrigado,0.0307090496,0.0010963696
B3_CD202_IRRIG_REPROD00005.asd,2017-02-25,CD202,irrigado,0.0290626879,-0.0245783322
B3_CD202_IRRIG_REPROD00006.asd,2017-02-25,CD202,irrigado,0.0290643660,-0.0223393451
B3_CD202_IRRIG_REPROD00007.asd,2017-02-25,CD202,irrigado,0.0287960465,-0.0380497230
B3_CD202_NIRRIG_REPROD00000.asd,2017-02-25,CD202,nao_irrigado,0.0339250467,0.0269594466
B3_CD202_NIRRIG_REPROD00001.asd,2017-02-25,CD202,nao_irrigado,0.0332248273,0.0169405535
B3_CD202_NIRRIG_REPROD00002.asd,2017-02-25,CD202,nao_irrigado,0.0341516655,0.0235536191
B3_CD202_NIRRIG_REPROD00003.asd,2017-02-25,CD202,nao_irrigado,0.0340356362,0.0229401069
B3_CD202_NIRRIG_REPROD00004.asd,2017-02-25,CD202,nao_irrigado,0.0838393970,0.0067797040
B3_CD202_NIRRIG_REPROD00005.asd,2017-02-25,CD202,nao_irrigado,0.0840313001,0.0067857759
B3_CD202_NIRRIG_REPROD00006.asd,2017-02-25,CD202,nao_irrigado,0.0839010457,0.0055045801
B3_CD202_NIRRIG_REPROD00007.asd,2017-02-25,CD202,nao_irrigado,0.0841797037,0.0113217883
B3_EMB48_IRRIG_REPROD00000.asd,2017-02-25,EMB48,irrigado,-0.0134136128,-0.0453590270
B3_EMB48_IRRIG_REPROD00001.asd,2017-02-25,EMB48,irrigado,-0.0132209652,-0.0527388723
B3_EMB48_IRRIG_REPROD00002.asd,2017-02-25,EMB48,irrigado,-0.0121172283,-0.0428698212
B3_EMB48_IRRIG_REPROD00003.asd,2017-02-25,EMB48,irrigado,-0.0117361042,-0.0458235834
B3_EMB48_IRRIG_REPROD00004.asd,2017-02-25,EMB48,irrigado,0.0051297328,-0.0491898342
B3_EMB48_IRRIG_REPROD00005.asd,2017-02-25,EMB48,irrigado,0.0053392864,-0.0511174402
B3_EMB48_IRRIG_REPROD00006.asd,2017-02-25,EMB48,irrigado,0.0055971344,-0.0531148846
B3_EMB48_IRRIG_REPROD00007.asd,2017-02-25,EMB48,irrigado,0.0057138541,-0.0607259828
B3_EMB48_NIRRIG_REPROD00000.asd,2017-02-25,EMB48,nao_irrigado,0.0816881912,-0.0022418903
B3_EMB48_NIRRIG_REPROD00001.asd,2017-02-25,EMB48,nao_irrigado,0.0814697847,-0.0121315502
B3_EMB48_NIRRIG_REPROD00002.asd,2017-02-25,EMB48,nao_irrigado,0.0811026054,-0.0159671519
B3_EMB48_NIRRIG_REPROD00003.asd,2017-02-25,EMB48,nao_irrigado,0.0813925202,-0.0081817368
B3_EMB48_NIRRIG_REPROD00004.asd,2017-02-25,EMB48,nao_irrigado,0.0824671048,0.0167853934
B3_EMB48_NIRRIG_REPROD00005.asd,2017-02-25,EMB48,nao_irrigado,0.0829652656,0.0105309830
B3_EMB48_NIRRIG_REPROD00006.asd,2017-02-25,EMB48,nao_irrigado,0.0827828503,0.0122355538
B3_EMB48_NIRRIG_REPROD00007.asd,2017-02-25,EMB48,nao_irrigado,0.0819408238,-0.0022939485
B4_BR16_IRRIG_REPROD00000.asd,2017-02-25,BR16,irrigado,-0.0311937058,-0.0410221802
B4_BR16_IRRIG_REPROD00001.asd,2017-02-25,BR16,irrigado,-0.0306217422,-0.0326124431
B4_BR16_IRRIG_REPROD00002.asd,2017-02-25,BR16,irrigado,-0.0311557972,-0.0390639313
B4_BR16_IRRIG_REPROD00003.asd,2017-02-25,BR16,irrigado,-0.0307369912,-0.0397479545
B4_BR16_IRRIG_REPROD00004.asd,2017-02-25,BR16,irrigado,-0.0393980736,-0.0186697696
B4_BR16_IRRIG_REPROD00005.asd,2017-02-25,BR16,irrigado,-0.0408168336,-0.0424410357
B4_BR16_IRRIG_REPROD00006.asd,2017-02-25,BR16,irrigado,-0.0410836018,-0.0482891393
B4_BR16_IRRIG_REPROD00007.asd,2017-02-25,BR16,irrigado,-0.0405820893,-0.0386358349
B4_BR16_NIRRIG_REPROD00000.asd,2017-02-25,BR16,nao_irrigado,-0.0101664346,0.0036182611
B4_BR16_NIRRIG_REPROD00001.asd,2017-02-25,BR16,nao_irrigado,-0.0101314955,-0.0057247303
B4_BR16_NIRRIG_REPROD00002.asd,2017-02-25,BR16,nao_irrigado,-0.0096542273,-0.0006843910
B4_BR16_NIRRIG_REPROD00003.asd,2017-02-25,BR16,nao_irrigado,-0.0097242206,-0.0053338478
B4_BR16_NIRRIG_REPROD00004.asd,2017-02-25,BR16,nao_irrigado,0.0053860149,0.0107438932
B4_BR16_NIRRIG_REPROD00005.asd,2017-02-25,BR16,nao_irrigado,0.0061330514,0.0309253244
B4_BR16_NIRRIG_REPROD00006.asd,2017-02-25,BR16,nao_irrigado,0.0058569171,0.0212218620
B4_BR16_NIRRIG_REPROD00007.asd,2017-02-25,BR16,nao_irrigado,0.0051013839,0.0110706850
B4_CD202_IRRIG_REPROD00000.asd,2017-02-25,CD202,irrigado,-0.0528353865,-0.0306299928
B4_CD202_IRRIG_REPROD00001.asd,2017-02-25,CD202,irrigado,-0.0520634562,-0.0087431369
B4_CD202_IRRIG_REPROD00002.asd,2017-02-25,CD202,irrigado,-0.0523302409,-0.0146930765
B4_CD202_IRRIG_REPROD00003.asd,2017-02-25,CD202,irrigado,-0.0520959247,-0.0067934701
B4_CD202_IRRIG_REPROD00004.asd,2017-02-25,CD202,irrigado,-0.0236533646,0.0013771614
B4_CD202_IRRIG_REPROD00005.asd,2017-02-25,CD202,irrigado,-0.0245238858,-0.0106358428
B4_CD202_IRRIG_REPROD00006.asd,2017-02-25,CD202,irrigado,-0.0245978795,-0.0204830276
B4_CD202_IRRIG_REPROD00007.asd,2017-02-25,CD202,irrigado,-0.0247480569,-0.0225630228
B4_CD202_NIRRIG_REPROD00000.asd,2017-02-25,CD202,nao_irrigado,0.0207700107,0.0125083497
B4_CD202_NIRRIG_REPROD00001.asd,2017-02-25,CD202,nao_irrigado,0.0215718961,0.0061266872
B4_CD202_NIRRIG_REPROD00002.asd,2017-02-25,CD202,nao_irrigado,0.0214195720,0.0028592814
B4_CD202_NIRRIG_REPROD00003.asd,2017-02-25,CD202,nao_irrigado,0.0219090645,0.0032121669
B4_CD202_NIRRIG_REPROD00004.asd,2017-02-25,CD202,nao_irrigado,0.0477740399,0.0100783976
B4_CD202_NIRRIG_REPROD00005.asd,2017-02-25,CD202,nao_irrigado,0.0476599479,0.0074448054
B4_CD202_NIRRIG_REPROD00006.asd,2017-02-25,CD202,nao_irrigado,0.0476070582,0.0025332122
B4_CD202_NIRRIG_REPROD00007.asd,2017-02-25,CD202,nao_irrigado,0.0478857777,0.0055813926
B4_EMB48_IRRIG_REPROD00000.asd,2017-02-25,EMB48,irrigado,0.0226539312,-0.0271683871
B4_EMB48_IRRIG_REPROD00001.asd,2017-02-25,EMB48,irrigado,0.0217595988,-0.0397544637
B4_EMB48_IRRIG_REPROD00002.asd,2017-02-25,EMB48,irrigado,0.0218246894,-0.0303452677
B4_EMB48_IRRIG_REPROD00003.asd,2017-02-25,EMB48,irrigado,0.0214284313,-0.0348555041
B4_EMB48_IRRIG_REPROD00004.asd,2017-02-25,EMB48,irrigado,0.0217299009,-0.0162433628
B4_EMB48_IRRIG_REPROD00005.asd,2017-02-25,EMB48,irrigado,0.0215291825,0.0024027415
B4_EMB48_IRRIG_REPROD00006.asd,2017-02-25,EMB48,irrigado,0.0205757043,-0.0133074749
B4_EMB48_IRRIG_REPROD00007.asd,2017-02-25,EMB48,irrigado,0.0199139574,-0.0329003650
B4_EMB48_NIRRIG_REPROD00000.asd,2017-02-25,EMB48,nao_irrigado,0.0437726277,-0.0072486654
B4_EMB48_NIRRIG_REPROD00001.asd,2017-02-25,EMB48,nao_irrigado,0.0429893362,-0.0195532908
B4_EMB48_NIRRIG_REPROD00002.asd,2017-02-25,EMB48,nao_irrigado,0.0433638007,-0.0110642358
B4_EMB48_NIRRIG_REPROD00003.asd,2017-02-25,EMB48,nao_irrigado,0.0431006365,-0.0085450553
B4_EMB48_NIRRIG_REPROD00004.asd,2017-02-25,EMB48,nao_irrigado,0.0722591904,0.0029168539
B4_EMB48_NIRRIG_REPROD00005.asd,2017-02-25,EMB48,nao_irrigado,0.0711578023,-0.0025333748
B4_EMB48_NIRRIG_REPROD00006.asd,2017-02-25,EMB48,nao_irrigado,0.0675864679,0.0043713395
B4_EMB48_NIRRIG_REPROD00007.asd,2017-02-25,EMB48,nao_irrigado,0.0664126786,0.0072737721
B1_BR16_IRRIG_REPROD00000.asd,2017-02-26,BR16,irrigado,-0.0590228523,-0.0668140023
B1_BR16_IRRIG_REPROD00001.asd,2017-02-26,BR16,irrigado,-0.0597383222,-0.0775823685
B1_BR16_IRRIG_REPROD00002.asd,2017-02-26,BR16,irrigado,-0.0595896823,-0.0807648585
B1_BR16_IRRIG_REPROD00003.asd,2017-02-26,BR16,irrigado,-0.0591108790,-0.0764525789
B1_BR16_IRRIG_REPROD00004.asd,2017-02-26,BR16,irrigado,-0.0332861035,-0.0479728927
B1_BR16_IRRIG_REPROD00005.asd,2017-02-26,BR16,irrigado,-0.0333946500,-0.0486704022
B1_BR16_IRRIG_REPROD00006.asd,2017-02-26,BR16,irrigado,-0.0337204939,-0.0443726412
B1_BR16_IRRIG_REPROD00007.asd,2017-02-26,BR16,irrigado,-0.0338924797,-0.0537116408
B1_BR16_NIRRIG_REPROD00000.asd,2017-02-26,BR16,nao_irrigado,-0.0226226863,0.0048060317
B1_BR16_NIRRIG_REPROD00001.asd,2017-02-26,BR16,nao_irrigado,-0.0219258202,0.0187605902
B1_BR16_NIRRIG_REPROD00002.asd,2017-02-26,BR16,nao_irrigado,-0.0218293664,0.0104433415
B1_BR16_NIRRIG_REPROD00003.asd,2017-02-26,BR16,nao_irrigado,-0.0216770764,0.0059370412
B1_BR16_NIRRIG_REPROD00004.asd,2017-02-26,BR16,nao_irrigado,-0.0326025422,0.0168933611
B1_BR16_NIRRIG_REPROD00005.asd,2017-02-26,BR16,nao_irrigado,-0.0324759320,0.0068059266
B1_BR16_NIRRIG_REPROD00006.asd,2017-02-26,BR16,nao_irrigado,-0.0319920061,0.0136163724
B1_BR16_NIRRIG_REPROD00007.asd,2017-02-26,BR16,nao_irrigado,-0.0317685364,0.0089563865
B1_CD202_IRRIG_REPROD00000.asd,2017-02-26,CD202,irrigado,-0.0136720522,-0.0212106755
B1_CD202_IRRIG_REPROD00001.asd,2017-02-26,CD202,irrigado,-0.0136766426,-0.0140061199
B1_CD202_IRRIG_REPROD00002.asd,2017-02-26,CD202,irrigado,-0.0130984295,-0.0136040074
B1_CD202_IRRIG_REPROD00003.asd,2017-02-26,CD202,irrigado,-0.0138420094,-0.0249249705
B1_CD202_IRRIG_REPROD00004.asd,2017-02-26,CD202,irrigado,0.0146828227,-0.0239535229
B1_CD202_IRRIG_REPROD00005.asd,2017-02-26,CD202,irrigado,0.0153477482,-0.0195837062
B1_CD202_IRRIG_REPROD00006.asd,2017-02-26,CD202,irrigado,0.0155663676,-0.0154642614
B1_CD202_IRRIG_REPROD00007.asd,2017-02-26,CD202,irrigado,0.0152846512,-0.0213296738
