target,classe,dia,tempo,banda_nm,reflectancia_media,n_amostras_efetivo
condicao_genotipo_turno,irrigado|BR16|TARDE,2017-03-02,2017-03-02|TARDE,720,0.3147850509,32
condicao_genotipo_turno,irrigado|BR16|TARDE,2017-03-02,2017-03-02|TARDE,401,0.0749701262,32
condicao_genotipo_turno,irrigado|BR16|TARDE,2017-03-02,2017-03-02|TARDE,400,0.0751430743,32
condicao_genotipo_turno,irrigado|BR16|TARDE,2017-03-02,2017-03-02|TARDE,550,0.1083336246,32
condicao_genotipo_turno,irrigado|BR16|TARDE,2017-03-02,2017-03-02|TARDE,530,0.0976422717,32
condicao_genotipo_turno,nao_irrigado|BR16|TARDE,2017-03-02,2017-03-02|TARDE,720,0.3116444483,32
condicao_genotipo_turno,nao_irrigado|BR16|TARDE,2017-03-02,2017-03-02|TARDE,401,0.0620186226,32
condicao_genotipo_turno,nao_irrigado|BR16|TARDE,2017-03-02,2017-03-02|TARDE,400,0.0619929077,32
condicao_genotipo_turno,nao_irrigado|BR16|TARDE,2017-03-02,2017-03-02|TARDE,550,0.0976949021,32
condicao_genotipo_turno,nao_irrigado|BR16|TARDE,2017-03-02,2017-03-02|TARDE,530,0.0873307418,32
condicao_genotipo_turno,irrigado|CD202|TARDE,2017-03-02,2017-03-02|TARDE,720,0.3225913481,32
condicao_genotipo_turno,irrigado|CD202|TARDE,2017-03-02,2017-03-02|TARDE,401,0.081181663,32
condicao_genotipo_turno,irrigado|CD202|TARDE,2017-03-02,2017-03-02|TARDE,400,0.0810801756,32
condicao_genotipo_turno,irrigado|CD202|TARDE,2017-03-02,2017-03-02|TARDE,550,0.1168188372,32
condicao_genotipo_turno,irrigado|CD202|TARDE,2017-03-02,2017-03-02|TARDE,530,0.1060080476,32
condicao_genotipo_turno,nao_irrigado|CD202|TARDE,2017-03-02,2017-03-02|TARDE,720,0.3381289851,32
condicao_genotipo_turno,nao_irrigado|CD202|TARDE,2017-03-02,2017-03-02|TARDE,401,0.065389526,32
condicao_genotipo_turno,nao_irrigado|CD202|TARDE,2017-03-02,2017-03-02|TARDE,400,0.0654404386,32
condicao_genotipo_turno,nao_irrigado|CD202|TARDE,2017-03-02,2017-03-02|TARDE,550,0.1158672607,32
condicao_genotipo_turno,nao_irrigado|CD202|TARDE,2017-03-02,2017-03-02|TARDE,530,0.1031509602,32
condicao_genotipo_turno,irrigado|EMB48|TARDE,2017-03-02,2017-03-02|TARDE,720,0.3172502579,32
condicao_genotipo_turno,irrigado|EMB48|TARDE,2017-03-02,2017-03-02|TARDE,401,0.0748156053,32
condicao_genotipo_turno,irrigado|EMB48|TARDE,2017-03-02,2017-03-02|TARDE,400,0.0753565219,32
condicao_genotipo_turno,irrigado|EMB48|TARDE,2017-03-02,2017-03-02|TARDE,550,0.1133219026,32
condicao_genotipo_turno,irrigado|EMB48|TARDE,2017-03-02,2017-03-02|TARDE,530,0.1018531859,32
condicao_genotipo_turno,nao_irrigado|EMB48|TARDE,2017-03-02,2017-03-02|TARDE,720,0.3346176164,32
condicao_genotipo_turno,nao_irrigado|EMB48|TARDE,2017-03-02,2017-03-02|TARDE,401,0.0613256192,32
condicao_genotipo_turno,nao_irrigado|EMB48|TARDE,2017-03-02,2017-03-02|TARDE,400,0.061576042,32
condicao_genotipo_turno,nao_irrigado|EMB48|TARDE,2017-03-02,2017-03-02|TARDE,550,0.1175027883,32
condicao_genotipo_turno,nao_irrigado|EMB48|TARDE,2017-03-02,2017-03-02|TARDE,530,0.1039370798,32
