cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_BR16,prob_CD202,prob_EMB48
BR16,IRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.9586666666666667,0.018666666666666668,0.02266666666666667
BR16,IRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.9706666666666667,0.009333333333333334,0.02
BR16,IRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.9546666666666667,0.029333333333333333,0.016
BR16,IRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,gen,Random Forest,0,2,BR16,EMB48,False,0.19866666666666666,0.31733333333333336,0.484
BR16,NIRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.8053333333333333,0.056,0.13866666666666666
BR16,NIRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,gen,Random Forest,0,2,BR16,EMB48,False,0.236,0.19466666666666665,0.5693333333333334
BR16,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.6946666666666667,0.11866666666666667,0.18666666666666668
BR16,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.8946666666666667,0.030666666666666665,0.07466666666666667
CD202,IRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.009333333333333334,0.888,0.10266666666666667
CD202,IRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,gen,Random Forest,1,2,CD202,EMB48,False,0.0,0.39866666666666667,0.6013333333333334
CD202,IRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.004,0.5893333333333334,0.4066666666666667
CD202,IRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,gen,Random Forest,1,0,CD202,BR16,False,0.5013333333333333,0.20533333333333334,0.29333333333333333
CD202,NIRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.108,0.7386666666666667,0.15333333333333332
CD202,NIRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.0,0.896,0.104
CD202,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.021333333333333333,0.528,0.45066666666666666
CD202,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.05733333333333333,0.6866666666666666,0.256
EMB48,IRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,gen,Random Forest,2,1,EMB48,CD202,False,0.004,0.512,0.484
EMB48,IRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,gen,Random Forest,2,1,EMB48,CD202,False,0.14,0.44133333333333336,0.4186666666666667
EMB48,IRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,gen,Random Forest,2,2,EMB48,EMB48,True,0.144,0.248,0.608
EMB48,IRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,gen,Random Forest,2,2,EMB48,EMB48,True,0.010666666666666666,0.3586666666666667,0.6306666666666667
EMB48,NIRR,2017-02-24,dia3,1,B1,manha + tarde,manha + tarde,gen,Random Forest,2,2,EMB48,EMB48,True,0.036,0.18533333333333332,0.7786666666666666
EMB48,NIRR,2017-02-24,dia3,2,B2,manha + tarde,manha + tarde,gen,Random Forest,2,0,EMB48,BR16,False,0.4693333333333333,0.32133333333333336,0.20933333333333334
EMB48,NIRR,2017-02-24,dia3,3,B3,manha + tarde,manha + tarde,gen,Random Forest,2,2,EMB48,EMB48,True,0.017333333333333333,0.30666666666666664,0.676
EMB48,NIRR,2017-02-24,dia3,4,B4,manha + tarde,manha + tarde,gen,Random Forest,2,1,EMB48,CD202,False,0.012,0.6893333333333334,0.2986666666666667
