target,model,classe,classe_codigo,precision,recall,f1,support
gen,k-NN (k=5),BR16,0,0.875,0.875,0.875,8
gen,k-NN (k=5),CD202,1,0.6,0.75,0.6666666666666666,8
gen,k-NN (k=5),EMB48,2,0.5,0.375,0.42857142857142855,8
