target,model,classe,classe_codigo,precision,recall,f1,support
gen,LDA,BR16,0,0.875,0.875,0.875,8
gen,LDA,CD202,1,0.625,0.625,0.625,8
gen,LDA,EMB48,2,0.5,0.5,0.5,8
