analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia2_EMB48,dia2 - EMB48,dia2,EMB48,XGBoost,Nao irrigado,0,4
dia2_EMB48,dia2 - EMB48,dia2,EMB48,XGBoost,Irrigado,0,4
