analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia2_EMB48,dia2 - EMB48,dia2,EMB48,SVM (RBF),Nao irrigado,0,1.0,0.5,0.6666666666666666,4
dia2_EMB48,dia2 - EMB48,dia2,EMB48,SVM (RBF),Irrigado,1,0.6666666666666666,1.0,0.8,4
