cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_BR16,prob_CD202,prob_EMB48
BR16,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.8826666666666667,0.10666666666666667,0.010666666666666666
BR16,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,Random Forest,0,2,BR16,EMB48,False,0.284,0.07333333333333333,0.6426666666666667
BR16,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.504,0.2853333333333333,0.21066666666666667
BR16,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,Random Forest,0,2,BR16,EMB48,False,0.034666666666666665,0.28933333333333333,0.676
BR16,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.456,0.34933333333333333,0.19466666666666665
BR16,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.8933333333333333,0.04533333333333334,0.06133333333333333
BR16,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.928,0.034666666666666665,0.037333333333333336
BR16,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,Random Forest,0,0,BR16,BR16,True,0.848,0.096,0.056
CD202,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,Random Forest,1,2,CD202,EMB48,False,0.24666666666666667,0.04933333333333333,0.704
CD202,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,Random Forest,1,2,CD202,EMB48,False,0.10533333333333333,0.18933333333333333,0.7053333333333334
CD202,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.39466666666666667,0.39866666666666667,0.20666666666666667
CD202,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.152,0.5973333333333334,0.25066666666666665
CD202,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,Random Forest,1,2,CD202,EMB48,False,0.018666666666666668,0.4613333333333333,0.52
CD202,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,Random Forest,1,1,CD202,CD202,True,0.034666666666666665,0.796,0.16933333333333334
CD202,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,Random Forest,1,2,CD202,EMB48,False,0.16666666666666666,0.17466666666666666,0.6586666666666666
CD202,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,Random Forest,1,2,CD202,EMB48,False,0.012,0.38,0.608
EMB48,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,Random Forest,2,1,EMB48,CD202,False,0.336,0.4693333333333333,0.19466666666666665
EMB48,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,Random Forest,2,2,EMB48,EMB48,True,0.31466666666666665,0.09066666666666667,0.5946666666666667
EMB48,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,Random Forest,2,2,EMB48,EMB48,True,0.18933333333333333,0.38533333333333336,0.42533333333333334
EMB48,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,Random Forest,2,2,EMB48,EMB48,True,0.324,0.16266666666666665,0.5133333333333333
EMB48,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,Random Forest,2,2,EMB48,EMB48,True,0.19066666666666668,0.19066666666666668,0.6186666666666667
EMB48,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,Random Forest,2,1,EMB48,CD202,False,0.010666666666666666,0.5026666666666667,0.4866666666666667
EMB48,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,Random Forest,2,1,EMB48,CD202,False,0.04,0.8333333333333334,0.12666666666666668
EMB48,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,Random Forest,2,1,EMB48,CD202,False,0.02666666666666667,0.624,0.34933333333333333
