cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_BR16,prob_CD202,prob_EMB48
BR16,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,SVM (RBF),0,0,BR16,BR16,True,0.5142269621081089,0.2648116781678042,0.22096135972408687
BR16,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,SVM (RBF),0,2,BR16,EMB48,False,0.18917610023816528,0.5217842275111279,0.2890396722507069
BR16,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,SVM (RBF),0,1,BR16,CD202,False,0.2452138307008333,0.29821514459304754,0.45657102470611904
BR16,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,SVM (RBF),0,2,BR16,EMB48,False,0.1784458808945805,0.5038663568297468,0.3176877622756728
BR16,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,SVM (RBF),0,0,BR16,BR16,True,0.41749793297871346,0.26350057653129294,0.31900149048999393
BR16,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,SVM (RBF),0,0,BR16,BR16,True,0.6385451242672172,0.23685285795729127,0.12460201777549168
BR16,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,SVM (RBF),0,0,BR16,BR16,True,0.5834489089495865,0.1633604893985644,0.25319060165184926
BR16,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,SVM (RBF),0,0,BR16,BR16,True,0.5636669370557182,0.21239420882937088,0.2239388541149106
CD202,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,SVM (RBF),1,2,CD202,EMB48,False,0.3180207056052722,0.3894584379851565,0.29252085640957115
CD202,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,SVM (RBF),1,2,CD202,EMB48,False,0.2579272700252812,0.4598202752065622,0.2822524547681567
CD202,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,SVM (RBF),1,0,CD202,BR16,False,0.37634574506501206,0.30169166635233957,0.321962588582648
CD202,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,SVM (RBF),1,1,CD202,CD202,True,0.3059874725831457,0.25703398582608783,0.4369785415907668
CD202,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,SVM (RBF),1,1,CD202,CD202,True,0.17413539365675798,0.34991030127403355,0.4759543050692083
CD202,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,SVM (RBF),1,1,CD202,CD202,True,0.1635651829542501,0.2543951255924465,0.5820396914533033
CD202,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,SVM (RBF),1,2,CD202,EMB48,False,0.35883850019700847,0.3126251301673664,0.328536369635625
CD202,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,SVM (RBF),1,1,CD202,CD202,True,0.21178901347418397,0.1825728972806651,0.6056380892451508
EMB48,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,SVM (RBF),2,2,EMB48,EMB48,True,0.33975705738350553,0.3395636831707635,0.3206792594457307
EMB48,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,SVM (RBF),2,2,EMB48,EMB48,True,0.34188901775046265,0.3429109764248293,0.31520000582470775
EMB48,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,SVM (RBF),2,2,EMB48,EMB48,True,0.25381311854204874,0.37405401606590616,0.37213286539204493
EMB48,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,SVM (RBF),2,2,EMB48,EMB48,True,0.3249175664686786,0.39325741619433197,0.28182501733698956
EMB48,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,gen,SVM (RBF),2,2,EMB48,EMB48,True,0.2637942823683578,0.34487253690501807,0.3913331807266238
EMB48,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,gen,SVM (RBF),2,1,EMB48,CD202,False,0.152541162779581,0.2779346051075011,0.569524232112918
EMB48,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,gen,SVM (RBF),2,1,EMB48,CD202,False,0.19561226490367456,0.22896567873545554,0.5754220563608697
EMB48,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,gen,SVM (RBF),2,1,EMB48,CD202,False,0.19091212426087692,0.19713957786808275,0.6119482978710402
