target,model,classe,classe_codigo,precision,recall,f1,support
gen,LDA,BR16,0,0.8333333333333334,0.625,0.7142857142857143,8
gen,LDA,CD202,1,0.625,0.625,0.625,8
gen,LDA,EMB48,2,0.4,0.5,0.4444444444444444,8
