figure_id,figure_title,panel_title,n_true_classes,n_pred_classes,row_labels,col_labels,source_path
11_significancia_global,Matrizes de confusao - classificacao global com bandas do teste de significancia,"Condicao + genotipo
Random Forest",6,6,IRR|BR16 | IRR|CD202 | IRR|EMB48 | NIRR|BR16 | NIRR|CD202 | NIRR|EMB48,IRR|BR16 | IRR|CD202 | IRR|EMB48 | NIRR|BR16 | NIRR|CD202 | NIRR|EMB48,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_significancia_global\condicao_genotipo\matriz_confusao_Random_Forest.csv
11_significancia_global,Matrizes de confusao - classificacao global com bandas do teste de significancia,"Condicao + genotipo
SVM (RBF)",6,6,IRR|BR16 | IRR|CD202 | IRR|EMB48 | NIRR|BR16 | NIRR|CD202 | NIRR|EMB48,IRR|BR16 | IRR|CD202 | IRR|EMB48 | NIRR|BR16 | NIRR|CD202 | NIRR|EMB48,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_significancia_global\condicao_genotipo\matriz_confusao_SVM_RBF.csv
11_significancia_global,Matrizes de confusao - classificacao global com bandas do teste de significancia,"Condicao + genotipo
LDA",6,6,IRR|BR16 | IRR|CD202 | IRR|EMB48 | NIRR|BR16 | NIRR|CD202 | NIRR|EMB48,IRR|BR16 | IRR|CD202 | IRR|EMB48 | NIRR|BR16 | NIRR|CD202 | NIRR|EMB48,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_significancia_global\condicao_genotipo\matriz_confusao_LDA.csv
11_significancia_global,Matrizes de confusao - classificacao global com bandas do teste de significancia,"Condicao + genotipo
k-NN (k=5)",6,6,IRR|BR16 | IRR|CD202 | IRR|EMB48 | NIRR|BR16 | NIRR|CD202 | NIRR|EMB48,IRR|BR16 | IRR|CD202 | IRR|EMB48 | NIRR|BR16 | NIRR|CD202 | NIRR|EMB48,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_significancia_global\condicao_genotipo\matriz_confusao_k_NN_k_5.csv
11_significancia_global,Matrizes de confusao - classificacao global com bandas do teste de significancia,"Condicao + genotipo
XGBoost",6,6,IRR|BR16 | IRR|CD202 | IRR|EMB48 | NIRR|BR16 | NIRR|CD202 | NIRR|EMB48,IRR|BR16 | IRR|CD202 | IRR|EMB48 | NIRR|BR16 | NIRR|CD202 | NIRR|EMB48,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_significancia_global\condicao_genotipo\matriz_confusao_XGBoost.csv
11_significancia_global,Matrizes de confusao - classificacao global com bandas do teste de significancia,"Condicao + genotipo + turno
Random Forest",12,12,IRR|BR16|manha + tarde | IRR|BR16|unico | IRR|CD202|manha + tarde | IRR|CD202|unico | IRR|EMB48|manha + tarde | IRR|EMB48|unico | NIRR|BR16|manha + tarde | NIRR|BR16|unico | NIRR|CD202|manha + tarde | NIRR|CD202|unico | NIRR|EMB48|manha + tarde | NIRR|EMB48|unico,IRR|BR16|manha + tarde | IRR|BR16|unico | IRR|CD202|manha + tarde | IRR|CD202|unico | IRR|EMB48|manha + tarde | IRR|EMB48|unico | NIRR|BR16|manha + tarde | NIRR|BR16|unico | NIRR|CD202|manha + tarde | NIRR|CD202|unico | NIRR|EMB48|manha + tarde | NIRR|EMB48|unico,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_significancia_global\condicao_genotipo_turno\matriz_confusao_Random_Forest.csv
11_significancia_global,Matrizes de confusao - classificacao global com bandas do teste de significancia,"Condicao + genotipo + turno
SVM (RBF)",12,12,IRR|BR16|manha + tarde | IRR|BR16|unico | IRR|CD202|manha + tarde | IRR|CD202|unico | IRR|EMB48|manha + tarde | IRR|EMB48|unico | NIRR|BR16|manha + tarde | NIRR|BR16|unico | NIRR|CD202|manha + tarde | NIRR|CD202|unico | NIRR|EMB48|manha + tarde | NIRR|EMB48|unico,IRR|BR16|manha + tarde | IRR|BR16|unico | IRR|CD202|manha + tarde | IRR|CD202|unico | IRR|EMB48|manha + tarde | IRR|EMB48|unico | NIRR|BR16|manha + tarde | NIRR|BR16|unico | NIRR|CD202|manha + tarde | NIRR|CD202|unico | NIRR|EMB48|manha + tarde | NIRR|EMB48|unico,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_significancia_global\condicao_genotipo_turno\matriz_confusao_SVM_RBF.csv
11_significancia_global,Matrizes de confusao - classificacao global com bandas do teste de significancia,"Condicao + genotipo + turno
LDA",12,12,IRR|BR16|manha + tarde | IRR|BR16|unico | IRR|CD202|manha + tarde | IRR|CD202|unico | IRR|EMB48|manha + tarde | IRR|EMB48|unico | NIRR|BR16|manha + tarde | NIRR|BR16|unico | NIRR|CD202|manha + tarde | NIRR|CD202|unico | NIRR|EMB48|manha + tarde | NIRR|EMB48|unico,IRR|BR16|manha + tarde | IRR|BR16|unico | IRR|CD202|manha + tarde | IRR|CD202|unico | IRR|EMB48|manha + tarde | IRR|EMB48|unico | NIRR|BR16|manha + tarde | NIRR|BR16|unico | NIRR|CD202|manha + tarde | NIRR|CD202|unico | NIRR|EMB48|manha + tarde | NIRR|EMB48|unico,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_significancia_global\condicao_genotipo_turno\matriz_confusao_LDA.csv
11_significancia_global,Matrizes de confusao - classificacao global com bandas do teste de significancia,"Condicao + genotipo + turno
k-NN (k=5)",12,12,IRR|BR16|manha + tarde | IRR|BR16|unico | IRR|CD202|manha + tarde | IRR|CD202|unico | IRR|EMB48|manha + tarde | IRR|EMB48|unico | NIRR|BR16|manha + tarde | NIRR|BR16|unico | NIRR|CD202|manha + tarde | NIRR|CD202|unico | NIRR|EMB48|manha + tarde | NIRR|EMB48|unico,IRR|BR16|manha + tarde | IRR|BR16|unico | IRR|CD202|manha + tarde | IRR|CD202|unico | IRR|EMB48|manha + tarde | IRR|EMB48|unico | NIRR|BR16|manha + tarde | NIRR|BR16|unico | NIRR|CD202|manha + tarde | NIRR|CD202|unico | NIRR|EMB48|manha + tarde | NIRR|EMB48|unico,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_significancia_global\condicao_genotipo_turno\matriz_confusao_k_NN_k_5.csv
11_significancia_global,Matrizes de confusao - classificacao global com bandas do teste de significancia,"Condicao + genotipo + turno
XGBoost",12,12,IRR|BR16|manha + tarde | IRR|BR16|unico | IRR|CD202|manha + tarde | IRR|CD202|unico | IRR|EMB48|manha + tarde | IRR|EMB48|unico | NIRR|BR16|manha + tarde | NIRR|BR16|unico | NIRR|CD202|manha + tarde | NIRR|CD202|unico | NIRR|EMB48|manha + tarde | NIRR|EMB48|unico,IRR|BR16|manha + tarde | IRR|BR16|unico | IRR|CD202|manha + tarde | IRR|CD202|unico | IRR|EMB48|manha + tarde | IRR|EMB48|unico | NIRR|BR16|manha + tarde | NIRR|BR16|unico | NIRR|CD202|manha + tarde | NIRR|CD202|unico | NIRR|EMB48|manha + tarde | NIRR|EMB48|unico,C:\Users\muril\OneDrive\Documentos\AgroSATHidrico\estresse_hidrico\outputs\tabelas\classificacao_significancia_global\condicao_genotipo_turno\matriz_confusao_XGBoost.csv
