wavelength,direction_label,vip,coefficient,abs_coefficient,optimal_score
505,irrigado,0.9911757696,0.0009784030,0.0009784030,-0.4315091453
2259,irrigado,0.8984874399,0.0017022096,0.0017022096,-0.4325397804
637,nao_irrigado,0.8712513556,-0.0019086726,0.0019086726,-0.4373405873
1726,nao_irrigado,0.8787016021,-0.0018502638,0.0018502638,-0.4374236831
686,nao_irrigado,0.9219444371,-0.0015118866,0.0015118866,-0.4374431024
433,irrigado,1.0713519769,0.0003424412,0.0003424412,-0.4377446881
1557,irrigado,1.0315422499,0.0006533923,0.0006533923,-0.4381328156
1693,irrigado,0.8495885384,0.0020750478,0.0020750478,-0.4395980267
2435,nao_irrigado,0.8583051973,-0.0020059956,0.0020059956,-0.4402117966
1484,nao_irrigado,0.9874151187,-0.0009928601,0.0009928601,-0.4423252106
586,nao_irrigado,0.8991853632,-0.0016793224,0.0016793224,-0.4451324134
1701,irrigado,0.8275379739,0.0022392279,0.0022392279,-0.4456339805
1391,irrigado,0.9709312703,0.0011139489,0.0011139489,-0.4480251105
1122,nao_irrigado,0.9267973774,-0.0014582798,0.0014582798,-0.4487415390
769,irrigado,0.8934238123,0.0017181386,0.0017181386,-0.4496593852
408,irrigado,0.9458960579,0.0013073914,0.0013073914,-0.4497909654
506,irrigado,0.9719602251,0.0011030241,0.0011030241,-0.4501018157
2037,irrigado,0.9573006141,0.0012120521,0.0012120521,-0.4542026873
1486,nao_irrigado,0.9909759611,-0.0009473966,0.0009473966,-0.4550447328
894,nao_irrigado,0.8677833166,-0.0019077793,0.0019077793,-0.4575948052
390,irrigado,0.9989667766,0.0008807940,0.0008807940,-0.4579923516
1494,irrigado,1.0157038958,0.0007374766,0.0007374766,-0.4669233184
2036,irrigado,0.9535233463,0.0012205681,0.0012205681,-0.4694058800
2038,irrigado,0.9634360452,0.0011362013,0.0011362013,-0.4743238172
543,nao_irrigado,0.9492878905,-0.0012459925,0.0012459925,-0.4749813515
1536,irrigado,1.0508169306,0.0004513733,0.0004513733,-0.4751352201
1561,irrigado,1.0294847200,0.0006167095,0.0006167095,-0.4762741143
1571,irrigado,1.0328178074,0.0005898536,0.0005898536,-0.4768351597
776,irrigado,0.8679055727,0.0018777467,0.0018777467,-0.4786057877
1487,nao_irrigado,0.9916271689,-0.0009083292,0.0009083292,-0.4795936906
1501,nao_irrigado,1.0276792906,-0.0006171910,0.0006171910,-0.4861342226
1485,nao_irrigado,0.9876208740,-0.0009302917,0.0009302917,-0.4863751274
