cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_BR16,prob_CD202,prob_EMB48
BR16,IRR,2017-02-25,dia4,1,B1,unico,unico,gen,XGBoost,0,0,BR16,BR16,True,0.5766899585723877,0.012569948099553585,0.41074004769325256
BR16,IRR,2017-02-25,dia4,2,B2,unico,unico,gen,XGBoost,0,1,BR16,CD202,False,0.274410218000412,0.39103618264198303,0.3345535695552826
BR16,IRR,2017-02-25,dia4,3,B3,unico,unico,gen,XGBoost,0,0,BR16,BR16,True,0.9801644682884216,0.01449546031653881,0.005340101197361946
BR16,IRR,2017-02-25,dia4,4,B4,unico,unico,gen,XGBoost,0,1,BR16,CD202,False,0.12325666099786758,0.5198394656181335,0.35690388083457947
BR16,NIRR,2017-02-25,dia4,1,B1,unico,unico,gen,XGBoost,0,0,BR16,BR16,True,0.9753775596618652,0.006392806302756071,0.01822958141565323
BR16,NIRR,2017-02-25,dia4,2,B2,unico,unico,gen,XGBoost,0,0,BR16,BR16,True,0.7550105452537537,0.15269090235233307,0.09229853749275208
BR16,NIRR,2017-02-25,dia4,3,B3,unico,unico,gen,XGBoost,0,0,BR16,BR16,True,0.9760088920593262,0.012917401269078255,0.011073707602918148
BR16,NIRR,2017-02-25,dia4,4,B4,unico,unico,gen,XGBoost,0,1,BR16,CD202,False,0.11152272671461105,0.6184655427932739,0.2700117230415344
CD202,IRR,2017-02-25,dia4,1,B1,unico,unico,gen,XGBoost,1,2,CD202,EMB48,False,0.013627342879772186,0.18149469792842865,0.8048779964447021
CD202,IRR,2017-02-25,dia4,2,B2,unico,unico,gen,XGBoost,1,1,CD202,CD202,True,0.016317268833518028,0.7115572094917297,0.2721254825592041
CD202,IRR,2017-02-25,dia4,3,B3,unico,unico,gen,XGBoost,1,1,CD202,CD202,True,0.02380678802728653,0.5050809383392334,0.47111228108406067
CD202,IRR,2017-02-25,dia4,4,B4,unico,unico,gen,XGBoost,1,1,CD202,CD202,True,0.09071384370326996,0.6459230780601501,0.2633630931377411
CD202,NIRR,2017-02-25,dia4,1,B1,unico,unico,gen,XGBoost,1,0,CD202,BR16,False,0.7766610980033875,0.06110800430178642,0.16223089396953583
CD202,NIRR,2017-02-25,dia4,2,B2,unico,unico,gen,XGBoost,1,0,CD202,BR16,False,0.8346580266952515,0.03429625183343887,0.13104571402072906
CD202,NIRR,2017-02-25,dia4,3,B3,unico,unico,gen,XGBoost,1,1,CD202,CD202,True,0.1528628170490265,0.559338390827179,0.28779876232147217
CD202,NIRR,2017-02-25,dia4,4,B4,unico,unico,gen,XGBoost,1,1,CD202,CD202,True,0.16036339104175568,0.7318231463432312,0.10781347006559372
EMB48,IRR,2017-02-25,dia4,1,B1,unico,unico,gen,XGBoost,2,2,EMB48,EMB48,True,0.02246474288403988,0.32256603240966797,0.6549692153930664
EMB48,IRR,2017-02-25,dia4,2,B2,unico,unico,gen,XGBoost,2,2,EMB48,EMB48,True,0.01254716794937849,0.06819364428520203,0.9192591905593872
EMB48,IRR,2017-02-25,dia4,3,B3,unico,unico,gen,XGBoost,2,2,EMB48,EMB48,True,0.01364237442612648,0.025071272626519203,0.9612863659858704
EMB48,IRR,2017-02-25,dia4,4,B4,unico,unico,gen,XGBoost,2,1,EMB48,CD202,False,0.02008158527314663,0.6736248135566711,0.30629363656044006
EMB48,NIRR,2017-02-25,dia4,1,B1,unico,unico,gen,XGBoost,2,0,EMB48,BR16,False,0.7351081967353821,0.06329608708620071,0.201595738530159
EMB48,NIRR,2017-02-25,dia4,2,B2,unico,unico,gen,XGBoost,2,1,EMB48,CD202,False,0.08510054647922516,0.8887958526611328,0.026103585958480835
EMB48,NIRR,2017-02-25,dia4,3,B3,unico,unico,gen,XGBoost,2,1,EMB48,CD202,False,0.04539327695965767,0.6444677114486694,0.310139000415802
EMB48,NIRR,2017-02-25,dia4,4,B4,unico,unico,gen,XGBoost,2,1,EMB48,CD202,False,0.01545980665832758,0.9429243803024292,0.041615843772888184
