cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-02-25,dia4,1,B1,BR16_IRR_B1,dia4,dia4,Random Forest,1,0,0.48933333333333334,False
BR16,IRR,2017-02-25,dia4,2,B2,BR16_IRR_B2,dia4,dia4,Random Forest,1,0,0.324,False
BR16,IRR,2017-02-25,dia4,3,B3,BR16_IRR_B3,dia4,dia4,Random Forest,1,0,0.16933333333333334,False
BR16,IRR,2017-02-25,dia4,4,B4,BR16_IRR_B4,dia4,dia4,Random Forest,1,1,0.7786666666666666,True
BR16,NIRR,2017-02-25,dia4,1,B1,BR16_NIRR_B1,dia4,dia4,Random Forest,0,0,0.30533333333333335,True
BR16,NIRR,2017-02-25,dia4,2,B2,BR16_NIRR_B2,dia4,dia4,Random Forest,0,0,0.272,True
BR16,NIRR,2017-02-25,dia4,3,B3,BR16_NIRR_B3,dia4,dia4,Random Forest,0,0,0.21733333333333332,True
BR16,NIRR,2017-02-25,dia4,4,B4,BR16_NIRR_B4,dia4,dia4,Random Forest,0,1,0.616,False
CD202,IRR,2017-02-25,dia4,1,B1,CD202_IRR_B1,dia4,dia4,Random Forest,1,1,0.956,True
CD202,IRR,2017-02-25,dia4,2,B2,CD202_IRR_B2,dia4,dia4,Random Forest,1,1,0.94,True
CD202,IRR,2017-02-25,dia4,3,B3,CD202_IRR_B3,dia4,dia4,Random Forest,1,1,0.9186666666666666,True
CD202,IRR,2017-02-25,dia4,4,B4,CD202_IRR_B4,dia4,dia4,Random Forest,1,1,0.9653333333333334,True
CD202,NIRR,2017-02-25,dia4,1,B1,CD202_NIRR_B1,dia4,dia4,Random Forest,0,0,0.116,True
CD202,NIRR,2017-02-25,dia4,2,B2,CD202_NIRR_B2,dia4,dia4,Random Forest,0,0,0.10933333333333334,True
CD202,NIRR,2017-02-25,dia4,3,B3,CD202_NIRR_B3,dia4,dia4,Random Forest,0,0,0.076,True
CD202,NIRR,2017-02-25,dia4,4,B4,CD202_NIRR_B4,dia4,dia4,Random Forest,0,0,0.09466666666666666,True
EMB48,IRR,2017-02-25,dia4,1,B1,EMB48_IRR_B1,dia4,dia4,Random Forest,1,1,0.9786666666666667,True
EMB48,IRR,2017-02-25,dia4,2,B2,EMB48_IRR_B2,dia4,dia4,Random Forest,1,1,0.9613333333333334,True
EMB48,IRR,2017-02-25,dia4,3,B3,EMB48_IRR_B3,dia4,dia4,Random Forest,1,1,0.9826666666666667,True
EMB48,IRR,2017-02-25,dia4,4,B4,EMB48_IRR_B4,dia4,dia4,Random Forest,1,1,0.916,True
EMB48,NIRR,2017-02-25,dia4,1,B1,EMB48_NIRR_B1,dia4,dia4,Random Forest,0,0,0.042666666666666665,True
EMB48,NIRR,2017-02-25,dia4,2,B2,EMB48_NIRR_B2,dia4,dia4,Random Forest,0,0,0.10666666666666667,True
EMB48,NIRR,2017-02-25,dia4,3,B3,EMB48_NIRR_B3,dia4,dia4,Random Forest,0,0,0.468,True
EMB48,NIRR,2017-02-25,dia4,4,B4,EMB48_NIRR_B4,dia4,dia4,Random Forest,0,0,0.22266666666666668,True
