analysis_id,analysis_label,dia,modelo,classe,classe_codigo,precision,recall,f1,support
dia4,dia4,dia4,Random Forest,Nao irrigado,0,0.7857142857142857,0.9166666666666666,0.8461538461538461,12
dia4,dia4,dia4,Random Forest,Irrigado,1,0.9,0.75,0.8181818181818182,12
