analysis_id,analysis_label,dia,modelo,classe,classe_codigo,precision,recall,f1,support
dia4,dia4,dia4,LDA,Nao irrigado,0,0.8571428571428571,1.0,0.9230769230769231,12
dia4,dia4,dia4,LDA,Irrigado,1,1.0,0.8333333333333334,0.9090909090909091,12
