cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-02-25,dia4,1,B1,BR16_IRR_B1,dia4,dia4,XGBoost,1,1,0.5453769,True
BR16,IRR,2017-02-25,dia4,2,B2,BR16_IRR_B2,dia4,dia4,XGBoost,1,1,0.6902631,True
BR16,IRR,2017-02-25,dia4,3,B3,BR16_IRR_B3,dia4,dia4,XGBoost,1,0,0.25788027,False
BR16,IRR,2017-02-25,dia4,4,B4,BR16_IRR_B4,dia4,dia4,XGBoost,1,1,0.91696954,True
BR16,NIRR,2017-02-25,dia4,1,B1,BR16_NIRR_B1,dia4,dia4,XGBoost,0,0,0.08660279,True
BR16,NIRR,2017-02-25,dia4,2,B2,BR16_NIRR_B2,dia4,dia4,XGBoost,0,0,0.08660279,True
BR16,NIRR,2017-02-25,dia4,3,B3,BR16_NIRR_B3,dia4,dia4,XGBoost,0,0,0.1780674,True
BR16,NIRR,2017-02-25,dia4,4,B4,BR16_NIRR_B4,dia4,dia4,XGBoost,0,1,0.66791004,False
CD202,IRR,2017-02-25,dia4,1,B1,CD202_IRR_B1,dia4,dia4,XGBoost,1,1,0.91600573,True
CD202,IRR,2017-02-25,dia4,2,B2,CD202_IRR_B2,dia4,dia4,XGBoost,1,1,0.91600573,True
CD202,IRR,2017-02-25,dia4,3,B3,CD202_IRR_B3,dia4,dia4,XGBoost,1,1,0.91600573,True
CD202,IRR,2017-02-25,dia4,4,B4,CD202_IRR_B4,dia4,dia4,XGBoost,1,1,0.958171,True
CD202,NIRR,2017-02-25,dia4,1,B1,CD202_NIRR_B1,dia4,dia4,XGBoost,0,0,0.18393897,True
CD202,NIRR,2017-02-25,dia4,2,B2,CD202_NIRR_B2,dia4,dia4,XGBoost,0,0,0.113063455,True
CD202,NIRR,2017-02-25,dia4,3,B3,CD202_NIRR_B3,dia4,dia4,XGBoost,0,0,0.078645766,True
CD202,NIRR,2017-02-25,dia4,4,B4,CD202_NIRR_B4,dia4,dia4,XGBoost,0,0,0.14372677,True
EMB48,IRR,2017-02-25,dia4,1,B1,EMB48_IRR_B1,dia4,dia4,XGBoost,1,1,0.8991084,True
EMB48,IRR,2017-02-25,dia4,2,B2,EMB48_IRR_B2,dia4,dia4,XGBoost,1,1,0.9435908,True
EMB48,IRR,2017-02-25,dia4,3,B3,EMB48_IRR_B3,dia4,dia4,XGBoost,1,1,0.95427924,True
EMB48,IRR,2017-02-25,dia4,4,B4,EMB48_IRR_B4,dia4,dia4,XGBoost,1,1,0.92679346,True
EMB48,NIRR,2017-02-25,dia4,1,B1,EMB48_NIRR_B1,dia4,dia4,XGBoost,0,0,0.120584644,True
EMB48,NIRR,2017-02-25,dia4,2,B2,EMB48_NIRR_B2,dia4,dia4,XGBoost,0,0,0.15710104,True
EMB48,NIRR,2017-02-25,dia4,3,B3,EMB48_NIRR_B3,dia4,dia4,XGBoost,0,1,0.75419176,False
EMB48,NIRR,2017-02-25,dia4,4,B4,EMB48_NIRR_B4,dia4,dia4,XGBoost,0,1,0.56347317,False
