analysis_id,analysis_label,dia,modelo,classe,classe_codigo,precision,recall,f1,support
dia4,dia4,dia4,SVM (RBF),Nao irrigado,0,0.9230769230769231,1.0,0.96,12
dia4,dia4,dia4,SVM (RBF),Irrigado,1,1.0,0.9166666666666666,0.9565217391304348,12
