cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-02-25,dia4,1,B1,BR16_IRR_B1,dia4,dia4,LDA,1,1,0.9999607706164102,True
BR16,IRR,2017-02-25,dia4,2,B2,BR16_IRR_B2,dia4,dia4,LDA,1,0,0.1660031151202736,False
BR16,IRR,2017-02-25,dia4,3,B3,BR16_IRR_B3,dia4,dia4,LDA,1,0,0.0865302667039282,False
BR16,IRR,2017-02-25,dia4,4,B4,BR16_IRR_B4,dia4,dia4,LDA,1,1,0.99999568877084,True
BR16,NIRR,2017-02-25,dia4,1,B1,BR16_NIRR_B1,dia4,dia4,LDA,0,0,1.6963223238844907e-05,True
BR16,NIRR,2017-02-25,dia4,2,B2,BR16_NIRR_B2,dia4,dia4,LDA,0,0,0.0008260435452061444,True
BR16,NIRR,2017-02-25,dia4,3,B3,BR16_NIRR_B3,dia4,dia4,LDA,0,0,0.008674587211460265,True
BR16,NIRR,2017-02-25,dia4,4,B4,BR16_NIRR_B4,dia4,dia4,LDA,0,0,0.0004723139047828295,True
CD202,IRR,2017-02-25,dia4,1,B1,CD202_IRR_B1,dia4,dia4,LDA,1,1,0.9998597896879805,True
CD202,IRR,2017-02-25,dia4,2,B2,CD202_IRR_B2,dia4,dia4,LDA,1,1,0.9943277808223301,True
CD202,IRR,2017-02-25,dia4,3,B3,CD202_IRR_B3,dia4,dia4,LDA,1,1,0.9999057641607799,True
CD202,IRR,2017-02-25,dia4,4,B4,CD202_IRR_B4,dia4,dia4,LDA,1,1,0.9999828004990386,True
CD202,NIRR,2017-02-25,dia4,1,B1,CD202_NIRR_B1,dia4,dia4,LDA,0,0,0.0014903867176994084,True
CD202,NIRR,2017-02-25,dia4,2,B2,CD202_NIRR_B2,dia4,dia4,LDA,0,0,0.0025264044661830187,True
CD202,NIRR,2017-02-25,dia4,3,B3,CD202_NIRR_B3,dia4,dia4,LDA,0,0,2.476779405676325e-07,True
CD202,NIRR,2017-02-25,dia4,4,B4,CD202_NIRR_B4,dia4,dia4,LDA,0,0,2.776895546896052e-05,True
EMB48,IRR,2017-02-25,dia4,1,B1,EMB48_IRR_B1,dia4,dia4,LDA,1,1,0.9999999502104804,True
EMB48,IRR,2017-02-25,dia4,2,B2,EMB48_IRR_B2,dia4,dia4,LDA,1,1,0.9999982939802949,True
EMB48,IRR,2017-02-25,dia4,3,B3,EMB48_IRR_B3,dia4,dia4,LDA,1,1,0.9999990137943982,True
EMB48,IRR,2017-02-25,dia4,4,B4,EMB48_IRR_B4,dia4,dia4,LDA,1,1,0.9975935338915467,True
EMB48,NIRR,2017-02-25,dia4,1,B1,EMB48_NIRR_B1,dia4,dia4,LDA,0,0,4.8419809124846835e-08,True
EMB48,NIRR,2017-02-25,dia4,2,B2,EMB48_NIRR_B2,dia4,dia4,LDA,0,0,0.008192372266820699,True
EMB48,NIRR,2017-02-25,dia4,3,B3,EMB48_NIRR_B3,dia4,dia4,LDA,0,0,0.00014054271256375492,True
EMB48,NIRR,2017-02-25,dia4,4,B4,EMB48_NIRR_B4,dia4,dia4,LDA,0,0,4.168708932481359e-07,True
