cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-02-25,dia4,1,B1,BR16_IRR_B1,dia4,dia4,SVM (RBF),1,1,0.8145643142728172,True
BR16,IRR,2017-02-25,dia4,2,B2,BR16_IRR_B2,dia4,dia4,SVM (RBF),1,1,0.5742237784601857,True
BR16,IRR,2017-02-25,dia4,3,B3,BR16_IRR_B3,dia4,dia4,SVM (RBF),1,0,0.48728015134870895,False
BR16,IRR,2017-02-25,dia4,4,B4,BR16_IRR_B4,dia4,dia4,SVM (RBF),1,1,0.9622071996094629,True
BR16,NIRR,2017-02-25,dia4,1,B1,BR16_NIRR_B1,dia4,dia4,SVM (RBF),0,0,0.4629171085392813,True
BR16,NIRR,2017-02-25,dia4,2,B2,BR16_NIRR_B2,dia4,dia4,SVM (RBF),0,0,0.4168392733313169,True
BR16,NIRR,2017-02-25,dia4,3,B3,BR16_NIRR_B3,dia4,dia4,SVM (RBF),0,0,0.47883441683023126,True
BR16,NIRR,2017-02-25,dia4,4,B4,BR16_NIRR_B4,dia4,dia4,SVM (RBF),0,0,0.31577680312672235,True
CD202,IRR,2017-02-25,dia4,1,B1,CD202_IRR_B1,dia4,dia4,SVM (RBF),1,1,0.983584417132087,True
CD202,IRR,2017-02-25,dia4,2,B2,CD202_IRR_B2,dia4,dia4,SVM (RBF),1,1,0.9762441834646252,True
CD202,IRR,2017-02-25,dia4,3,B3,CD202_IRR_B3,dia4,dia4,SVM (RBF),1,1,0.9316280845630239,True
CD202,IRR,2017-02-25,dia4,4,B4,CD202_IRR_B4,dia4,dia4,SVM (RBF),1,1,0.760705314533746,True
CD202,NIRR,2017-02-25,dia4,1,B1,CD202_NIRR_B1,dia4,dia4,SVM (RBF),0,0,0.0655061736448136,True
CD202,NIRR,2017-02-25,dia4,2,B2,CD202_NIRR_B2,dia4,dia4,SVM (RBF),0,0,0.20842247488526638,True
CD202,NIRR,2017-02-25,dia4,3,B3,CD202_NIRR_B3,dia4,dia4,SVM (RBF),0,0,0.03887752285353948,True
CD202,NIRR,2017-02-25,dia4,4,B4,CD202_NIRR_B4,dia4,dia4,SVM (RBF),0,0,0.06587016679805148,True
EMB48,IRR,2017-02-25,dia4,1,B1,EMB48_IRR_B1,dia4,dia4,SVM (RBF),1,1,0.9817285882752048,True
EMB48,IRR,2017-02-25,dia4,2,B2,EMB48_IRR_B2,dia4,dia4,SVM (RBF),1,1,0.9379039778561015,True
EMB48,IRR,2017-02-25,dia4,3,B3,EMB48_IRR_B3,dia4,dia4,SVM (RBF),1,1,0.9647707728733026,True
EMB48,IRR,2017-02-25,dia4,4,B4,EMB48_IRR_B4,dia4,dia4,SVM (RBF),1,1,0.9436781760979318,True
EMB48,NIRR,2017-02-25,dia4,1,B1,EMB48_NIRR_B1,dia4,dia4,SVM (RBF),0,0,0.03683444180637009,True
EMB48,NIRR,2017-02-25,dia4,2,B2,EMB48_NIRR_B2,dia4,dia4,SVM (RBF),0,0,0.06092568778701854,True
EMB48,NIRR,2017-02-25,dia4,3,B3,EMB48_NIRR_B3,dia4,dia4,SVM (RBF),0,0,0.21218691630202768,True
EMB48,NIRR,2017-02-25,dia4,4,B4,EMB48_NIRR_B4,dia4,dia4,SVM (RBF),0,0,0.0903061115592721,True
