target,model,classe,classe_codigo,precision,recall,f1,support
gen,XGBoost,BR16,0,0.3333333333333333,0.25,0.2857142857142857,8
gen,XGBoost,CD202,1,0.3076923076923077,0.5,0.38095238095238093,8
gen,XGBoost,EMB48,2,0.8,0.5,0.6153846153846154,8
