target,model,classe,classe_codigo,precision,recall,f1,support
gen,k-NN (k=5),BR16,0,0.6363636363636364,0.875,0.7368421052631579,8
gen,k-NN (k=5),CD202,1,0.42857142857142855,0.375,0.4,8
gen,k-NN (k=5),EMB48,2,0.6666666666666666,0.5,0.5714285714285714,8
