target,model,classe,classe_codigo,precision,recall,f1,support
gen,SVM (RBF),BR16,0,0.6363636363636364,0.875,0.7368421052631579,8
gen,SVM (RBF),CD202,1,0.5,0.375,0.42857142857142855,8
gen,SVM (RBF),EMB48,2,0.7142857142857143,0.625,0.6666666666666666,8
