cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_BR16,prob_CD202,prob_EMB48
BR16,IRR,2017-02-27,dia6,1,B1,unico,unico,gen,SVM (RBF),0,0,BR16,BR16,True,0.2500296916989641,0.4766021951404317,0.2733681131606044
BR16,IRR,2017-02-27,dia6,2,B2,unico,unico,gen,SVM (RBF),0,0,BR16,BR16,True,0.3458694562891054,0.4248092719626351,0.2293212717482592
BR16,IRR,2017-02-27,dia6,3,B3,unico,unico,gen,SVM (RBF),0,0,BR16,BR16,True,0.3423009368986047,0.4495286854866915,0.20817037761470378
BR16,IRR,2017-02-27,dia6,4,B4,unico,unico,gen,SVM (RBF),0,0,BR16,BR16,True,0.28565503492580596,0.36591761299095504,0.34842735208323866
BR16,NIRR,2017-02-27,dia6,1,B1,unico,unico,gen,SVM (RBF),0,0,BR16,BR16,True,0.4229812954445572,0.3147129186518501,0.2623057859035927
BR16,NIRR,2017-02-27,dia6,2,B2,unico,unico,gen,SVM (RBF),0,0,BR16,BR16,True,0.3700250195138128,0.433873097780602,0.19610188270558504
BR16,NIRR,2017-02-27,dia6,3,B3,unico,unico,gen,SVM (RBF),0,1,BR16,CD202,False,0.46656695395403125,0.30920213522369056,0.2242309108222783
BR16,NIRR,2017-02-27,dia6,4,B4,unico,unico,gen,SVM (RBF),0,0,BR16,BR16,True,0.44939114563752586,0.31373364621373495,0.23687520814873908
CD202,IRR,2017-02-27,dia6,1,B1,unico,unico,gen,SVM (RBF),1,0,CD202,BR16,False,0.32375863232580737,0.4347523585167832,0.24148900915740953
CD202,IRR,2017-02-27,dia6,2,B2,unico,unico,gen,SVM (RBF),1,2,CD202,EMB48,False,0.19633727166221895,0.36702584717174375,0.43663688116603727
CD202,IRR,2017-02-27,dia6,3,B3,unico,unico,gen,SVM (RBF),1,2,CD202,EMB48,False,0.13307070910123928,0.19356515256786794,0.6733641383308926
CD202,IRR,2017-02-27,dia6,4,B4,unico,unico,gen,SVM (RBF),1,0,CD202,BR16,False,0.25966485895121505,0.4677234103861801,0.2726117306626051
CD202,NIRR,2017-02-27,dia6,1,B1,unico,unico,gen,SVM (RBF),1,1,CD202,CD202,True,0.4438572444500115,0.29537256501727704,0.26077019053271155
CD202,NIRR,2017-02-27,dia6,2,B2,unico,unico,gen,SVM (RBF),1,0,CD202,BR16,False,0.47278213566495286,0.3098005735837269,0.2174172907513201
CD202,NIRR,2017-02-27,dia6,3,B3,unico,unico,gen,SVM (RBF),1,1,CD202,CD202,True,0.38724678009629404,0.38690571665609924,0.22584750324760677
CD202,NIRR,2017-02-27,dia6,4,B4,unico,unico,gen,SVM (RBF),1,1,CD202,CD202,True,0.4510275202126022,0.27334232242583284,0.2756301573615648
EMB48,IRR,2017-02-27,dia6,1,B1,unico,unico,gen,SVM (RBF),2,2,EMB48,EMB48,True,0.21387909893826895,0.2777308000572929,0.5083901010044383
EMB48,IRR,2017-02-27,dia6,2,B2,unico,unico,gen,SVM (RBF),2,2,EMB48,EMB48,True,0.24802209252589053,0.3136485575281131,0.43832934994599665
EMB48,IRR,2017-02-27,dia6,3,B3,unico,unico,gen,SVM (RBF),2,0,EMB48,BR16,False,0.2344339892283278,0.3851826242731806,0.3803833864984915
EMB48,IRR,2017-02-27,dia6,4,B4,unico,unico,gen,SVM (RBF),2,1,EMB48,CD202,False,0.3177930873471135,0.22715784284487098,0.4550490698080155
EMB48,NIRR,2017-02-27,dia6,1,B1,unico,unico,gen,SVM (RBF),2,2,EMB48,EMB48,True,0.15581026571600873,0.21764633641235837,0.626543397871633
EMB48,NIRR,2017-02-27,dia6,2,B2,unico,unico,gen,SVM (RBF),2,1,EMB48,CD202,False,0.4552632506865844,0.3069711365980995,0.2377656127153162
EMB48,NIRR,2017-02-27,dia6,3,B3,unico,unico,gen,SVM (RBF),2,2,EMB48,EMB48,True,0.16393189083275017,0.43973919007390655,0.39632891909334333
EMB48,NIRR,2017-02-27,dia6,4,B4,unico,unico,gen,SVM (RBF),2,2,EMB48,EMB48,True,0.24381135393287182,0.3772566688126108,0.3789319772545174
