analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia3_BR16,dia3 - BR16,dia3,BR16,Random Forest,Nao irrigado,0,1.0,0.75,0.8571428571428571,4
dia3_BR16,dia3 - BR16,dia3,BR16,Random Forest,Irrigado,1,0.8,1.0,0.8888888888888888,4
