analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia3_BR16,dia3 - BR16,dia3,BR16,LDA,Nao irrigado,4,0
dia3_BR16,dia3 - BR16,dia3,BR16,LDA,Irrigado,0,4
