analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia3_BR16,dia3 - BR16,dia3,BR16,LDA,Nao irrigado,0,1.0,1.0,1.0,4
dia3_BR16,dia3 - BR16,dia3,BR16,LDA,Irrigado,1,1.0,1.0,1.0,4
