target,model,classe,classe_codigo,precision,recall,f1,support
gen,LDA,BR16,0,0.8571428571428571,0.75,0.8,8
gen,LDA,CD202,1,0.36363636363636365,0.5,0.42105263157894735,8
gen,LDA,EMB48,2,0.5,0.375,0.42857142857142855,8
