target,model,classe,classe_codigo,precision,recall,f1,support
gen,k-NN (k=5),BR16,0,0.7777777777777778,0.875,0.8235294117647058,8
gen,k-NN (k=5),CD202,1,0.5,0.625,0.5555555555555556,8
gen,k-NN (k=5),EMB48,2,0.8,0.5,0.6153846153846154,8
