data_coleta_iso,genotipo,turno,n_components,rmsecv,r2cv,auc,accuracy
2017-02-27,CD202,manha,6,0.048976987776665794,0.9904050186732973,1.0,1.0
2017-02-27,CD202,manha,7,0.04469618180062941,0.9920090053297803,1.0,1.0
2017-02-27,CD202,manha,8,0.042573086828015236,0.9927501291117371,1.0,1.0
2017-02-27,CD202,manha,9,0.042544145590078075,0.992759982704041,1.0,1.0
2017-02-27,CD202,manha,10,0.04269151846507939,0.9927097370045831,1.0,1.0
2017-02-27,CD202,manha,11,0.04296333944936169,0.9926166058534357,1.0,1.0
2017-02-27,CD202,manha,12,0.04316831152961962,0.9925459875187268,1.0,1.0
2017-02-27,CD202,manha,13,0.04332055168996385,0.9924933192051086,1.0,1.0
2017-02-27,CD202,manha,14,0.043341056633019105,0.9924862112397337,1.0,1.0
2017-02-27,CD202,manha,15,0.043372051326836615,0.992475460654809,1.0,1.0
2017-02-27,EMB48,manha,1,0.17430648051721842,0.8784690033988023,1.0,1.0
2017-02-27,EMB48,manha,2,0.10297237990910518,0.9575867559034197,1.0,1.0
2017-02-27,EMB48,manha,3,0.08579003823384997,0.9705602773593383,1.0,1.0
2017-02-27,EMB48,manha,4,0.07446508982323631,0.9778198015904694,1.0,1.0
2017-02-27,EMB48,manha,5,0.06814973119846708,0.9814224565503067,1.0,1.0
2017-02-27,EMB48,manha,6,0.06185640004796033,0.9846951430924268,1.0,1.0
2017-02-27,EMB48,manha,7,0.061197200275923735,0.9850196107135539,1.0,1.0
2017-02-27,EMB48,manha,8,0.05758290512933484,0.9867368361474641,1.0,1.0
2017-02-27,EMB48,manha,9,0.057602688281218256,0.9867277212111072,1.0,1.0
2017-02-27,EMB48,manha,10,0.05734855495979676,0.9868445729760926,1.0,1.0
2017-02-27,EMB48,manha,11,0.0564717519580749,0.9872437649231427,1.0,1.0
2017-02-27,EMB48,manha,12,0.05674969443045974,0.9871178887281978,1.0,1.0
2017-02-27,EMB48,manha,13,0.056584538346782544,0.987192760080326,1.0,1.0
2017-02-27,EMB48,manha,14,0.056593991151197155,0.9871884806623129,1.0,1.0
2017-02-27,EMB48,manha,15,0.0565475747685519,0.9872094871511802,1.0,1.0
2017-03-02,BR16,manha,1,0.1637818271368709,0.8927020523988325,1.0,1.0
2017-03-02,BR16,manha,2,0.12787384678721567,0.9345931172313587,1.0,1.0
2017-03-02,BR16,manha,3,0.12623681784361288,0.936257063282874,1.0,1.0
2017-03-02,BR16,manha,4,0.0945980412329166,0.9642048423795817,1.0,1.0
2017-03-02,BR16,manha,5,0.06899129236874633,0.9809608063091606,1.0,1.0
