data_coleta_iso,genotipo,turno,n_components,rmsecv,r2cv,auc,accuracy
2017-03-02,BR16,manha,6,0.0604809902552988,0.9853681992709538,1.0,1.0
2017-03-02,BR16,manha,7,0.05749377331618649,0.9867778641194679,1.0,1.0
2017-03-02,BR16,manha,8,0.057333983832484545,0.9868512571915856,1.0,1.0
2017-03-02,BR16,manha,9,0.056899736228001326,0.9870496800687355,1.0,1.0
2017-03-02,BR16,manha,10,0.057201231277575225,0.9869120765613174,1.0,1.0
2017-03-02,BR16,manha,11,0.05747732519327483,0.9867854283545061,1.0,1.0
2017-03-02,BR16,manha,12,0.057819152580278484,0.9866277823795939,1.0,1.0
2017-03-02,BR16,manha,13,0.05791488361826448,0.9865834650219315,1.0,1.0
2017-03-02,BR16,manha,14,0.057832658784434596,0.9866215343116926,1.0,1.0
2017-03-02,BR16,manha,15,0.057759758480402726,0.9866552412011422,1.0,1.0
2017-03-02,BR16,tarde,1,0.3039592974170225,0.6304349820550003,0.9423828125,0.890625
2017-03-02,BR16,tarde,2,0.2566412341287089,0.7365411077795729,0.9873046875,0.921875
2017-03-02,BR16,tarde,3,0.23804423585646392,0.7733397671020488,0.9970703125,0.953125
2017-03-02,BR16,tarde,4,0.23274623310230708,0.7833167639067462,0.998046875,0.96875
2017-03-02,BR16,tarde,5,0.21719683025325068,0.8113021477117625,1.0,1.0
2017-03-02,BR16,tarde,6,0.20596567476553446,0.8303125632735123,1.0,1.0
2017-03-02,BR16,tarde,7,0.1979332804457488,0.8432896659679383,1.0,0.984375
2017-03-02,BR16,tarde,8,0.19536257851568062,0.8473338516628182,1.0,0.984375
2017-03-02,BR16,tarde,9,0.1910855680630293,0.8539452227121176,1.0,0.984375
2017-03-02,BR16,tarde,10,0.19223792104894233,0.8521783268431224,1.0,0.984375
2017-03-02,BR16,tarde,11,0.19042543940662646,0.854952608107173,1.0,0.984375
2017-03-02,BR16,tarde,12,0.19307981356453302,0.8508807423755407,1.0,0.984375
2017-03-02,BR16,tarde,13,0.19316114134070633,0.8507550939038226,1.0,0.984375
2017-03-02,BR16,tarde,14,0.19318140997969,0.8507237713530358,1.0,0.984375
2017-03-02,BR16,tarde,15,0.19307491467483306,0.8508883092932238,1.0,0.984375
2017-03-02,CD202,manha,1,0.20556000442018152,0.8303934645058606,1.0,1.0
2017-03-02,CD202,manha,2,0.13821133516816125,0.9233251965856789,1.0,1.0
2017-03-02,CD202,manha,3,0.09689794160033201,0.9623127499449415,1.0,1.0
2017-03-02,CD202,manha,4,0.07437394916841565,0.9777972365693354,1.0,1.0
2017-03-02,CD202,manha,5,0.0601463403486479,0.9854794267726399,1.0,1.0
2017-03-02,CD202,manha,6,0.05687262918735304,0.9870170926424008,1.0,1.0
2017-03-02,CD202,manha,7,0.05273006381764934,0.9888395439842824,1.0,1.0
2017-03-02,CD202,manha,8,0.051338806040951715,0.9894207014076344,1.0,1.0
2017-03-02,CD202,manha,9,0.04908903038036499,0.9903275998727112,1.0,1.0
2017-03-02,CD202,manha,10,0.048641562225302214,0.9905031325641321,1.0,1.0
2017-03-02,CD202,manha,11,0.04831057050323269,0.9906319396769651,1.0,1.0
2017-03-02,CD202,manha,12,0.04773406920692099,0.9908541881399754,1.0,1.0
2017-03-02,CD202,manha,13,0.04753188126108571,0.990931502169903,1.0,1.0
2017-03-02,CD202,manha,14,0.047616985176402185,0.9908989995397677,1.0,1.0
2017-03-02,CD202,manha,15,0.0475138412231577,0.9909383844979408,1.0,1.0
2017-03-02,CD202,tarde,1,0.3188934823006011,0.5932277877847848,0.9599609375,0.796875
2017-03-02,CD202,tarde,2,0.28118531599039864,0.6837392722855187,0.9833984375,0.9375
2017-03-02,CD202,tarde,3,0.23606956519454356,0.7770846415554367,0.9990234375,0.9375
2017-03-02,CD202,tarde,4,0.19248869866942936,0.8517924035381985,1.0,1.0
2017-03-02,CD202,tarde,5,0.15823066297210797,0.8998522291816288,1.0,1.0
2017-03-02,CD202,tarde,6,0.15394972423330958,0.9051979296339517,1.0,1.0
2017-03-02,CD202,tarde,7,0.14189433693581982,0.9194639885821762,1.0,1.0
2017-03-02,CD202,tarde,8,0.14786193375234383,0.91254739418807,1.0,1.0
2017-03-02,CD202,tarde,9,0.1482668002170121,0.9120678238136345,1.0,1.0
2017-03-02,CD202,tarde,10,0.1468832985479985,0.9137011864306381,1.0,1.0
2017-03-02,CD202,tarde,11,0.14611460173166826,0.9146020926431839,1.0,1.0
2017-03-02,CD202,tarde,12,0.14571788527617266,0.9150651916425607,1.0,1.0
2017-03-02,CD202,tarde,13,0.14615139047082842,0.9145590842537737,1.0,1.0
2017-03-02,CD202,tarde,14,0.14593338966029257,0.9148137831290288,1.0,1.0
2017-03-02,CD202,tarde,15,0.1460776106575731,0.9146453266582979,1.0,1.0
2017-03-02,EMB48,manha,1,0.14378103955829996,0.9173080506541383,1.0,1.0
2017-03-02,EMB48,manha,2,0.10239050669305644,0.9580647365565567,1.0,1.0
2017-03-02,EMB48,manha,3,0.08844673209047273,0.9687087023300646,1.0,1.0
2017-03-02,EMB48,manha,4,0.07339734290882363,0.9784513202156983,1.0,1.0
2017-03-02,EMB48,manha,5,0.06938949512396975,0.9807403918657623,1.0,1.0
2017-03-02,EMB48,manha,6,0.0661443440297262,0.9824997030115089,1.0,1.0
2017-03-02,EMB48,manha,7,0.06393553973332175,0.9836489870360353,1.0,1.0
2017-03-02,EMB48,manha,8,0.06328145945947278,0.9839818275547164,1.0,1.0
2017-03-02,EMB48,manha,9,0.06316877740255607,0.9840388222458653,1.0,1.0
2017-03-02,EMB48,manha,10,0.06358793050074235,0.983826300378531,1.0,1.0
2017-03-02,EMB48,manha,11,0.06311574211117352,0.9840656123910233,1.0,1.0
2017-03-02,EMB48,manha,12,0.06257346270345801,0.9843382470611958,1.0,1.0
2017-03-02,EMB48,manha,13,0.06255554054492075,0.9843472173885311,1.0,1.0
2017-03-02,EMB48,manha,14,0.062419256610510385,0.984415345616765,1.0,1.0
2017-03-02,EMB48,manha,15,0.06238863876030396,0.9844306310145452,1.0,1.0
2017-03-02,EMB48,tarde,1,0.2612996068142995,0.72689006191477,1.0,0.953125
2017-03-02,EMB48,tarde,2,0.22368179987540246,0.7998658096180016,1.0,1.0
2017-03-02,EMB48,tarde,3,0.19532258055520627,0.8473963581010198,1.0,1.0
2017-03-02,EMB48,tarde,4,0.1534325448133153,0.90583381676844,1.0,1.0
2017-03-02,EMB48,tarde,5,0.13499001031249552,0.9271107884633294,1.0,1.0
2017-03-02,EMB48,tarde,6,0.12071421294304051,0.9417123151741691,1.0,1.0
2017-03-02,EMB48,tarde,7,0.11630578479819781,0.9458918576899012,1.0,1.0
2017-03-02,EMB48,tarde,8,0.11479075804529788,0.9472923274695435,1.0,1.0
2017-03-02,EMB48,tarde,9,0.11475361745965659,0.9473264291196912,1.0,1.0
2017-03-02,EMB48,tarde,10,0.11265653314441684,0.9492340221595237,1.0,1.0
2017-03-02,EMB48,tarde,11,0.11169505502978103,0.9500968587275768,1.0,1.0
2017-03-02,EMB48,tarde,12,0.11156630318940895,0.9502118399705956,1.0,1.0
2017-03-02,EMB48,tarde,13,0.11172759094870789,0.9500677816831928,1.0,1.0
2017-03-02,EMB48,tarde,14,0.11160276711092128,0.9501792894927419,1.0,1.0
2017-03-02,EMB48,tarde,15,0.11171912534499724,0.9500753481285952,1.0,1.0
