data_coleta_iso,genotipo,turno,rank,wavelength,vip,coefficient,abs_coefficient,score,direction
2017-02-23,BR16,manha,1,1274,1.848658175565364,0.00450375049947704,0.00450375049947704,9.859281026265542,irrigado
2017-02-23,BR16,manha,2,1275,1.7732351285752888,0.004195981565757612,0.004195981565757612,8.997715451937681,irrigado
2017-02-23,BR16,manha,3,1273,1.7605518653546492,0.004004538200883393,0.004004538200883393,8.68016198337639,irrigado
2017-02-23,BR16,manha,4,630,1.5688806837959002,-0.004918457992917017,0.004918457992917017,8.587193545015774,nao_irrigado
2017-02-23,BR16,manha,5,629,1.562904904042915,-0.004868545545125902,0.004868545545125902,8.487376151041563,nao_irrigado
2017-02-23,BR16,tarde,1,402,1.9817980092512164,-0.008670510126559018,0.008670510126559018,11.544206042955032,nao_irrigado
2017-02-23,BR16,tarde,2,1669,1.7239807423412907,0.008054729989863358,0.008054729989863358,9.504003249344946,irrigado
2017-02-23,BR16,tarde,3,401,1.7812438704252311,-0.00740338966853298,0.00740338966853298,9.346973564003287,nao_irrigado
2017-02-23,BR16,tarde,4,399,1.669980793864053,-0.008017740953922084,0.008017740953922084,9.147899944531055,nao_irrigado
2017-02-23,BR16,tarde,5,403,1.8350622712798499,-0.006673560398655799,0.006673560398655799,9.108286355061438,nao_irrigado
2017-02-23,CD202,manha,1,448,1.7417106643086617,-0.007896694528697856,0.007896694528697856,10.034580352755219,nao_irrigado
2017-02-23,CD202,manha,2,449,1.6854108196876263,-0.007047581755278554,0.007047581755278554,8.977939075943578,nao_irrigado
2017-02-23,CD202,manha,3,447,1.5969880515840165,-0.0070273438693383185,0.0070273438693383185,8.42127705921268,nao_irrigado
2017-02-23,CD202,manha,4,970,1.4832569484484273,-0.007805087757982487,0.007805087757982487,8.38024356131982,nao_irrigado
2017-02-23,CD202,manha,5,969,1.5092601387010653,-0.0069331782762670855,0.0069331782762670855,7.8067763589288575,nao_irrigado
2017-02-23,CD202,tarde,1,473,1.5941416335766847,-0.004523441815287618,0.004523441815287618,6.5095171002049135,nao_irrigado
2017-02-23,CD202,tarde,2,1669,1.3511828685839118,0.006278178221567362,0.006278178221567362,6.486538459447697,irrigado
2017-02-23,CD202,tarde,3,1670,1.331633254188821,0.005993896561047306,0.005993896561047306,6.119892750745604,irrigado
2017-02-23,CD202,tarde,4,1668,1.3283759718799764,0.0058499766836694524,0.0058499766836694524,5.976019745481427,irrigado
2017-02-23,CD202,tarde,5,1189,1.207702243488968,0.006664149367204742,0.006664149367204742,5.915412629454682,irrigado
2017-02-23,EMB48,manha,1,367,1.3432856845762078,0.012411443681064472,0.012411443681064472,8.123328824590747,irrigado
2017-02-23,EMB48,manha,2,366,1.236863082422516,0.011474285536491106,0.011474285536491106,6.969826640305283,irrigado
2017-02-23,EMB48,manha,3,1661,1.4288826518776827,0.009528103959067799,0.009528103959067799,6.949061832370354,irrigado
2017-02-23,EMB48,manha,4,971,1.4491120528989034,0.009251167106095734,0.009251167106095734,6.905317093622463,irrigado
2017-02-23,EMB48,manha,5,426,1.3350105800616563,0.01037839178019756,0.01037839178019756,6.900761855934668,irrigado
2017-02-23,EMB48,tarde,1,995,1.4425368709845245,-0.007525034014084907,0.007525034014084907,8.336668617787655,nao_irrigado
2017-02-23,EMB48,tarde,2,990,1.3318190522827513,-0.007157256761451978,0.007157256761451978,7.289057946460895,nao_irrigado
2017-02-23,EMB48,tarde,3,415,1.5191776191258666,-0.005638667425290609,0.005638667425290609,7.1738919369177605,nao_irrigado
2017-02-23,EMB48,tarde,4,989,1.4049406464498064,-0.006426697660927289,0.006426697660927289,7.122516159483048,nao_irrigado
2017-02-23,EMB48,tarde,5,968,1.2548858249195132,-0.007265918550431373,0.007265918550431373,6.8822920458091374,nao_irrigado
2017-02-24,BR16,manha,1,2231,1.5938658479492422,0.00606866600045892,0.00606866600045892,11.799463966853727,irrigado
2017-02-24,BR16,manha,2,2230,1.5544718986892059,0.005678071812744355,0.005678071812744355,10.960474395568923,irrigado
2017-02-24,BR16,manha,3,2232,1.475475600891316,0.005441905511381333,0.005441905511381333,10.111144844623258,irrigado
2017-02-24,BR16,manha,4,2229,1.443339185697039,0.0045922988905730015,0.0045922988905730015,8.618176361183988,irrigado
