data_coleta_iso,genotipo,turno,r2cv,rmsecv,auc,accuracy,best_components,rank,wavelength,range_label,range_start,range_end,direction,vip,coefficient,abs_coefficient,score
2017-02-27,EMB48,manha,0.9872437649231427,0.0564717519580749,1.0,1.0,11,1,550,VIS,350,699,nao_irrigado,1.2858026880833573,-0.002011989360081284,0.002011989360081284,5.632071518616801
2017-02-27,EMB48,manha,0.9872437649231427,0.0564717519580749,1.0,1.0,11,2,551,VIS,350,699,nao_irrigado,1.2656506269855472,-0.001987959748500716,0.001987959748500716,5.415388638361065
2017-02-27,EMB48,manha,0.9872437649231427,0.0564717519580749,1.0,1.0,11,3,416,VIS,350,699,nao_irrigado,1.187440855900824,-0.0022356946259515014,0.0022356946259515014,5.377843449332544
2017-02-27,EMB48,manha,0.9872437649231427,0.0564717519580749,1.0,1.0,11,4,415,VIS,350,699,nao_irrigado,1.2152909146810587,-0.0021392136693540328,0.0021392136693540328,5.371742779387703
2017-02-27,EMB48,manha,0.9872437649231427,0.0564717519580749,1.0,1.0,11,5,549,VIS,350,699,nao_irrigado,1.2812842917954084,-0.0019124850555068975,0.0019124850555068975,5.3617448631203874
2017-03-02,BR16,manha,0.9870496800687355,0.056899736228001326,1.0,1.0,9,1,992,NIR,700,1300,irrigado,1.5624974134316554,0.002365346835705197,0.002365346835705197,7.18341230431116
2017-03-02,BR16,manha,0.9870496800687355,0.056899736228001326,1.0,1.0,9,2,991,NIR,700,1300,irrigado,1.4631893988500386,0.002323959710908518,0.002323959710908518,6.503030847856193
2017-03-02,BR16,manha,0.9870496800687355,0.056899736228001326,1.0,1.0,9,3,1099,NIR,700,1300,irrigado,1.4875256379606498,0.0021402118278133044,0.0021402118278133044,6.255785106099344
2017-03-02,BR16,manha,0.9870496800687355,0.056899736228001326,1.0,1.0,9,4,1098,NIR,700,1300,irrigado,1.4892012825462333,0.0019299608541800493,0.0019299608541800493,5.816863170875033
2017-03-02,BR16,manha,0.9870496800687355,0.056899736228001326,1.0,1.0,9,5,908,NIR,700,1300,irrigado,1.4917640595069388,0.001795428904631557,0.001795428904631557,5.544899014866955
2017-03-02,BR16,tarde,0.854952608107173,0.19042543940662646,1.0,0.984375,11,1,2306,SWIR2,1801,2500,nao_irrigado,1.5140903086682806,-0.007342301389244352,0.007342301389244352,8.826502365450159
2017-03-02,BR16,tarde,0.854952608107173,0.19042543940662646,1.0,0.984375,11,2,1654,SWIR1,1301,1800,irrigado,1.6600389005457605,0.005846588879429323,0.005846588879429323,8.319255842523592
2017-03-02,BR16,tarde,0.854952608107173,0.19042543940662646,1.0,0.984375,11,3,2302,SWIR2,1801,2500,nao_irrigado,1.558909830377567,-0.006469348541946396,0.006469348541946396,8.286086042740655
2017-03-02,BR16,tarde,0.854952608107173,0.19042543940662646,1.0,0.984375,11,4,2305,SWIR2,1801,2500,nao_irrigado,1.5131883328616713,-0.006688457674546783,0.006688457674546783,8.213018966872792
2017-03-02,BR16,tarde,0.854952608107173,0.19042543940662646,1.0,0.984375,11,5,1655,SWIR1,1301,1800,irrigado,1.6593569850380188,0.005602973268983944,0.005602973268983944,8.088584140274143
2017-03-02,CD202,manha,0.9909383844979408,0.0475138412231577,1.0,1.0,15,1,1665,SWIR1,1301,1800,irrigado,1.5710696298742381,0.004057143065071172,0.004057143065071172,10.873067672588705
2017-03-02,CD202,manha,0.9909383844979408,0.0475138412231577,1.0,1.0,15,2,1664,SWIR1,1301,1800,irrigado,1.5411583599092438,0.003945697482489338,0.003945697482489338,10.44071346442869
2017-03-02,CD202,manha,0.9909383844979408,0.0475138412231577,1.0,1.0,15,3,1666,SWIR1,1301,1800,irrigado,1.5605294724889271,0.003742084939384863,0.003742084939384863,10.188762302219782
2017-03-02,CD202,manha,0.9909383844979408,0.0475138412231577,1.0,1.0,15,4,1663,SWIR1,1301,1800,irrigado,1.4312420978049158,0.003258301671107656,0.003258301671107656,8.315968032006039
2017-03-02,CD202,manha,0.9909383844979408,0.0475138412231577,1.0,1.0,15,5,1667,SWIR1,1301,1800,irrigado,1.4681671244964465,0.003093175005930117,0.003093175005930117,8.265830552221889
2017-03-02,CD202,tarde,0.9194639885821762,0.14189433693581982,1.0,1.0,7,1,2136,SWIR2,1801,2500,irrigado,1.7463850758037216,0.005005782635579714,0.005005782635579714,7.795856978171274
2017-03-02,CD202,tarde,0.9194639885821762,0.14189433693581982,1.0,1.0,7,2,2137,SWIR2,1801,2500,irrigado,1.7191560189742894,0.0051134646554343455,0.0051134646554343455,7.784183420496026
2017-03-02,CD202,tarde,0.9194639885821762,0.14189433693581982,1.0,1.0,7,3,2135,SWIR2,1801,2500,irrigado,1.727469911630988,0.004681780163796879,0.004681780163796879,7.362253930887331
2017-03-02,CD202,tarde,0.9194639885821762,0.14189433693581982,1.0,1.0,7,4,808,NIR,700,1300,nao_irrigado,1.5388183177040038,-0.005366131682186035,0.005366131682186035,7.215542708667165
2017-03-02,CD202,tarde,0.9194639885821762,0.14189433693581982,1.0,1.0,7,5,2138,SWIR2,1801,2500,irrigado,1.643937233951511,0.00485050146586698,0.00485050146586698,7.154003122167842
2017-03-02,EMB48,manha,0.9844306310145452,0.06238863876030396,1.0,1.0,15,1,1238,NIR,700,1300,irrigado,1.6963173398861444,0.0024698880344813184,0.0024698880344813184,9.151981575256567
2017-03-02,EMB48,manha,0.9844306310145452,0.06238863876030396,1.0,1.0,15,2,549,VIS,350,699,nao_irrigado,1.5674250115148596,-0.0026808390434991964,0.0026808390434991964,8.776221885298797
2017-03-02,EMB48,manha,0.9844306310145452,0.06238863876030396,1.0,1.0,15,3,548,VIS,350,699,nao_irrigado,1.5348549332420796,-0.0025379804563905413,0.0025379804563905413,8.225497388439994
2017-03-02,EMB48,manha,0.9844306310145452,0.06238863876030396,1.0,1.0,15,4,550,VIS,350,699,nao_irrigado,1.5136152750057221,-0.0025429849511924354,0.0025429849511924354,8.09443859245173
2017-03-02,EMB48,manha,0.9844306310145452,0.06238863876030396,1.0,1.0,15,5,547,VIS,350,699,nao_irrigado,1.5232738497280767,-0.002433264079465243,0.002433264079465243,7.904395895355609
2017-03-02,EMB48,tarde,0.9502118399705956,0.11156630318940895,1.0,1.0,12,1,919,NIR,700,1300,irrigado,1.51591539726545,0.005502083077382588,0.005502083077382588,8.687836608279046
2017-03-02,EMB48,tarde,0.9502118399705956,0.11156630318940895,1.0,1.0,12,2,1731,SWIR1,1301,1800,nao_irrigado,1.533368165678241,-0.005000881446809239,0.005000881446809239,8.179179739594247
2017-03-02,EMB48,tarde,0.9502118399705956,0.11156630318940895,1.0,1.0,12,3,1732,SWIR1,1301,1800,nao_irrigado,1.5641245906509635,-0.004846301534387444,0.004846301534387444,8.172741295871266
2017-03-02,EMB48,tarde,0.9502118399705956,0.11156630318940895,1.0,1.0,12,4,918,NIR,700,1300,irrigado,1.4108858387769942,0.005254647242233049,0.005254647242233049,7.762913184210056
2017-03-02,EMB48,tarde,0.9502118399705956,0.11156630318940895,1.0,1.0,12,5,917,NIR,700,1300,irrigado,1.3472493288888625,0.005017372522491611,0.005017372522491611,7.095819807391582
