target,model,classe,classe_codigo,precision,recall,f1,support
gen_cond,LDA,IRR|BR16,0,0.6,0.75,0.6666666666666666,4
gen_cond,LDA,IRR|CD202,1,0.0,0.0,0.0,4
gen_cond,LDA,IRR|EMB48,2,0.5,0.75,0.6,4
gen_cond,LDA,NIRR|BR16,3,0.5,0.25,0.3333333333333333,4
gen_cond,LDA,NIRR|CD202,4,0.6,0.75,0.6666666666666666,4
gen_cond,LDA,NIRR|EMB48,5,0.6,0.75,0.6666666666666666,4
