cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_IRR_BR16,prob_IRR_CD202,prob_IRR_EMB48,prob_NIRR_BR16,prob_NIRR_CD202,prob_NIRR_EMB48
BR16,IRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,gen_cond,LDA,0,0,IRR|BR16,IRR|BR16,True,0.9968101983829687,6.309896738604724e-05,0.0014590250092569711,0.0016664117477491929,1.2658926391639035e-06,7.1631094622072e-23
BR16,IRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,gen_cond,LDA,0,3,IRR|BR16,NIRR|BR16,False,0.2964178657582446,3.272476799225476e-05,2.0963004682302718e-05,0.7026267800590792,0.0009015625647272875,1.0384527442991036e-07
BR16,IRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,gen_cond,LDA,0,0,IRR|BR16,IRR|BR16,True,0.6189687892943487,4.474615806282055e-05,0.0002791438054417603,0.3735752150619344,0.007114800110559948,1.730556965222176e-05
BR16,IRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,gen_cond,LDA,0,0,IRR|BR16,IRR|BR16,True,0.41892196691014555,0.2513113100288811,0.28015604237546626,0.004302166206917447,0.045143135608147714,0.00016537887044174878
BR16,NIRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,gen_cond,LDA,3,0,NIRR|BR16,IRR|BR16,False,0.8403477879827851,4.8232532347686354e-08,6.616704571972732e-07,0.1596482278652285,3.2742489968552837e-06,4.638951598872694e-23
BR16,NIRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,gen_cond,LDA,3,3,NIRR|BR16,NIRR|BR16,True,0.013687072660252302,3.2353872526795767e-10,1.3924597699040125e-09,0.9818760464412677,0.0044367144031846025,1.6477929682973422e-07
BR16,NIRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,gen_cond,LDA,3,4,NIRR|BR16,NIRR|CD202,False,0.011252426725063736,0.06382917265698637,0.045968882999967584,0.0019068114119288808,0.8575110163014152,0.019531689904638064
BR16,NIRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,gen_cond,LDA,3,0,NIRR|BR16,IRR|BR16,False,0.5814401515719274,0.009697744577880857,0.0006473722822134259,0.28625802694198255,0.12174746075541186,0.00020924387058382353
CD202,IRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,gen_cond,LDA,1,2,IRR|CD202,IRR|EMB48,False,0.10120349149804106,0.2342479519085228,0.4866136545715886,0.02278031589371006,0.11955860965605768,0.03559597647207983
CD202,IRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,gen_cond,LDA,1,2,IRR|CD202,IRR|EMB48,False,0.0015159480436406922,0.29590927479216605,0.6417692385228687,3.0625946705187565e-06,0.058729231985112956,0.002073244061541008
