target,model,real,IRR|BR16,IRR|CD202,IRR|EMB48,NIRR|BR16,NIRR|CD202,NIRR|EMB48
gen_cond,Random Forest,IRR|BR16,2,0,1,1,0,0
gen_cond,Random Forest,IRR|CD202,0,1,1,0,2,0
gen_cond,Random Forest,IRR|EMB48,1,0,2,0,0,1
gen_cond,Random Forest,NIRR|BR16,2,0,0,1,0,1
gen_cond,Random Forest,NIRR|CD202,0,0,0,2,1,1
gen_cond,Random Forest,NIRR|EMB48,0,0,1,0,0,3
