cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_IRR,prob_NIRR
BR16,IRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.5152386955251756,0.4847613044748243
BR16,IRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.6479257708275467,0.3520742291724533
BR16,IRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),0,1,IRR,NIRR,False,0.460498760648726,0.5395012393512739
BR16,IRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),0,1,IRR,NIRR,False,0.43334846659844756,0.5666515334015524
BR16,NIRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.3768912842334205,0.6231087157665796
BR16,NIRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),1,0,NIRR,IRR,False,0.8661525455073025,0.13384745449269747
BR16,NIRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.46341624314353863,0.5365837568564614
BR16,NIRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.3454873658485002,0.6545126341514995
CD202,IRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),0,1,IRR,NIRR,False,0.4853715751779856,0.5146284248220143
CD202,IRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.682736174946942,0.31726382505305795
CD202,IRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.8461334702470698,0.15386652975293036
CD202,IRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.5830444580209544,0.41695554197904566
CD202,NIRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),1,0,NIRR,IRR,False,0.6235611282915601,0.37643887170844
CD202,NIRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),1,0,NIRR,IRR,False,0.8997947255707248,0.10020527442927524
CD202,NIRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.44165386685476166,0.5583461331452384
CD202,NIRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.33014291838426857,0.6698570816157313
EMB48,IRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),0,1,IRR,NIRR,False,0.4944935950096595,0.5055064049903405
EMB48,IRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.5899880719084578,0.4100119280915422
EMB48,IRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.8571015895252936,0.14289841047470625
EMB48,IRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.5173574793049797,0.4826425206950204
EMB48,NIRR,2017-02-23,dia2,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.21881910533840385,0.7811808946615962
EMB48,NIRR,2017-02-23,dia2,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),1,0,NIRR,IRR,False,0.9040736019470185,0.09592639805298159
EMB48,NIRR,2017-02-23,dia2,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.4614361197282018,0.5385638802717981
EMB48,NIRR,2017-02-23,dia2,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.36908497960746106,0.6309150203925389
