analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia3_CD202,dia3 - CD202,dia3,CD202,XGBoost,Nao irrigado,0,4
dia3_CD202,dia3 - CD202,dia3,CD202,XGBoost,Irrigado,0,4
