target,model,classe,classe_codigo,precision,recall,f1,support
cond,SVM (RBF),IRR,0,0.9090909090909091,0.8333333333333334,0.8695652173913043,12
cond,SVM (RBF),NIRR,1,0.8461538461538461,0.9166666666666666,0.88,12
