cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_IRR,prob_NIRR
BR16,IRR,2017-02-25,dia4,1,B1,unico,unico,cond,XGBoost,0,0,IRR,IRR,True,0.7818254232406616,0.218174546957016
BR16,IRR,2017-02-25,dia4,2,B2,unico,unico,cond,XGBoost,0,1,IRR,NIRR,False,0.1674405336380005,0.8325594663619995
BR16,IRR,2017-02-25,dia4,3,B3,unico,unico,cond,XGBoost,0,0,IRR,IRR,True,0.7406193017959595,0.25938066840171814
BR16,IRR,2017-02-25,dia4,4,B4,unico,unico,cond,XGBoost,0,0,IRR,IRR,True,0.9023470878601074,0.09765294194221497
BR16,NIRR,2017-02-25,dia4,1,B1,unico,unico,cond,XGBoost,1,1,NIRR,NIRR,True,0.10803014039993286,0.8919698596000671
BR16,NIRR,2017-02-25,dia4,2,B2,unico,unico,cond,XGBoost,1,1,NIRR,NIRR,True,0.11047261953353882,0.8895273804664612
BR16,NIRR,2017-02-25,dia4,3,B3,unico,unico,cond,XGBoost,1,1,NIRR,NIRR,True,0.12775033712387085,0.8722496628761292
BR16,NIRR,2017-02-25,dia4,4,B4,unico,unico,cond,XGBoost,1,1,NIRR,NIRR,True,0.13943177461624146,0.8605682253837585
CD202,IRR,2017-02-25,dia4,1,B1,unico,unico,cond,XGBoost,0,0,IRR,IRR,True,0.8942652940750122,0.1057346984744072
CD202,IRR,2017-02-25,dia4,2,B2,unico,unico,cond,XGBoost,0,0,IRR,IRR,True,0.8658714294433594,0.13412857055664062
CD202,IRR,2017-02-25,dia4,3,B3,unico,unico,cond,XGBoost,0,0,IRR,IRR,True,0.8849016427993774,0.11509837210178375
CD202,IRR,2017-02-25,dia4,4,B4,unico,unico,cond,XGBoost,0,0,IRR,IRR,True,0.8883140683174133,0.11168590933084488
CD202,NIRR,2017-02-25,dia4,1,B1,unico,unico,cond,XGBoost,1,1,NIRR,NIRR,True,0.11273783445358276,0.8872621655464172
CD202,NIRR,2017-02-25,dia4,2,B2,unico,unico,cond,XGBoost,1,1,NIRR,NIRR,True,0.18889081478118896,0.811109185218811
CD202,NIRR,2017-02-25,dia4,3,B3,unico,unico,cond,XGBoost,1,1,NIRR,NIRR,True,0.1214330792427063,0.8785669207572937
CD202,NIRR,2017-02-25,dia4,4,B4,unico,unico,cond,XGBoost,1,1,NIRR,NIRR,True,0.14426380395889282,0.8557361960411072
EMB48,IRR,2017-02-25,dia4,1,B1,unico,unico,cond,XGBoost,0,0,IRR,IRR,True,0.8942652940750122,0.1057346984744072
EMB48,IRR,2017-02-25,dia4,2,B2,unico,unico,cond,XGBoost,0,0,IRR,IRR,True,0.8992323875427246,0.100767582654953
EMB48,IRR,2017-02-25,dia4,3,B3,unico,unico,cond,XGBoost,0,0,IRR,IRR,True,0.8876606225967407,0.11233937740325928
EMB48,IRR,2017-02-25,dia4,4,B4,unico,unico,cond,XGBoost,0,0,IRR,IRR,True,0.8920724987983704,0.10792752355337143
EMB48,NIRR,2017-02-25,dia4,1,B1,unico,unico,cond,XGBoost,1,1,NIRR,NIRR,True,0.14718025922775269,0.8528197407722473
EMB48,NIRR,2017-02-25,dia4,2,B2,unico,unico,cond,XGBoost,1,1,NIRR,NIRR,True,0.18889081478118896,0.811109185218811
EMB48,NIRR,2017-02-25,dia4,3,B3,unico,unico,cond,XGBoost,1,1,NIRR,NIRR,True,0.13348442316055298,0.866515576839447
EMB48,NIRR,2017-02-25,dia4,4,B4,unico,unico,cond,XGBoost,1,1,NIRR,NIRR,True,0.21436470746994019,0.7856352925300598
