cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_IRR,prob_NIRR
BR16,IRR,2017-02-25,dia4,1,B1,unico,unico,cond,LDA,0,0,IRR,IRR,True,0.9994800288997393,0.0005199711002606558
BR16,IRR,2017-02-25,dia4,2,B2,unico,unico,cond,LDA,0,1,IRR,NIRR,False,0.1429582380096064,0.8570417619903936
BR16,IRR,2017-02-25,dia4,3,B3,unico,unico,cond,LDA,0,1,IRR,NIRR,False,0.003478109725244538,0.9965218902747555
BR16,IRR,2017-02-25,dia4,4,B4,unico,unico,cond,LDA,0,0,IRR,IRR,True,0.999984416749645,1.558325035499294e-05
BR16,NIRR,2017-02-25,dia4,1,B1,unico,unico,cond,LDA,1,1,NIRR,NIRR,True,8.187986247909507e-07,0.9999991812013752
BR16,NIRR,2017-02-25,dia4,2,B2,unico,unico,cond,LDA,1,1,NIRR,NIRR,True,1.0838146040637042e-06,0.9999989161853959
BR16,NIRR,2017-02-25,dia4,3,B3,unico,unico,cond,LDA,1,1,NIRR,NIRR,True,0.0033582786369847906,0.9966417213630152
BR16,NIRR,2017-02-25,dia4,4,B4,unico,unico,cond,LDA,1,1,NIRR,NIRR,True,0.002113800187246828,0.9978861998127532
CD202,IRR,2017-02-25,dia4,1,B1,unico,unico,cond,LDA,0,0,IRR,IRR,True,0.9998198015577449,0.00018019844225508955
CD202,IRR,2017-02-25,dia4,2,B2,unico,unico,cond,LDA,0,0,IRR,IRR,True,0.9287775838208451,0.07122241617915488
CD202,IRR,2017-02-25,dia4,3,B3,unico,unico,cond,LDA,0,0,IRR,IRR,True,0.9999999980949213,1.905078603333033e-09
CD202,IRR,2017-02-25,dia4,4,B4,unico,unico,cond,LDA,0,0,IRR,IRR,True,0.9990023608198535,0.0009976391801464685
CD202,NIRR,2017-02-25,dia4,1,B1,unico,unico,cond,LDA,1,1,NIRR,NIRR,True,4.1751025681824316e-05,0.9999582489743182
CD202,NIRR,2017-02-25,dia4,2,B2,unico,unico,cond,LDA,1,1,NIRR,NIRR,True,0.0013069737306289353,0.9986930262693711
CD202,NIRR,2017-02-25,dia4,3,B3,unico,unico,cond,LDA,1,1,NIRR,NIRR,True,0.0005504506225850747,0.9994495493774149
CD202,NIRR,2017-02-25,dia4,4,B4,unico,unico,cond,LDA,1,1,NIRR,NIRR,True,0.004062491144679159,0.9959375088553208
EMB48,IRR,2017-02-25,dia4,1,B1,unico,unico,cond,LDA,0,0,IRR,IRR,True,0.9999918119661926,8.188033807422428e-06
EMB48,IRR,2017-02-25,dia4,2,B2,unico,unico,cond,LDA,0,0,IRR,IRR,True,0.999995112242608,4.887757392094292e-06
EMB48,IRR,2017-02-25,dia4,3,B3,unico,unico,cond,LDA,0,0,IRR,IRR,True,0.9999999911951054,8.804894564901919e-09
EMB48,IRR,2017-02-25,dia4,4,B4,unico,unico,cond,LDA,0,0,IRR,IRR,True,0.9943061665413736,0.0056938334586263675
EMB48,NIRR,2017-02-25,dia4,1,B1,unico,unico,cond,LDA,1,1,NIRR,NIRR,True,4.7140565222481e-06,0.9999952859434778
EMB48,NIRR,2017-02-25,dia4,2,B2,unico,unico,cond,LDA,1,1,NIRR,NIRR,True,0.0022254373940686634,0.9977745626059313
EMB48,NIRR,2017-02-25,dia4,3,B3,unico,unico,cond,LDA,1,1,NIRR,NIRR,True,0.01081382251696672,0.9891861774830333
EMB48,NIRR,2017-02-25,dia4,4,B4,unico,unico,cond,LDA,1,1,NIRR,NIRR,True,0.00021899969258409868,0.9997810003074159
