sample_id,data_coleta_iso,genotipo_normalizado,condicao_normalizada,y_true,y_pred
B2_CD202_IRRIG_REPROD00004.asd,2017-02-23,CD202,irrigado,1,0.6512225866493755
B2_CD202_IRRIG_REPROD00005.asd,2017-02-23,CD202,irrigado,1,0.6615814633017469
B2_CD202_IRRIG_REPROD00006.asd,2017-02-23,CD202,irrigado,1,0.6042790220337628
B2_CD202_IRRIG_REPROD00007.asd,2017-02-23,CD202,irrigado,1,0.607228587628071
B2_CD202_NIRRIG_REPROD00000.asd,2017-02-23,CD202,nao_irrigado,0,0.2350373905639811
B2_CD202_NIRRIG_REPROD00001.asd,2017-02-23,CD202,nao_irrigado,0,0.23282923621928125
B2_CD202_NIRRIG_REPROD00002.asd,2017-02-23,CD202,nao_irrigado,0,0.2400739524605962
B2_CD202_NIRRIG_REPROD00003.asd,2017-02-23,CD202,nao_irrigado,0,0.10518124870377737
B2_CD202_NIRRIG_REPROD00004.asd,2017-02-23,CD202,nao_irrigado,0,0.23171022292467008
B2_CD202_NIRRIG_REPROD00005.asd,2017-02-23,CD202,nao_irrigado,0,0.3866077257124376
B2_CD202_NIRRIG_REPROD00006.asd,2017-02-23,CD202,nao_irrigado,0,0.22243934157844464
B2_CD202_NIRRIG_REPROD00007.asd,2017-02-23,CD202,nao_irrigado,0,0.21644468991185972
B2_EMB48_IRRIG_REPROD00000.asd,2017-02-23,EMB48,irrigado,1,0.6400495311469803
B2_EMB48_IRRIG_REPROD00001.asd,2017-02-23,EMB48,irrigado,1,0.746524362661281
B2_EMB48_IRRIG_REPROD00002.asd,2017-02-23,EMB48,irrigado,1,0.6185009150754054
B2_EMB48_IRRIG_REPROD00003.asd,2017-02-23,EMB48,irrigado,1,0.6718705654563539
B2_EMB48_IRRIG_REPROD00004.asd,2017-02-23,EMB48,irrigado,1,0.5647044171145251
B2_EMB48_IRRIG_REPROD00005.asd,2017-02-23,EMB48,irrigado,1,0.6319161292735623
B2_EMB48_IRRIG_REPROD00006.asd,2017-02-23,EMB48,irrigado,1,0.7583224025930985
B2_EMB48_IRRIG_REPROD00007.asd,2017-02-23,EMB48,irrigado,1,0.5967200415592133
B2_EMB48_NIRRIG_REPROD00000.asd,2017-02-23,EMB48,nao_irrigado,0,0.6990152928102568
B2_EMB48_NIRRIG_REPROD00001.asd,2017-02-23,EMB48,nao_irrigado,0,0.7413112922882765
B2_EMB48_NIRRIG_REPROD00002.asd,2017-02-23,EMB48,nao_irrigado,0,0.7880274124330889
B2_EMB48_NIRRIG_REPROD00003.asd,2017-02-23,EMB48,nao_irrigado,0,0.702476103652401
B2_EMB48_NIRRIG_REPROD00004.asd,2017-02-23,EMB48,nao_irrigado,0,0.1526666697592884
B2_EMB48_NIRRIG_REPROD00005.asd,2017-02-23,EMB48,nao_irrigado,0,0.09424977830536446
B2_EMB48_NIRRIG_REPROD00006.asd,2017-02-23,EMB48,nao_irrigado,0,-0.00872561571377628
B2_EMB48_NIRRIG_REPROD00007.asd,2017-02-23,EMB48,nao_irrigado,0,0.10294247142772428
B3_BR16_IRRIG_REPROD00000.asd,2017-02-23,BR16,irrigado,1,0.6600449713055296
B3_BR16_IRRIG_REPROD00001.asd,2017-02-23,BR16,irrigado,1,0.6481973516767181
B3_BR16_IRRIG_REPROD00002.asd,2017-02-23,BR16,irrigado,1,0.608659499085265
B3_BR16_IRRIG_REPROD00003.asd,2017-02-23,BR16,irrigado,1,0.6181955842083922
B3_BR16_IRRIG_REPROD00004.asd,2017-02-23,BR16,irrigado,1,0.40800340253519873
B3_BR16_IRRIG_REPROD00005.asd,2017-02-23,BR16,irrigado,1,0.48040853393784017
B3_BR16_IRRIG_REPROD00006.asd,2017-02-23,BR16,irrigado,1,0.5340884202521639
B3_BR16_IRRIG_REPROD00007.asd,2017-02-23,BR16,irrigado,1,0.4796863241210503
B3_BR16_NIRRIG_REPROD00000.asd,2017-02-23,BR16,nao_irrigado,0,0.3218287787924003
B3_BR16_NIRRIG_REPROD00001.asd,2017-02-23,BR16,nao_irrigado,0,0.3887550705987401
B3_BR16_NIRRIG_REPROD00002.asd,2017-02-23,BR16,nao_irrigado,0,0.31952919654584955
B3_BR16_NIRRIG_REPROD00003.asd,2017-02-23,BR16,nao_irrigado,0,0.32979365896136087
B3_BR16_NIRRIG_REPROD00004.asd,2017-02-23,BR16,nao_irrigado,0,0.11573295832991581
B3_BR16_NIRRIG_REPROD00005.asd,2017-02-23,BR16,nao_irrigado,0,0.06653777362203644
B3_BR16_NIRRIG_REPROD00006.asd,2017-02-23,BR16,nao_irrigado,0,0.09178781687470944
B3_BR16_NIRRIG_REPROD00007.asd,2017-02-23,BR16,nao_irrigado,0,0.17002129341126176
B3_C202_IRRIG_REPROD00000.asd,2017-02-23,CD202,irrigado,1,0.9675094424490718
B3_C202_IRRIG_REPROD00001.asd,2017-02-23,CD202,irrigado,1,0.8860034002712979
B3_C202_IRRIG_REPROD00002.asd,2017-02-23,CD202,irrigado,1,1.0268621372295477
B3_C202_IRRIG_REPROD00003.asd,2017-02-23,CD202,irrigado,1,0.9982396678853711
B3_C202_IRRIG_REPROD00004.asd,2017-02-23,CD202,irrigado,1,0.6468618811389288
B3_C202_IRRIG_REPROD00005.asd,2017-02-23,CD202,irrigado,1,0.5675626677010888
B3_C202_IRRIG_REPROD00006.asd,2017-02-23,CD202,irrigado,1,0.6466779545419038
B3_C202_IRRIG_REPROD00007.asd,2017-02-23,CD202,irrigado,1,0.6128800154247066
B3_C202_NIRRIG_REPROD00000.asd,2017-02-23,CD202,nao_irrigado,0,0.22024012322891973
B3_C202_NIRRIG_REPROD00001.asd,2017-02-23,CD202,nao_irrigado,0,0.12403126755490285
B3_C202_NIRRIG_REPROD00002.asd,2017-02-23,CD202,nao_irrigado,0,0.1155174090605341
B3_C202_NIRRIG_REPROD00003.asd,2017-02-23,CD202,nao_irrigado,0,0.1677216136233714
B3_C202_NIRRIG_REPROD00004.asd,2017-02-23,CD202,nao_irrigado,0,0.30368179214528546
B3_C202_NIRRIG_REPROD00005.asd,2017-02-23,CD202,nao_irrigado,0,0.3439020862864048
B3_C202_NIRRIG_REPROD00006.asd,2017-02-23,CD202,nao_irrigado,0,0.3282301273015444
B3_C202_NIRRIG_REPROD00007.asd,2017-02-23,CD202,nao_irrigado,0,0.34949310893553487
B3_EMB48_IRRIG_REPROD00000.asd,2017-02-23,EMB48,irrigado,1,1.0311707118665174
B3_EMB48_IRRIG_REPROD00001.asd,2017-02-23,EMB48,irrigado,1,1.051068704999874
B3_EMB48_IRRIG_REPROD00002.asd,2017-02-23,EMB48,irrigado,1,1.038243177034937
B3_EMB48_IRRIG_REPROD00003.asd,2017-02-23,EMB48,irrigado,1,0.98807889410706
B3_EMB48_IRRIG_REPROD00004.asd,2017-02-23,EMB48,irrigado,1,0.7913645637384535
B3_EMB48_IRRIG_REPROD00005.asd,2017-02-23,EMB48,irrigado,1,0.840936858267308
B3_EMB48_IRRIG_REPROD00006.asd,2017-02-23,EMB48,irrigado,1,0.8944568086983432
B3_EMB48_IRRIG_REPROD00007.asd,2017-02-23,EMB48,irrigado,1,0.857999201701624
B3_EMB48_NIRRIG_REPROD00000.asd,2017-02-23,EMB48,nao_irrigado,0,0.16108211142848433
B3_EMB48_NIRRIG_REPROD00001.asd,2017-02-23,EMB48,nao_irrigado,0,0.19920347171400726
B3_EMB48_NIRRIG_REPROD00002.asd,2017-02-23,EMB48,nao_irrigado,0,0.13910038876829528
B3_EMB48_NIRRIG_REPROD00003.asd,2017-02-23,EMB48,nao_irrigado,0,0.19764125604141441
B3_EMB48_NIRRIG_REPROD00004.asd,2017-02-23,EMB48,nao_irrigado,0,0.23926433608530984
B3_EMB48_NIRRIG_REPROD00005.asd,2017-02-23,EMB48,nao_irrigado,0,0.19127660271236813
B3_EMB48_NIRRIG_REPROD00006.asd,2017-02-23,EMB48,nao_irrigado,0,0.2004598205943221
B3_EMB48_NIRRIG_REPROD00007.asd,2017-02-23,EMB48,nao_irrigado,0,0.243296468192154
B4_BR16_IRRIG_REPROD00000.asd,2017-02-23,BR16,irrigado,1,0.2532866304714353
B4_BR16_IRRIG_REPROD00001.asd,2017-02-23,BR16,irrigado,1,0.2856357021464804
B4_BR16_IRRIG_REPROD00002.asd,2017-02-23,BR16,irrigado,1,0.2880576790562697
B4_BR16_IRRIG_REPROD00003.asd,2017-02-23,BR16,irrigado,1,0.31289649591643814
B4_BR16_IRRIG_REPROD00004.asd,2017-02-23,BR16,irrigado,1,0.6695253669803563
B4_BR16_IRRIG_REPROD00005.asd,2017-02-23,BR16,irrigado,1,0.7507145923048993
B4_BR16_IRRIG_REPROD00006.asd,2017-02-23,BR16,irrigado,1,0.6938734386241632
B4_BR16_IRRIG_REPROD00007.asd,2017-02-23,BR16,irrigado,1,0.6876554017252753
B4_BR16_NIRRIG_REPROD00000.asd,2017-02-23,BR16,nao_irrigado,0,0.271193296867385
B4_BR16_NIRRIG_REPROD00001.asd,2017-02-23,BR16,nao_irrigado,0,0.22475422202333412
B4_BR16_NIRRIG_REPROD00002.asd,2017-02-23,BR16,nao_irrigado,0,0.28373522820455993
B4_BR16_NIRRIG_REPROD00003.asd,2017-02-23,BR16,nao_irrigado,0,0.18304057442460742
B4_BR16_NIRRIG_REPROD00004.asd,2017-02-23,BR16,nao_irrigado,0,0.31623946559652116
B4_BR16_NIRRIG_REPROD00005.asd,2017-02-23,BR16,nao_irrigado,0,0.2795833744227094
B4_BR16_NIRRIG_REPROD00006.asd,2017-02-23,BR16,nao_irrigado,0,0.2480714364395954
B4_BR16_NIRRIG_REPROD00007.asd,2017-02-23,BR16,nao_irrigado,0,0.2537946218925308
B4_CD202_IRRIG_REPROD00000.asd,2017-02-23,CD202,irrigado,1,1.0253412939646005
B4_CD202_IRRIG_REPROD00001.asd,2017-02-23,CD202,irrigado,1,0.9664346941569675
B4_CD202_IRRIG_REPROD00002.asd,2017-02-23,CD202,irrigado,1,0.9251418159269755
B4_CD202_IRRIG_REPROD00003.asd,2017-02-23,CD202,irrigado,1,0.9716216118002501
B4_CD202_IRRIG_REPROD00004.asd,2017-02-23,CD202,irrigado,1,1.0342464618527951
B4_CD202_IRRIG_REPROD00005.asd,2017-02-23,CD202,irrigado,1,0.9763777756203948
B4_CD202_IRRIG_REPROD00006.asd,2017-02-23,CD202,irrigado,1,0.9622223379935905
B4_CD202_IRRIG_REPROD00007.asd,2017-02-23,CD202,irrigado,1,1.0346833950380883
B4_CD202_NIRRIG_REPROD00000.asd,2017-02-23,CD202,nao_irrigado,0,0.19229623233965354
B4_CD202_NIRRIG_REPROD00001.asd,2017-02-23,CD202,nao_irrigado,0,0.3180748196131663
B4_CD202_NIRRIG_REPROD00002.asd,2017-02-23,CD202,nao_irrigado,0,0.2544826480424134
B4_CD202_NIRRIG_REPROD00003.asd,2017-02-23,CD202,nao_irrigado,0,0.2334830289147165
B4_CD202_NIRRIG_REPROD00004.asd,2017-02-23,CD202,nao_irrigado,0,0.1631689762566756
B4_CD202_NIRRIG_REPROD00005.asd,2017-02-23,CD202,nao_irrigado,0,0.1439950087047827
B4_CD202_NIRRIG_REPROD00006.asd,2017-02-23,CD202,nao_irrigado,0,0.22472447238265975
B4_CD202_NIRRIG_REPROD00007.asd,2017-02-23,CD202,nao_irrigado,0,0.23058992103060522
B4_EMB48_IRRIG_REPROD00000.asd,2017-02-23,EMB48,irrigado,1,0.7146166571574493
B4_EMB48_IRRIG_REPROD00001.asd,2017-02-23,EMB48,irrigado,1,0.7185856251992455
B4_EMB48_IRRIG_REPROD00002.asd,2017-02-23,EMB48,irrigado,1,0.7496777100227665
B4_EMB48_IRRIG_REPROD00003.asd,2017-02-23,EMB48,irrigado,1,0.6978915730955866
B4_EMB48_IRRIG_REPROD00004.asd,2017-02-23,EMB48,irrigado,1,0.790713021813566
B4_EMB48_IRRIG_REPROD00005.asd,2017-02-23,EMB48,irrigado,1,0.8505845201240951
B4_EMB48_IRRIG_REPROD00006.asd,2017-02-23,EMB48,irrigado,1,0.9585608162399226
B4_EMB48_IRRIG_REPROD00007.asd,2017-02-23,EMB48,irrigado,1,0.9774932476764255
B4_EMB48_NIRRIG_REPROD00000.asd,2017-02-23,EMB48,nao_irrigado,0,0.0980725031509278
B4_EMB48_NIRRIG_REPROD00001.asd,2017-02-23,EMB48,nao_irrigado,0,0.10651353222372134
B4_EMB48_NIRRIG_REPROD00002.asd,2017-02-23,EMB48,nao_irrigado,0,0.09895569791744396
B4_EMB48_NIRRIG_REPROD00003.asd,2017-02-23,EMB48,nao_irrigado,0,0.12078139124525633
B4_EMB48_NIRRIG_REPROD00004.asd,2017-02-23,EMB48,nao_irrigado,0,0.3813583869564407
B4_EMB48_NIRRIG_REPROD00005.asd,2017-02-23,EMB48,nao_irrigado,0,0.29179991804904104
B4_EMB48_NIRRIG_REPROD00006.asd,2017-02-23,EMB48,nao_irrigado,0,0.3946627885299223
B4_EMB48_NIRRIG_REPROD00007.asd,2017-02-23,EMB48,nao_irrigado,0,0.22094991273949388
B1_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,1,0.9380389764625594
B1_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,1,0.9391322684409951
B1_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,1,1.0922549578602987
B1_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,1,1.096497084595728
B1_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,1,1.1543074302230711
B1_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,1,1.09691989845652
B1_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,1,1.0106877367179776
B1_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,1,0.9665943397609351
B1_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,0,-0.37190479975567337
B1_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,0,-0.36533453579198205
B1_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,0,-0.3782567889666243
B1_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,0,-0.3898511820454508
B1_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0,-0.3647940674770631
B1_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0,-0.3554239632199516
B1_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0,-0.45054110126408264
B1_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0,-0.4079232947420749
B1_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,1,0.8418587659666553
B1_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,1,0.7758140877606354
B1_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,1,0.7699372779274803
B1_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,1,0.7642193936548882
B1_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,1,0.8139088215232939
B1_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,1,0.9121593397180744
B1_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,1,0.9208562303923774
B1_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,1,0.9913543697681235
B1_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0,0.2895455412027843
B1_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0,0.2069309505976391
B1_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0,0.27364209128196265
B1_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0,0.18717343173313233
B1_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0,0.1385281015575761
B1_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0,0.058524498427339866
B1_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0,0.1222435317028342
B1_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0,0.16532658420474583
B1_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,1,0.9898426899045687
B1_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,1,0.9276007374610186
B1_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,1,0.8649967800253591
B1_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,1,0.8305111600262723
B1_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,1,0.8897597248293713
B1_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,1,0.8399248326968023
B1_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,1,0.8764569958983822
B1_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,1,0.9886920984299536
B1_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0,-0.20899796744213606
B1_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0,-0.11486755411267913
B1_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0,-0.13108837912030158
B1_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0,-0.12565831784727421
B1_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0,0.06477341670656278
B1_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0,0.05447531765546887
B1_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0,0.1073912520308486
B1_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0,0.05357321144833227
B2_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,1,1.0416868905257228
B2_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,1,1.017361221567891
B2_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,1,1.1113885334107403
B2_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,1,1.0760544851639637
B2_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,1,0.6693406890867505
B2_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,1,0.6701772687198861
B2_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,1,0.7145168508158517
B2_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,1,0.6284363477588635
B2_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,0,0.13838607015479076
B2_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,0,0.12990417237813223
B2_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,0,0.18225176288620099
B2_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,0,0.12346922965394774
B2_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0,-0.1419144553975863
B2_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0,-0.1724941680175952
B2_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0,-0.20374914557275015
B2_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0,-0.176794102931644
B2_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,1,0.9138244835113415
B2_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,1,0.9307931633682502
B2_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,1,0.8345783280022665
B2_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,1,0.891801141155121
B2_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,1,0.904813937975605
B2_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,1,0.903089888312476
B2_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,1,0.8940551303316465
B2_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,1,0.8007328990535933
B2_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0,-0.12112729026190938
B2_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0,-0.2298174765900418
B2_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0,-0.25656662436411015
B2_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0,-0.2679047493833425
B2_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0,0.03361619222811102
B2_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0,-0.026506820401040354
B2_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0,0.025054891339655105
B2_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0,-0.051721546086392345
B2_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,1,0.7520160686647045
B2_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,1,0.7807186193551308
B2_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,1,0.716994614027498
B2_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,1,0.6044689833029044
B2_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,1,0.9192146728097486
B2_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,1,0.9274573929713739
B2_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,1,0.821392558982533
B2_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,1,0.8664302302138196
B2_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0,0.19880188045813618
B2_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0,0.04380786932081959
B2_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0,0.06896637055318144
B2_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0,0.0405020428351453
B2_EMB48_NIRRIG_REPROD00004.asd,2017-02-24,EMB48,nao_irrigado,0,0.3852156099790986
B2_EMB48_NIRRIG_REPROD00005.asd,2017-02-24,EMB48,nao_irrigado,0,0.4307898468858883
B2_EMB48_NIRRIG_REPROD00006.asd,2017-02-24,EMB48,nao_irrigado,0,0.4087755168471696
B2_EMB48_NIRRIG_REPROD00007.asd,2017-02-24,EMB48,nao_irrigado,0,0.4044976990763527
B3_BR16_IRRIG_REPROD00000.asd,2017-02-24,BR16,irrigado,1,0.8900244664875163
B3_BR16_IRRIG_REPROD00001.asd,2017-02-24,BR16,irrigado,1,0.8485090902206857
B3_BR16_IRRIG_REPROD00002.asd,2017-02-24,BR16,irrigado,1,0.8992740383054056
B3_BR16_IRRIG_REPROD00003.asd,2017-02-24,BR16,irrigado,1,0.8954170753354821
B3_BR16_IRRIG_REPROD00004.asd,2017-02-24,BR16,irrigado,1,0.7607820703666224
B3_BR16_IRRIG_REPROD00005.asd,2017-02-24,BR16,irrigado,1,0.8910472785207559
B3_BR16_IRRIG_REPROD00006.asd,2017-02-24,BR16,irrigado,1,0.8393741173224561
B3_BR16_IRRIG_REPROD00007.asd,2017-02-24,BR16,irrigado,1,0.7788564919443064
B3_BR16_NIRRIG_REPROD00000.asd,2017-02-24,BR16,nao_irrigado,0,0.06790751126058497
B3_BR16_NIRRIG_REPROD00001.asd,2017-02-24,BR16,nao_irrigado,0,0.18590458209640648
B3_BR16_NIRRIG_REPROD00002.asd,2017-02-24,BR16,nao_irrigado,0,0.07796173513478644
B3_BR16_NIRRIG_REPROD00003.asd,2017-02-24,BR16,nao_irrigado,0,0.1260120228887766
B3_BR16_NIRRIG_REPROD00004.asd,2017-02-24,BR16,nao_irrigado,0,0.2393043853929545
B3_BR16_NIRRIG_REPROD00005.asd,2017-02-24,BR16,nao_irrigado,0,0.29940710707438206
B3_BR16_NIRRIG_REPROD00006.asd,2017-02-24,BR16,nao_irrigado,0,0.28039011294356997
B3_BR16_NIRRIG_REPROD00007.asd,2017-02-24,BR16,nao_irrigado,0,0.25438676361639556
B3_CD202_IRRIG_REPROD00000.asd,2017-02-24,CD202,irrigado,1,0.899808875582149
B3_CD202_IRRIG_REPROD00001.asd,2017-02-24,CD202,irrigado,1,0.7538862325073793
B3_CD202_IRRIG_REPROD00002.asd,2017-02-24,CD202,irrigado,1,0.9177247426330271
B3_CD202_IRRIG_REPROD00003.asd,2017-02-24,CD202,irrigado,1,0.8021713706488194
B3_CD202_IRRIG_REPROD00004.asd,2017-02-24,CD202,irrigado,1,1.1843178317642484
B3_CD202_IRRIG_REPROD00005.asd,2017-02-24,CD202,irrigado,1,1.1370382415892855
B3_CD202_IRRIG_REPROD00006.asd,2017-02-24,CD202,irrigado,1,1.084188001090261
B3_CD202_IRRIG_REPROD00007.asd,2017-02-24,CD202,irrigado,1,1.063321676279028
B3_CD202_NIRRIG_REPROD00000.asd,2017-02-24,CD202,nao_irrigado,0,0.08564938915545778
B3_CD202_NIRRIG_REPROD00001.asd,2017-02-24,CD202,nao_irrigado,0,-0.0040306399815127625
B3_CD202_NIRRIG_REPROD00002.asd,2017-02-24,CD202,nao_irrigado,0,-0.07549854080539076
B3_CD202_NIRRIG_REPROD00003.asd,2017-02-24,CD202,nao_irrigado,0,0.019893610290353414
B3_CD202_NIRRIG_REPROD00004.asd,2017-02-24,CD202,nao_irrigado,0,-0.2599165542144971
B3_CD202_NIRRIG_REPROD00005.asd,2017-02-24,CD202,nao_irrigado,0,-0.15280855472627308
B3_CD202_NIRRIG_REPROD00006.asd,2017-02-24,CD202,nao_irrigado,0,-0.19645576169766021
B3_CD202_NIRRIG_REPROD00007.asd,2017-02-24,CD202,nao_irrigado,0,-0.22463177561399372
B3_EMB48_IRRIG_REPROD00000.asd,2017-02-24,EMB48,irrigado,1,1.0724535635786538
B3_EMB48_IRRIG_REPROD00001.asd,2017-02-24,EMB48,irrigado,1,1.0333483074424656
B3_EMB48_IRRIG_REPROD00002.asd,2017-02-24,EMB48,irrigado,1,1.0214363225695617
B3_EMB48_IRRIG_REPROD00003.asd,2017-02-24,EMB48,irrigado,1,0.9676832987319941
B3_EMB48_IRRIG_REPROD00004.asd,2017-02-24,EMB48,irrigado,1,0.9154507015885414
B3_EMB48_IRRIG_REPROD00005.asd,2017-02-24,EMB48,irrigado,1,0.8852351084434813
B3_EMB48_IRRIG_REPROD00006.asd,2017-02-24,EMB48,irrigado,1,0.9386876893246039
B3_EMB48_IRRIG_REPROD00007.asd,2017-02-24,EMB48,irrigado,1,0.9045360922564841
B3_EMB48_NIRRIG_REPROD00000.asd,2017-02-24,EMB48,nao_irrigado,0,-0.019393071909535098
B3_EMB48_NIRRIG_REPROD00001.asd,2017-02-24,EMB48,nao_irrigado,0,-0.00025148987736522965
B3_EMB48_NIRRIG_REPROD00002.asd,2017-02-24,EMB48,nao_irrigado,0,0.07062035457009957
B3_EMB48_NIRRIG_REPROD00003.asd,2017-02-24,EMB48,nao_irrigado,0,-0.011204778475255694
