row_number,nomenclaura,bloco_normalizado,genotipo_normalizado,condicao_normalizada,data_coleta_raw,data_coleta_iso,turno
257,B2_BR16_NIRRIG_REPROD00007.asd,B2,BR16,nao_irrigado,20170223,2017-02-23,tarde
258,B2_CD202_IRRIG_REPROD00000.asd,B2,CD202,irrigado,20170223,2017-02-23,tarde
259,B2_CD202_IRRIG_REPROD00001.asd,B2,CD202,irrigado,20170223,2017-02-23,tarde
260,B2_CD202_IRRIG_REPROD00002.asd,B2,CD202,irrigado,20170223,2017-02-23,tarde
261,B2_CD202_IRRIG_REPROD00003.asd,B2,CD202,irrigado,20170223,2017-02-23,tarde
262,B2_CD202_IRRIG_REPROD00004.asd,B2,CD202,irrigado,20170223,2017-02-23,tarde
263,B2_CD202_IRRIG_REPROD00005.asd,B2,CD202,irrigado,20170223,2017-02-23,tarde
264,B2_CD202_IRRIG_REPROD00006.asd,B2,CD202,irrigado,20170223,2017-02-23,tarde
265,B2_CD202_IRRIG_REPROD00007.asd,B2,CD202,irrigado,20170223,2017-02-23,tarde
266,B2_CD202_NIRRIG_REPROD00000.asd,B2,CD202,nao_irrigado,20170223,2017-02-23,tarde
267,B2_CD202_NIRRIG_REPROD00001.asd,B2,CD202,nao_irrigado,20170223,2017-02-23,tarde
268,B2_CD202_NIRRIG_REPROD00002.asd,B2,CD202,nao_irrigado,20170223,2017-02-23,tarde
269,B2_CD202_NIRRIG_REPROD00003.asd,B2,CD202,nao_irrigado,20170223,2017-02-23,tarde
270,B2_CD202_NIRRIG_REPROD00004.asd,B2,CD202,nao_irrigado,20170223,2017-02-23,tarde
271,B2_CD202_NIRRIG_REPROD00005.asd,B2,CD202,nao_irrigado,20170223,2017-02-23,tarde
272,B2_CD202_NIRRIG_REPROD00006.asd,B2,CD202,nao_irrigado,20170223,2017-02-23,tarde
273,B2_CD202_NIRRIG_REPROD00007.asd,B2,CD202,nao_irrigado,20170223,2017-02-23,tarde
274,B2_EMB48_IRRIG_REPROD00000.asd,B2,EMB48,irrigado,20170223,2017-02-23,tarde
275,B2_EMB48_IRRIG_REPROD00001.asd,B2,EMB48,irrigado,20170223,2017-02-23,tarde
276,B2_EMB48_IRRIG_REPROD00002.asd,B2,EMB48,irrigado,20170223,2017-02-23,tarde
277,B2_EMB48_IRRIG_REPROD00003.asd,B2,EMB48,irrigado,20170223,2017-02-23,tarde
278,B2_EMB48_IRRIG_REPROD00004.asd,B2,EMB48,irrigado,20170223,2017-02-23,tarde
279,B2_EMB48_IRRIG_REPROD00005.asd,B2,EMB48,irrigado,20170223,2017-02-23,tarde
280,B2_EMB48_IRRIG_REPROD00006.asd,B2,EMB48,irrigado,20170223,2017-02-23,tarde
281,B2_EMB48_IRRIG_REPROD00007.asd,B2,EMB48,irrigado,20170223,2017-02-23,tarde
282,B2_EMB48_NIRRIG_REPROD00000.asd,B2,EMB48,nao_irrigado,20170223,2017-02-23,tarde
283,B2_EMB48_NIRRIG_REPROD00001.asd,B2,EMB48,nao_irrigado,20170223,2017-02-23,tarde
284,B2_EMB48_NIRRIG_REPROD00002.asd,B2,EMB48,nao_irrigado,20170223,2017-02-23,tarde
285,B2_EMB48_NIRRIG_REPROD00003.asd,B2,EMB48,nao_irrigado,20170223,2017-02-23,tarde
286,B2_EMB48_NIRRIG_REPROD00004.asd,B2,EMB48,nao_irrigado,20170223,2017-02-23,tarde
287,B2_EMB48_NIRRIG_REPROD00005.asd,B2,EMB48,nao_irrigado,20170223,2017-02-23,tarde
288,B2_EMB48_NIRRIG_REPROD00006.asd,B2,EMB48,nao_irrigado,20170223,2017-02-23,tarde
289,B2_EMB48_NIRRIG_REPROD00007.asd,B2,EMB48,nao_irrigado,20170223,2017-02-23,tarde
290,B3_BR16_IRRIG_REPROD00000.asd,B3,BR16,irrigado,20170223,2017-02-23,tarde
291,B3_BR16_IRRIG_REPROD00001.asd,B3,BR16,irrigado,20170223,2017-02-23,tarde
292,B3_BR16_IRRIG_REPROD00002.asd,B3,BR16,irrigado,20170223,2017-02-23,tarde
293,B3_BR16_IRRIG_REPROD00003.asd,B3,BR16,irrigado,20170223,2017-02-23,tarde
294,B3_BR16_IRRIG_REPROD00004.asd,B3,BR16,irrigado,20170223,2017-02-23,tarde
295,B3_BR16_IRRIG_REPROD00005.asd,B3,BR16,irrigado,20170223,2017-02-23,tarde
296,B3_BR16_IRRIG_REPROD00006.asd,B3,BR16,irrigado,20170223,2017-02-23,tarde
297,B3_BR16_IRRIG_REPROD00007.asd,B3,BR16,irrigado,20170223,2017-02-23,tarde
298,B3_BR16_NIRRIG_REPROD00000.asd,B3,BR16,nao_irrigado,20170223,2017-02-23,tarde
299,B3_BR16_NIRRIG_REPROD00001.asd,B3,BR16,nao_irrigado,20170223,2017-02-23,tarde
300,B3_BR16_NIRRIG_REPROD00002.asd,B3,BR16,nao_irrigado,20170223,2017-02-23,tarde
301,B3_BR16_NIRRIG_REPROD00003.asd,B3,BR16,nao_irrigado,20170223,2017-02-23,tarde
302,B3_BR16_NIRRIG_REPROD00004.asd,B3,BR16,nao_irrigado,20170223,2017-02-23,tarde
303,B3_BR16_NIRRIG_REPROD00005.asd,B3,BR16,nao_irrigado,20170223,2017-02-23,tarde
304,B3_BR16_NIRRIG_REPROD00006.asd,B3,BR16,nao_irrigado,20170223,2017-02-23,tarde
305,B3_BR16_NIRRIG_REPROD00007.asd,B3,BR16,nao_irrigado,20170223,2017-02-23,tarde
306,B3_C202_IRRIG_REPROD00000.asd,B3,CD202,irrigado,20170223,2017-02-23,tarde
307,B3_C202_IRRIG_REPROD00001.asd,B3,CD202,irrigado,20170223,2017-02-23,tarde
308,B3_C202_IRRIG_REPROD00002.asd,B3,CD202,irrigado,20170223,2017-02-23,tarde
309,B3_C202_IRRIG_REPROD00003.asd,B3,CD202,irrigado,20170223,2017-02-23,tarde
310,B3_C202_IRRIG_REPROD00004.asd,B3,CD202,irrigado,20170223,2017-02-23,tarde
311,B3_C202_IRRIG_REPROD00005.asd,B3,CD202,irrigado,20170223,2017-02-23,tarde
312,B3_C202_IRRIG_REPROD00006.asd,B3,CD202,irrigado,20170223,2017-02-23,tarde
313,B3_C202_IRRIG_REPROD00007.asd,B3,CD202,irrigado,20170223,2017-02-23,tarde
314,B3_C202_NIRRIG_REPROD00000.asd,B3,CD202,nao_irrigado,20170223,2017-02-23,tarde
315,B3_C202_NIRRIG_REPROD00001.asd,B3,CD202,nao_irrigado,20170223,2017-02-23,tarde
316,B3_C202_NIRRIG_REPROD00002.asd,B3,CD202,nao_irrigado,20170223,2017-02-23,tarde
317,B3_C202_NIRRIG_REPROD00003.asd,B3,CD202,nao_irrigado,20170223,2017-02-23,tarde
318,B3_C202_NIRRIG_REPROD00004.asd,B3,CD202,nao_irrigado,20170223,2017-02-23,tarde
319,B3_C202_NIRRIG_REPROD00005.asd,B3,CD202,nao_irrigado,20170223,2017-02-23,tarde
320,B3_C202_NIRRIG_REPROD00006.asd,B3,CD202,nao_irrigado,20170223,2017-02-23,tarde
321,B3_C202_NIRRIG_REPROD00007.asd,B3,CD202,nao_irrigado,20170223,2017-02-23,tarde
322,B3_EMB48_IRRIG_REPROD00000.asd,B3,EMB48,irrigado,20170223,2017-02-23,tarde
323,B3_EMB48_IRRIG_REPROD00001.asd,B3,EMB48,irrigado,20170223,2017-02-23,tarde
324,B3_EMB48_IRRIG_REPROD00002.asd,B3,EMB48,irrigado,20170223,2017-02-23,tarde
325,B3_EMB48_IRRIG_REPROD00003.asd,B3,EMB48,irrigado,20170223,2017-02-23,tarde
326,B3_EMB48_IRRIG_REPROD00004.asd,B3,EMB48,irrigado,20170223,2017-02-23,tarde
327,B3_EMB48_IRRIG_REPROD00005.asd,B3,EMB48,irrigado,20170223,2017-02-23,tarde
328,B3_EMB48_IRRIG_REPROD00006.asd,B3,EMB48,irrigado,20170223,2017-02-23,tarde
329,B3_EMB48_IRRIG_REPROD00007.asd,B3,EMB48,irrigado,20170223,2017-02-23,tarde
330,B3_EMB48_NIRRIG_REPROD00000.asd,B3,EMB48,nao_irrigado,20170223,2017-02-23,tarde
331,B3_EMB48_NIRRIG_REPROD00001.asd,B3,EMB48,nao_irrigado,20170223,2017-02-23,tarde
332,B3_EMB48_NIRRIG_REPROD00002.asd,B3,EMB48,nao_irrigado,20170223,2017-02-23,tarde
333,B3_EMB48_NIRRIG_REPROD00003.asd,B3,EMB48,nao_irrigado,20170223,2017-02-23,tarde
334,B3_EMB48_NIRRIG_REPROD00004.asd,B3,EMB48,nao_irrigado,20170223,2017-02-23,tarde
335,B3_EMB48_NIRRIG_REPROD00005.asd,B3,EMB48,nao_irrigado,20170223,2017-02-23,tarde
336,B3_EMB48_NIRRIG_REPROD00006.asd,B3,EMB48,nao_irrigado,20170223,2017-02-23,tarde
337,B3_EMB48_NIRRIG_REPROD00007.asd,B3,EMB48,nao_irrigado,20170223,2017-02-23,tarde
338,B4_BR16_IRRIG_REPROD00000.asd,B4,BR16,irrigado,20170223,2017-02-23,tarde
339,B4_BR16_IRRIG_REPROD00001.asd,B4,BR16,irrigado,20170223,2017-02-23,tarde
340,B4_BR16_IRRIG_REPROD00002.asd,B4,BR16,irrigado,20170223,2017-02-23,tarde
341,B4_BR16_IRRIG_REPROD00003.asd,B4,BR16,irrigado,20170223,2017-02-23,tarde
342,B4_BR16_IRRIG_REPROD00004.asd,B4,BR16,irrigado,20170223,2017-02-23,tarde
343,B4_BR16_IRRIG_REPROD00005.asd,B4,BR16,irrigado,20170223,2017-02-23,tarde
344,B4_BR16_IRRIG_REPROD00006.asd,B4,BR16,irrigado,20170223,2017-02-23,tarde
345,B4_BR16_IRRIG_REPROD00007.asd,B4,BR16,irrigado,20170223,2017-02-23,tarde
346,B4_BR16_NIRRIG_REPROD00000.asd,B4,BR16,nao_irrigado,20170223,2017-02-23,tarde
347,B4_BR16_NIRRIG_REPROD00001.asd,B4,BR16,nao_irrigado,20170223,2017-02-23,tarde
348,B4_BR16_NIRRIG_REPROD00002.asd,B4,BR16,nao_irrigado,20170223,2017-02-23,tarde
349,B4_BR16_NIRRIG_REPROD00003.asd,B4,BR16,nao_irrigado,20170223,2017-02-23,tarde
350,B4_BR16_NIRRIG_REPROD00004.asd,B4,BR16,nao_irrigado,20170223,2017-02-23,tarde
351,B4_BR16_NIRRIG_REPROD00005.asd,B4,BR16,nao_irrigado,20170223,2017-02-23,tarde
352,B4_BR16_NIRRIG_REPROD00006.asd,B4,BR16,nao_irrigado,20170223,2017-02-23,tarde
353,B4_BR16_NIRRIG_REPROD00007.asd,B4,BR16,nao_irrigado,20170223,2017-02-23,tarde
354,B4_CD202_IRRIG_REPROD00000.asd,B4,CD202,irrigado,20170223,2017-02-23,tarde
355,B4_CD202_IRRIG_REPROD00001.asd,B4,CD202,irrigado,20170223,2017-02-23,tarde
356,B4_CD202_IRRIG_REPROD00002.asd,B4,CD202,irrigado,20170223,2017-02-23,tarde
357,B4_CD202_IRRIG_REPROD00003.asd,B4,CD202,irrigado,20170223,2017-02-23,tarde
358,B4_CD202_IRRIG_REPROD00004.asd,B4,CD202,irrigado,20170223,2017-02-23,tarde
359,B4_CD202_IRRIG_REPROD00005.asd,B4,CD202,irrigado,20170223,2017-02-23,tarde
360,B4_CD202_IRRIG_REPROD00006.asd,B4,CD202,irrigado,20170223,2017-02-23,tarde
361,B4_CD202_IRRIG_REPROD00007.asd,B4,CD202,irrigado,20170223,2017-02-23,tarde
362,B4_CD202_NIRRIG_REPROD00000.asd,B4,CD202,nao_irrigado,20170223,2017-02-23,tarde
363,B4_CD202_NIRRIG_REPROD00001.asd,B4,CD202,nao_irrigado,20170223,2017-02-23,tarde
364,B4_CD202_NIRRIG_REPROD00002.asd,B4,CD202,nao_irrigado,20170223,2017-02-23,tarde
365,B4_CD202_NIRRIG_REPROD00003.asd,B4,CD202,nao_irrigado,20170223,2017-02-23,tarde
366,B4_CD202_NIRRIG_REPROD00004.asd,B4,CD202,nao_irrigado,20170223,2017-02-23,tarde
367,B4_CD202_NIRRIG_REPROD00005.asd,B4,CD202,nao_irrigado,20170223,2017-02-23,tarde
368,B4_CD202_NIRRIG_REPROD00006.asd,B4,CD202,nao_irrigado,20170223,2017-02-23,tarde
369,B4_CD202_NIRRIG_REPROD00007.asd,B4,CD202,nao_irrigado,20170223,2017-02-23,tarde
370,B4_EMB48_IRRIG_REPROD00000.asd,B4,EMB48,irrigado,20170223,2017-02-23,tarde
371,B4_EMB48_IRRIG_REPROD00001.asd,B4,EMB48,irrigado,20170223,2017-02-23,tarde
372,B4_EMB48_IRRIG_REPROD00002.asd,B4,EMB48,irrigado,20170223,2017-02-23,tarde
373,B4_EMB48_IRRIG_REPROD00003.asd,B4,EMB48,irrigado,20170223,2017-02-23,tarde
374,B4_EMB48_IRRIG_REPROD00004.asd,B4,EMB48,irrigado,20170223,2017-02-23,tarde
375,B4_EMB48_IRRIG_REPROD00005.asd,B4,EMB48,irrigado,20170223,2017-02-23,tarde
376,B4_EMB48_IRRIG_REPROD00006.asd,B4,EMB48,irrigado,20170223,2017-02-23,tarde
377,B4_EMB48_IRRIG_REPROD00007.asd,B4,EMB48,irrigado,20170223,2017-02-23,tarde
378,B4_EMB48_NIRRIG_REPROD00000.asd,B4,EMB48,nao_irrigado,20170223,2017-02-23,tarde
379,B4_EMB48_NIRRIG_REPROD00001.asd,B4,EMB48,nao_irrigado,20170223,2017-02-23,tarde
380,B4_EMB48_NIRRIG_REPROD00002.asd,B4,EMB48,nao_irrigado,20170223,2017-02-23,tarde
381,B4_EMB48_NIRRIG_REPROD00003.asd,B4,EMB48,nao_irrigado,20170223,2017-02-23,tarde
382,B4_EMB48_NIRRIG_REPROD00004.asd,B4,EMB48,nao_irrigado,20170223,2017-02-23,tarde
383,B4_EMB48_NIRRIG_REPROD00005.asd,B4,EMB48,nao_irrigado,20170223,2017-02-23,tarde
384,B4_EMB48_NIRRIG_REPROD00006.asd,B4,EMB48,nao_irrigado,20170223,2017-02-23,tarde
385,B4_EMB48_NIRRIG_REPROD00007.asd,B4,EMB48,nao_irrigado,20170223,2017-02-23,tarde
386,B1_BR16_IRRIG_REPROD00000.asd,B1,BR16,irrigado,20170224,2017-02-24,manha
387,B1_BR16_IRRIG_REPROD00001.asd,B1,BR16,irrigado,20170224,2017-02-24,manha
388,B1_BR16_IRRIG_REPROD00002.asd,B1,BR16,irrigado,20170224,2017-02-24,manha
389,B1_BR16_IRRIG_REPROD00003.asd,B1,BR16,irrigado,20170224,2017-02-24,manha
390,B1_BR16_IRRIG_REPROD00004.asd,B1,BR16,irrigado,20170224,2017-02-24,manha
391,B1_BR16_IRRIG_REPROD00005.asd,B1,BR16,irrigado,20170224,2017-02-24,manha
392,B1_BR16_IRRIG_REPROD00006.asd,B1,BR16,irrigado,20170224,2017-02-24,manha
393,B1_BR16_IRRIG_REPROD00007.asd,B1,BR16,irrigado,20170224,2017-02-24,manha
394,B1_BR16_NIRRIG_REPROD00000.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,manha
395,B1_BR16_NIRRIG_REPROD00001.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,manha
396,B1_BR16_NIRRIG_REPROD00002.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,manha
397,B1_BR16_NIRRIG_REPROD00003.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,manha
398,B1_BR16_NIRRIG_REPROD00004.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,manha
399,B1_BR16_NIRRIG_REPROD00005.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,manha
400,B1_BR16_NIRRIG_REPROD00006.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,manha
401,B1_BR16_NIRRIG_REPROD00007.asd,B1,BR16,nao_irrigado,20170224,2017-02-24,manha
402,B1_CD202_IRRIG_REPROD00000.asd,B1,CD202,irrigado,20170224,2017-02-24,manha
403,B1_CD202_IRRIG_REPROD00001.asd,B1,CD202,irrigado,20170224,2017-02-24,manha
404,B1_CD202_IRRIG_REPROD00002.asd,B1,CD202,irrigado,20170224,2017-02-24,manha
405,B1_CD202_IRRIG_REPROD00003.asd,B1,CD202,irrigado,20170224,2017-02-24,manha
406,B1_CD202_IRRIG_REPROD00004.asd,B1,CD202,irrigado,20170224,2017-02-24,manha
407,B1_CD202_IRRIG_REPROD00005.asd,B1,CD202,irrigado,20170224,2017-02-24,manha
408,B1_CD202_IRRIG_REPROD00006.asd,B1,CD202,irrigado,20170224,2017-02-24,manha
409,B1_CD202_IRRIG_REPROD00007.asd,B1,CD202,irrigado,20170224,2017-02-24,manha
410,B1_CD202_NIRRIG_REPROD00000.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,manha
411,B1_CD202_NIRRIG_REPROD00001.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,manha
412,B1_CD202_NIRRIG_REPROD00002.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,manha
413,B1_CD202_NIRRIG_REPROD00003.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,manha
414,B1_CD202_NIRRIG_REPROD00004.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,manha
415,B1_CD202_NIRRIG_REPROD00005.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,manha
416,B1_CD202_NIRRIG_REPROD00006.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,manha
417,B1_CD202_NIRRIG_REPROD00007.asd,B1,CD202,nao_irrigado,20170224,2017-02-24,manha
418,B1_EMB48_IRRIG_REPROD00000.asd,B1,EMB48,irrigado,20170224,2017-02-24,manha
419,B1_EMB48_IRRIG_REPROD00001.asd,B1,EMB48,irrigado,20170224,2017-02-24,manha
420,B1_EMB48_IRRIG_REPROD00002.asd,B1,EMB48,irrigado,20170224,2017-02-24,manha
421,B1_EMB48_IRRIG_REPROD00003.asd,B1,EMB48,irrigado,20170224,2017-02-24,manha
422,B1_EMB48_IRRIG_REPROD00004.asd,B1,EMB48,irrigado,20170224,2017-02-24,manha
423,B1_EMB48_IRRIG_REPROD00005.asd,B1,EMB48,irrigado,20170224,2017-02-24,manha
424,B1_EMB48_IRRIG_REPROD00006.asd,B1,EMB48,irrigado,20170224,2017-02-24,manha
425,B1_EMB48_IRRIG_REPROD00007.asd,B1,EMB48,irrigado,20170224,2017-02-24,manha
426,B1_EMB48_NIRRIG_REPROD00000.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,manha
427,B1_EMB48_NIRRIG_REPROD00001.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,manha
428,B1_EMB48_NIRRIG_REPROD00002.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,manha
429,B1_EMB48_NIRRIG_REPROD00003.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,manha
430,B1_EMB48_NIRRIG_REPROD00004.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,manha
431,B1_EMB48_NIRRIG_REPROD00005.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,manha
432,B1_EMB48_NIRRIG_REPROD00006.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,manha
433,B1_EMB48_NIRRIG_REPROD00007.asd,B1,EMB48,nao_irrigado,20170224,2017-02-24,manha
434,B2_BR16_IRRIG_REPROD00000.asd,B2,BR16,irrigado,20170224,2017-02-24,manha
435,B2_BR16_IRRIG_REPROD00001.asd,B2,BR16,irrigado,20170224,2017-02-24,manha
436,B2_BR16_IRRIG_REPROD00002.asd,B2,BR16,irrigado,20170224,2017-02-24,manha
437,B2_BR16_IRRIG_REPROD00003.asd,B2,BR16,irrigado,20170224,2017-02-24,manha
438,B2_BR16_IRRIG_REPROD00004.asd,B2,BR16,irrigado,20170224,2017-02-24,manha
439,B2_BR16_IRRIG_REPROD00005.asd,B2,BR16,irrigado,20170224,2017-02-24,manha
440,B2_BR16_IRRIG_REPROD00006.asd,B2,BR16,irrigado,20170224,2017-02-24,manha
441,B2_BR16_IRRIG_REPROD00007.asd,B2,BR16,irrigado,20170224,2017-02-24,manha
442,B2_BR16_NIRRIG_REPROD00000.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,manha
443,B2_BR16_NIRRIG_REPROD00001.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,manha
444,B2_BR16_NIRRIG_REPROD00002.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,manha
445,B2_BR16_NIRRIG_REPROD00003.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,manha
446,B2_BR16_NIRRIG_REPROD00004.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,manha
447,B2_BR16_NIRRIG_REPROD00005.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,manha
448,B2_BR16_NIRRIG_REPROD00006.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,manha
449,B2_BR16_NIRRIG_REPROD00007.asd,B2,BR16,nao_irrigado,20170224,2017-02-24,manha
450,B2_CD202_IRRIG_REPROD00000.asd,B2,CD202,irrigado,20170224,2017-02-24,manha
451,B2_CD202_IRRIG_REPROD00001.asd,B2,CD202,irrigado,20170224,2017-02-24,manha
452,B2_CD202_IRRIG_REPROD00002.asd,B2,CD202,irrigado,20170224,2017-02-24,manha
453,B2_CD202_IRRIG_REPROD00003.asd,B2,CD202,irrigado,20170224,2017-02-24,manha
454,B2_CD202_IRRIG_REPROD00004.asd,B2,CD202,irrigado,20170224,2017-02-24,manha
455,B2_CD202_IRRIG_REPROD00005.asd,B2,CD202,irrigado,20170224,2017-02-24,manha
456,B2_CD202_IRRIG_REPROD00006.asd,B2,CD202,irrigado,20170224,2017-02-24,manha
457,B2_CD202_IRRIG_REPROD00007.asd,B2,CD202,irrigado,20170224,2017-02-24,manha
458,B2_CD202_NIRRIG_REPROD00000.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,manha
459,B2_CD202_NIRRIG_REPROD00001.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,manha
460,B2_CD202_NIRRIG_REPROD00002.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,manha
461,B2_CD202_NIRRIG_REPROD00003.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,manha
462,B2_CD202_NIRRIG_REPROD00004.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,manha
463,B2_CD202_NIRRIG_REPROD00005.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,manha
464,B2_CD202_NIRRIG_REPROD00006.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,manha
465,B2_CD202_NIRRIG_REPROD00007.asd,B2,CD202,nao_irrigado,20170224,2017-02-24,manha
466,B2_EMB48_IRRIG_REPROD00000.asd,B2,EMB48,irrigado,20170224,2017-02-24,manha
467,B2_EMB48_IRRIG_REPROD00001.asd,B2,EMB48,irrigado,20170224,2017-02-24,manha
468,B2_EMB48_IRRIG_REPROD00002.asd,B2,EMB48,irrigado,20170224,2017-02-24,manha
469,B2_EMB48_IRRIG_REPROD00003.asd,B2,EMB48,irrigado,20170224,2017-02-24,manha
470,B2_EMB48_IRRIG_REPROD00004.asd,B2,EMB48,irrigado,20170224,2017-02-24,manha
471,B2_EMB48_IRRIG_REPROD00005.asd,B2,EMB48,irrigado,20170224,2017-02-24,manha
472,B2_EMB48_IRRIG_REPROD00006.asd,B2,EMB48,irrigado,20170224,2017-02-24,manha
473,B2_EMB48_IRRIG_REPROD00007.asd,B2,EMB48,irrigado,20170224,2017-02-24,manha
474,B2_EMB48_NIRRIG_REPROD00000.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,manha
475,B2_EMB48_NIRRIG_REPROD00001.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,manha
476,B2_EMB48_NIRRIG_REPROD00002.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,manha
477,B2_EMB48_NIRRIG_REPROD00003.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,manha
478,B2_EMB48_NIRRIG_REPROD00004.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,manha
479,B2_EMB48_NIRRIG_REPROD00005.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,manha
480,B2_EMB48_NIRRIG_REPROD00006.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,manha
481,B2_EMB48_NIRRIG_REPROD00007.asd,B2,EMB48,nao_irrigado,20170224,2017-02-24,manha
482,B3_BR16_IRRIG_REPROD00000.asd,B3,BR16,irrigado,20170224,2017-02-24,manha
483,B3_BR16_IRRIG_REPROD00001.asd,B3,BR16,irrigado,20170224,2017-02-24,manha
484,B3_BR16_IRRIG_REPROD00002.asd,B3,BR16,irrigado,20170224,2017-02-24,manha
485,B3_BR16_IRRIG_REPROD00003.asd,B3,BR16,irrigado,20170224,2017-02-24,manha
486,B3_BR16_IRRIG_REPROD00004.asd,B3,BR16,irrigado,20170224,2017-02-24,manha
487,B3_BR16_IRRIG_REPROD00005.asd,B3,BR16,irrigado,20170224,2017-02-24,manha
488,B3_BR16_IRRIG_REPROD00006.asd,B3,BR16,irrigado,20170224,2017-02-24,manha
489,B3_BR16_IRRIG_REPROD00007.asd,B3,BR16,irrigado,20170224,2017-02-24,manha
490,B3_BR16_NIRRIG_REPROD00000.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,manha
491,B3_BR16_NIRRIG_REPROD00001.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,manha
492,B3_BR16_NIRRIG_REPROD00002.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,manha
493,B3_BR16_NIRRIG_REPROD00003.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,manha
494,B3_BR16_NIRRIG_REPROD00004.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,manha
495,B3_BR16_NIRRIG_REPROD00005.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,manha
496,B3_BR16_NIRRIG_REPROD00006.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,manha
497,B3_BR16_NIRRIG_REPROD00007.asd,B3,BR16,nao_irrigado,20170224,2017-02-24,manha
498,B3_CD202_IRRIG_REPROD00000.asd,B3,CD202,irrigado,20170224,2017-02-24,manha
499,B3_CD202_IRRIG_REPROD00001.asd,B3,CD202,irrigado,20170224,2017-02-24,manha
500,B3_CD202_IRRIG_REPROD00002.asd,B3,CD202,irrigado,20170224,2017-02-24,manha
501,B3_CD202_IRRIG_REPROD00003.asd,B3,CD202,irrigado,20170224,2017-02-24,manha
502,B3_CD202_IRRIG_REPROD00004.asd,B3,CD202,irrigado,20170224,2017-02-24,manha
503,B3_CD202_IRRIG_REPROD00005.asd,B3,CD202,irrigado,20170224,2017-02-24,manha
504,B3_CD202_IRRIG_REPROD00006.asd,B3,CD202,irrigado,20170224,2017-02-24,manha
505,B3_CD202_IRRIG_REPROD00007.asd,B3,CD202,irrigado,20170224,2017-02-24,manha
506,B3_CD202_NIRRIG_REPROD00000.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,manha
507,B3_CD202_NIRRIG_REPROD00001.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,manha
508,B3_CD202_NIRRIG_REPROD00002.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,manha
509,B3_CD202_NIRRIG_REPROD00003.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,manha
510,B3_CD202_NIRRIG_REPROD00004.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,manha
511,B3_CD202_NIRRIG_REPROD00005.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,manha
512,B3_CD202_NIRRIG_REPROD00006.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,manha
513,B3_CD202_NIRRIG_REPROD00007.asd,B3,CD202,nao_irrigado,20170224,2017-02-24,manha
