dia,banda,comprimento_onda_nm,status,ranking
dia2,band_728,728,Rejeitado,536
dia2,band_729,729,Rejeitado,1669
dia2,band_730,730,Rejeitado,334
dia2,band_731,731,Rejeitado,1394
dia2,band_732,732,Rejeitado,935
dia2,band_733,733,Rejeitado,330
dia2,band_734,734,Rejeitado,672
dia2,band_735,735,Rejeitado,632
dia2,band_736,736,Rejeitado,278
dia2,band_737,737,Rejeitado,785
dia2,band_738,738,Rejeitado,428
dia2,band_739,739,Rejeitado,1669
dia2,band_740,740,Rejeitado,376
dia2,band_741,741,Rejeitado,935
dia2,band_742,742,Rejeitado,238
dia2,band_743,743,Rejeitado,785
dia2,band_744,744,Rejeitado,785
dia2,band_745,745,Rejeitado,235
dia2,band_746,746,Rejeitado,785
dia2,band_747,747,Rejeitado,421
dia2,band_748,748,Rejeitado,935
dia2,band_749,749,Rejeitado,472
dia2,band_750,750,Rejeitado,785
dia2,band_751,751,Rejeitado,1669
dia2,band_752,752,Rejeitado,1669
dia2,band_753,753,Rejeitado,397
dia2,band_754,754,Rejeitado,785
dia2,band_755,755,Rejeitado,393
dia2,band_756,756,Rejeitado,935
dia2,band_757,757,Rejeitado,785
dia2,band_758,758,Rejeitado,1669
dia2,band_759,759,Rejeitado,1171
dia2,band_760,760,Rejeitado,988
dia2,band_761,761,Rejeitado,1171
dia2,band_762,762,Rejeitado,785
dia2,band_763,763,Rejeitado,1669
dia2,band_764,764,Rejeitado,1669
dia2,band_765,765,Rejeitado,1171
dia2,band_766,766,Rejeitado,1171
dia2,band_767,767,Rejeitado,1171
dia2,band_768,768,Rejeitado,1171
dia2,band_769,769,Rejeitado,1394
dia2,band_770,770,Rejeitado,283
dia2,band_771,771,Rejeitado,785
dia2,band_772,772,Rejeitado,785
dia2,band_773,773,Rejeitado,1171
dia2,band_774,774,Rejeitado,785
dia2,band_775,775,Rejeitado,1171
dia2,band_776,776,Rejeitado,1394
dia2,band_777,777,Rejeitado,1171
dia2,band_778,778,Rejeitado,1669
dia2,band_779,779,Rejeitado,1171
dia2,band_780,780,Rejeitado,536
dia2,band_781,781,Rejeitado,1171
dia2,band_782,782,Rejeitado,632
dia2,band_783,783,Rejeitado,1171
dia2,band_784,784,Rejeitado,1394
dia2,band_785,785,Rejeitado,935
dia2,band_786,786,Rejeitado,785
dia2,band_787,787,Rejeitado,1171
dia2,band_788,788,Rejeitado,1669
dia2,band_789,789,Rejeitado,1669
dia2,band_790,790,Rejeitado,1171
dia2,band_791,791,Rejeitado,1171
dia2,band_792,792,Rejeitado,1669
dia2,band_793,793,Rejeitado,1394
dia2,band_794,794,Rejeitado,1394
dia2,band_795,795,Rejeitado,785
dia2,band_796,796,Rejeitado,1669
dia2,band_797,797,Rejeitado,1669
dia2,band_798,798,Rejeitado,785
dia2,band_799,799,Rejeitado,1394
dia2,band_800,800,Rejeitado,1171
dia2,band_801,801,Rejeitado,1394
dia2,band_802,802,Rejeitado,1669
dia2,band_803,803,Rejeitado,1669
dia2,band_804,804,Rejeitado,1171
dia2,band_805,805,Rejeitado,1394
dia2,band_806,806,Rejeitado,1669
dia2,band_807,807,Rejeitado,1171
dia2,band_808,808,Rejeitado,785
dia2,band_809,809,Rejeitado,785
dia2,band_810,810,Rejeitado,785
dia2,band_811,811,Rejeitado,1171
