condicao,banda,comprimento_onda_nm,media_reflectancia,desvio_padrao,n
IRR,band_1618,1618,0.35925288204794587,0.01738858798679024,72
IRR,band_1619,1619,0.3595410752769223,0.0174071557160084,72
IRR,band_1620,1620,0.35982461725022064,0.017425653681620915,72
IRR,band_1621,1621,0.3601039868814807,0.017443542720336287,72
IRR,band_1622,1622,0.36037956950526606,0.017460523611106425,72
IRR,band_1623,1623,0.36065165400712257,0.017476591856443357,72
IRR,band_1624,1624,0.36091939050085814,0.017491860036425846,72
IRR,band_1625,1625,0.36118222135980693,0.017507117660965254,72
IRR,band_1626,1626,0.3614401183016215,0.017522400295913003,72
IRR,band_1627,1627,0.361694528499098,0.017538932028333565,72
IRR,band_1628,1628,0.3619455230689321,0.017556895851372465,72
IRR,band_1629,1629,0.36219284945049096,0.017575261987709857,72
IRR,band_1630,1630,0.36243651106314384,0.017594111469440742,72
IRR,band_1631,1631,0.36267609212403945,0.017612814631758185,72
IRR,band_1632,1632,0.3629110162751065,0.017630942997860832,72
IRR,band_1633,1633,0.36314097901396875,0.01764821475448307,72
IRR,band_1634,1634,0.36336590277233277,0.017664409451633722,72
IRR,band_1635,1635,0.36358459790693054,0.017680461835410357,72
IRR,band_1636,1636,0.3637968318251706,0.017696511371564222,72
IRR,band_1637,1637,0.3640033848912727,0.017712735774512642,72
IRR,band_1638,1638,0.3642039249274338,0.017729237059774847,72
IRR,band_1639,1639,0.3643993706484361,0.0177448808623752,72
IRR,band_1640,1640,0.36459001767130705,0.01775916119854573,72
IRR,band_1641,1641,0.36477564032193943,0.01777271702212676,72
IRR,band_1642,1642,0.36495617991515733,0.01778564193049471,72
IRR,band_1643,1643,0.3651313515801017,0.017797813784928805,72
IRR,band_1644,1644,0.3653007963760006,0.017809635302053657,72
IRR,band_1645,1645,0.36546363414710265,0.01782138947820419,72
IRR,band_1646,1646,0.3656194029937455,0.017832610769119003,72
IRR,band_1647,1647,0.3657690953991,0.01784312364894411,72
IRR,band_1648,1648,0.36591217517714925,0.017852923204780224,72
IRR,band_1649,1649,0.36604912911912924,0.017861502836347822,72
IRR,band_1650,1650,0.36617969211102364,0.017869126372575785,72
IRR,band_1651,1651,0.36630212589796524,0.017876500871843976,72
IRR,band_1652,1652,0.36641543324140935,0.017883434088236384,72
IRR,band_1653,1653,0.3665194832204455,0.017889979117803687,72
IRR,band_1654,1654,0.36661370332933263,0.017896108532121303,72
IRR,band_1655,1655,0.36669718762798,0.017901140000249446,72
IRR,band_1656,1656,0.3667700936334637,0.017905143880271965,72
IRR,band_1657,1657,0.3668327035850807,0.01790835359668654,72
IRR,band_1658,1658,0.3668844827436618,0.01791070412913467,72
IRR,band_1659,1659,0.3669269130013925,0.017912411564836615,72
IRR,band_1660,1660,0.3669603996020669,0.017913423398868377,72
IRR,band_1661,1661,0.36698389056730324,0.017913639902069154,72
IRR,band_1662,1662,0.36699817761439135,0.017913077061204305,72
IRR,band_1663,1663,0.3670035757216115,0.017911983798220777,72
IRR,band_1664,1664,0.36699956934663486,0.01791040372636099,72
IRR,band_1665,1665,0.36698666421841797,0.01790784356905728,72
IRR,band_1666,1666,0.3669651803653617,0.017904166453412723,72
IRR,band_1667,1667,0.3669343094016108,0.017899381329118,72
IRR,band_1668,1668,0.36689467805145376,0.01789336297535437,72
IRR,band_1669,1669,0.36684643859103017,0.0178863348240125,72
IRR,band_1670,1670,0.36678925568231846,0.01787846519070447,72
IRR,band_1671,1671,0.3667226516233252,0.01786965093157689,72
IRR,band_1672,1672,0.366646980187976,0.01785995220409434,72
IRR,band_1673,1673,0.3665618297946228,0.017849406361819486,72
IRR,band_1674,1674,0.3664681202596843,0.01783790445177601,72
IRR,band_1675,1675,0.3663669280525862,0.01782545171054547,72
IRR,band_1676,1676,0.36625879077499435,0.017812196375075567,72
IRR,band_1677,1677,0.3661439433949031,0.017798121639230183,72
IRR,band_1678,1678,0.3660230207021901,0.017783336767128222,72
IRR,band_1679,1679,0.36589573792635893,0.017768230535435397,72
IRR,band_1680,1680,0.36576289325064015,0.017752633554880166,72
IRR,band_1681,1681,0.3656248857201809,0.01773629661042554,72
IRR,band_1682,1682,0.3654825358788648,0.017719382472837192,72
IRR,band_1683,1683,0.3653356335040998,0.017701152509600446,72
IRR,band_1684,1684,0.3651847677236033,0.017681740661226915,72
IRR,band_1685,1685,0.3650300201137892,0.017661622817544884,72
IRR,band_1686,1686,0.3648719765411373,0.017640890643942832,72
IRR,band_1687,1687,0.3647108325590016,0.017619605512352286,72
IRR,band_1688,1688,0.36454738388264857,0.01759819261156769,72
IRR,band_1689,1689,0.3643820149877718,0.017577270077145664,72
IRR,band_1690,1690,0.3642150435015536,0.01755693961311867,72
IRR,band_1691,1691,0.3640469587206941,0.017537762054583454,72
IRR,band_1692,1692,0.3638781764900095,0.01751979174310821,72
IRR,band_1693,1693,0.3637070467959986,0.01750191083372503,72
IRR,band_1694,1694,0.36353408472662285,0.017484149203494594,72
IRR,band_1695,1695,0.3633598164075122,0.01746633107065032,72
IRR,band_1696,1696,0.3631845020557632,0.01744831104109797,72
IRR,band_1697,1697,0.3630091476816388,0.017430032212813227,72
IRR,band_1698,1698,0.3628345679492618,0.017411734839576382,72
IRR,band_1699,1699,0.3626599916875077,0.01739389184234421,72
IRR,band_1700,1700,0.36248613461523976,0.01737652241099196,72
IRR,band_1701,1701,0.3623137038753078,0.017360315850274338,72
IRR,band_1702,1702,0.362142540179958,0.01734529031579612,72
IRR,band_1703,1703,0.3619725526896852,0.017330340959804267,72
IRR,band_1704,1704,0.36180450089978694,0.01731559042249327,72
IRR,band_1705,1705,0.36163775491837247,0.017300929423556353,72
IRR,band_1706,1706,0.3614718269909219,0.017286260046570828,72
IRR,band_1707,1707,0.36130647473711924,0.017271990292434716,72
IRR,band_1708,1708,0.36114029929933145,0.017258012209323416,72
IRR,band_1709,1709,0.3609723207182372,0.0172443572135211,72
IRR,band_1710,1710,0.3608034766783559,0.017231025142757084,72
IRR,band_1711,1711,0.3606331879962841,0.01721801705035003,72
IRR,band_1712,1712,0.36046171179198044,0.017205593906975566,72
IRR,band_1713,1713,0.360289430562595,0.01719342085104881,72
IRR,band_1714,1714,0.36011546797424526,0.017181739010407426,72
IRR,band_1715,1715,0.3599387713959816,0.017170645028114856,72
IRR,band_1716,1716,0.3597585889993246,0.017159478782004356,72
IRR,band_1717,1717,0.35957272567204396,0.017148260249008836,72
IRR,band_1718,1718,0.35937995065390316,0.017136439634386408,72
IRR,band_1719,1719,0.35917871509495153,0.017123613449580518,72
IRR,band_1720,1720,0.3589684221828016,0.017110391573913728,72
IRR,band_1721,1721,0.35874688418662815,0.017096734548390842,72
IRR,band_1722,1722,0.35851262172850823,0.017083240518254016,72
IRR,band_1723,1723,0.3582634879749283,0.017070215957088034,72
IRR,band_1724,1724,0.35799700594331885,0.017056872806728924,72
IRR,band_1725,1725,0.35771215319075,0.017042927327655638,72
IRR,band_1726,1726,0.357407603572058,0.017027539332900514,72
IRR,band_1727,1727,0.35708278682243827,0.01701042883406549,72
IRR,band_1728,1728,0.35673737587682286,0.016992311734434766,72
IRR,band_1729,1729,0.3563721781867921,0.016973422405718825,72
IRR,band_1730,1730,0.3559870577919087,0.016954152749850314,72
IRR,band_1731,1731,0.3555834155963432,0.01693457855511482,72
IRR,band_1732,1732,0.35516285365340594,0.01691430322062264,72
IRR,band_1733,1733,0.3547280146757058,0.01689308409433969,72
IRR,band_1734,1734,0.35428052171702007,0.016870475746787895,72
IRR,band_1735,1735,0.3538241224549012,0.016846693984247027,72
IRR,band_1736,1736,0.3533601240980486,0.01682208389077815,72
IRR,band_1737,1737,0.3528912686710798,0.016797005019598604,72
IRR,band_1738,1738,0.35241951863198673,0.016772110550686344,72
IRR,band_1739,1739,0.35194723184486054,0.01674739942971219,72
IRR,band_1740,1740,0.35147423586936405,0.016722469453924707,72
IRR,band_1741,1741,0.35100296405923703,0.016697401158956335,72
IRR,band_1742,1742,0.35053280681387083,0.016671961236989975,72
IRR,band_1743,1743,0.3500645330756208,0.016646461491126373,72
IRR,band_1744,1744,0.34959904099886474,0.01662132837017414,72
IRR,band_1745,1745,0.34913654649899495,0.016596689727921114,72
IRR,band_1746,1746,0.34867622781644086,0.016572670449240448,72
IRR,band_1747,1747,0.34821873542008835,0.01654918501811539,72
IRR,band_1748,1748,0.3477633694399683,0.01652607315264566,72
IRR,band_1749,1749,0.34730936705381044,0.016503368377231816,72
IRR,band_1750,1750,0.3468577732798199,0.016480864082734054,72
IRR,band_1751,1751,0.34640756251634763,0.016458649839768937,72
IRR,band_1752,1752,0.345957683596226,0.016436930274819413,72
IRR,band_1753,1753,0.3455077861128804,0.01641550784949117,72
IRR,band_1754,1754,0.3450569340622456,0.016394365176422194,72
IRR,band_1755,1755,0.3446037910800205,0.01637344960006818,72
IRR,band_1756,1756,0.3441479297248089,0.016352418866770926,72
IRR,band_1757,1757,0.34368834463981224,0.016331261962188287,72
IRR,band_1758,1758,0.34322341571485543,0.016310214621127736,72
IRR,band_1759,1759,0.3427536024432391,0.016289187389631164,72
IRR,band_1760,1760,0.3422800958581026,0.01626819076686306,72
IRR,band_1761,1761,0.3418023440503278,0.016247215899200928,72
IRR,band_1762,1762,0.34132257856871445,0.016226082255613308,72
IRR,band_1763,1763,0.34084008625291773,0.016204782154703726,72
IRR,band_1764,1764,0.3403557368453518,0.016183431606622906,72
IRR,band_1765,1765,0.33987070873632935,0.01616141765662967,72
IRR,band_1766,1766,0.33938704002153675,0.016138719781203122,72
IRR,band_1767,1767,0.3389067717507215,0.016115063238826405,72
IRR,band_1768,1768,0.33843234901799973,0.016090567602414566,72
IRR,band_1769,1769,0.33796609244906545,0.01606591825140752,72
IRR,band_1770,1770,0.3375101676055231,0.016041613571092184,72
IRR,band_1771,1771,0.3370654256934795,0.016017934471481168,72
IRR,band_1772,1772,0.3366340338453534,0.015995291793857638,72
IRR,band_1773,1773,0.3362158450454644,0.015974340206734695,72
IRR,band_1774,1774,0.33581258452872326,0.01595510126233195,72
IRR,band_1775,1775,0.3354247823345956,0.015937247861919128,72
IRR,band_1776,1776,0.33505386359495487,0.01592105242775969,72
IRR,band_1777,1777,0.3347009120194724,0.015905455892261812,72
IRR,band_1778,1778,0.33436674558120316,0.01589024642675153,72
IRR,band_1779,1779,0.3340520979160258,0.0158761932409888,72
IRR,band_1780,1780,0.33375744103093374,0.015863122042338026,72
IRR,band_1781,1781,0.33348179610312023,0.015851161600976927,72
IRR,band_1782,1782,0.3332249545071655,0.015840652934323168,72
IRR,band_1783,1783,0.3329869722459127,0.01583103101860578,72
IRR,band_1784,1784,0.33276699718293207,0.01582218399746119,72
IRR,band_1785,1785,0.332565694281928,0.01581437949684634,72
IRR,band_1786,1786,0.33238232900461495,0.015807390646595382,72
IRR,band_1787,1787,0.33221643269317436,0.015801627539358182,72
IRR,band_1788,1788,0.33206662646124346,0.01579730211210612,72
IRR,band_1789,1789,0.3319322852957731,0.015794557545449894,72
IRR,band_1790,1790,0.3318116561025993,0.015793257170278824,72
IRR,band_1791,1791,0.3317034159854211,0.01579274747565393,72
IRR,band_1792,1792,0.33160638595002506,0.015792545910071412,72
IRR,band_1793,1793,0.33152059327340083,0.01579227334974116,72
IRR,band_1794,1794,0.33144521165171054,0.01579186355970388,72
IRR,band_1795,1795,0.3313810469964085,0.015791635185542906,72
IRR,band_1796,1796,0.3313271500070723,0.015791954961959478,72
IRR,band_1797,1797,0.3312829440064075,0.015793280946681577,72
IRR,band_1798,1798,0.3312472589066036,0.01579491276536516,72
IRR,band_1799,1799,0.33121923247350005,0.015796665858907336,72
