dia,banda,comprimento_onda_nm,status,ranking
dia5,band_437,437,Tentativa,2
dia5,band_438,438,Tentativa,2
dia5,band_439,439,Tentativa,2
dia5,band_440,440,Tentativa,2
dia5,band_442,442,Tentativa,2
dia5,band_443,443,Tentativa,2
dia5,band_445,445,Tentativa,2
dia5,band_447,447,Tentativa,2
dia5,band_448,448,Tentativa,2
dia5,band_449,449,Tentativa,2
dia5,band_450,450,Tentativa,2
dia5,band_451,451,Tentativa,2
dia5,band_452,452,Tentativa,2
dia5,band_453,453,Tentativa,2
dia5,band_454,454,Tentativa,2
dia5,band_455,455,Tentativa,2
dia5,band_456,456,Tentativa,2
dia5,band_457,457,Tentativa,2
dia5,band_458,458,Tentativa,2
dia5,band_459,459,Tentativa,2
dia5,band_460,460,Tentativa,2
dia5,band_461,461,Tentativa,2
dia5,band_462,462,Tentativa,2
dia5,band_463,463,Tentativa,2
dia5,band_464,464,Tentativa,2
dia5,band_465,465,Tentativa,2
dia5,band_466,466,Tentativa,2
dia5,band_467,467,Tentativa,2
dia5,band_468,468,Tentativa,2
dia5,band_469,469,Tentativa,2
dia5,band_470,470,Tentativa,2
dia5,band_471,471,Tentativa,2
dia5,band_472,472,Tentativa,2
dia5,band_473,473,Tentativa,2
dia5,band_474,474,Tentativa,2
dia5,band_475,475,Tentativa,2
dia5,band_477,477,Tentativa,2
dia5,band_478,478,Tentativa,2
dia5,band_479,479,Tentativa,2
dia5,band_480,480,Tentativa,2
dia5,band_481,481,Tentativa,2
dia5,band_482,482,Tentativa,2
dia5,band_483,483,Tentativa,2
dia5,band_485,485,Tentativa,2
dia5,band_486,486,Tentativa,2
dia5,band_487,487,Tentativa,2
dia5,band_488,488,Tentativa,2
dia5,band_490,490,Tentativa,2
dia5,band_491,491,Tentativa,2
dia5,band_492,492,Tentativa,2
dia5,band_493,493,Tentativa,2
dia5,band_494,494,Tentativa,2
dia5,band_495,495,Tentativa,2
dia5,band_496,496,Tentativa,2
dia5,band_497,497,Tentativa,2
dia5,band_498,498,Tentativa,2
dia5,band_716,716,Tentativa,2
dia5,band_717,717,Tentativa,2
dia5,band_718,718,Tentativa,2
dia5,band_719,719,Tentativa,2
dia5,band_720,720,Tentativa,2
dia5,band_722,722,Tentativa,2
dia5,band_723,723,Tentativa,2
dia5,band_724,724,Tentativa,2
dia5,band_727,727,Tentativa,2
dia5,band_729,729,Tentativa,2
dia5,band_733,733,Tentativa,2
dia5,band_735,735,Tentativa,2
dia5,band_737,737,Tentativa,2
dia5,band_739,739,Tentativa,2
dia5,band_740,740,Tentativa,2
dia5,band_741,741,Tentativa,2
dia5,band_1456,1456,Tentativa,2
dia5,band_1494,1494,Tentativa,2
dia5,band_1523,1523,Tentativa,2
dia5,band_1550,1550,Tentativa,2
dia5,band_1560,1560,Tentativa,2
dia5,band_1566,1566,Tentativa,2
dia5,band_1616,1616,Tentativa,2
dia5,band_1653,1653,Tentativa,2
dia5,band_1662,1662,Tentativa,2
dia5,band_1663,1663,Tentativa,2
dia5,band_1672,1672,Tentativa,2
dia5,band_1708,1708,Tentativa,2
dia5,band_1713,1713,Tentativa,2
dia5,band_1740,1740,Tentativa,2
dia5,band_1744,1744,Tentativa,2
dia5,band_1772,1772,Tentativa,2
dia5,band_1782,1782,Tentativa,2
dia5,band_1796,1796,Tentativa,2
dia5,band_1799,1799,Tentativa,2
dia5,band_2036,2036,Tentativa,2
dia5,band_2039,2039,Tentativa,2
dia5,band_2042,2042,Tentativa,2
dia5,band_2063,2063,Tentativa,2
dia5,band_2109,2109,Tentativa,2
dia5,band_2135,2135,Tentativa,2
dia5,band_2138,2138,Tentativa,2
dia5,band_2146,2146,Tentativa,2
dia5,band_2226,2226,Tentativa,2
dia5,band_2238,2238,Tentativa,2
dia5,band_2281,2281,Tentativa,2
dia5,band_2285,2285,Tentativa,2
dia5,band_2295,2295,Tentativa,2
dia5,band_2313,2313,Tentativa,2
dia5,band_2315,2315,Tentativa,2
dia6,band_350,350,Tentativa,2
dia6,band_351,351,Tentativa,2
dia6,band_352,352,Tentativa,2
dia6,band_353,353,Tentativa,2
dia6,band_354,354,Tentativa,2
dia6,band_355,355,Tentativa,2
dia6,band_357,357,Tentativa,2
dia6,band_358,358,Tentativa,2
dia6,band_359,359,Tentativa,2
dia6,band_360,360,Tentativa,2
dia6,band_361,361,Tentativa,2
dia6,band_363,363,Tentativa,2
dia6,band_364,364,Tentativa,2
dia6,band_365,365,Tentativa,2
dia6,band_366,366,Tentativa,2
dia6,band_367,367,Tentativa,2
dia6,band_368,368,Tentativa,2
dia6,band_369,369,Tentativa,2
dia6,band_370,370,Tentativa,2
dia6,band_371,371,Tentativa,2
dia6,band_372,372,Tentativa,2
dia6,band_373,373,Tentativa,2
dia6,band_374,374,Tentativa,2
dia6,band_375,375,Tentativa,2
dia6,band_376,376,Tentativa,2
dia6,band_377,377,Tentativa,2
dia6,band_379,379,Tentativa,2
dia6,band_380,380,Tentativa,2
dia6,band_381,381,Tentativa,2
dia6,band_383,383,Tentativa,2
dia6,band_385,385,Tentativa,2
dia6,band_386,386,Tentativa,2
dia6,band_387,387,Tentativa,2
dia6,band_390,390,Tentativa,2
dia6,band_391,391,Tentativa,2
dia6,band_393,393,Tentativa,2
dia6,band_397,397,Tentativa,2
dia6,band_404,404,Tentativa,2
dia6,band_406,406,Tentativa,2
dia6,band_407,407,Tentativa,2
dia6,band_409,409,Tentativa,2
dia6,band_411,411,Tentativa,2
dia6,band_413,413,Tentativa,2
dia6,band_415,415,Tentativa,2
dia6,band_416,416,Tentativa,2
dia6,band_428,428,Tentativa,2
dia6,band_439,439,Tentativa,2
dia6,band_451,451,Tentativa,2
dia6,band_454,454,Tentativa,2
dia6,band_456,456,Tentativa,2
dia6,band_462,462,Tentativa,2
dia6,band_468,468,Tentativa,2
dia6,band_471,471,Tentativa,2
dia6,band_472,472,Tentativa,2
dia6,band_474,474,Tentativa,2
dia6,band_475,475,Tentativa,2
dia6,band_476,476,Tentativa,2
dia6,band_480,480,Tentativa,2
dia6,band_495,495,Tentativa,2
dia6,band_497,497,Tentativa,2
dia6,band_501,501,Tentativa,2
dia6,band_508,508,Tentativa,2
dia6,band_509,509,Tentativa,2
dia6,band_512,512,Tentativa,2
dia6,band_616,616,Tentativa,2
dia6,band_617,617,Tentativa,2
dia6,band_620,620,Tentativa,2
dia6,band_624,624,Tentativa,2
dia6,band_625,625,Tentativa,2
dia6,band_628,628,Tentativa,2
dia6,band_632,632,Tentativa,2
dia6,band_633,633,Tentativa,2
dia6,band_634,634,Tentativa,2
dia6,band_637,637,Tentativa,2
dia6,band_638,638,Tentativa,2
dia6,band_640,640,Tentativa,2
dia6,band_652,652,Tentativa,2
dia6,band_661,661,Tentativa,2
dia6,band_662,662,Tentativa,2
dia6,band_667,667,Tentativa,2
dia6,band_670,670,Tentativa,2
dia6,band_679,679,Tentativa,2
dia6,band_682,682,Tentativa,2
dia6,band_688,688,Tentativa,2
dia6,band_689,689,Tentativa,2
dia6,band_691,691,Tentativa,2
dia6,band_737,737,Tentativa,2
dia6,band_738,738,Tentativa,2
dia6,band_745,745,Tentativa,2
dia6,band_750,750,Tentativa,2
dia6,band_808,808,Tentativa,2
dia6,band_851,851,Tentativa,2
dia6,band_893,893,Tentativa,2
dia6,band_1010,1010,Tentativa,2
dia6,band_1040,1040,Tentativa,2
dia6,band_1080,1080,Tentativa,2
dia6,band_1082,1082,Tentativa,2
dia6,band_1084,1084,Tentativa,2
dia6,band_1093,1093,Tentativa,2
dia6,band_1097,1097,Tentativa,2
dia6,band_1098,1098,Tentativa,2
dia6,band_1118,1118,Tentativa,2
dia6,band_1172,1172,Tentativa,2
dia6,band_1294,1294,Tentativa,2
dia6,band_1306,1306,Tentativa,2
dia6,band_1323,1323,Tentativa,2
dia6,band_1348,1348,Tentativa,2
dia6,band_1643,1643,Tentativa,2
dia6,band_1663,1663,Tentativa,2
dia6,band_1673,1673,Tentativa,2
dia6,band_1723,1723,Tentativa,2
dia6,band_1773,1773,Tentativa,2
dia6,band_1983,1983,Tentativa,2
dia6,band_2033,2033,Tentativa,2
dia6,band_2115,2115,Tentativa,2
dia6,band_2239,2239,Tentativa,2
dia6,band_2251,2251,Tentativa,2
dia6,band_2355,2355,Tentativa,2
dia6,band_2384,2384,Tentativa,2
dia6,band_2401,2401,Tentativa,2
dia6,band_2409,2409,Tentativa,2
dia6,band_2421,2421,Tentativa,2
dia6,band_2457,2457,Tentativa,2
dia6,band_2500,2500,Tentativa,2
dia9,band_350,350,Tentativa,2
dia9,band_351,351,Tentativa,2
dia9,band_360,360,Tentativa,2
dia9,band_364,364,Tentativa,2
dia9,band_365,365,Tentativa,2
dia9,band_368,368,Tentativa,2
dia9,band_377,377,Tentativa,2
dia9,band_378,378,Tentativa,2
dia9,band_382,382,Tentativa,2
dia9,band_383,383,Tentativa,2
dia9,band_385,385,Tentativa,2
dia9,band_392,392,Tentativa,2
dia9,band_395,395,Tentativa,2
dia9,band_400,400,Tentativa,2
dia9,band_401,401,Tentativa,2
dia9,band_405,405,Tentativa,2
dia9,band_408,408,Tentativa,2
dia9,band_411,411,Tentativa,2
dia9,band_417,417,Tentativa,2
dia9,band_419,419,Tentativa,2
dia9,band_423,423,Tentativa,2
dia9,band_425,425,Tentativa,2
dia9,band_426,426,Tentativa,2
dia9,band_428,428,Tentativa,2
dia9,band_430,430,Tentativa,2
dia9,band_433,433,Tentativa,2
dia9,band_435,435,Tentativa,2
dia9,band_442,442,Tentativa,2
dia9,band_449,449,Tentativa,2
dia9,band_450,450,Tentativa,2
dia9,band_463,463,Tentativa,2
dia9,band_464,464,Tentativa,2
dia9,band_468,468,Tentativa,2
dia9,band_469,469,Tentativa,2
dia9,band_472,472,Tentativa,2
dia9,band_474,474,Tentativa,2
dia9,band_475,475,Tentativa,2
dia9,band_484,484,Tentativa,2
dia9,band_488,488,Tentativa,2
dia9,band_499,499,Tentativa,2
dia9,band_500,500,Tentativa,2
dia9,band_503,503,Tentativa,2
dia9,band_664,664,Tentativa,2
dia9,band_670,670,Tentativa,2
dia9,band_680,680,Tentativa,2
