feature,tipo,feature_legenda,dia,condicao,media,desvio_padrao,n
band_351,banda,351 nm,dia9,NIRR,0.10201920305255696,0.009959110572474205,12
band_352,banda,352 nm,dia2,IRR,0.12722235453707978,0.006544471094712885,12
band_352,banda,352 nm,dia3,IRR,0.14115741356069678,0.012324095442887798,12
band_352,banda,352 nm,dia4,IRR,0.1737256345704172,0.02236977628925641,12
band_352,banda,352 nm,dia5,IRR,0.17355207159748878,0.030238120324752718,12
band_352,banda,352 nm,dia6,IRR,0.1792330152133217,0.013310687740719402,12
band_352,banda,352 nm,dia9,IRR,0.13493458341181844,0.01994785244328223,12
band_352,banda,352 nm,dia2,NIRR,0.12101503901868806,0.00478383505608252,12
band_352,banda,352 nm,dia3,NIRR,0.11338293436182371,0.005339497117148678,12
band_352,banda,352 nm,dia4,NIRR,0.11397688659700533,0.008910380299992974,12
band_352,banda,352 nm,dia5,NIRR,0.11157849631471695,0.008972154203442809,12
band_352,banda,352 nm,dia6,NIRR,0.11269320069594381,0.0041529667391343285,12
band_352,banda,352 nm,dia9,NIRR,0.10187268524750333,0.008608075988224675,12
band_353,banda,353 nm,dia2,IRR,0.12572929245144798,0.006576114693177475,12
band_353,banda,353 nm,dia3,IRR,0.13912131367580052,0.012565469185092604,12
band_353,banda,353 nm,dia4,IRR,0.17203532552142567,0.02272416992324559,12
band_353,banda,353 nm,dia5,IRR,0.1720233831972828,0.029309716222189624,12
band_353,banda,353 nm,dia6,IRR,0.17684534870821056,0.012858495536462573,12
band_353,banda,353 nm,dia9,IRR,0.13401343067355578,0.019562686885220035,12
band_353,banda,353 nm,dia2,NIRR,0.11935717813986363,0.004952284576534188,12
band_353,banda,353 nm,dia3,NIRR,0.11134796183731234,0.004797661423264955,12
band_353,banda,353 nm,dia4,NIRR,0.11254849394037429,0.008996792566436622,12
band_353,banda,353 nm,dia5,NIRR,0.11026116504387469,0.008543801679089965,12
band_353,banda,353 nm,dia6,NIRR,0.11100293434457827,0.004673089686489384,12
band_353,banda,353 nm,dia9,NIRR,0.10102762719982444,0.007739133206436689,12
band_354,banda,354 nm,dia2,IRR,0.12360807441634546,0.00668195921245455,12
band_354,banda,354 nm,dia3,IRR,0.1366422157432364,0.012988532536569071,12
band_354,banda,354 nm,dia4,IRR,0.16992806248523995,0.022645572053829936,12
band_354,banda,354 nm,dia5,IRR,0.1695077486475914,0.028373036605964443,12
band_354,banda,354 nm,dia6,IRR,0.17431073218862544,0.012469698428918473,12
band_354,banda,354 nm,dia9,IRR,0.13301964307953115,0.019191329523702547,12
band_354,banda,354 nm,dia2,NIRR,0.11704766977975978,0.0052390736945546815,12
band_354,banda,354 nm,dia3,NIRR,0.1089064615744248,0.004194556379465649,12
band_354,banda,354 nm,dia4,NIRR,0.11078344836261596,0.008835576547367411,12
band_354,banda,354 nm,dia5,NIRR,0.10803102751997938,0.008374648904870873,12
band_354,banda,354 nm,dia6,NIRR,0.10927262086859534,0.005233094365089661,12
band_354,banda,354 nm,dia9,NIRR,0.09997175605494635,0.00738565045834438,12
band_355,banda,355 nm,dia2,IRR,0.12146233367558663,0.00661004291168983,12
band_355,banda,355 nm,dia3,IRR,0.13434111014072245,0.013163013721628387,12
band_355,banda,355 nm,dia4,IRR,0.16759032352935002,0.02271383277798657,12
band_355,banda,355 nm,dia5,IRR,0.1667984284072387,0.02783684000911795,12
band_355,banda,355 nm,dia6,IRR,0.1716480738713896,0.012331749082933961,12
band_355,banda,355 nm,dia9,IRR,0.13195081907041525,0.018134406477777257,12
band_355,banda,355 nm,dia2,NIRR,0.11461986312383854,0.005235956419910017,12
band_355,banda,355 nm,dia3,NIRR,0.10671917279652475,0.003954861139156163,12
band_355,banda,355 nm,dia4,NIRR,0.10895952877678063,0.00855767908651531,12
band_355,banda,355 nm,dia5,NIRR,0.1056217792172498,0.008251879671947493,12
band_355,banda,355 nm,dia6,NIRR,0.1071887822884433,0.004958170683032575,12
band_355,banda,355 nm,dia9,NIRR,0.09907180046719215,0.007102209746389242,12
band_356,banda,356 nm,dia2,IRR,0.11974524341298669,0.006350693741169322,12
band_356,banda,356 nm,dia3,IRR,0.1324191344807594,0.01308191868522281,12
band_356,banda,356 nm,dia4,IRR,0.16560894767127146,0.022920039692501674,12
band_356,banda,356 nm,dia5,IRR,0.16447409074424785,0.02757495256303532,12
band_356,banda,356 nm,dia6,IRR,0.16948731735795156,0.012140611754380966,12
band_356,banda,356 nm,dia9,IRR,0.13143548726979884,0.017060983906115205,12
band_356,banda,356 nm,dia2,NIRR,0.11259436038812991,0.005097239419422231,12
band_356,banda,356 nm,dia3,NIRR,0.10498091541942123,0.00390788678112083,12
band_356,banda,356 nm,dia4,NIRR,0.1075641290001517,0.008451317257944367,12
band_356,banda,356 nm,dia5,NIRR,0.10360847674043909,0.007929075370439876,12
band_356,banda,356 nm,dia6,NIRR,0.1053859905295048,0.0046969761141524395,12
band_356,banda,356 nm,dia9,NIRR,0.09893150878818212,0.006255518953734873,12
band_357,banda,357 nm,dia2,IRR,0.11788568005837152,0.006042339177368227,12
band_357,banda,357 nm,dia3,IRR,0.13068584803176772,0.01286466006121295,12
band_357,banda,357 nm,dia4,IRR,0.16365682782561647,0.02271112454559307,12
band_357,banda,357 nm,dia5,IRR,0.16205006513397394,0.027625575813205745,12
band_357,banda,357 nm,dia6,IRR,0.16725329172581385,0.012137313498516366,12
band_357,banda,357 nm,dia9,IRR,0.13017440951390685,0.015792890575340585,12
band_357,banda,357 nm,dia2,NIRR,0.11059229231229362,0.004843180835900768,12
band_357,banda,357 nm,dia3,NIRR,0.10334096183199104,0.004072474478799385,12
band_357,banda,357 nm,dia4,NIRR,0.1060024866265913,0.008270412439993859,12
band_357,banda,357 nm,dia5,NIRR,0.1015714454187559,0.007766344155864137,12
band_357,banda,357 nm,dia6,NIRR,0.10325236611237838,0.0042287827337990185,12
band_357,banda,357 nm,dia9,NIRR,0.09825994471194166,0.005692292316310442,12
band_358,banda,358 nm,dia2,IRR,0.11589724672334867,0.005718740324270854,12
band_358,banda,358 nm,dia3,IRR,0.12915657039310438,0.01281439590174563,12
band_358,banda,358 nm,dia4,IRR,0.16196923908890073,0.022056052392911016,12
band_358,banda,358 nm,dia5,IRR,0.15956134352985765,0.027596359697829618,12
band_358,banda,358 nm,dia6,IRR,0.16520537060619167,0.011899264670439802,12
band_358,banda,358 nm,dia9,IRR,0.12851331915723047,0.015119055665147391,12
band_358,banda,358 nm,dia2,NIRR,0.10858322315121782,0.004646855900742071,12
band_358,banda,358 nm,dia3,NIRR,0.10187967295440753,0.003964265532459883,12
band_358,banda,358 nm,dia4,NIRR,0.1045158713933032,0.008074666962825135,12
band_358,banda,358 nm,dia5,NIRR,0.09957967311672372,0.0078082296583330815,12
band_358,banda,358 nm,dia6,NIRR,0.10146807659866874,0.004100602835305742,12
band_358,banda,358 nm,dia9,NIRR,0.09681781074126844,0.005441268789319187,12
band_359,banda,359 nm,dia2,IRR,0.1143280825775226,0.005356919363819384,12
band_359,banda,359 nm,dia3,IRR,0.12771830270045223,0.01279689917791777,12
band_359,banda,359 nm,dia4,IRR,0.16024069879677583,0.02182131801102591,12
band_359,banda,359 nm,dia5,IRR,0.1575203595382436,0.027242012536009517,12
band_359,banda,359 nm,dia6,IRR,0.16329598991189712,0.011374164723951249,12
band_359,banda,359 nm,dia9,IRR,0.1269846795499866,0.015379094516381933,12
band_359,banda,359 nm,dia2,NIRR,0.1069752336313244,0.004307705396013579,12
band_359,banda,359 nm,dia3,NIRR,0.10059175941829605,0.003742706908125256,12
band_359,banda,359 nm,dia4,NIRR,0.10301414815310038,0.007921147761713083,12
band_359,banda,359 nm,dia5,NIRR,0.09807832720703778,0.007777974176983375,12
band_359,banda,359 nm,dia6,NIRR,0.09998901487276968,0.004138072250893761,12
band_359,banda,359 nm,dia9,NIRR,0.0954498970399892,0.0053059774221566516,12
band_360,banda,360 nm,dia2,IRR,0.11283955162952049,0.005234274599883477,12
band_360,banda,360 nm,dia3,IRR,0.1261383889714171,0.012662656069654681,12
band_360,banda,360 nm,dia4,IRR,0.1581972251247644,0.02164299468893692,12
band_360,banda,360 nm,dia5,IRR,0.15584181983161494,0.027024099680435648,12
band_360,banda,360 nm,dia6,IRR,0.16111655385975515,0.011002676604941043,12
band_360,banda,360 nm,dia9,IRR,0.1254931344944519,0.0156052435371686,12
band_360,banda,360 nm,dia2,NIRR,0.1055253637771666,0.004189141606276993,12
band_360,banda,360 nm,dia3,NIRR,0.09914662995627087,0.0037845080057923373,12
band_360,banda,360 nm,dia4,NIRR,0.10101702267165247,0.007625204138285712,12
band_360,banda,360 nm,dia5,NIRR,0.09689406677197764,0.007737329604003552,12
band_360,banda,360 nm,dia6,NIRR,0.09823346241925103,0.004484103435197708,12
band_360,banda,360 nm,dia9,NIRR,0.09407642800351612,0.00550219374354243,12
band_361,banda,361 nm,dia2,IRR,0.11125457499382034,0.005363997709448981,12
band_361,banda,361 nm,dia3,IRR,0.12446761195500182,0.012341294642559912,12
band_361,banda,361 nm,dia4,IRR,0.15599682973615245,0.02136020070360539,12
band_361,banda,361 nm,dia5,IRR,0.15420625845521274,0.026916982064004093,12
band_361,banda,361 nm,dia6,IRR,0.1588680887755546,0.011038939619922743,12
band_361,banda,361 nm,dia9,IRR,0.12397827378860415,0.015559856955055617,12
band_361,banda,361 nm,dia2,NIRR,0.10408421947816927,0.004367501742679014,12
band_361,banda,361 nm,dia3,NIRR,0.09756268742442305,0.004088488277114532,12
band_361,banda,361 nm,dia4,NIRR,0.09894150836058258,0.007313903556442585,12
band_361,banda,361 nm,dia5,NIRR,0.09570930622097652,0.007733765761370875,12
band_361,banda,361 nm,dia6,NIRR,0.09641505398181416,0.004882872407481241,12
band_361,banda,361 nm,dia9,NIRR,0.09268067990585033,0.005863613220001143,12
band_362,banda,362 nm,dia2,IRR,0.10968805068075256,0.005521308549970153,12
band_362,banda,362 nm,dia3,IRR,0.12299257612990051,0.01203750353110477,12
band_362,banda,362 nm,dia4,IRR,0.1539505202848835,0.02115533879220741,12
band_362,banda,362 nm,dia5,IRR,0.15260543064371102,0.02653012555629651,12
band_362,banda,362 nm,dia6,IRR,0.1569484949989853,0.011057348828734869,12
band_362,banda,362 nm,dia9,IRR,0.12211295070379431,0.015777483882380365,12
band_362,banda,362 nm,dia2,NIRR,0.10268579211916273,0.004465940950437215,12
band_362,banda,362 nm,dia3,NIRR,0.09609712247235835,0.004201901571547804,12
band_362,banda,362 nm,dia4,NIRR,0.09735061285536312,0.007288422721950625,12
band_362,banda,362 nm,dia5,NIRR,0.09455444629843135,0.007481840052664387,12
band_362,banda,362 nm,dia6,NIRR,0.09501881420176805,0.004946252037449452,12
band_362,banda,362 nm,dia9,NIRR,0.09109877365896545,0.006214756597473791,12
band_363,banda,363 nm,dia2,IRR,0.1080813305899085,0.0056332828783043605,12
band_363,banda,363 nm,dia3,IRR,0.12141238656324199,0.01192963958479522,12
band_363,banda,363 nm,dia4,IRR,0.15178074681655176,0.020764609716722345,12
band_363,banda,363 nm,dia5,IRR,0.15093223470283598,0.026149773521337395,12
band_363,banda,363 nm,dia6,IRR,0.15507364651822805,0.010963526583974105,12
band_363,banda,363 nm,dia9,IRR,0.1197576984125121,0.016276163268725802,12
band_363,banda,363 nm,dia2,NIRR,0.10131448435659689,0.004479930167033852,12
band_363,banda,363 nm,dia3,NIRR,0.09462409826850073,0.00413143286174951,12
band_363,banda,363 nm,dia4,NIRR,0.0956106458708617,0.007137442348077219,12
band_363,banda,363 nm,dia5,NIRR,0.09325511000501936,0.007225414606906122,12
band_363,banda,363 nm,dia6,NIRR,0.09365114086761196,0.004680626828658263,12
band_363,banda,363 nm,dia9,NIRR,0.08906237722020595,0.00654356398698274,12
band_364,banda,364 nm,dia2,IRR,0.1065078643275237,0.005543686068983169,12
band_364,banda,364 nm,dia3,IRR,0.11979674337771261,0.011930548575186136,12
band_364,banda,364 nm,dia4,IRR,0.1494786269411202,0.02046000959528269,12
band_364,banda,364 nm,dia5,IRR,0.14909074483256096,0.025828706919161563,12
band_364,banda,364 nm,dia6,IRR,0.15316147719672232,0.010891401539950624,12
band_364,banda,364 nm,dia9,IRR,0.11772327885840318,0.01669372181792849,12
band_364,banda,364 nm,dia2,NIRR,0.09984148402471325,0.0044291058025129285,12
band_364,banda,364 nm,dia3,NIRR,0.09325333614886792,0.003998149537939858,12
band_364,banda,364 nm,dia4,NIRR,0.09394553406235708,0.0069329692082767715,12
band_364,banda,364 nm,dia5,NIRR,0.0917789416949966,0.007115244690855069,12
band_364,banda,364 nm,dia6,NIRR,0.09232255892875237,0.004407421867054289,12
band_364,banda,364 nm,dia9,NIRR,0.08731614974670565,0.006627532865625258,12
band_365,banda,365 nm,dia2,IRR,0.10498077916196151,0.0052829929914913676,12
band_365,banda,365 nm,dia3,IRR,0.11826030854692053,0.011920565901381184,12
band_365,banda,365 nm,dia4,IRR,0.1472442095870404,0.020353012943746477,12
band_365,banda,365 nm,dia5,IRR,0.14719139152562827,0.025507656983376897,12
band_365,banda,365 nm,dia6,IRR,0.15131784428068987,0.01088228951978831,12
band_365,banda,365 nm,dia9,IRR,0.11644065420735451,0.016790220119331827,12
band_365,banda,365 nm,dia2,NIRR,0.09825440795996869,0.004383831264729434,12
band_365,banda,365 nm,dia3,NIRR,0.0919639628961031,0.003851774672280062,12
band_365,banda,365 nm,dia4,NIRR,0.09241538085558672,0.006944035405737769,12
band_365,banda,365 nm,dia5,NIRR,0.09025515294043512,0.007107094551547495,12
band_365,banda,365 nm,dia6,NIRR,0.09110402447293342,0.004203068334605919,12
band_365,banda,365 nm,dia9,NIRR,0.0862312979186005,0.0065249137929133125,12
band_366,banda,366 nm,dia2,IRR,0.10340087138488245,0.004991714612177391,12
band_366,banda,366 nm,dia3,IRR,0.11659507504314011,0.011888276512317941,12
band_366,banda,366 nm,dia4,IRR,0.14517074316710663,0.020172339527611424,12
band_366,banda,366 nm,dia5,IRR,0.14527377117503285,0.025084998423469132,12
band_366,banda,366 nm,dia6,IRR,0.14964589292545305,0.010898652188983593,12
band_366,banda,366 nm,dia9,IRR,0.11540802720274551,0.016635798093710973,12
band_366,banda,366 nm,dia2,NIRR,0.09666906975673849,0.004366992620519112,12
band_366,banda,366 nm,dia3,NIRR,0.09041498686749683,0.00366616487997761,12
band_366,banda,366 nm,dia4,NIRR,0.09079776595958279,0.007276501288694844,12
band_366,banda,366 nm,dia5,NIRR,0.08873205794938165,0.007075713097477199,12
band_366,banda,366 nm,dia6,NIRR,0.08994310452319781,0.00431723136787426,12
band_366,banda,366 nm,dia9,NIRR,0.08546077518546658,0.005879009172294628,12
band_367,banda,367 nm,dia2,IRR,0.10172873629634975,0.004679905161323201,12
band_367,banda,367 nm,dia3,IRR,0.11493041073572159,0.011966934730222064,12
band_367,banda,367 nm,dia4,IRR,0.1432588906871497,0.019908065283771585,12
band_367,banda,367 nm,dia5,IRR,0.14340343418470355,0.02458038695787527,12
band_367,banda,367 nm,dia6,IRR,0.14773470738733427,0.010776833441942588,12
band_367,banda,367 nm,dia9,IRR,0.11344928716981965,0.0164713723047146,12
band_367,banda,367 nm,dia2,NIRR,0.09504686914719725,0.004306875255238411,12
band_367,banda,367 nm,dia3,NIRR,0.08890271311149661,0.0035863566678653535,12
band_367,banda,367 nm,dia4,NIRR,0.08935664264485643,0.007424377068653947,12
band_367,banda,367 nm,dia5,NIRR,0.08736944778384997,0.0068984332634550085,12
band_367,banda,367 nm,dia6,NIRR,0.08850374902145397,0.004363299977313467,12
band_367,banda,367 nm,dia9,NIRR,0.08379073099620543,0.005378875809060258,12
band_368,banda,368 nm,dia2,IRR,0.10015284066469138,0.004517084788896035,12
band_368,banda,368 nm,dia3,IRR,0.11327900751741986,0.01201469888758949,12
band_368,banda,368 nm,dia4,IRR,0.14144765789890743,0.01963361644208779,12
band_368,banda,368 nm,dia5,IRR,0.14151226705536946,0.024125378086920155,12
band_368,banda,368 nm,dia6,IRR,0.1458577378576343,0.01062797067569871,12
band_368,banda,368 nm,dia9,IRR,0.11121832663266935,0.016479046398035498,12
band_368,banda,368 nm,dia2,NIRR,0.09348140264821851,0.004280083885954251,12
band_368,banda,368 nm,dia3,NIRR,0.0874222988173864,0.0034491992685445737,12
band_368,banda,368 nm,dia4,NIRR,0.08800709595945527,0.007356654354111226,12
band_368,banda,368 nm,dia5,NIRR,0.08606541647523734,0.006686353495113635,12
band_368,banda,368 nm,dia6,NIRR,0.08717325824451488,0.004189400271435685,12
band_368,banda,368 nm,dia9,NIRR,0.08181414752084228,0.00505791714116183,12
band_369,banda,369 nm,dia2,IRR,0.09875995938864136,0.004573030376791123,12
band_369,banda,369 nm,dia3,IRR,0.11159326667779822,0.01188457856895643,12
band_369,banda,369 nm,dia4,IRR,0.13965233781578906,0.019523527786342493,12
band_369,banda,369 nm,dia5,IRR,0.13949556026470367,0.02363489496248353,12
band_369,banda,369 nm,dia6,IRR,0.1442201405094555,0.010475034296871322,12
band_369,banda,369 nm,dia9,IRR,0.10970680128619087,0.016504147867560465,12
band_369,banda,369 nm,dia2,NIRR,0.09200132975297633,0.004338493829976573,12
band_369,banda,369 nm,dia3,NIRR,0.08589132997533895,0.003210050837689313,12
band_369,banda,369 nm,dia4,NIRR,0.08665464622312853,0.007274896431684572,12
band_369,banda,369 nm,dia5,NIRR,0.08468402619316807,0.006517018428659912,12
band_369,banda,369 nm,dia6,NIRR,0.08616459051545439,0.003946529825219541,12
band_369,banda,369 nm,dia9,NIRR,0.08054499546748939,0.0047427395921289285,12
band_370,banda,370 nm,dia2,IRR,0.09732925521625811,0.004743906043826397,12
band_370,banda,370 nm,dia3,IRR,0.10998944374800501,0.011665879959413808,12
band_370,banda,370 nm,dia4,IRR,0.1378265643850014,0.019535179315825588,12
band_370,banda,370 nm,dia5,IRR,0.1375575006010181,0.023162035293483894,12
band_370,banda,370 nm,dia6,IRR,0.14247041649860295,0.01009305284655237,12
band_370,banda,370 nm,dia9,IRR,0.10802143669743698,0.015945337422661812,12
band_370,banda,370 nm,dia2,NIRR,0.09056197663884182,0.004458464680194416,12
band_370,banda,370 nm,dia3,NIRR,0.08437670466069443,0.003209831935198351,12
band_370,banda,370 nm,dia4,NIRR,0.08523993827665649,0.007213026285679731,12
band_370,banda,370 nm,dia5,NIRR,0.08340694673157321,0.006295228928550545,12
band_370,banda,370 nm,dia6,NIRR,0.08495607342756482,0.0038051997230705036,12
band_370,banda,370 nm,dia9,NIRR,0.07921579751355337,0.0045993782527545685,12
band_371,banda,371 nm,dia2,IRR,0.09590403132726584,0.004788615067976085,12
band_371,banda,371 nm,dia3,IRR,0.10840552805078425,0.011393534428761763,12
band_371,banda,371 nm,dia4,IRR,0.1360234204088992,0.019553198905758178,12
band_371,banda,371 nm,dia5,IRR,0.13561312800816158,0.022837554611099462,12
band_371,banda,371 nm,dia6,IRR,0.14071599568804347,0.00980568820824621,12
band_371,banda,371 nm,dia9,IRR,0.10643245892535079,0.015304027068248367,12
band_371,banda,371 nm,dia2,NIRR,0.08922442926039698,0.00439483297091761,12
band_371,banda,371 nm,dia3,NIRR,0.0829087414812018,0.0033386177543907646,12
band_371,banda,371 nm,dia4,NIRR,0.08407608989820607,0.00715184698705946,12
band_371,banda,371 nm,dia5,NIRR,0.08208304984391976,0.006063374167133794,12
band_371,banda,371 nm,dia6,NIRR,0.08365941726223097,0.003723235113999671,12
band_371,banda,371 nm,dia9,NIRR,0.07811795510109189,0.00463413159649822,12
band_372,banda,372 nm,dia2,IRR,0.09449806960639483,0.004721574205256518,12
band_372,banda,372 nm,dia3,IRR,0.10695228861449069,0.011168376110778632,12
band_372,banda,372 nm,dia4,IRR,0.13429529289484135,0.019458723348550075,12
band_372,banda,372 nm,dia5,IRR,0.13370964533812058,0.022549805666534473,12
band_372,banda,372 nm,dia6,IRR,0.13890464468753927,0.00973069615872782,12
band_372,banda,372 nm,dia9,IRR,0.10485529931126264,0.014746072981070713,12
band_372,banda,372 nm,dia2,NIRR,0.08797526885234115,0.004261133397019761,12
band_372,banda,372 nm,dia3,NIRR,0.08165791388478269,0.003400185583721645,12
band_372,banda,372 nm,dia4,NIRR,0.08309112643766754,0.0070976068493902875,12
band_372,banda,372 nm,dia5,NIRR,0.0807495687048392,0.005855604984918274,12
band_372,banda,372 nm,dia6,NIRR,0.08221812556377804,0.0037226525490896157,12
band_372,banda,372 nm,dia9,NIRR,0.07701027954365354,0.004832400165667733,12
band_373,banda,373 nm,dia2,IRR,0.09314208823951137,0.004661746636794819,12
band_373,banda,373 nm,dia3,IRR,0.10564785577671898,0.011055044535518524,12
band_373,banda,373 nm,dia4,IRR,0.1325966832286378,0.019166269012210635,12
band_373,banda,373 nm,dia5,IRR,0.13198176652238722,0.022263239213079787,12
band_373,banda,373 nm,dia6,IRR,0.13690210709025766,0.009691325897840837,12
band_373,banda,373 nm,dia9,IRR,0.10330974751916089,0.01440815266696497,12
band_373,banda,373 nm,dia2,NIRR,0.08674818438859616,0.004269112087326257,12
band_373,banda,373 nm,dia3,NIRR,0.08063241230045833,0.0032364475270818746,12
band_373,banda,373 nm,dia4,NIRR,0.08195015985975779,0.007111044430317819,12
band_373,banda,373 nm,dia5,NIRR,0.07956625424236588,0.005730367547442916,12
band_373,banda,373 nm,dia6,NIRR,0.08056932296367779,0.0037169282780919366,12
band_373,banda,373 nm,dia9,NIRR,0.07580428069093745,0.00500967908065475,12
band_374,banda,374 nm,dia2,IRR,0.09196105086517238,0.004470877251403977,12
band_374,banda,374 nm,dia3,IRR,0.104323257229869,0.010940184106778293,12
band_374,banda,374 nm,dia4,IRR,0.13082477670461282,0.018827924194077843,12
band_374,banda,374 nm,dia5,IRR,0.13031097940309136,0.02203903364189773,12
band_374,banda,374 nm,dia6,IRR,0.13496426272807951,0.009602648073923905,12
band_374,banda,374 nm,dia9,IRR,0.10218519532439962,0.014421093761336276,12
band_374,banda,374 nm,dia2,NIRR,0.08557626167622007,0.0042384317169428054,12
band_374,banda,374 nm,dia3,NIRR,0.07967647935388643,0.0031082953726498403,12
band_374,banda,374 nm,dia4,NIRR,0.08092275027294384,0.007135284536194972,12
band_374,banda,374 nm,dia5,NIRR,0.07849240560152256,0.005766570428104527,12
band_374,banda,374 nm,dia6,NIRR,0.07917842772187654,0.003733341117643631,12
band_374,banda,374 nm,dia9,NIRR,0.07504088713156283,0.005103666237912676,12
band_375,banda,375 nm,dia2,IRR,0.09083240554693894,0.004287866854857051,12
band_375,banda,375 nm,dia3,IRR,0.10303695483270665,0.010828051970273174,12
band_375,banda,375 nm,dia4,IRR,0.12915733626610504,0.018555176381214955,12
band_375,banda,375 nm,dia5,IRR,0.12878176836922853,0.021861811565882627,12
band_375,banda,375 nm,dia6,IRR,0.13315434880303748,0.009478848174766975,12
band_375,banda,375 nm,dia9,IRR,0.10119791388765291,0.014391338661708278,12
band_375,banda,375 nm,dia2,NIRR,0.0844888648506494,0.004080928220163852,12
band_375,banda,375 nm,dia3,NIRR,0.07877030433291672,0.0030212079481160706,12
band_375,banda,375 nm,dia4,NIRR,0.07997025030120873,0.007143318417114145,12
band_375,banda,375 nm,dia5,NIRR,0.07757098654303297,0.005813455526693009,12
band_375,banda,375 nm,dia6,NIRR,0.07801012451272267,0.0036487399905925743,12
band_375,banda,375 nm,dia9,NIRR,0.07442373865682451,0.00521514073204527,12
band_376,banda,376 nm,dia2,IRR,0.08971259657814647,0.004166625325958511,12
band_376,banda,376 nm,dia3,IRR,0.10178578815585172,0.010743403440491541,12
band_376,banda,376 nm,dia4,IRR,0.12756183691858983,0.018282957474860452,12
band_376,banda,376 nm,dia5,IRR,0.12739156830851353,0.021708776924879696,12
band_376,banda,376 nm,dia6,IRR,0.1315010154673357,0.009401687362212764,12
band_376,banda,376 nm,dia9,IRR,0.10012358002977877,0.014211802117961506,12
band_376,banda,376 nm,dia2,NIRR,0.08347928881222437,0.0038561707368128975,12
band_376,banda,376 nm,dia3,NIRR,0.0778810282948781,0.00290453784153803,12
band_376,banda,376 nm,dia4,NIRR,0.07899500038622663,0.007099003354365289,12
band_376,banda,376 nm,dia5,NIRR,0.0767915645617869,0.0058212137941121515,12
band_376,banda,376 nm,dia6,NIRR,0.07696296785445038,0.003513041608093067,12
band_376,banda,376 nm,dia9,NIRR,0.07365215847331287,0.005339666965152066,12
band_377,banda,377 nm,dia2,IRR,0.08861589664679427,0.003998853654662119,12
band_377,banda,377 nm,dia3,IRR,0.10052797967806153,0.01068797302879026,12
band_377,banda,377 nm,dia4,IRR,0.12589443722394636,0.0180081408470832,12
band_377,banda,377 nm,dia5,IRR,0.12597357677079438,0.021515253817429213,12
band_377,banda,377 nm,dia6,IRR,0.12989073193377268,0.009397829410544518,12
band_377,banda,377 nm,dia9,IRR,0.09903069026113988,0.014061825671844141,12
band_377,banda,377 nm,dia2,NIRR,0.08246361658661341,0.003672109165788763,12
band_377,banda,377 nm,dia3,NIRR,0.07701257566928287,0.0027699865202424523,12
band_377,banda,377 nm,dia4,NIRR,0.0780588016626133,0.006989888520006284,12
band_377,banda,377 nm,dia5,NIRR,0.07603672726654469,0.005825799000467944,12
band_377,banda,377 nm,dia6,NIRR,0.07589128632241172,0.0034206033253048836,12
band_377,banda,377 nm,dia9,NIRR,0.07281258541447148,0.0052881981487330814,12
band_378,banda,378 nm,dia2,IRR,0.08759511339351174,0.003956793613281056,12
band_378,banda,378 nm,dia3,IRR,0.09942242256746592,0.010511238083282257,12
band_378,banda,378 nm,dia4,IRR,0.12431423311768804,0.017796590809111723,12
band_378,banda,378 nm,dia5,IRR,0.12454982084576226,0.021352002897050554,12
band_378,banda,378 nm,dia6,IRR,0.12850110380160226,0.009354229380094033,12
band_378,banda,378 nm,dia9,IRR,0.09803669425818752,0.013950557301877237,12
band_378,banda,378 nm,dia2,NIRR,0.08152669916389103,0.003608689164901859,12
band_378,banda,378 nm,dia3,NIRR,0.07620824741563588,0.002614370266388507,12
band_378,banda,378 nm,dia4,NIRR,0.07710405974171503,0.006940391010448207,12
band_378,banda,378 nm,dia5,NIRR,0.07526017248026699,0.005879041722595042,12
band_378,banda,378 nm,dia6,NIRR,0.07506410544064049,0.0033440798109387656,12
band_378,banda,378 nm,dia9,NIRR,0.07203872431653072,0.005152320549005977,12
band_379,banda,379 nm,dia2,IRR,0.08661858720851583,0.003962496218766203,12
band_379,banda,379 nm,dia3,IRR,0.0984450870538018,0.010320697648526138,12
band_379,banda,379 nm,dia4,IRR,0.12289771850961849,0.01760198696558857,12
band_379,banda,379 nm,dia5,IRR,0.12310166294157869,0.02104711598975421,12
band_379,banda,379 nm,dia6,IRR,0.1272492769024731,0.009209403404707875,12
band_379,banda,379 nm,dia9,IRR,0.09711822053820927,0.013766156004443178,12
band_379,banda,379 nm,dia2,NIRR,0.08066382783171229,0.0036088987966245746,12
band_379,banda,379 nm,dia3,NIRR,0.07546183880096241,0.00253731359357331,12
band_379,banda,379 nm,dia4,NIRR,0.07627484774648687,0.0069572236977931195,12
band_379,banda,379 nm,dia5,NIRR,0.0744637139980032,0.005876943547055997,12
band_379,banda,379 nm,dia6,NIRR,0.07442461353794076,0.0033863495892960797,12
band_379,banda,379 nm,dia9,NIRR,0.07129604822428921,0.005045272330617955,12
band_380,banda,380 nm,dia2,IRR,0.08567681194670046,0.003959226908598391,12
band_380,banda,380 nm,dia3,IRR,0.0974800225023027,0.010172622319815082,12
band_380,banda,380 nm,dia4,IRR,0.12164635907935256,0.01740755117000355,12
band_380,banda,380 nm,dia5,IRR,0.12162450531845033,0.020543017350970822,12
band_380,banda,380 nm,dia6,IRR,0.12599883653515484,0.00896619618344344,12
band_380,banda,380 nm,dia9,IRR,0.09625649635926603,0.01347657512912071,12
band_380,banda,380 nm,dia2,NIRR,0.07985064726982179,0.0035900285538157544,12
