dia,condicao,banda,comprimento_onda_nm,media_reflectancia,desvio_padrao,n
dia2,IRR,band_430,430,0.06361848327444274,0.002296028095098218,12
dia2,IRR,band_431,431,0.063334204870807,0.0022889803453862803,12
dia2,IRR,band_432,432,0.06305777151575521,0.0022779586449974526,12
dia2,IRR,band_433,433,0.06277062360365228,0.002273379078965484,12
dia2,IRR,band_434,434,0.06247240721627171,0.002273112331776048,12
dia2,IRR,band_435,435,0.06217463725228889,0.0022807070656057304,12
dia2,IRR,band_436,436,0.06188690806621108,0.002291929711261444,12
dia2,IRR,band_437,437,0.06159461067427555,0.0022911102349972537,12
dia2,IRR,band_438,438,0.061333933190083796,0.0022765251669348476,12
dia2,IRR,band_439,439,0.06111467227300107,0.0022569883452153313,12
dia2,IRR,band_440,440,0.0608903588965605,0.0022502887547468002,12
dia2,IRR,band_441,441,0.06068445398606604,0.0022470344401089287,12
dia2,IRR,band_442,442,0.06049451012022226,0.0022425800909105158,12
dia2,IRR,band_443,443,0.06030436240568577,0.0022391240214284036,12
dia2,IRR,band_444,444,0.06011830650495428,0.0022336990040938234,12
dia2,IRR,band_445,445,0.059929208079847966,0.002233836883133594,12
dia2,IRR,band_446,446,0.059741948463793555,0.0022377654796848323,12
dia2,IRR,band_447,447,0.05956470034125402,0.002229235435081772,12
dia2,IRR,band_448,448,0.05941048476053264,0.0022211722821270704,12
dia2,IRR,band_449,449,0.05925824388373945,0.0022159964439736595,12
dia2,IRR,band_450,450,0.059089231659994655,0.0022158057134241626,12
dia2,IRR,band_451,451,0.05892544584259101,0.0022207688040820424,12
dia2,IRR,band_452,452,0.05876359885207616,0.002227472904701303,12
dia2,IRR,band_453,453,0.0586002369769468,0.002230133628078837,12
dia2,IRR,band_454,454,0.05843494261434875,0.0022289793363331097,12
dia2,IRR,band_455,455,0.058255842154370276,0.00223108491515763,12
dia2,IRR,band_456,456,0.05807488066205807,0.00222859839752099,12
dia2,IRR,band_457,457,0.05790728579335863,0.0022229996570723347,12
