dia,condicao,banda,comprimento_onda_nm,media_reflectancia,desvio_padrao,n
dia2,IRR,band_1210,1210,0.44495461919736684,0.01498609245423605,12
dia2,IRR,band_1211,1211,0.4450251733632329,0.014992345146004967,12
dia2,IRR,band_1212,1212,0.4450945471772729,0.014998039488289577,12
dia2,IRR,band_1213,1213,0.44516224659869996,0.015002928445992927,12
dia2,IRR,band_1214,1214,0.4452274736121977,0.015008032862914028,12
dia2,IRR,band_1215,1215,0.4452892541837463,0.015014203088297526,12
dia2,IRR,band_1216,1216,0.44534857556523805,0.015021291054229833,12
dia2,IRR,band_1217,1217,0.44540566845731683,0.01502906646766828,12
dia2,IRR,band_1218,1218,0.44546126128646596,0.015037647013731467,12
dia2,IRR,band_1219,1219,0.44551459543798394,0.01504495160189478,12
dia2,IRR,band_1220,1220,0.44556665129013157,0.015050253265556457,12
dia2,IRR,band_1221,1221,0.4456165546203989,0.015053995829230222,12
dia2,IRR,band_1222,1222,0.445663207849055,0.015056399764811258,12
dia2,IRR,band_1223,1223,0.4457089091192503,0.01505849976705794,12
dia2,IRR,band_1224,1224,0.44575384278145064,0.01506217171046908,12
dia2,IRR,band_1225,1225,0.4457965859412332,0.015067365610073274,12
dia2,IRR,band_1226,1226,0.4458387878279744,0.015073460078556568,12
dia2,IRR,band_1227,1227,0.4458801474596572,0.015080630029904424,12
dia2,IRR,band_1228,1228,0.44592004172739785,0.015088308382175102,12
dia2,IRR,band_1229,1229,0.44595938116777867,0.015094465274014385,12
dia2,IRR,band_1230,1230,0.4459991567657031,0.015099730410611745,12
dia2,IRR,band_1231,1231,0.4460379602805464,0.015104291111329994,12
dia2,IRR,band_1232,1232,0.4460773044525104,0.015107536998883805,12
dia2,IRR,band_1233,1233,0.4461176479996472,0.015110912397674649,12
dia2,IRR,band_1234,1234,0.4461567670920585,0.015114105388041825,12
dia2,IRR,band_1235,1235,0.44619458144259133,0.015116392864224084,12
dia2,IRR,band_1236,1236,0.446231452670567,0.015118311152521026,12
dia2,IRR,band_1237,1237,0.44626583012631976,0.015119588074997354,12
dia2,IRR,band_1238,1238,0.4462993469524681,0.015120561721646523,12
dia2,IRR,band_1239,1239,0.4463343882681603,0.015121408513781947,12
dia2,IRR,band_1240,1240,0.4463688531586468,0.015122302113512218,12
dia2,IRR,band_1241,1241,0.4464012994986754,0.015123001154605189,12
dia2,IRR,band_1242,1242,0.4464334708385511,0.015123711019301317,12
dia2,IRR,band_1243,1243,0.446463430752986,0.015124646401651263,12
dia2,IRR,band_1244,1244,0.44649004105930046,0.015125760497900879,12
dia2,IRR,band_1245,1245,0.4465149189922521,0.015127321815883044,12
dia2,IRR,band_1246,1246,0.4465364805319498,0.01512882489028664,12
dia2,IRR,band_1247,1247,0.4465544590112098,0.015129605704662387,12
dia2,IRR,band_1248,1248,0.4465710477736695,0.01512969359974714,12
dia2,IRR,band_1249,1249,0.44658628035808395,0.01512940657423754,12
dia2,IRR,band_1250,1250,0.44659883658193184,0.015128769990935152,12
dia2,IRR,band_1251,1251,0.44660979676442475,0.015127818497249774,12
dia2,IRR,band_1252,1252,0.4466197132776247,0.015127578086584565,12
dia2,IRR,band_1253,1253,0.44662664174523736,0.01512734171707261,12
dia2,IRR,band_1254,1254,0.4466299996015866,0.015126892522072617,12
dia2,IRR,band_1255,1255,0.4466299046004145,0.015126858785072398,12
dia2,IRR,band_1256,1256,0.4466249435027439,0.015126626192347467,12
dia2,IRR,band_1257,1257,0.44661633789272837,0.015126639707216782,12
dia2,IRR,band_1258,1258,0.4466055010087621,0.015126605321926603,12
dia2,IRR,band_1259,1259,0.44659158479743016,0.01512626896243232,12
dia2,IRR,band_1260,1260,0.44657438229438684,0.01512561102084677,12
dia2,IRR,band_1261,1261,0.44655458353894883,0.015124646631611505,12
dia2,IRR,band_1262,1262,0.44653126896362444,0.015123554088044803,12
dia2,IRR,band_1263,1263,0.44650333478468945,0.015121592017610121,12
dia2,IRR,band_1264,1264,0.446470911693502,0.01511898088034706,12
dia2,IRR,band_1265,1265,0.44643486726908294,0.015115797375113763,12
dia2,IRR,band_1266,1266,0.44639522365256307,0.015111917523521642,12
dia2,IRR,band_1267,1267,0.44635262415589,0.015108576992249354,12
dia2,IRR,band_1268,1268,0.4463069974525627,0.01510554081491623,12
dia2,IRR,band_1269,1269,0.4462570829407881,0.015102850962305842,12
dia2,IRR,band_1270,1270,0.44620230715737813,0.015100706985600652,12
dia2,IRR,band_1271,1271,0.4461430902009091,0.015098484467167581,12
dia2,IRR,band_1272,1272,0.4460796477523414,0.015096461285886202,12
dia2,IRR,band_1273,1273,0.4460117909146193,0.015094644869380208,12
dia2,IRR,band_1274,1274,0.4459391657834763,0.01509246008613173,12
dia2,IRR,band_1275,1275,0.445861690905591,0.015089411538650474,12
dia2,IRR,band_1276,1276,0.4457785024515403,0.015085131892344684,12
dia2,IRR,band_1277,1277,0.4456896421799368,0.015080257790848164,12
dia2,IRR,band_1278,1278,0.445595745599765,0.015076109664282626,12
dia2,IRR,band_1279,1279,0.4454969833277262,0.015072843913202039,12
dia2,IRR,band_1280,1280,0.44539312744347276,0.01506871285046683,12
dia2,IRR,band_1281,1281,0.4452848690930294,0.015063518357309307,12
dia2,IRR,band_1282,1282,0.44517230018804826,0.015057683008770908,12
dia2,IRR,band_1283,1283,0.4450543543526984,0.015051183754732774,12
dia2,IRR,band_1284,1284,0.4449307879893061,0.015044890223722119,12
dia2,IRR,band_1285,1285,0.4448011007387458,0.01503972212302863,12
dia2,IRR,band_1286,1286,0.4446643683667885,0.015032995323610125,12
dia2,IRR,band_1287,1287,0.44452081981570135,0.015024986674502498,12
dia2,IRR,band_1288,1288,0.44437046652433715,0.015017726670696408,12
dia2,IRR,band_1289,1289,0.44421327712496717,0.015009648551357987,12
dia2,IRR,band_1290,1290,0.44404862617725294,0.015000350883936787,12
dia2,IRR,band_1291,1291,0.44387666173760404,0.01499068099163088,12
dia2,IRR,band_1292,1292,0.44369676642019446,0.014979550173518546,12
dia2,IRR,band_1293,1293,0.4435096144420357,0.01496678711540623,12
dia2,IRR,band_1294,1294,0.4433159859939087,0.01495383511130301,12
dia2,IRR,band_1295,1295,0.44311647560690076,0.014940564654829356,12
dia2,IRR,band_1296,1296,0.44291143599080973,0.014924593651562615,12
dia2,IRR,band_1297,1297,0.4427001414143387,0.014906858620514005,12
dia2,IRR,band_1298,1298,0.442482259009277,0.014888212088796378,12
dia2,IRR,band_1299,1299,0.4422574000100852,0.01486807043698552,12
dia2,IRR,band_1300,1300,0.44202412769495886,0.014848216070260394,12
dia2,IRR,band_1301,1301,0.44178260238669037,0.014828992529279423,12
dia2,IRR,band_1302,1302,0.441531711649912,0.014808526402603096,12
dia2,IRR,band_1303,1303,0.4412713786335156,0.014786606818866514,12
dia2,IRR,band_1304,1304,0.4410023841353579,0.014763821026417748,12
dia2,IRR,band_1305,1305,0.4407250961598819,0.014739647219360212,12
dia2,IRR,band_1306,1306,0.4404384465429581,0.014714795596014978,12
dia2,IRR,band_1307,1307,0.4401410108029404,0.014689657832092426,12
dia2,IRR,band_1308,1308,0.4398327235517123,0.014663090197674885,12
dia2,IRR,band_1309,1309,0.43951329392805233,0.014635620727252165,12
dia2,IRR,band_1310,1310,0.43918128371045045,0.014608559493330966,12
dia2,IRR,band_1311,1311,0.438837664330264,0.014581073116239327,12
dia2,IRR,band_1312,1312,0.4384814058910294,0.01455217816128299,12
dia2,IRR,band_1313,1313,0.43811144060530927,0.014523406513459958,12
dia2,IRR,band_1314,1314,0.43772806554945737,0.014494533610605537,12
dia2,IRR,band_1315,1315,0.43733065492761686,0.014465561180399784,12
dia2,IRR,band_1316,1316,0.4369179748707763,0.014437790649423517,12
dia2,IRR,band_1317,1317,0.43649057500464017,0.014410718229579783,12
dia2,IRR,band_1318,1318,0.43604888781352713,0.01438256442246878,12
dia2,IRR,band_1319,1319,0.4355921072171263,0.01435423941981364,12
dia2,IRR,band_1320,1320,0.43512185641418805,0.01432562215206716,12
dia2,IRR,band_1321,1321,0.4346395538172352,0.014295139438379161,12
dia2,IRR,band_1322,1322,0.4341433095752054,0.014263460511447872,12
dia2,IRR,band_1323,1323,0.4336342747519058,0.014231995894239126,12
dia2,IRR,band_1324,1324,0.43311219323889544,0.014200371741220026,12
dia2,IRR,band_1325,1325,0.432576708796431,0.014169757704612549,12
dia2,IRR,band_1326,1326,0.43202940886987334,0.014140182346616731,12
dia2,IRR,band_1327,1327,0.4314710190746282,0.014111555202555257,12
dia2,IRR,band_1328,1328,0.43090177066365865,0.014083765617224377,12
dia2,IRR,band_1329,1329,0.4303218057594392,0.014056541232971568,12
dia2,IRR,band_1330,1330,0.4297330173573856,0.014030107018303418,12
dia2,IRR,band_1331,1331,0.42913392148994167,0.014003950416571516,12
dia2,IRR,band_1332,1332,0.4285232510556292,0.013977317507526841,12
dia2,IRR,band_1333,1333,0.4279032404421539,0.013950391155604978,12
dia2,IRR,band_1334,1334,0.42727409798917065,0.013923458077838052,12
dia2,IRR,band_1335,1335,0.42663760989784033,0.013896670020391253,12
dia2,IRR,band_1336,1336,0.4259978830546114,0.013870065441164129,12
dia2,IRR,band_1337,1337,0.4253562782578195,0.013844095834638673,12
dia2,IRR,band_1338,1338,0.424714392346315,0.013818590747251473,12
dia2,IRR,band_1339,1339,0.42407336234416054,0.013792870107147994,12
dia2,IRR,band_1340,1340,0.4234318342089923,0.01376746508185847,12
dia2,IRR,band_1341,1341,0.4227889447156794,0.013742103282944533,12
dia2,IRR,band_1342,1342,0.4221421553036968,0.013715598097734216,12
dia2,IRR,band_1343,1343,0.4214923154169084,0.013689373927781547,12
dia2,IRR,band_1344,1344,0.4208404037662181,0.013663491092252565,12
dia2,IRR,band_1345,1345,0.4201881504563625,0.013637348395152935,12
dia2,IRR,band_1346,1346,0.4195380383323979,0.01361221905420878,12
dia2,IRR,band_1347,1347,0.41889038285650965,0.013587700792735267,12
dia2,IRR,band_1348,1348,0.4182456267061448,0.013562790731136093,12
dia2,IRR,band_1349,1349,0.41760279662103467,0.013538172204515687,12
dia2,IRR,band_1350,1350,0.41695940884585875,0.013513080705145371,12
dia2,IRR,band_1351,1351,0.4163152100250595,0.013486743936786652,12
dia2,IRR,band_1352,1352,0.41566690165551723,0.013459728402413372,12
dia2,IRR,band_1353,1353,0.41501416847094524,0.013432537775101224,12
dia2,IRR,band_1354,1354,0.41435597154831605,0.013404745549871123,12
dia2,IRR,band_1355,1355,0.4136897057786695,0.01337735104981315,12
dia2,IRR,band_1356,1356,0.4130135268564857,0.013350881921566228,12
dia2,IRR,band_1357,1357,0.4123234773897619,0.013324002544089346,12
dia2,IRR,band_1358,1358,0.41161528133927,0.013296537966933739,12
dia2,IRR,band_1359,1359,0.41088375822593975,0.013268762126301138,12
dia2,IRR,band_1360,1360,0.4101239990699781,0.013239585121425371,12
dia2,IRR,band_1361,1361,0.40933371660063406,0.013209053629514236,12
dia2,IRR,band_1362,1362,0.4085076163871515,0.013177502587137848,12
dia2,IRR,band_1363,1363,0.4076399139850518,0.013144142071481556,12
dia2,IRR,band_1364,1364,0.40672702702096863,0.013108954036711608,12
dia2,IRR,band_1365,1365,0.40576208383267237,0.013072792492205382,12
dia2,IRR,band_1366,1366,0.4047350616445671,0.01303488698628759,12
dia2,IRR,band_1367,1367,0.40364335265987045,0.012994473935592754,12
dia2,IRR,band_1368,1368,0.40247576469236446,0.012951426679747387,12
dia2,IRR,band_1369,1369,0.4012284702034071,0.012905834996171154,12
dia2,IRR,band_1370,1370,0.39989110974547587,0.012857746691590746,12
dia2,IRR,band_1371,1371,0.3984577591922087,0.012807399567126001,12
dia2,IRR,band_1372,1372,0.39691705554538487,0.012754369948943153,12
dia2,IRR,band_1373,1373,0.39526145799323237,0.012699337871183849,12
dia2,IRR,band_1374,1374,0.3934796646961949,0.012641585770144879,12
dia2,IRR,band_1375,1375,0.39155597956655536,0.012580193923631817,12
dia2,IRR,band_1376,1376,0.3894788736190511,0.012515489800688851,12
dia2,IRR,band_1377,1377,0.3872397924009581,0.012448075914490068,12
dia2,IRR,band_1378,1378,0.38482864658847055,0.012377975052615668,12
dia2,IRR,band_1379,1379,0.3822450476325215,0.01230558256560238,12
dia2,IRR,band_1380,1380,0.37947809739125105,0.012231224709016669,12
dia2,IRR,band_1381,1381,0.3765294947683881,0.012155146485297086,12
dia2,IRR,band_1382,1382,0.37339464963668595,0.012077485875024026,12
dia2,IRR,band_1383,1383,0.3700739807786522,0.012000006181785292,12
dia2,IRR,band_1384,1384,0.3665721461386419,0.011922500750423993,12
dia2,IRR,band_1385,1385,0.36288999323956445,0.011844360730838974,12
dia2,IRR,band_1386,1386,0.3590413650597961,0.011767292455122336,12
dia2,IRR,band_1387,1387,0.355035938288836,0.01169212274538745,12
dia2,IRR,band_1388,1388,0.35088358703287864,0.011619000494199637,12
dia2,IRR,band_1389,1389,0.34660459558937623,0.011548617987765505,12
dia2,IRR,band_1390,1390,0.34220854115131827,0.011481284824307408,12
dia2,IRR,band_1391,1391,0.3377056465112441,0.0114171108116994,12
dia2,IRR,band_1392,1392,0.3331128120920094,0.011356042528324707,12
dia2,IRR,band_1393,1393,0.3284432844714313,0.011298469977371188,12
dia2,IRR,band_1394,1394,0.3237240675645524,0.011244716680141546,12
dia2,IRR,band_1395,1395,0.31898827829004855,0.011194106810755444,12
dia2,IRR,band_1396,1396,0.31426015627397447,0.011146372945155521,12
dia2,IRR,band_1397,1397,0.30957180702556336,0.011101297099562948,12
dia2,IRR,band_1398,1398,0.30493444242896534,0.011058607712813624,12
dia2,IRR,band_1399,1399,0.3003797361415972,0.011018242465954089,12
dia2,IRR,band_1400,1400,0.29591905038387056,0.010980327356591395,12
dia2,IRR,band_1401,1401,0.2915687609646222,0.01094537343173943,12
dia2,IRR,band_1402,1402,0.2873530070389801,0.01091252381270795,12
dia2,IRR,band_1403,1403,0.28328092911989783,0.0108812860757868,12
dia2,IRR,band_1404,1404,0.2793716600703338,0.01085234093974211,12
dia2,IRR,band_1405,1405,0.2756392085563027,0.010824633750044261,12
dia2,IRR,band_1406,1406,0.2720820139751211,0.010798349357554452,12
dia2,IRR,band_1407,1407,0.2687119897511011,0.010774276185038761,12
dia2,IRR,band_1408,1408,0.26552401733442704,0.010751938588886529,12
dia2,IRR,band_1409,1409,0.26252537673059884,0.010731417366933648,12
dia2,IRR,band_1410,1410,0.2597093129802987,0.010712957864643345,12
dia2,IRR,band_1411,1411,0.25707767398597864,0.010695998996227831,12
dia2,IRR,band_1412,1412,0.25462826132193966,0.010680154742057711,12
dia2,IRR,band_1413,1413,0.2523558002569818,0.010665710321830347,12
dia2,IRR,band_1414,1414,0.25025820638604385,0.010652445129276574,12
dia2,IRR,band_1415,1415,0.2483224527051049,0.0106399981733073,12
dia2,IRR,band_1416,1416,0.24653969036339,0.010629176762766899,12
dia2,IRR,band_1417,1417,0.24490364658290328,0.010620115439797835,12
dia2,IRR,band_1418,1418,0.24340587830218693,0.010612463799717217,12
dia2,IRR,band_1419,1419,0.24203943064859498,0.010606290132310143,12
dia2,IRR,band_1420,1420,0.2407950907484506,0.010601438751016993,12
dia2,IRR,band_1421,1421,0.23966520263110389,0.010597522060273118,12
dia2,IRR,band_1422,1422,0.23864294333852865,0.010594931992173116,12
dia2,IRR,band_1423,1423,0.23772282803536127,0.010594227013740303,12
dia2,IRR,band_1424,1424,0.2369004643213816,0.010594857741677947,12
dia2,IRR,band_1425,1425,0.23616763887165856,0.010596593593389663,12
dia2,IRR,band_1426,1426,0.23551722294424884,0.010599842216117985,12
dia2,IRR,band_1427,1427,0.23494434883458437,0.010604193751027191,12
dia2,IRR,band_1428,1428,0.2344429330214922,0.01060921013082178,12
dia2,IRR,band_1429,1429,0.23401092679000354,0.010615519618203843,12
dia2,IRR,band_1430,1430,0.2336456454114164,0.010623558881381489,12
dia2,IRR,band_1431,1431,0.23334221794942386,0.010632662148310322,12
dia2,IRR,band_1432,1432,0.23309694948211587,0.010642924869300865,12
dia2,IRR,band_1433,1433,0.23290565146983622,0.010654351631410168,12
dia2,IRR,band_1434,1434,0.2327632861349462,0.010666177590143603,12
dia2,IRR,band_1435,1435,0.2326688736491814,0.010678014964068668,12
dia2,IRR,band_1436,1436,0.23261789027517762,0.010690215944875434,12
dia2,IRR,band_1437,1437,0.23260895202375745,0.010702691595599539,12
dia2,IRR,band_1438,1438,0.23263821307165466,0.01071515501605154,12
dia2,IRR,band_1439,1439,0.23270150279269716,0.010728262454013246,12
dia2,IRR,band_1440,1440,0.23279567882265387,0.010741918739291596,12
dia2,IRR,band_1441,1441,0.23291797521919377,0.010755247621337135,12
dia2,IRR,band_1442,1442,0.23306551829538724,0.010768437010031991,12
dia2,IRR,band_1443,1443,0.23323677920305105,0.010781847974762,12
dia2,IRR,band_1444,1444,0.23342864972852753,0.010795600409150527,12
dia2,IRR,band_1445,1445,0.23363925997983026,0.010809149135123673,12
dia2,IRR,band_1446,1446,0.23386577204939182,0.010822260202252732,12
dia2,IRR,band_1447,1447,0.23410826778054605,0.01083480878340621,12
dia2,IRR,band_1448,1448,0.23436507992644195,0.010846213718924623,12
dia2,IRR,band_1449,1449,0.23463587016068832,0.010856812969792826,12
dia2,IRR,band_1450,1450,0.23492072896088764,0.010866907628255075,12
dia2,IRR,band_1451,1451,0.2352208862139007,0.010876451293210156,12
dia2,IRR,band_1452,1452,0.23553824969014622,0.010885888896026432,12
dia2,IRR,band_1453,1453,0.2358759562276506,0.010895308795770223,12
dia2,IRR,band_1454,1454,0.23623718419324413,0.010904269671699579,12
dia2,IRR,band_1455,1455,0.2366245619138935,0.010912555270153241,12
dia2,IRR,band_1456,1456,0.23704198403350052,0.010920254953999928,12
dia2,IRR,band_1457,1457,0.2374935752630263,0.010927510391658261,12
dia2,IRR,band_1458,1458,0.23798387171607996,0.010934865366715504,12
dia2,IRR,band_1459,1459,0.23851791094595134,0.010943003932826843,12
dia2,IRR,band_1460,1460,0.23909910392859332,0.010952042886505866,12
dia2,IRR,band_1461,1461,0.23973106523798496,0.010961891076713276,12
dia2,IRR,band_1462,1462,0.24041584096721194,0.010972193099841435,12
dia2,IRR,band_1463,1463,0.2411529455012756,0.010982355492018238,12
dia2,IRR,band_1464,1464,0.24194452728760316,0.010992297241811161,12
dia2,IRR,band_1465,1465,0.24279139578610132,0.011002303262283084,12
dia2,IRR,band_1466,1466,0.2436926654996059,0.011012851274906234,12
dia2,IRR,band_1467,1467,0.24464956231499144,0.011023998452353698,12
dia2,IRR,band_1468,1468,0.24565785124527117,0.011035278688337778,12
dia2,IRR,band_1469,1469,0.24671271556024502,0.011046877375472353,12
dia2,IRR,band_1470,1470,0.24781253047315585,0.011058902055239815,12
dia2,IRR,band_1471,1471,0.24895275021207586,0.011071127699072845,12
dia2,IRR,band_1472,1472,0.25013007784681013,0.01108388104950251,12
dia2,IRR,band_1473,1473,0.2513418802085358,0.01109708388489847,12
dia2,IRR,band_1474,1474,0.25258393103754484,0.01110982617591008,12
dia2,IRR,band_1475,1475,0.2538531724425438,0.011122057931098581,12
dia2,IRR,band_1476,1476,0.25514626219222186,0.011134494028259891,12
dia2,IRR,band_1477,1477,0.2564604580265547,0.011146351378517372,12
dia2,IRR,band_1478,1478,0.25779205540739125,0.011157147276966805,12
dia2,IRR,band_1479,1479,0.25913704697863027,0.01116777498398635,12
dia2,IRR,band_1480,1480,0.26049423449187165,0.011177695857740207,12
dia2,IRR,band_1481,1481,0.2618604342918419,0.011186439487865874,12
dia2,IRR,band_1482,1482,0.26323623364870735,0.01119488188466219,12
dia2,IRR,band_1483,1483,0.2646201611773488,0.011202776330575029,12
dia2,IRR,band_1484,1484,0.2660101574833573,0.011209602017455772,12
dia2,IRR,band_1485,1485,0.2674056194499744,0.011216041538814222,12
dia2,IRR,band_1486,1486,0.26880375159736186,0.011222294289093169,12
dia2,IRR,band_1487,1487,0.2702033080165666,0.011228105347159437,12
dia2,IRR,band_1488,1488,0.2716021959157912,0.011233465786800472,12
dia2,IRR,band_1489,1489,0.27300069175642905,0.011238653569677362,12
dia2,IRR,band_1490,1490,0.2743990937143021,0.01124370836473154,12
dia2,IRR,band_1491,1491,0.2757964929013185,0.011248710621660126,12
dia2,IRR,band_1492,1492,0.27719536231287173,0.011254064990405545,12
dia2,IRR,band_1493,1493,0.2785927524083359,0.011259627103093077,12
dia2,IRR,band_1494,1494,0.27998719322349946,0.011264785836709658,12
dia2,IRR,band_1495,1495,0.28137909154902657,0.011269742500545155,12
dia2,IRR,band_1496,1496,0.28276600731347346,0.011274960137379664,12
dia2,IRR,band_1497,1497,0.2841484237773865,0.011280210983649975,12
dia2,IRR,band_1498,1498,0.28552591530380195,0.011284729354225597,12
dia2,IRR,band_1499,1499,0.28689932166572124,0.01128891950097898,12
dia2,IRR,band_1500,1500,0.288268381685088,0.011292840590402317,12
dia2,IRR,band_1501,1501,0.2896321887765092,0.011296189096356515,12
dia2,IRR,band_1502,1502,0.2909909314142056,0.011299907419120039,12
dia2,IRR,band_1503,1503,0.2923412353719453,0.011304078903264545,12
dia2,IRR,band_1504,1504,0.29368132647536177,0.011307886935289854,12
dia2,IRR,band_1505,1505,0.2950130457941256,0.011312118677895073,12
dia2,IRR,band_1506,1506,0.29633494352657846,0.011317400247752796,12
dia2,IRR,band_1507,1507,0.2976488706924612,0.01132271542187605,12
dia2,IRR,band_1508,1508,0.2989571050008055,0.011328190161500504,12
dia2,IRR,band_1509,1509,0.30025577161201983,0.011334343627409885,12
dia2,IRR,band_1510,1510,0.3015454023210424,0.01133999510700373,12
dia2,IRR,band_1511,1511,0.30282559634326117,0.01134500298229848,12
dia2,IRR,band_1512,1512,0.30409229080071487,0.011350373098914181,12
dia2,IRR,band_1513,1513,0.3053487487345942,0.011356103055906399,12
dia2,IRR,band_1514,1514,0.30659604270922863,0.011361774266113771,12
dia2,IRR,band_1515,1515,0.3078324591577,0.011367215192265795,12
dia2,IRR,band_1516,1516,0.309060344063582,0.011372013569638255,12
dia2,IRR,band_1517,1517,0.3102784356807043,0.011375794618156233,12
dia2,IRR,band_1518,1518,0.31148429453915916,0.011379373689228332,12
dia2,IRR,band_1519,1519,0.31267795145266725,0.011383325788226043,12
dia2,IRR,band_1520,1520,0.31385867380474447,0.011387229097281428,12
dia2,IRR,band_1521,1521,0.31502635103786875,0.01139098377495862,12
dia2,IRR,band_1522,1522,0.31618159251667083,0.011394625502092269,12
dia2,IRR,band_1523,1523,0.3173260024980337,0.011398368923515928,12
dia2,IRR,band_1524,1524,0.31845930058818134,0.01140237886565161,12
dia2,IRR,band_1525,1525,0.3195803090968444,0.011406372948885263,12
dia2,IRR,band_1526,1526,0.3206908770746426,0.011410591443921123,12
dia2,IRR,band_1527,1527,0.32178947127333424,0.011415708795072081,12
dia2,IRR,band_1528,1528,0.32287396868343166,0.011421538746291308,12
dia2,IRR,band_1529,1529,0.32394632509203947,0.011427691437172361,12
dia2,IRR,band_1530,1530,0.3250054266783053,0.011434447932182188,12
dia2,IRR,band_1531,1531,0.3260522411517431,0.01144138487044913,12
dia2,IRR,band_1532,1532,0.3270898014998276,0.011447605041532373,12
dia2,IRR,band_1533,1533,0.32811619476329174,0.011453280326924515,12
dia2,IRR,band_1534,1534,0.3291303194462707,0.011458385600035296,12
dia2,IRR,band_1535,1535,0.33013138322022745,0.01146267194878577,12
dia2,IRR,band_1536,1536,0.331118082003693,0.011467192491556233,12
dia2,IRR,band_1537,1537,0.33209241470573153,0.01147273512999912,12
dia2,IRR,band_1538,1538,0.33305543012094785,0.01147859964176898,12
dia2,IRR,band_1539,1539,0.3340077331658509,0.01148383991026749,12
dia2,IRR,band_1540,1540,0.33495017841703195,0.01148884381988465,12
dia2,IRR,band_1541,1541,0.3358810337672073,0.011494297984871503,12
dia2,IRR,band_1542,1542,0.3367999622914222,0.0115002776123196,12
dia2,IRR,band_1543,1543,0.33770708460995963,0.011507536483909956,12
dia2,IRR,band_1544,1544,0.3386008116826678,0.011515894257576513,12
dia2,IRR,band_1545,1545,0.3394817395829128,0.011523869271869202,12
dia2,IRR,band_1546,1546,0.34034927060645126,0.01153201221847427,12
dia2,IRR,band_1547,1547,0.34120427930118175,0.011539610681764878,12
dia2,IRR,band_1548,1548,0.34204833784280425,0.011545928944936825,12
dia2,IRR,band_1549,1549,0.34288109388764093,0.011551655892614605,12
dia2,IRR,band_1550,1550,0.34370302254892354,0.0115570155824634,12
dia2,IRR,band_1551,1551,0.34451314029594754,0.011563105706778947,12
dia2,IRR,band_1552,1552,0.3453105538341053,0.01157064739933215,12
dia2,IRR,band_1553,1553,0.3460960172614895,0.01157959714084926,12
dia2,IRR,band_1554,1554,0.3468697205745088,0.011589576259013686,12
dia2,IRR,band_1555,1555,0.34763265333816223,0.011598877204907352,12
dia2,IRR,band_1556,1556,0.3483847182936329,0.011607200706540088,12
dia2,IRR,band_1557,1557,0.34912653290619505,0.01161445565623628,12
dia2,IRR,band_1558,1558,0.3498583941517346,0.011620849551127554,12
dia2,IRR,band_1559,1559,0.35057839953923026,0.011627796280124985,12
dia2,IRR,band_1560,1560,0.3512869118888135,0.011635420677370185,12
dia2,IRR,band_1561,1561,0.351984244298609,0.011642460778743263,12
dia2,IRR,band_1562,1562,0.3526702331808666,0.011648615142719143,12
dia2,IRR,band_1563,1563,0.35334608998469536,0.011654438522154453,12
dia2,IRR,band_1564,1564,0.35401276621535605,0.011660015369305003,12
dia2,IRR,band_1565,1565,0.3546693600949656,0.01166516540594335,12
dia2,IRR,band_1566,1566,0.3553168680235101,0.01167054210428841,12
dia2,IRR,band_1567,1567,0.35595603983685314,0.011675966276980013,12
dia2,IRR,band_1568,1568,0.35658624134344685,0.011681027676662776,12
dia2,IRR,band_1569,1569,0.357207495313558,0.011687244446185513,12
dia2,IRR,band_1570,1570,0.35782060882771427,0.011694625292461222,12
dia2,IRR,band_1571,1571,0.3584248517589714,0.011702046302842842,12
dia2,IRR,band_1572,1572,0.3590212958612733,0.011710240850913253,12
dia2,IRR,band_1573,1573,0.35961116020804546,0.01171853621189736,12
dia2,IRR,band_1574,1574,0.3601939662391245,0.011726226209482991,12
dia2,IRR,band_1575,1575,0.36076932688262625,0.011734199533412903,12
dia2,IRR,band_1576,1576,0.3613375052105116,0.011742040912824794,12
dia2,IRR,band_1577,1577,0.3618970785483448,0.011750035718863043,12
dia2,IRR,band_1578,1578,0.36244863735821564,0.011759253228202628,12
dia2,IRR,band_1579,1579,0.36299271893250734,0.011768772351170617,12
dia2,IRR,band_1580,1580,0.36352937875387137,0.011778144753002756,12
dia2,IRR,band_1581,1581,0.3640598252433604,0.011787408394339224,12
dia2,IRR,band_1582,1582,0.3645846182606783,0.011795678267727762,12
dia2,IRR,band_1583,1583,0.3651035361421065,0.011802852028235309,12
dia2,IRR,band_1584,1584,0.36561701174607203,0.011809956290858554,12
dia2,IRR,band_1585,1585,0.36612430951961117,0.011817684780481527,12
dia2,IRR,band_1586,1586,0.3666250532078286,0.011826138003089808,12
dia2,IRR,band_1587,1587,0.3671202064229677,0.011836370377478186,12
dia2,IRR,band_1588,1588,0.3676101000566409,0.011847797238277941,12
dia2,IRR,band_1589,1589,0.3680937914812463,0.011858459850372916,12
dia2,IRR,band_1590,1590,0.36857176685782744,0.011868641848796574,12
dia2,IRR,band_1591,1591,0.3690439508356847,0.011878265708537311,12
dia2,IRR,band_1592,1592,0.3695097344448468,0.011887316491386595,12
dia2,IRR,band_1593,1593,0.36996893260174907,0.011896809387599405,12
dia2,IRR,band_1594,1594,0.3704219786875249,0.011906377439332018,12
dia2,IRR,band_1595,1595,0.3708686722316021,0.011915973810543674,12
dia2,IRR,band_1596,1596,0.37130906469778613,0.011926271571604828,12
dia2,IRR,band_1597,1597,0.371744230846879,0.011936602160631693,12
