dia,comprimento_onda_nm,ratio_media,ratio_std,n_pares
dia3,2082,1.1570425193717202,0.10526914116181799,12
dia3,2083,1.156471373163666,0.1048485741522711,12
dia3,2084,1.1558977399824377,0.1044337857731441,12
dia3,2085,1.155320073634433,0.1040236677508775,12
dia3,2086,1.1547428698051123,0.10362340642101137,12
dia3,2087,1.1541682779172753,0.10323494924639931,12
dia3,2088,1.1535987294983918,0.10285206186162059,12
dia3,2089,1.153037926278942,0.1024747133788966,12
dia3,2090,1.1524851003197516,0.1021010175666166,12
dia3,2091,1.1519371704189103,0.10172983546381802,12
dia3,2092,1.1513947788788628,0.10136099589516472,12
dia3,2093,1.1508557643218207,0.10099609048438427,12
dia3,2094,1.1503183608429348,0.10063136193281517,12
dia3,2095,1.149783334427764,0.10026439730482613,12
dia3,2096,1.1492535822712389,0.09990348509401903,12
dia3,2097,1.148727924770743,0.09954632640683912,12
dia3,2098,1.1482063953288417,0.09919109192026618,12
dia3,2099,1.1476888404329548,0.09884213335014548,12
dia3,2100,1.1471720972544655,0.09849395553505046,12
dia3,2101,1.1466560139278599,0.0981462370206269,12
dia3,2102,1.1461426209384897,0.09780097573222862,12
dia3,2103,1.1456327205629242,0.0974600225237053,12
dia3,2104,1.1451252998459507,0.09712202347250523,12
dia3,2105,1.144618697862313,0.09678741950227977,12
dia3,2106,1.1441168376833464,0.09646048860042039,12
dia3,2107,1.1436141035745895,0.09614075433396123,12
dia3,2108,1.1431091948730376,0.09582648754694077,12
dia3,2109,1.1426112205556438,0.09551611298522364,12
dia3,2110,1.142118563205696,0.09520675653943177,12
dia3,2111,1.1416348091696227,0.09489751675689007,12
dia3,2112,1.141164465631513,0.09458925966129102,12
dia3,2113,1.1407032396463783,0.0942831633161075,12
dia3,2114,1.140247296517929,0.09398257608971657,12
dia3,2115,1.139792140656085,0.09368780720748242,12
dia3,2116,1.1393373383273029,0.09339807919240302,12
dia3,2117,1.1388789237764136,0.0931125515472908,12
dia3,2118,1.138417550769374,0.09283136674280573,12
dia3,2119,1.137959877940139,0.09255342982329141,12
dia3,2120,1.137506062466552,0.09228060222719722,12
dia3,2121,1.1370593097417956,0.09201126776311692,12
dia3,2122,1.1366186149364845,0.09174529375260007,12
dia3,2123,1.1361802505063345,0.09148278189313624,12
