cultivar,condicao,data_coleta_iso,dia,replicata,bloco,turnos_disponiveis,turno_label,target,model,y_true,y_pred,label_true,label_pred,acertou,prob_IRR,prob_NIRR
BR16,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),0,1,IRR,NIRR,False,0.2975733503647275,0.7024266496352725
BR16,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.7998012507834827,0.20019874921651745
BR16,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.8994762750647988,0.1005237249352014
BR16,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.9385937278610954,0.061406272138904414
BR16,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.2921785435716986,0.7078214564283013
BR16,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.10027034708450898,0.8997296529154911
BR16,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.10596815751008826,0.8940318424899115
BR16,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.10522530418690587,0.894774695813094
CD202,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.7144285144676625,0.2855714855323374
CD202,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.904238205487389,0.09576179451261083
CD202,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.8900687151327792,0.10993128486722079
CD202,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.6625338881836758,0.3374661118163242
CD202,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.10041831079462402,0.8995816892053758
CD202,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.1442353725423406,0.8557646274576594
CD202,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.03514411372145323,0.9648558862785467
CD202,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.07585025957173067,0.9241497404282694
EMB48,IRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.9170941217194187,0.08290587828058128
EMB48,IRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.7898876005721129,0.21011239942788712
EMB48,IRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.8404094386326979,0.1595905613673022
EMB48,IRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),0,0,IRR,IRR,True,0.9030907155612438,0.09690928443875628
EMB48,NIRR,2017-03-02,dia9,1,B1,manha + tarde,manha + tarde,cond,SVM (RBF),1,0,NIRR,IRR,False,0.5922365517843308,0.4077634482156692
EMB48,NIRR,2017-03-02,dia9,2,B2,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.13574036811858609,0.864259631881414
EMB48,NIRR,2017-03-02,dia9,3,B3,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.06847997747790072,0.9315200225220992
EMB48,NIRR,2017-03-02,dia9,4,B4,manha + tarde,manha + tarde,cond,SVM (RBF),1,1,NIRR,NIRR,True,0.047342048966571584,0.9526579510334285
