analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia6_EMB48,dia6 - EMB48,dia6,EMB48,XGBoost,Nao irrigado,0,4
dia6_EMB48,dia6 - EMB48,dia6,EMB48,XGBoost,Irrigado,0,4
