analysis_id,analysis_label,dia,cultivar,modelo,classe,classe_codigo,precision,recall,f1,support
dia4_EMB48,dia4 - EMB48,dia4,EMB48,SVM (RBF),Nao irrigado,0,1.0,0.75,0.8571428571428571,4
dia4_EMB48,dia4 - EMB48,dia4,EMB48,SVM (RBF),Irrigado,1,0.8,1.0,0.8888888888888888,4
