analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia4_EMB48,dia4 - EMB48,dia4,EMB48,LDA,Nao irrigado,4,0
dia4_EMB48,dia4 - EMB48,dia4,EMB48,LDA,Irrigado,0,4
