analysis_id,analysis_label,dia,cultivar,modelo,real,Nao irrigado,Irrigado
dia4_EMB48,dia4 - EMB48,dia4,EMB48,XGBoost,Nao irrigado,0,4
dia4_EMB48,dia4 - EMB48,dia4,EMB48,XGBoost,Irrigado,0,4
