cultivar,condicao,data_coleta_iso,dia,replicata,bloco,grupo_cv,analysis_id,analysis_label,modelo,y_true,y_pred,prob_irrigado,acertou
BR16,IRR,2017-02-26,dia5,1,B1,BR16_IRR_B1,dia5,dia5,LDA,1,1,1.0,True
BR16,IRR,2017-02-26,dia5,2,B2,BR16_IRR_B2,dia5,dia5,LDA,1,1,0.9938159848506508,True
BR16,IRR,2017-02-26,dia5,3,B3,BR16_IRR_B3,dia5,dia5,LDA,1,0,0.3692545520513968,False
BR16,IRR,2017-02-26,dia5,4,B4,BR16_IRR_B4,dia5,dia5,LDA,1,1,0.9999999955718999,True
BR16,NIRR,2017-02-26,dia5,1,B1,BR16_NIRR_B1,dia5,dia5,LDA,0,0,5.084696091864923e-06,True
BR16,NIRR,2017-02-26,dia5,2,B2,BR16_NIRR_B2,dia5,dia5,LDA,0,0,4.810261583730877e-09,True
BR16,NIRR,2017-02-26,dia5,3,B3,BR16_NIRR_B3,dia5,dia5,LDA,0,0,3.136107323977386e-05,True
BR16,NIRR,2017-02-26,dia5,4,B4,BR16_NIRR_B4,dia5,dia5,LDA,0,0,1.3826194845764446e-10,True
CD202,IRR,2017-02-26,dia5,1,B1,CD202_IRR_B1,dia5,dia5,LDA,1,1,0.9999998389221978,True
CD202,IRR,2017-02-26,dia5,2,B2,CD202_IRR_B2,dia5,dia5,LDA,1,1,0.9999999999999958,True
CD202,IRR,2017-02-26,dia5,3,B3,CD202_IRR_B3,dia5,dia5,LDA,1,1,0.9999999999997715,True
CD202,IRR,2017-02-26,dia5,4,B4,CD202_IRR_B4,dia5,dia5,LDA,1,1,0.9999999998964542,True
CD202,NIRR,2017-02-26,dia5,1,B1,CD202_NIRR_B1,dia5,dia5,LDA,0,0,0.08702280425453883,True
CD202,NIRR,2017-02-26,dia5,2,B2,CD202_NIRR_B2,dia5,dia5,LDA,0,0,1.3801454431025177e-09,True
CD202,NIRR,2017-02-26,dia5,3,B3,CD202_NIRR_B3,dia5,dia5,LDA,0,0,3.993974869896513e-11,True
CD202,NIRR,2017-02-26,dia5,4,B4,CD202_NIRR_B4,dia5,dia5,LDA,0,0,3.321717107628101e-10,True
EMB48,IRR,2017-02-26,dia5,1,B1,EMB48_IRR_B1,dia5,dia5,LDA,1,1,0.9999999805458489,True
EMB48,IRR,2017-02-26,dia5,2,B2,EMB48_IRR_B2,dia5,dia5,LDA,1,1,0.9999996271748115,True
EMB48,IRR,2017-02-26,dia5,3,B3,EMB48_IRR_B3,dia5,dia5,LDA,1,1,0.9999999993797275,True
EMB48,IRR,2017-02-26,dia5,4,B4,EMB48_IRR_B4,dia5,dia5,LDA,1,1,1.0,True
EMB48,NIRR,2017-02-26,dia5,1,B1,EMB48_NIRR_B1,dia5,dia5,LDA,0,0,3.865645063614791e-09,True
EMB48,NIRR,2017-02-26,dia5,2,B2,EMB48_NIRR_B2,dia5,dia5,LDA,0,0,3.3690375433217987e-07,True
EMB48,NIRR,2017-02-26,dia5,3,B3,EMB48_NIRR_B3,dia5,dia5,LDA,0,0,6.482678287965525e-18,True
EMB48,NIRR,2017-02-26,dia5,4,B4,EMB48_NIRR_B4,dia5,dia5,LDA,0,0,2.5170325885844105e-15,True
