analysis_id,analysis_label,dia,modelo,classe,classe_codigo,precision,recall,f1,support
dia5,dia5,dia5,k-NN (k=5),Nao irrigado,0,1.0,1.0,1.0,12
dia5,dia5,dia5,k-NN (k=5),Irrigado,1,1.0,1.0,1.0,12
